action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
1,388,,,10,9,9,388,1,1,,,,1,163,,163,5,5,1,148,1,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,10,"[{'action_type': 'start_trial_mobile_app', 'value': '3.653333'}, {'action_type': 'start_trial_total', 'value': '3.653333'}]",1.096,"[{'action_type': 'outbound_click', 'value': '1.096'}]",1.096,1.217778,0.028247,10.96,0.067239,0.067239,2.192,10.96,0.074054,1.096,32.619048,34.574132,2.97619,2025-11-30,2025-11-30,1.059937,336,2.97619,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '2.97619'}]",317,10.96,24,5,25,135,84,59
,,,,4,,,,,,,,,,31,,31,1,1,,26,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,0.6975,"[{'action_type': 'outbound_click', 'value': '0.6975'}]",0.6975,,,,0.09,0.09,2.79,,0.107308,0.6975,43.59375,48.947368,6.25,2025-11-30,2025-11-30,1.122807,64,6.25,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",57,2.79,5,5,4,24,17,11
,,,,,,,,,,,,,,,,,,,,,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,3,,,,,3,0.06,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,27.777778,41.666667,0,2025-11-30,2025-11-30,1.5,9,,,,,6,0.25,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.12,0.12,,,0.12,,20,24,0,2025-11-30,2025-11-30,1.2,6,,,,,5,0.12,,1,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-11-30,2025-11-30,1,3,,,,,3,0.04,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,19.090909,21,0,2025-11-30,2025-11-30,1.1,11,,,,,10,0.21,,1,,,,
,25,,,,,,25,,,,,,,3,,3,,,,3,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.016,,0.133333,0.133333,,,0.133333,,28.571429,30.769231,0,2025-11-30,2025-11-30,1.076923,14,,,,,13,0.4,,2,,3,,
,,,,,,,,,,,,,,3,,3,,,,3,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.013333,0.013333,,,0.013333,,10,10,0,2025-11-30,2025-11-30,1,4,,,,,4,0.04,,4,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6917461955584,03 Snoop_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,1,0,,0,,,,
,22,,,,,,22,,,,,,,,,,,,,,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.002727,,,,,,,,15,15,0,2025-11-30,2025-11-30,1,4,,,,,4,0.06,,0,,,,
,,,,,,,,,,,,,,4,,4,,,,4,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.08,0.08,,,0.08,,13.913043,13.913043,0,2025-11-30,2025-11-30,1,23,,,,,23,0.32,,2,,3,,
,,,,,,,,,,,,,,12,,12,,,,12,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.06,0.06,,,0.06,,17.560976,20,0,2025-11-30,2025-11-30,1.138889,41,,,,,36,0.72,,2,,8,2,
,3,,,2,,,3,,,,,,,12,,12,,,,10,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.295,"[{'action_type': 'outbound_click', 'value': '0.295'}]",0.295,,0.196667,,0.049167,0.049167,,,0.059,0.59,18.4375,20.344828,3.125,2025-11-30,2025-11-30,1.103448,32,6.25,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",29,0.59,3,6,2,9,3,3
,,,,,,,,,,,,,,2,,2,,,,2,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-11-30,2025-11-30,1,4,,,,,4,0.14,,4,,2,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.13,0.13,,,0.13,,32.5,43.333333,0,2025-11-30,2025-11-30,1.333333,4,,,,,3,0.13,1,5,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,40,40,0,2025-11-30,2025-11-30,1,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,13,,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.08,0.08,,,0.08,,11.428571,11.428571,0,2025-11-30,2025-11-30,1,7,,,,,7,0.08,,1,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.19,0.19,,,0.19,,21.111111,23.75,0,2025-11-30,2025-11-30,1.125,9,,,,,8,0.19,,3,,1,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.045,0.045,,,0.045,,15,15,0,2025-11-30,2025-11-30,1,6,,,,,6,0.09,,3,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-11-30,2025-11-30,1,2,,,,,2,0.04,,5,,1,1,
,19,,,1,,,19,,,,,,,2,,2,,,,1,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.01,"[{'action_type': 'outbound_click', 'value': '0.01'}]",0.01,,0.000526,,0.005,0.005,,,0.01,0.01,10,10,100,2025-11-30,2025-11-30,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.01,,9,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,3.333333,3.333333,0,2025-11-30,2025-11-30,1,3,,,,,3,0.01,,3,,1,,
,1,,,,,,1,,,,,,,,,,,,,,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0,,,,,,,,,,,2025-11-30,2025-11-30,0,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461956584,01 Santa_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956584,01 Santa_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-11-30,2025-11-30,1,2,,,,,2,0.05,,4,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956584,01 Santa_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0,0,,,0,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,1,0,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,70,70,0,2025-11-30,2025-11-30,1,1,,,,,1,0.07,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,60,60,0,2025-11-30,2025-11-30,1,1,,,,,1,0.06,,2,,,,
,1,,,10,2,2,1,,,,,,,294,,294,7,7,,277,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,16,,1.246,"[{'action_type': 'outbound_click', 'value': '1.246'}]",1.246,6.23,12.46,,0.042381,0.042381,1.78,,0.044982,0.77875,13.60262,14.590164,1.746725,2025-11-30,2025-11-30,1.0726,916,1.091703,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.091703'}]",854,12.46,32,3,32,245,128,84
,264,2,1,56,21,21,264,,,,2,2,,1957,5,1957,26,18,,1875,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,74,"[{'action_type': 'subscribe_mobile_app', 'value': '13.135'}, {'action_type': 'subscribe_total', 'value': '13.135'}, {'action_type': 'start_trial_mobile_app', 'value': '15.762'}, {'action_type': 'start_trial_total', 'value': '15.762'}]",1.407321,"[{'action_type': 'outbound_click', 'value': '1.407321'}]",1.407321,3.752857,0.298523,,0.040271,0.040271,3.031154,,0.042032,1.065,14.599852,15.806258,1.370878,2025-11-30,2025-11-30,1.082631,5398,1.037421,56,"[{'action_type': 'outbound_click', 'value': '56'}]","[{'action_type': 'outbound_click', 'value': '1.037421'}]",4986,78.81,165,5,159,1681,859,552
,668,1,1,137,41,41,668,,,,1,1,,3672,3,3672,33,28,,3502,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,150,"[{'action_type': 'subscribe_mobile_app', 'value': '13.271'}, {'action_type': 'subscribe_total', 'value': '13.271'}, {'action_type': 'start_trial_mobile_app', 'value': '7.806471'}, {'action_type': 'start_trial_total', 'value': '7.806471'}]",0.968686,"[{'action_type': 'outbound_click', 'value': '0.968686'}]",0.968686,3.236829,0.198668,,0.036141,0.036141,4.021515,,0.037895,0.884733,15.248765,16.724638,1.723544,2025-11-30,2025-11-30,1.096786,8703,1.57417,137,"[{'action_type': 'outbound_click', 'value': '137'}]","[{'action_type': 'outbound_click', 'value': '1.57417'}]",7935,132.71,308,4,292,3146,1591,959
,200,2,1,72,18,18,200,,,,,,,1517,1,1517,15,13,,1430,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,69,"[{'action_type': 'subscribe_mobile_app', 'value': '29.87'}, {'action_type': 'subscribe_total', 'value': '29.87'}, {'action_type': 'start_trial_mobile_app', 'value': '14.935'}, {'action_type': 'start_trial_total', 'value': '14.935'}]",0.829722,"[{'action_type': 'outbound_click', 'value': '0.829722'}]",0.829722,3.318889,0.2987,,0.03938,0.03938,3.982667,,0.041776,0.865797,18.721404,19.788009,2.162332,2025-11-30,2025-11-30,1.056973,3191,2.256346,72,"[{'action_type': 'outbound_click', 'value': '72'}]","[{'action_type': 'outbound_click', 'value': '2.256346'}]",3019,59.74,138,7,126,1302,714,434
,2,,,11,,,2,,,,,,,176,,176,2,2,,163,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,11,,0.644545,"[{'action_type': 'outbound_click', 'value': '0.644545'}]",0.644545,,3.545,,0.040284,0.040284,3.545,,0.043497,0.644545,22.365931,24.197952,3.470032,2025-11-30,2025-11-30,1.081911,317,3.470032,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '3.470032'}]",293,7.09,18,5,17,147,90,55
,,,,7,,,,,,,,,,78,,78,2,2,,69,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,7,,0.322857,"[{'action_type': 'outbound_click', 'value': '0.322857'}]",0.322857,,,,0.028974,0.028974,1.13,,0.032754,0.322857,14.966887,16.258993,4.635762,2025-11-30,2025-11-30,1.086331,151,4.635762,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '4.635762'}]",139,2.26,11,5,11,62,36,24
,,,,,,,,,,,,,,5,,5,,,,5,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.064,0.064,,,0.064,,17.777778,18.823529,0,2025-11-30,2025-11-30,1.058824,18,,,,,17,0.32,2,6,2,5,4,3
,,,,1,,,,,,,,,,11,,11,,,,10,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.58,"[{'action_type': 'outbound_click', 'value': '0.58'}]",0.58,,,,0.052727,0.052727,,,0.058,0.58,17.058824,21.481481,2.941176,2025-11-30,2025-11-30,1.259259,34,2.941176,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.941176'}]",27,0.58,3,5,3,9,6,4
,19,,,1,1,1,19,,,,,,,8,,8,,,,7,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.59,"[{'action_type': 'outbound_click', 'value': '0.59'}]",0.59,0.59,0.031053,,0.07375,0.07375,,,0.084286,0.59,29.5,29.5,5,2025-11-30,2025-11-30,1,20,5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5'}]",20,0.59,,2,,5,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,17.5,17.5,0,2025-11-30,2025-11-30,1,4,,,,,4,0.07,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6917461957384,01 Jesus_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,80,80,0,2025-11-30,2025-11-30,1,1,,,,,1,0.08,,1,,,,
,2,1,,4,1,1,2,,,1,,,,71,,71,2,2,,65,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,1.3175,"[{'action_type': 'outbound_click', 'value': '1.3175'}]",1.3175,5.27,2.635,,0.074225,0.074225,2.635,,0.081077,1.054,24.174312,25.960591,2.293578,2025-11-30,2025-11-30,1.073892,218,1.834862,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.834862'}]",203,5.27,7,3,8,61,26,23
,226,1,1,40,14,14,226,,,,,,,1003,,1003,9,8,,954,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,40,"[{'action_type': 'subscribe_mobile_app', 'value': '13.42'}, {'action_type': 'subscribe_total', 'value': '13.42'}, {'action_type': 'start_trial_mobile_app', 'value': '8.946667'}, {'action_type': 'start_trial_total', 'value': '8.946667'}]",1.342,"[{'action_type': 'outbound_click', 'value': '1.342'}]",1.342,3.834286,0.237522,,0.053519,0.053519,5.964444,,0.056268,1.342,17.845745,19.576951,1.329787,2025-11-30,2025-11-30,1.097009,3008,1.329787,40,"[{'action_type': 'outbound_click', 'value': '40'}]","[{'action_type': 'outbound_click', 'value': '1.329787'}]",2742,53.68,98,4,88,832,410,307
,542,2,1,104,39,39,542,,,,,,,2276,,2276,26,25,,2146,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,96,"[{'action_type': 'subscribe_mobile_app', 'value': '27.0525'}, {'action_type': 'subscribe_total', 'value': '27.0525'}, {'action_type': 'start_trial_mobile_app', 'value': '8.323846'}, {'action_type': 'start_trial_total', 'value': '8.323846'}]",1.040481,"[{'action_type': 'outbound_click', 'value': '1.040481'}]",1.040481,2.774615,0.199649,,0.047544,0.047544,4.161923,,0.050424,1.127188,19.427289,21.585877,1.723519,2025-11-30,2025-11-30,1.111111,5570,1.867145,104,"[{'action_type': 'outbound_click', 'value': '104'}]","[{'action_type': 'outbound_click', 'value': '1.867145'}]",5013,108.21,212,4,192,1869,942,707
,128,,,41,15,15,128,,,,,,,898,1,898,9,8,,848,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,40,"[{'action_type': 'subscribe_mobile_app', 'value': '11.715'}, {'action_type': 'subscribe_total', 'value': '11.715'}, {'action_type': 'start_trial_mobile_app', 'value': '9.372'}, {'action_type': 'start_trial_total', 'value': '9.372'}]",1.142927,"[{'action_type': 'outbound_click', 'value': '1.142927'}]",1.142927,3.124,0.366094,,0.052183,0.052183,5.206667,,0.055259,1.1715,24.833068,26.731318,2.119767,2025-11-30,2025-11-30,1.07644,1887,2.172761,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '2.172761'}]",1753,46.86,113,5,100,751,419,329
,4,1,,5,2,2,4,,,,,,,97,,97,,,,92,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,"[{'action_type': 'subscribe_mobile_app', 'value': '5.25'}, {'action_type': 'subscribe_total', 'value': '5.25'}, {'action_type': 'start_trial_mobile_app', 'value': '5.25'}, {'action_type': 'start_trial_total', 'value': '5.25'}]",1.05,"[{'action_type': 'outbound_click', 'value': '1.05'}]",1.05,2.625,1.3125,,0.054124,0.054124,,,0.057065,1.05,27.925532,30.346821,2.659574,2025-11-30,2025-11-30,1.086705,188,2.659574,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.659574'}]",173,5.25,12,5,9,83,43,35
,,,,,,,,,,,,,,15,,15,,,,15,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,36.206897,42,0,2025-11-30,2025-11-30,1.16,29,,,,,25,1.05,,4,,13,4,2
,,,,,,,,,,,,,,,,,,,,,,6917505480184,04 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917505480184,04 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917505480184,04 Prerna - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,2,,,,
,,1,,2,,,,,,,,,,22,,22,,,,20,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.765596,"[{'action_type': 'outbound_click', 'value': '0.765596'}]",0.765596,,,,0.0696,0.0696,,,0.07656,0.765596,18.014019,20.691778,2.352941,2025-11-30,2025-11-30,1.148649,85,2.352941,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.352941'}]",74,1.531192,3,3,3,16,11,8
,1,,,7,,,1,,,,2,2,,129,,129,2,,,120,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,6,,1.232388,"[{'action_type': 'outbound_click', 'value': '1.232388'}]",1.232388,,8.626713,,0.066874,0.066874,4.313357,,0.071889,1.437786,19.21317,21.092209,1.336303,2025-11-30,2025-11-30,1.0978,449,1.55902,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.55902'}]",409,8.626713,12,3,11,100,54,38
,7,,,8,5,5,7,,,,,,,185,,185,,,,177,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,8,,1.418604,"[{'action_type': 'outbound_click', 'value': '1.418604'}]",1.418604,2.269766,1.621262,,0.061345,0.061345,,,0.064118,1.418604,17.540698,19.073667,1.236476,2025-11-30,2025-11-30,1.087395,647,1.236476,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.236476'}]",595,11.348832,16,3,16,155,74,43
,,,,5,1,1,,,,,,,,71,,71,,,,66,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,0.776604,"[{'action_type': 'outbound_click', 'value': '0.776604'}]",0.776604,3.883022,,,0.05469,0.05469,,,0.058834,1.294341,20.989307,22.316217,1.621622,2025-11-30,2025-11-30,1.063218,185,2.702703,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",174,3.883022,3,4,3,59,32,16
,,,,,,,,,,,,,,2,,2,,,,2,,6917505480584,07 black_4 - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.105082,0.105082,,,0.105082,,21.016355,21.016355,0,2025-11-30,2025-11-30,1,10,,,,,10,0.210164,1,7,1,2,1,1
