action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-11-30,2025-11-30,1,4,,,,,4,0.1,1,6,1,2,2,1
,,,,1,,,,,,,,,,4,,4,,,,3,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.63,"[{'action_type': 'outbound_click', 'value': '0.63'}]",0.63,,,,0.1575,0.1575,,,0.21,0.63,90,90,14.285714,2025-11-30,2025-11-30,1,7,14.285714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",7,0.63,2,10,2,3,3,2
,,,,,,,,,,,,,,5,,5,,,,5,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.08,0.08,,,0.08,,36.363636,40,0,2025-11-30,2025-11-30,1.1,11,,,,,10,0.4,1,3,1,5,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.07,0.07,,,0.07,,70,70,0,2025-11-30,2025-11-30,1,1,,,,,1,0.07,,22,,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.1,0.1,,,0.1,,20,20,0,2025-11-30,2025-11-30,1,5,,,,,5,0.1,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10.833333,10.833333,0,2025-11-30,2025-11-30,1,12,,,,,12,0.13,,1,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.168,0.168,,,0.168,,42,42,0,2025-11-30,2025-11-30,1,20,,,,,20,0.84,,2,,5,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.0725,0.0725,,,0.0725,,20.714286,20.714286,0,2025-11-30,2025-11-30,1,14,,,,,14,0.29,1,3,,4,3,1
,,,,,,,,,,,,,,,,,,,,,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,6,,6,1,1,,5,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.301667,0.301667,1.81,,0.362,,86.190476,139.230769,0,2025-11-30,2025-11-30,1.615385,21,,,,,13,1.81,,3,,5,2,2
,,,,2,,,,,,,,,,37,,37,1,1,,34,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,2.1,"[{'action_type': 'outbound_click', 'value': '2.1'}]",2.1,,,,0.113514,0.113514,4.2,,0.123529,2.1,25.149701,28.187919,1.197605,2025-11-30,2025-11-30,1.120805,167,1.197605,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.197605'}]",149,4.2,8,3,8,29,20,12
,6,,,2,,,6,,,,,,,93,,93,1,1,,90,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,5.9,"[{'action_type': 'outbound_click', 'value': '5.9'}]",5.9,,1.966667,,0.126882,0.126882,11.8,,0.131111,3.933333,37.341772,40.136054,0.949367,2025-11-30,2025-11-30,1.07483,316,0.632911,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.632911'}]",294,11.8,17,4,17,84,47,30
,11,,1,5,2,2,11,,,,,,,131,,131,4,3,,122,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,"[{'action_type': 'subscribe_mobile_app', 'value': '17.76'}, {'action_type': 'subscribe_total', 'value': '17.76'}, {'action_type': 'start_trial_mobile_app', 'value': '17.76'}, {'action_type': 'start_trial_total', 'value': '17.76'}]",3.552,"[{'action_type': 'outbound_click', 'value': '3.552'}]",3.552,8.88,1.614545,,0.135573,0.135573,4.44,,0.145574,3.552,40.640732,45.306122,1.144165,2025-11-30,2025-11-30,1.114796,437,1.144165,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.144165'}]",392,17.76,19,4,18,106,58,45
,17,,,6,,,17,,,,,,,83,,83,1,1,,76,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,,1.715,"[{'action_type': 'outbound_click', 'value': '1.715'}]",1.715,,0.605294,,0.123976,0.123976,10.29,,0.135395,1.715,51.19403,57.808989,2.985075,2025-11-30,2025-11-30,1.129213,201,2.985075,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.985075'}]",178,10.29,8,4,8,70,40,23
,2,,,1,1,1,2,,,,,,,25,1,25,3,2,,21,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,"[{'action_type': 'subscribe_mobile_app', 'value': '2.97'}, {'action_type': 'subscribe_total', 'value': '2.97'}, {'action_type': 'start_trial_mobile_app', 'value': '2.97'}, {'action_type': 'start_trial_total', 'value': '2.97'}]",2.97,"[{'action_type': 'outbound_click', 'value': '2.97'}]",2.97,2.97,1.485,,0.1188,0.1188,0.99,,0.141429,2.97,63.191489,67.5,2.12766,2025-11-30,2025-11-30,1.068182,47,2.12766,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.12766'}]",44,2.97,5,5,5,18,13,8
,,1,,5,,,,,,,,,,24,,24,,,,19,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,18-24,6913347651784,FB_iOS_itoshi_rap_install,4,,0.232186,"[{'action_type': 'outbound_click', 'value': '0.232186'}]",0.232186,,,,0.048372,0.048372,,,0.061102,0.290233,12.899237,13.499202,4.444444,2025-11-30,2025-11-30,1.046512,90,5.555556,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",86,1.160931,1,4,1,15,6,3
,5,,,7,,,5,,,,,,,110,,110,2,2,,101,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,25-34,6913347651784,FB_iOS_itoshi_rap_install,7,,0.518988,"[{'action_type': 'outbound_click', 'value': '0.518988'}]",0.518988,,0.726583,,0.033027,0.033027,1.816457,,0.035969,0.518988,10.035675,10.622557,1.933702,2025-11-30,2025-11-30,1.05848,362,1.933702,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.933702'}]",342,3.632914,11,4,10,88,36,20
,174,,,24,9,9,174,,,,,,,348,1,348,2,1,,322,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,35-44,6913347651784,FB_iOS_itoshi_rap_install,23,"[{'action_type': 'start_trial_mobile_app', 'value': '5.214183'}, {'action_type': 'start_trial_total', 'value': '5.214183'}]",0.434515,"[{'action_type': 'outbound_click', 'value': '0.434515'}]",0.434515,1.158707,0.059933,,0.029967,0.029967,5.214183,,0.032386,0.453407,9.327698,10.284385,2.057245,2025-11-30,2025-11-30,1.102564,1118,2.146691,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '2.146691'}]",1014,10.428366,45,3,40,287,142,89
,57,,,14,5,5,57,,,,,,,472,,472,1,1,,457,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,45-54,6913347651784,FB_iOS_itoshi_rap_install,14,"[{'action_type': 'subscribe_mobile_app', 'value': '14.901955'}, {'action_type': 'subscribe_total', 'value': '14.901955'}, {'action_type': 'start_trial_mobile_app', 'value': '14.901955'}, {'action_type': 'start_trial_total', 'value': '14.901955'}]",1.064425,"[{'action_type': 'outbound_click', 'value': '1.064425'}]",1.064425,2.980391,0.261438,,0.031572,0.031572,14.901955,,0.032608,1.064425,10.720831,11.551903,1.007194,2025-11-30,2025-11-30,1.077519,1390,1.007194,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.007194'}]",1290,14.901955,45,4,41,401,205,119
,89,1,,28,10,10,89,,,,,,,386,,386,3,3,,355,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,55-64,6913347651784,FB_iOS_itoshi_rap_install,25,"[{'action_type': 'subscribe_mobile_app', 'value': '6.635323'}, {'action_type': 'subscribe_total', 'value': '6.635323'}, {'action_type': 'start_trial_mobile_app', 'value': '13.270646'}, {'action_type': 'start_trial_total', 'value': '13.270646'}]",0.473952,"[{'action_type': 'outbound_click', 'value': '0.473952'}]",0.473952,1.327065,0.149108,,0.03438,0.03438,4.423549,,0.037382,0.530826,13.569168,14.013354,2.556237,2025-11-30,2025-11-30,1.032735,978,2.862986,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '2.862986'}]",947,13.270646,40,3,36,309,141,85
,23,,,10,5,5,23,,,,,,,144,1,144,3,2,,131,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,65+,6913347651784,FB_iOS_itoshi_rap_install,10,,0.646519,"[{'action_type': 'outbound_click', 'value': '0.646519'}]",0.646519,1.293037,0.281095,,0.044897,0.044897,2.155062,,0.049353,0.646519,18.52489,19.356846,2.86533,2025-11-30,2025-11-30,1.04491,349,2.86533,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '2.86533'}]",334,6.465187,17,4,15,109,48,31
,,,,,,,,,,,,,,1,,1,,,,1,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-11-30,2025-11-30,1,2,,,,,2,0.03,,4,,1,1,
,3,,,4,,,3,,,,,,,9,,9,,,,5,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,25-34,6913347651784,FB_iOS_itoshi_rap_install,4,,0.1375,"[{'action_type': 'outbound_click', 'value': '0.1375'}]",0.1375,,0.183333,,0.061111,0.061111,,,0.11,0.1375,55,61.111111,40,2025-11-30,2025-11-30,1.111111,10,40,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '40'}]",9,0.55,2,6,2,5,2,2
,,,,,,,,,,,,,,5,,5,,,,5,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,35-44,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.054,0.054,,,0.054,,15.882353,15.882353,0,2025-11-30,2025-11-30,1,17,,,,,17,0.27,,2,,4,2,2
,4,,,1,,,4,,,,,,,5,,5,,,,4,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,45-54,6913347651784,FB_iOS_itoshi_rap_install,1,,0.44,"[{'action_type': 'outbound_click', 'value': '0.44'}]",0.44,,0.11,,0.088,0.088,,,0.11,0.44,23.157895,27.5,5.263158,2025-11-30,2025-11-30,1.1875,19,5.263158,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",16,0.44,,2,,2,1,
,,,,,,,,,,,,,,3,,3,,,,3,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.103333,0.103333,,,0.103333,,51.666667,51.666667,0,2025-11-30,2025-11-30,1,6,,,,,6,0.31,1,6,1,3,3,2
,,,,,,,,,,,,,,,,,,,,,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,4,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,35-44,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-11-30,2025-11-30,1,2,,,,,2,0.01,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,30,30,0,2025-11-30,2025-11-30,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916177884784,18 esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-11-30,2025-11-30,1,2,,,,,2,0.04,,9,,2,2,1
,6,,,1,1,1,6,,,,,,,5,,5,,,,4,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,18-24,6913347651784,FB_iOS_itoshi_rap_install,1,,0.950412,"[{'action_type': 'outbound_click', 'value': '0.950412'}]",0.950412,0.950412,0.158402,,0.190082,0.190082,,,0.237603,0.950412,19.396163,20.221531,2.040816,2025-11-30,2025-11-30,1.042553,49,2.040816,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.040816'}]",47,0.950412,1,1,1,1,1,1
,14,,,4,2,2,14,,,,,,,44,,44,1,1,,39,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,25-34,6913347651784,FB_iOS_itoshi_rap_install,4,,0.452696,"[{'action_type': 'outbound_click', 'value': '0.452696'}]",0.452696,0.905392,0.129342,,0.041154,0.041154,1.810785,,0.04643,0.452696,12.574895,12.934178,2.777778,2025-11-30,2025-11-30,1.028571,144,2.777778,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.777778'}]",140,1.810785,4,3,4,32,17,15
,58,,,14,4,4,58,,,,,,,214,1,214,2,1,,198,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,35-44,6913347651784,FB_iOS_itoshi_rap_install,14,"[{'action_type': 'start_trial_mobile_app', 'value': '6.872979'}, {'action_type': 'start_trial_total', 'value': '6.872979'}]",0.490927,"[{'action_type': 'outbound_click', 'value': '0.490927'}]",0.490927,1.718245,0.1185,,0.032117,0.032117,3.43649,,0.034712,0.490927,10.429407,11.067599,2.124431,2025-11-30,2025-11-30,1.061192,659,2.124431,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '2.124431'}]",621,6.872979,22,3,20,170,93,67
,71,,,23,7,7,71,,,,,,,288,,288,1,1,,264,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,45-54,6913347651784,FB_iOS_itoshi_rap_install,22,"[{'action_type': 'subscribe_mobile_app', 'value': '4.446928'}, {'action_type': 'subscribe_total', 'value': '4.446928'}, {'action_type': 'start_trial_mobile_app', 'value': '4.446928'}, {'action_type': 'start_trial_total', 'value': '4.446928'}]",0.386689,"[{'action_type': 'outbound_click', 'value': '0.386689'}]",0.386689,1.270551,0.125266,,0.030881,0.030881,8.893855,,0.033689,0.404266,13.234904,13.788923,3.27381,2025-11-30,2025-11-30,1.04186,672,3.422619,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '3.422619'}]",645,8.893855,42,5,40,221,130,96
,36,1,,10,3,3,36,,,,1,1,,135,1,135,4,2,,121,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,55-64,6913347651784,FB_iOS_itoshi_rap_install,9,,0.39117,"[{'action_type': 'outbound_click', 'value': '0.39117'}]",0.39117,1.303899,0.108658,,0.028976,0.028976,0.977924,,0.032328,0.434633,16.164031,16.505045,3.719008,2025-11-30,2025-11-30,1.021097,242,4.132231,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '4.132231'}]",237,3.911696,16,5,14,101,57,33
,,,,,,,,,,,,,,14,,14,,,,14,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,65+,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.04502,0.04502,,,0.04502,,18.537447,18.537447,0,2025-11-30,2025-11-30,1,34,,,,,34,0.630273,1,4,1,11,7,6
,33,,,9,2,2,33,,,,,,,107,1,107,9,8,,89,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,18-24,6913347651784,FB_iOS_itoshi_rap_install,8,"[{'action_type': 'start_trial_mobile_app', 'value': '4.220416'}, {'action_type': 'start_trial_total', 'value': '4.220416'}]",0.468935,"[{'action_type': 'outbound_click', 'value': '0.468935'}]",0.468935,2.110208,0.127891,,0.039443,0.039443,0.468935,,0.04742,0.527552,15.402979,15.573491,2.919708,2025-11-30,2025-11-30,1.01107,274,3.284672,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '3.284672'}]",271,4.220416,7,4,7,78,41,36
,241,1,,42,15,15,241,,,,,,,826,3,826,15,12,,769,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,25-34,6913347651784,FB_iOS_itoshi_rap_install,44,"[{'action_type': 'subscribe_mobile_app', 'value': '23.062274'}, {'action_type': 'subscribe_total', 'value': '23.062274'}, {'action_type': 'start_trial_mobile_app', 'value': '4.612455'}, {'action_type': 'start_trial_total', 'value': '4.612455'}]",0.549102,"[{'action_type': 'outbound_click', 'value': '0.549102'}]",0.549102,1.537485,0.095694,,0.02792,0.02792,1.537485,,0.02999,0.524143,10.751643,11.694865,2.051282,2025-11-30,2025-11-30,1.087728,2145,1.958042,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.958042'}]",1972,23.062274,83,4,76,656,352,274
,938,9,,194,73,73,938,,,,,,,4287,5,4287,51,46,,4042,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,35-44,6913347651784,FB_iOS_itoshi_rap_install,192,"[{'action_type': 'subscribe_mobile_app', 'value': '11.510024'}, {'action_type': 'subscribe_total', 'value': '11.510024'}, {'action_type': 'start_trial_mobile_app', 'value': '6.906014'}, {'action_type': 'start_trial_total', 'value': '6.906014'}]",0.53397,"[{'action_type': 'outbound_click', 'value': '0.53397'}]",0.53397,1.419044,0.110437,,0.024164,0.024164,2.031181,,0.025628,0.539532,10.930697,12.036976,2.025958,2025-11-30,2025-11-30,1.101208,9477,2.047061,194,"[{'action_type': 'outbound_click', 'value': '194'}]","[{'action_type': 'outbound_click', 'value': '2.047061'}]",8606,103.590214,548,4,501,3578,1950,1535
,1165,15,,334,112,112,1165,,,,3,3,,7142,8,7142,123,112,,6685,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,45-54,6913347651784,FB_iOS_itoshi_rap_install,327,"[{'action_type': 'subscribe_mobile_app', 'value': '11.067966'}, {'action_type': 'subscribe_total', 'value': '11.067966'}, {'action_type': 'start_trial_mobile_app', 'value': '8.432736'}, {'action_type': 'start_trial_total', 'value': '8.432736'}]",0.530202,"[{'action_type': 'outbound_click', 'value': '0.530202'}]",0.530202,1.581138,0.152006,,0.024795,0.024795,1.439735,,0.02649,0.541552,13.437094,14.847611,2.48122,2025-11-30,2025-11-30,1.104972,13179,2.534335,334,"[{'action_type': 'outbound_click', 'value': '334'}]","[{'action_type': 'outbound_click', 'value': '2.534335'}]",11927,177.087461,1079,5,1006,6024,3439,2775
,489,1,1,154,53,53,489,,,,2,2,,3228,3,3228,68,62,,3006,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,55-64,6913347651784,FB_iOS_itoshi_rap_install,152,"[{'action_type': 'subscribe_mobile_app', 'value': '28.546148'}, {'action_type': 'subscribe_total', 'value': '28.546148'}, {'action_type': 'start_trial_mobile_app', 'value': '14.273074'}, {'action_type': 'start_trial_total', 'value': '14.273074'}]",0.556094,"[{'action_type': 'outbound_click', 'value': '0.556094'}]",0.556094,1.61582,0.17513,,0.02653,0.02653,1.259389,,0.028489,0.563411,16.237854,16.911225,2.882063,2025-11-30,2025-11-30,1.041469,5274,2.919985,154,"[{'action_type': 'outbound_click', 'value': '154'}]","[{'action_type': 'outbound_click', 'value': '2.919985'}]",5064,85.638444,582,6,532,2732,1710,1389
,57,,1,19,6,6,57,,,,1,1,,416,1,416,8,5,,389,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,65+,6913347651784,FB_iOS_itoshi_rap_install,19,,0.635326,"[{'action_type': 'outbound_click', 'value': '0.635326'}]",0.635326,2.011865,0.211775,,0.029017,0.029017,1.508899,,0.031031,0.635326,17.244558,18.345274,2.714286,2025-11-30,2025-11-30,1.06383,700,2.714286,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '2.714286'}]",658,12.07119,78,6,71,353,214,180
,,,,,,,,,,,,,,,,,,,,,,6916177886384,02 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,1,0,,1,,,,
,4,,,1,1,1,4,,,,,,,3,,3,,,,2,,6916177886384,02 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,35-44,6913347651784,FB_iOS_itoshi_rap_install,1,,0.03,"[{'action_type': 'outbound_click', 'value': '0.03'}]",0.03,0.03,0.0075,,0.01,0.01,,,0.015,0.03,15,15,50,2025-11-30,2025-11-30,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.03,2,24,2,2,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6916177886584,01 Esha - Copy,6916176936184,FB_iOS_itoshi_rap_female,55-64,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0,0,,,0,,0,0,0,2025-11-30,2025-11-30,1,2,,,,,2,0,,7,,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6916856622384,01 Jesus_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,18-24,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.13,0.13,,,0.13,,43.333333,43.333333,0,2025-11-30,2025-11-30,1,3,,,,,3,0.13,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916856622384,01 Jesus_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,25-34,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-11-30,2025-11-30,1,2,,,,,2,0.05,,7,,1,1,1
