action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_conversion.post_unsave,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,121,2,,24,13,13,121,,,8,,,,,,654,,654,8,8,,622,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,24,"[{'action_type': 'subscribe_mobile_app', 'value': '31.37'}, {'action_type': 'subscribe_total', 'value': '31.37'}, {'action_type': 'start_trial_mobile_app', 'value': '31.37'}, {'action_type': 'start_trial_total', 'value': '31.37'}]",1.307083,"[{'action_type': 'outbound_click', 'value': '1.307083'}]",1.307083,2.413077,0.259256,,0.047966,0.047966,3.92125,,0.050434,1.307083,22.107118,22.964861,1.691332,2025-12-14,2025-12-14,1.038799,1419,1.691332,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.691332'}]",facebook,1366,31.37,55,4,51,566,310,233
,,,,4,,,,,,,,,,,,31,,31,,,,27,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,4,,0.565,"[{'action_type': 'outbound_click', 'value': '0.565'}]",0.565,,,,0.072903,0.072903,,,0.083704,0.565,30.958904,32.753623,5.479452,2025-12-14,2025-12-14,1.057971,73,5.479452,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '5.479452'}]",instagram,69,2.26,2,6,2,24,13,10
,,,,,,,,,,,,,,,,4,,4,,,,4,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,40,40,0,2025-12-14,2025-12-14,1,6,,,,,threads,6,0.24,1,10,1,4,3,2
,1,,,,,,1,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-14,2025-12-14,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-14,2025-12-14,0,0,,,,,facebook,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,instagram,1,0,,0,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-14,2025-12-14,1,1,,,,,instagram,1,0.03,,3,,,,
,27,,,11,2,2,27,,,2,,,,,,550,,550,2,2,,537,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,10,"[{'action_type': 'subscribe_mobile_app', 'value': '10.106883'}, {'action_type': 'subscribe_total', 'value': '10.106883'}, {'action_type': 'start_trial_mobile_app', 'value': '10.106883'}, {'action_type': 'start_trial_total', 'value': '10.106883'}]",1.837615,"[{'action_type': 'outbound_click', 'value': '1.837615'}]",1.837615,10.106883,0.748658,,0.036752,0.036752,10.106883,,0.037642,2.021377,11.349672,11.814007,0.561482,2025-12-14,2025-12-14,1.040912,1781,0.617631,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.617631'}]",facebook,1711,20.213765,38,3,36,469,219,124
,302,,,60,41,41,302,,,36,6,7,,1,,2092,,2092,43,36,,1989,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,87,"[{'action_type': 'subscribe_mobile_app', 'value': '10.436944'}, {'action_type': 'subscribe_total', 'value': '10.436944'}, {'action_type': 'start_trial_mobile_app', 'value': '9.277284'}, {'action_type': 'start_trial_total', 'value': '9.277284'}]",1.391593,"[{'action_type': 'outbound_click', 'value': '1.391593'}]",1.391593,2.036477,0.276475,,0.039912,0.039912,1.941757,,0.041979,0.959719,16.081578,17.019069,1.675655,2025-12-14,2025-12-14,1.058296,5192,1.155624,60,"[{'action_type': 'outbound_click', 'value': '60'}]","[{'action_type': 'outbound_click', 'value': '1.155624'}]",instagram,4906,83.495553,135,4,135,1802,834,497
,,,,,,,,,,,,,,,,,,,,,,,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,30.005589,30.005589,0,2025-12-14,2025-12-14,1,1,,,,,messenger,1,0.030006,,,,,,
,,,,,,,,,,1,,,,,,144,,144,1,1,,143,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.025213,0.025213,3.630676,,0.025389,,14.182329,14.350499,0,2025-12-14,2025-12-14,1.011858,256,,,,,threads,253,3.630676,18,9,18,135,72,35
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,15,30,0,2025-12-14,2025-12-14,2,2,,,,,audience_network,1,0.03,,3,,,,
,34,,,4,3,3,34,,,2,,,2,,,239,,239,4,4,,231,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '13.48'}, {'action_type': 'subscribe_total', 'value': '13.48'}, {'action_type': 'start_trial_mobile_app', 'value': '6.74'}, {'action_type': 'start_trial_total', 'value': '6.74'}]",3.37,"[{'action_type': 'outbound_click', 'value': '3.37'}]",3.37,4.493333,0.396471,,0.056402,0.056402,3.37,,0.058355,3.37,14.463519,15.335609,0.429185,2025-12-14,2025-12-14,1.060296,932,0.429185,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.429185'}]",facebook,879,13.48,18,3,17,195,78,41
,49,,,4,3,3,49,,,,,,,,,23,,23,,,,19,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,9,"[{'action_type': 'subscribe_mobile_app', 'value': '1.335'}, {'action_type': 'subscribe_total', 'value': '1.335'}, {'action_type': 'start_trial_mobile_app', 'value': '1.335'}, {'action_type': 'start_trial_total', 'value': '1.335'}]",0.6675,"[{'action_type': 'outbound_click', 'value': '0.6675'}]",0.6675,0.89,0.05449,,0.116087,0.116087,,,0.140526,0.296667,27.244898,27.8125,9.183673,2025-12-14,2025-12-14,1.020833,98,4.081633,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '4.081633'}]",instagram,96,2.67,2,3,2,18,8,4
,3,,,1,,,3,,,,,,,,,12,,12,,,,11,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.35,"[{'action_type': 'outbound_click', 'value': '0.35'}]",0.35,,0.116667,,0.029167,0.029167,,,0.031818,0.35,10.294118,10.294118,2.941176,2025-12-14,2025-12-14,1,34,2.941176,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.941176'}]",threads,34,0.35,1,4,1,9,4,2
,,,,,,,,,,,,,,,,,,,,,,,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-14,2025-12-14,1,3,,,,,facebook,3,0.04,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-14,2025-12-14,1,2,,,,,instagram,2,0.03,,3,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.1,0.1,,,0.1,,7.692308,7.692308,0,2025-12-14,2025-12-14,1,13,,,,,facebook,13,0.1,,2,,1,1,1
,2,,,1,1,1,2,,,,,,,,,1,,1,,,,,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,"[{'action_type': 'start_trial_mobile_app', 'value': '0.15'}, {'action_type': 'start_trial_total', 'value': '0.15'}]",0.15,"[{'action_type': 'outbound_click', 'value': '0.15'}]",0.15,0.15,0.075,,0.15,0.15,,,,0.15,16.666667,16.666667,11.111111,2025-12-14,2025-12-14,1,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",instagram,9,0.15,,1,,,,
,,,,,,,,,,,,,,,,4,,4,,,,4,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,16,26.666667,0,2025-12-14,2025-12-14,1.666667,5,,,,,audience_network,3,0.08,,4,,1,,
,15,,,7,3,3,15,,,,,,,,,262,,262,,,,255,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,7,"[{'action_type': 'start_trial_mobile_app', 'value': '12.19'}, {'action_type': 'start_trial_total', 'value': '12.19'}]",1.741429,"[{'action_type': 'outbound_click', 'value': '1.741429'}]",1.741429,4.063333,0.812667,,0.046527,0.046527,,,0.047804,1.741429,13.264418,13.742954,0.761698,2025-12-14,2025-12-14,1.036077,919,0.761698,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.761698'}]",facebook,887,12.19,19,2,19,222,86,38
,16,,,2,,,16,,,1,1,1,,,,56,1,56,3,1,,51,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,2.265,"[{'action_type': 'outbound_click', 'value': '2.265'}]",2.265,,0.283125,,0.080893,0.080893,1.51,,0.088824,2.265,25.166667,26.034483,1.111111,2025-12-14,2025-12-14,1.034483,180,1.111111,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.111111'}]",instagram,174,4.53,4,3,4,49,20,7
,,,,,,,,,,,,,,,,32,,32,,,,32,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.030625,0.030625,,,0.030625,,13.802817,13.802817,0,2025-12-14,2025-12-14,1,71,,,,,threads,71,0.98,5,4,5,27,11,7
,55,,,5,1,1,55,,,1,,,,,,151,,151,1,1,,145,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,"[{'action_type': 'start_trial_mobile_app', 'value': '2.276667'}, {'action_type': 'start_trial_total', 'value': '2.276667'}]",1.366,"[{'action_type': 'outbound_click', 'value': '1.366'}]",1.366,6.83,0.124182,,0.045232,0.045232,6.83,,0.047103,1.366,13.418468,13.714859,0.982318,2025-12-14,2025-12-14,1.022088,509,0.982318,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.982318'}]",facebook,498,6.83,6,3,6,134,60,36
,21,,,1,,,21,,,,,,,,,11,,11,,,,10,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,0.96,"[{'action_type': 'outbound_click', 'value': '0.96'}]",0.96,,0.045714,,0.087273,0.087273,,,0.096,0.48,21.818182,22.325581,4.545455,2025-12-14,2025-12-14,1.023256,44,2.272727,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",instagram,43,0.96,2,3,2,9,5,3
,,,,,,,,,,,,,,,,,,,,,,,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,threads,1,0.01,,3,,,,
,1,,,1,,,1,,,,,,,,,8,,8,,,,7,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.22,"[{'action_type': 'outbound_click', 'value': '0.22'}]",0.22,,0.22,,0.0275,0.0275,,,0.031429,0.22,24.444444,44,11.111111,2025-12-14,2025-12-14,1.8,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",audience_network,5,0.22,3,6,3,6,3,3
,112,,,12,4,4,112,,,2,1,1,1,,,386,,386,4,3,,370,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,12,"[{'action_type': 'start_trial_mobile_app', 'value': '12.87'}, {'action_type': 'start_trial_total', 'value': '12.87'}]",2.145,"[{'action_type': 'outbound_click', 'value': '2.145'}]",2.145,6.435,0.229821,,0.066684,0.066684,6.435,,0.069568,2.145,17.813149,18.760933,0.83045,2025-12-14,2025-12-14,1.053207,1445,0.83045,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.83045'}]",facebook,1372,25.74,32,3,30,317,145,84
,14,,,4,,,14,,,,,,,,,97,,97,,,,93,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,"[{'action_type': 'start_trial_mobile_app', 'value': '9.89'}, {'action_type': 'start_trial_total', 'value': '9.89'}]",2.4725,"[{'action_type': 'outbound_click', 'value': '2.4725'}]",2.4725,,0.706429,,0.101959,0.101959,,,0.106344,1.978,21.83223,22.840647,1.103753,2025-12-14,2025-12-14,1.046189,453,0.883002,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.883002'}]",instagram,433,9.89,11,3,11,84,45,25
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,2.5,2.5,0,2025-12-14,2025-12-14,1,12,,,,,messenger,12,0.03,,1,,1,,
,,,,,,,,,,,,,,,,26,,26,,,,26,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.037692,0.037692,,,0.037692,,17.5,17.5,0,2025-12-14,2025-12-14,1,56,,,,,threads,56,0.98,2,5,2,23,14,6
,,,,1,,,,,,,,,,,,32,,32,,,,31,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,2.46,"[{'action_type': 'outbound_click', 'value': '2.46'}]",2.46,,,,0.076875,0.076875,,,0.079355,2.46,15,15.56962,0.609756,2025-12-14,2025-12-14,1.037975,164,0.609756,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.609756'}]",facebook,158,2.46,4,2,3,26,11,8
,,,,,,,,,,,,,,,,9,,9,,,,9,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.062222,0.062222,,,0.062222,,20.740741,20.740741,0,2025-12-14,2025-12-14,1,27,,,,,instagram,27,0.56,,3,,8,5,3
,,,,,,,,,,,,,,,,12,,12,,,,12,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.035,0.035,,,0.035,,17.5,17.5,0,2025-12-14,2025-12-14,1,24,,,,,threads,24,0.42,1,4,1,10,3,3
,,,,,,,,,,,,,,,,,,,,,,,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,2,,,,,facebook,2,0.02,,1,,,,
,,,,1,1,1,,,,,,,,,,4,,4,,,,3,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,0.13,,,0.0325,0.0325,,,0.043333,0.13,14.444444,14.444444,11.111111,2025-12-14,2025-12-14,1,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",facebook,9,0.13,,4,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,22.5,22.5,0,2025-12-14,2025-12-14,1,4,,,,,instagram,4,0.09,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,messenger,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.016668,0.016668,,,0.016668,,12.500989,12.500989,0,2025-12-14,2025-12-14,1,4,,,,,audience_network,4,0.050004,,5,,3,1,
,233,2,1,98,23,23,233,,,13,1,1,1,,,1793,2,1793,18,14,,1677,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,93,"[{'action_type': 'subscribe_mobile_app', 'value': '18.658977'}, {'action_type': 'subscribe_total', 'value': '18.658977'}, {'action_type': 'start_trial_mobile_app', 'value': '14.927182'}, {'action_type': 'start_trial_total', 'value': '14.927182'}]",0.761591,"[{'action_type': 'outbound_click', 'value': '0.761591'}]",0.761591,3.245039,0.320326,,0.041626,0.041626,4.146439,,0.044506,0.802537,13.323082,13.547996,1.660121,2025-12-14,2025-12-14,1.016881,5602,1.749375,98,"[{'action_type': 'outbound_click', 'value': '98'}]","[{'action_type': 'outbound_click', 'value': '1.749375'}]",facebook,5509,74.635908,160,3,149,1496,723,422
,144,,1,32,10,10,144,,,34,1,1,1,,,1109,2,1109,39,35,,1038,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,62,"[{'action_type': 'subscribe_mobile_app', 'value': '15.561232'}, {'action_type': 'subscribe_total', 'value': '15.561232'}, {'action_type': 'start_trial_mobile_app', 'value': '9.336739'}, {'action_type': 'start_trial_total', 'value': '9.336739'}]",1.458865,"[{'action_type': 'outbound_click', 'value': '1.458865'}]",1.458865,4.66837,0.324192,,0.042095,0.042095,1.197018,,0.044975,0.752963,12.92819,13.322972,1.716976,2025-12-14,2025-12-14,1.030537,3611,0.886181,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '0.886181'}]",instagram,3504,46.683695,83,3,83,904,418,247
,,,,,,,,,,,,,,,,,,,,,,,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,messenger,1,0,,,,,,
,,,,,,,,,,,,,,,,176,,176,,,,176,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.028241,0.028241,,,0.028241,,13.011501,13.149189,0,2025-12-14,2025-12-14,1.010582,382,,,,,threads,378,4.970393,28,5,28,155,82,49
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.045,0.045,,,0.045,,30,30,0,2025-12-14,2025-12-14,1,3,,,,,facebook,3,0.09,,4,,2,,
,,,,,,,,,,,,,,,,,,,,,,,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,33.333333,33.333333,0,2025-12-14,2025-12-14,1,3,,,,,instagram,3,0.1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,1,,,,,facebook,1,0,,1,,,,
,437,,2,73,33,33,437,,,48,2,2,1,,,2859,9,2859,62,49,,2724,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,71,"[{'action_type': 'subscribe_mobile_app', 'value': '8.961818'}, {'action_type': 'subscribe_total', 'value': '8.961818'}, {'action_type': 'start_trial_mobile_app', 'value': '8.215'}, {'action_type': 'start_trial_total', 'value': '8.215'}]",1.350411,"[{'action_type': 'outbound_click', 'value': '1.350411'}]",1.350411,2.987273,0.225584,,0.034481,0.034481,1.59,,0.036189,1.388451,13.600993,14.147532,0.979581,2025-12-14,2025-12-14,1.040184,7248,1.007174,73,"[{'action_type': 'outbound_click', 'value': '73'}]","[{'action_type': 'outbound_click', 'value': '1.007174'}]",facebook,6968,98.58,192,4,176,2336,1110,584
,19,,,17,2,2,19,,,3,,,1,,,507,2,507,6,4,,484,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,21,,1.623529,"[{'action_type': 'outbound_click', 'value': '1.623529'}]",1.623529,13.8,1.452632,,0.054438,0.054438,4.6,,0.057025,1.314286,16.606498,16.819013,1.263538,2025-12-14,2025-12-14,1.012797,1662,1.022864,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.022864'}]",instagram,1641,27.6,35,3,35,408,176,103
,,,,,,,,,,,,,,,,48,,48,,,,48,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.021458,0.021458,,,0.021458,,9.716981,9.716981,0,2025-12-14,2025-12-14,1,106,,,,,threads,106,1.03,10,5,10,43,24,16
,,,,,,,,,,,,,,,,,,,,,,,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,facebook,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,1,,,,,threads,1,0.01,,1,,,,
