action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,27,,,7,7,7,27,,,,,,,242,,242,1,1,,234,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,6,,2.382857,"[{'action_type': 'outbound_click', 'value': '2.382857'}]",2.382857,2.382857,0.617778,,0.068926,0.068926,16.68,,0.071282,2.78,25.900621,27.8,0.931677,2025-12-06,2025-12-06,1.073333,644,1.086957,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.086957'}]",facebook,600,16.68,22,4,20,198,89,48
,,,,3,,,,,,,,,,58,,58,,,,55,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,5,,1.816667,"[{'action_type': 'outbound_click', 'value': '1.816667'}]",1.816667,,,,0.093966,0.093966,,,0.099091,1.09,28.989362,29.945055,2.659574,2025-12-06,2025-12-06,1.032967,188,1.595745,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.595745'}]",instagram,182,5.45,3,3,3,45,16,9
,,,,1,,,,,,,,,,33,,33,1,1,,31,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.71,"[{'action_type': 'outbound_click', 'value': '1.71'}]",1.71,,,,0.051818,0.051818,1.71,,0.055161,1.71,35.625,35.625,2.083333,2025-12-06,2025-12-06,1,48,2.083333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",threads,48,1.71,6,9,7,26,15,10
,,,,,,,,,,,,,,1,,1,,,,1,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-06,2025-12-06,1,3,,,,,facebook,3,0.07,,2,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-06,2025-12-06,1,2,,,,,instagram,2,0.06,,4,,1,,
,31,,,7,1,1,31,,,,,,,94,,94,1,1,,86,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,7,,1.128571,"[{'action_type': 'outbound_click', 'value': '1.128571'}]",1.128571,7.9,0.254839,,0.084043,0.084043,7.9,,0.09186,1.128571,27.054795,28.623188,2.39726,2025-12-06,2025-12-06,1.057971,292,2.39726,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.39726'}]",facebook,276,7.9,7,3,7,68,24,17
,1,,,,,,1,,,,,,,19,,19,,,,19,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,1.79,,0.094211,0.094211,,,0.094211,,25.571429,27.121212,0,2025-12-06,2025-12-06,1.060606,70,,,,,instagram,66,1.79,1,4,1,14,7,4
,,,,,,,,,,,,,,1,,1,,,,1,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.03,,4,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.25,0.25,,,0.25,,38.461538,41.666667,0,2025-12-06,2025-12-06,1.083333,13,,,,,facebook,12,0.5,,2,,1,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.04,0.04,,,0.04,,17.142857,17.142857,0,2025-12-06,2025-12-06,1,7,,,,,instagram,7,0.12,,3,,3,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.03,1,15,1,1,1,1
,,,,1,,,,,,,,,,19,,19,,,,18,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.04,"[{'action_type': 'outbound_click', 'value': '2.04'}]",2.04,,,,0.107368,0.107368,,,0.113333,2.04,25.822785,26.493506,1.265823,2025-12-06,2025-12-06,1.025974,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",facebook,77,2.04,1,4,1,13,9,1
,1,,,1,,,1,,,,,,,3,,3,,,,2,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.71,"[{'action_type': 'outbound_click', 'value': '0.71'}]",0.71,,0.71,,0.236667,0.236667,,,0.355,0.71,59.166667,59.166667,8.333333,2025-12-06,2025-12-06,1,12,8.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",instagram,12,0.71,,2,,2,,
,,,,1,,,,,,,,,,10,,10,,,,9,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.74,"[{'action_type': 'outbound_click', 'value': '0.74'}]",0.74,,,,0.074,0.074,,,0.082222,0.74,18.04878,18.5,2.439024,2025-12-06,2025-12-06,1.025,41,2.439024,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",facebook,40,0.74,,3,,5,3,1
,,,,1,,,,,,,,,,7,,7,,,,6,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,,,,0.067143,0.067143,,,0.078333,0.47,15.666667,16.206897,3.333333,2025-12-06,2025-12-06,1.034483,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",instagram,29,0.47,,2,,4,1,
,,,,,,,,,,,,,,,,,,,,,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,messenger,1,0.01,,,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.01,,7,,1,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.145,0.145,,,0.145,,34.117647,36.25,0,2025-12-06,2025-12-06,1.0625,17,,,,,facebook,16,0.58,1,4,1,4,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.22,0.22,,,0.22,,16.923077,18.333333,0,2025-12-06,2025-12-06,1.083333,13,,,,,instagram,12,0.22,,1,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-06,2025-12-06,1,2,,,,,threads,2,0.04,,5,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.17,0.17,,,0.17,,21.25,21.25,0,2025-12-06,2025-12-06,1,8,,,,,facebook,8,0.17,,1,,,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.19,0.19,,,0.19,,35.625,38,0,2025-12-06,2025-12-06,1.066667,16,,,,,instagram,15,0.57,,2,,3,1,
,,,,,,,,,,,,,,,,,,,,,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,2,,,,,messenger,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.01,,0,,,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.113333,0.113333,,,0.113333,,30.909091,30.909091,0,2025-12-06,2025-12-06,1,11,,,,,facebook,11,0.34,,2,,3,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,25.714286,25.714286,0,2025-12-06,2025-12-06,1,7,,,,,instagram,7,0.18,,3,,2,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.01,,13,,1,1,1
,,,,2,,,,,,,,,,14,,14,,,,12,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.85,"[{'action_type': 'outbound_click', 'value': '0.85'}]",0.85,,,,0.121429,0.121429,,,0.141667,0.85,41.463415,42.5,4.878049,2025-12-06,2025-12-06,1.025,41,4.878049,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.878049'}]",facebook,40,1.7,2,3,2,11,4,3
,1,,,,,,1,,,,,,,3,,3,,,,3,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.45,,0.15,0.15,,,0.15,,30,30,0,2025-12-06,2025-12-06,1,15,,,,,instagram,15,0.45,,2,,2,1,
,,,,,,,,,,,,,,4,,4,,,,4,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-06,2025-12-06,1,4,,,,,threads,4,0.12,,5,,3,,
,3,,,1,,,3,,,,,,,55,,55,1,1,,53,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.93,"[{'action_type': 'outbound_click', 'value': '4.93'}]",4.93,,1.643333,,0.089636,0.089636,4.93,,0.093019,4.93,29.698795,31.401274,0.60241,2025-12-06,2025-12-06,1.057325,166,0.60241,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.60241'}]",facebook,157,4.93,3,3,3,45,11,7
,,,,,,,,,,,,,,10,,10,,,,10,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.112,0.112,,,0.112,,28.717949,28.717949,0,2025-12-06,2025-12-06,1,39,,,,,instagram,39,1.12,,2,,8,4,
,,,,,,,,,,,,,,3,,3,,,,3,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.103333,0.103333,,,0.103333,,51.666667,51.666667,0,2025-12-06,2025-12-06,1,6,,,,,threads,6,0.31,,2,,1,,
,,,,,,,,,,,,,,8,,8,,,,8,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02875,0.02875,,,0.02875,,16.428571,20.909091,0,2025-12-06,2025-12-06,1.272727,14,,,,,audience_network,11,0.23,3,6,4,6,5,4
,30,,,8,6,6,30,,,,,,,120,1,120,1,,,111,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,8,,1.82375,"[{'action_type': 'outbound_click', 'value': '1.82375'}]",1.82375,2.431667,0.486333,,0.121583,0.121583,14.59,,0.131441,1.82375,39.972603,44.481707,2.191781,2025-12-06,2025-12-06,1.112805,365,2.191781,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '2.191781'}]",facebook,328,14.59,9,3,9,98,42,24
,14,,,1,2,2,14,,,,,,,37,,37,,,,36,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.59,"[{'action_type': 'outbound_click', 'value': '4.59'}]",4.59,2.295,0.327857,,0.124054,0.124054,,,0.1275,4.59,44.563107,47.8125,0.970874,2025-12-06,2025-12-06,1.072917,103,0.970874,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.970874'}]",instagram,96,4.59,4,3,5,30,15,10
,,,,,,,,,,,,,,,,,,,,,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-06,2025-12-06,1,1,,,,,messenger,1,0,,,,,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-06,2025-12-06,1,8,,,,,threads,8,0.24,2,9,2,3,3,2
,6,,,1,1,1,6,,,,,,,6,,6,,,,5,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.35,"[{'action_type': 'outbound_click', 'value': '1.35'}]",1.35,1.35,0.225,,0.225,0.225,,,0.27,1.35,46.551724,48.214286,3.448276,2025-12-06,2025-12-06,1.035714,29,3.448276,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.448276'}]",facebook,28,1.35,,2,,4,1,
,,,,2,,,,,,,,,,11,,11,1,1,,8,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.605,"[{'action_type': 'outbound_click', 'value': '0.605'}]",0.605,,,,0.11,0.11,1.21,,0.15125,0.605,60.5,63.684211,10,2025-12-06,2025-12-06,1.052632,20,10,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '10'}]",instagram,19,1.21,2,5,2,6,4,2
,,,,,,,,,,,,,,,,,,,,,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-06,2025-12-06,1,1,,,,,messenger,1,0,,1,,,,
,,,,1,,,,,,,,,,12,,12,,,,11,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.65,"[{'action_type': 'outbound_click', 'value': '0.65'}]",0.65,,,,0.054167,0.054167,,,0.059091,0.65,19.117647,19.69697,2.941176,2025-12-06,2025-12-06,1.030303,34,2.941176,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.941176'}]",facebook,33,0.65,1,3,1,9,6,2
,,,,1,,,,,,,,,,5,,5,1,1,,3,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.18,"[{'action_type': 'outbound_click', 'value': '0.18'}]",0.18,,,,0.036,0.036,0.18,,0.06,0.18,25.714286,25.714286,14.285714,2025-12-06,2025-12-06,1,7,14.285714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",instagram,7,0.18,1,6,1,3,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.31,0.31,,,0.31,,19.375,20.666667,0,2025-12-06,2025-12-06,1.066667,16,,,,,facebook,15,0.31,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,56,56,0,2025-12-06,2025-12-06,1,5,,,,,instagram,5,0.28,,1,,,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0275,0.0275,,,0.0275,,13.75,13.75,0,2025-12-06,2025-12-06,1,8,,,,,facebook,8,0.11,,4,,4,1,
,,,,,,,,,,,,,,5,,5,,,,5,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,,,,0.06,0.06,,,0.06,0.3,37.5,37.5,12.5,2025-12-06,2025-12-06,1,8,,,,,instagram,8,0.3,,5,,4,2,2
,,,,,,,,,,,,,,2,,2,,,,2,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.025,0.025,,,0.025,,25,25,0,2025-12-06,2025-12-06,1,2,,,,,threads,2,0.05,1,21,1,2,2,2
,,,,,,,,,,,,,,3,,3,,,,3,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.093333,0.093333,,,0.093333,,20,20,0,2025-12-06,2025-12-06,1,14,,,,,facebook,14,0.28,,2,,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.36,0.36,,,0.36,,24,24,0,2025-12-06,2025-12-06,1,15,,,,,instagram,15,0.36,,1,,1,,
,,,,5,1,1,,,,,,,,33,,33,,,,28,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,1.648,"[{'action_type': 'outbound_click', 'value': '1.648'}]",1.648,8.24,,,0.249697,0.249697,,,0.294286,2.06,66.99187,79.230769,3.252033,2025-12-06,2025-12-06,1.182692,123,4.065041,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '4.065041'}]",facebook,104,8.24,2,2,2,26,9,7
,2,,,3,,,2,,,,,,,12,,12,,,,9,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,0.656667,"[{'action_type': 'outbound_click', 'value': '0.656667'}]",0.656667,,0.985,,0.164167,0.164167,,,0.218889,0.656667,65.666667,70.357143,10,2025-12-06,2025-12-06,1.071429,30,10,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '10'}]",instagram,28,1.97,1,3,1,8,3,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.01,,10,,1,1,
,75,1,,24,7,7,75,,,,,,,458,1,458,9,8,,425,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,24,,1.602838,"[{'action_type': 'outbound_click', 'value': '1.602838'}]",1.602838,5.495445,0.512908,,0.083992,0.083992,4.274235,,0.090513,1.602838,26.222299,28.966953,1.635992,2025-12-06,2025-12-06,1.104669,1467,1.635992,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.635992'}]",facebook,1328,38.468113,57,3,56,375,161,102
,6,,,3,2,2,6,,,,,,,20,,20,,,,17,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,0.817264,"[{'action_type': 'outbound_click', 'value': '0.817264'}]",0.817264,1.225896,0.408632,,0.12259,0.12259,,,0.144223,0.612948,28.84461,29.53966,4.705882,2025-12-06,2025-12-06,1.024096,85,3.529412,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.529412'}]",instagram,83,2.451792,2,4,2,13,4,2
,,,,,,,,,,,,,,2,,2,,,,2,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.065048,0.065048,,,0.065048,,26.019015,26.019015,0,2025-12-06,2025-12-06,1,5,,,,,threads,5,0.130095,,3,,1,1,
,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,3,,,,,facebook,3,0.03,,1,,,,
,,,,1,,,,,,,,,,78,,78,1,1,,76,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.42,"[{'action_type': 'outbound_click', 'value': '4.42'}]",4.42,,,,0.056667,0.056667,4.42,,0.058158,4.42,26.467066,27.625,0.598802,2025-12-06,2025-12-06,1.04375,167,0.598802,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.598802'}]",facebook,160,4.42,6,5,6,67,30,24
,1,,,,,,1,,,,,,,17,,17,,,,17,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,1.3,,0.076471,0.076471,,,0.076471,,25.490196,27.083333,0,2025-12-06,2025-12-06,1.0625,51,,,,,instagram,48,1.3,1,4,1,14,7,4
,,,,,,,,,,,,,,4,,4,,,,4,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0275,0.0275,,,0.0275,,27.5,27.5,0,2025-12-06,2025-12-06,1,4,,,,,threads,4,0.11,1,7,1,4,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,17.5,23.333333,0,2025-12-06,2025-12-06,1.333333,4,,,,,facebook,3,0.07,1,5,,1,1,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,16.363636,16.363636,0,2025-12-06,2025-12-06,1,11,,,,,instagram,11,0.18,,2,,2,2,
,,,,,,,,,,,,,,,,,,,,,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,audience_network,1,0.01,,1,,,,
,62,,,25,6,6,62,,,1,1,,,583,,583,6,5,,552,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,24,,1.1548,"[{'action_type': 'outbound_click', 'value': '1.1548'}]",1.1548,4.811667,0.465645,,0.04952,0.04952,4.811667,,0.052301,1.202917,20.890014,22.84019,1.736614,2025-12-06,2025-12-06,1.093354,1382,1.808973,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.808973'}]",facebook,1264,28.87,72,5,69,498,274,165
,1,,,1,,,1,,,1,1,,,51,,51,6,5,,44,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,3.12,"[{'action_type': 'outbound_click', 'value': '3.12'}]",3.12,,3.12,,0.061176,0.061176,0.52,,0.070909,3.12,25.365854,26.440678,0.813008,2025-12-06,2025-12-06,1.042373,123,0.813008,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.813008'}]",instagram,118,3.12,3,3,3,39,18,8
,,,,,,,,,,,,,,2,,2,,,,2,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.035,0.035,,,0.035,,11.666667,11.666667,0,2025-12-06,2025-12-06,1,6,,,,,messenger,6,0.07,,5,,2,,
,,,,,,,,,,,,,,7,,7,,,,7,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.024286,0.024286,,,0.024286,,14.166667,14.166667,0,2025-12-06,2025-12-06,1,12,,,,,threads,12,0.17,2,9,2,6,4,2
,1,,,1,,,1,,,,,,,15,,15,,,,14,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.11,"[{'action_type': 'outbound_click', 'value': '1.11'}]",1.11,,1.11,,0.074,0.074,,,0.079286,1.11,27.75,27.75,2.5,2025-12-06,2025-12-06,1,40,2.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.5'}]",facebook,40,1.11,2,3,2,11,3,2
