action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
1,117,,,24,8,8,117,1,1,1,1,,1,587,,587,7,6,1,556,1,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,23,"[{'action_type': 'subscribe_mobile_app', 'value': '38.652835'}, {'action_type': 'subscribe_total', 'value': '38.652835'}]",1.610535,"[{'action_type': 'outbound_click', 'value': '1.610535'}]",1.610535,4.831604,0.330366,38.652835,0.065848,0.065848,5.521834,38.652835,0.069519,1.680558,28.888516,29.710096,1.718984,2025-12-06,2025-12-06,1.02844,1338,1.793722,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.793722'}]",facebook,1301,38.652835,76,4,67,492,276,179
5,556,,,91,53,53,556,5,5,9,9,,5,2259,7,2259,44,28,5,2124,5,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,112,"[{'action_type': 'subscribe_mobile_app', 'value': '66.795513'}, {'action_type': 'subscribe_total', 'value': '66.795513'}]",2.20205,"[{'action_type': 'outbound_click', 'value': '2.20205'}]",2.20205,3.780878,0.360407,40.077308,0.088706,0.088706,4.554239,40.077308,0.094344,1.789166,34.868025,36.761427,1.948843,2025-12-06,2025-12-06,1.054302,5747,1.583435,91,"[{'action_type': 'outbound_click', 'value': '91'}]","[{'action_type': 'outbound_click', 'value': '1.583435'}]",instagram,5451,200.386538,236,4,237,1950,1041,649
,,,,1,,,,,,,,,,59,,59,1,1,,57,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,1.830608,"[{'action_type': 'outbound_click', 'value': '1.830608'}]",1.830608,,,,0.031027,0.031027,1.830608,,0.032116,1.830608,22.055516,22.055516,1.204819,2025-12-06,2025-12-06,1,83,1.204819,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.204819'}]",threads,83,1.830608,10,8,10,55,38,19
,,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,40,40,0,2025-12-06,2025-12-06,1,1,,,,,facebook,1,0.04,,2,,,,
,,,,,,,,,,,,,,9,,9,,,,9,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.017789,0.017789,,,0.017789,,16.010403,20.013004,0,2025-12-06,2025-12-06,1.25,10,,,,,audience_network,8,0.160104,2,8,2,8,5,4
,47,1,1,31,7,7,47,,,,,,,1025,2,1025,12,9,,982,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,29,,2.766636,"[{'action_type': 'outbound_click', 'value': '2.766636'}]",2.766636,12.252247,1.824803,,0.083674,0.083674,7.147144,,0.087338,2.957439,28.741866,32.413352,0.97185,2025-12-06,2025-12-06,1.12774,2984,1.038874,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '1.038874'}]",facebook,2646,85.765728,156,4,145,871,482,348
,15,,1,17,6,6,15,,,,,,,1058,1,1058,11,9,,1030,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,26,,5.527121,"[{'action_type': 'outbound_click', 'value': '5.527121'}]",5.527121,15.660176,6.26407,,0.08881,0.08881,8.541914,,0.091224,3.613887,34.684774,36.518093,0.959764,2025-12-06,2025-12-06,1.052857,2709,0.627538,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '0.627538'}]",instagram,2573,93.961053,66,4,66,876,368,226
,,,,2,,,,,,,,,,100,,100,,,,98,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,2.396557,"[{'action_type': 'outbound_click', 'value': '2.396557'}]",2.396557,,,,0.047931,0.047931,,,0.048909,2.396557,26.481295,26.481295,1.104972,2025-12-06,2025-12-06,1,181,1.104972,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.104972'}]",threads,181,4.793114,17,9,20,86,52,28
,1,,,,,,1,,,,,,,,,,,,,,,6916177886184,06 fbg og - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,0,,,,,,,,,,,2025-12-06,2025-12-06,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,0,,,,,,,,,,,2025-12-06,2025-12-06,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,0,,,,,,,,,,,2025-12-06,2025-12-06,0,0,,,,,facebook,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,0,,,,,,,,,,,2025-12-06,2025-12-06,0,0,,,,,facebook,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,0,,,,,,,,,,,2025-12-06,2025-12-06,0,0,,,,,facebook,0,0,,,,,,
,,,,,,,,,,,,,,6,,6,,,,6,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.018337,0.018337,,,0.018337,,12.224486,27.505094,0,2025-12-06,2025-12-06,2.25,9,,,,,audience_network,4,0.11002,4,8,4,6,4,4
2,211,2,,103,12,12,211,2,2,,,,2,1645,1,1645,20,19,2,1522,2,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,103,"[{'action_type': 'subscribe_mobile_app', 'value': '33.74625'}, {'action_type': 'subscribe_total', 'value': '33.74625'}]",0.655267,"[{'action_type': 'outbound_click', 'value': '0.655267'}]",0.655267,5.624375,0.31987,33.74625,0.041029,0.041029,3.374625,33.74625,0.044345,0.655267,16.78083,18.079962,2.560915,2025-12-06,2025-12-06,1.077418,4022,2.560915,103,"[{'action_type': 'outbound_click', 'value': '103'}]","[{'action_type': 'outbound_click', 'value': '2.560915'}]",facebook,3733,67.492499,218,5,202,1401,810,519
9,689,,,96,45,45,689,9,9,2,2,,9,3550,8,3550,53,43,9,3401,9,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,126,"[{'action_type': 'subscribe_mobile_app', 'value': '62.841638'}, {'action_type': 'subscribe_total', 'value': '62.841638'}]",1.963801,"[{'action_type': 'outbound_click', 'value': '1.963801'}]",1.963801,4.189443,0.273621,20.947213,0.053106,0.053106,3.557074,20.947213,0.055432,1.496229,22.406099,22.406099,1.497504,2025-12-06,2025-12-06,1,8414,1.140956,96,"[{'action_type': 'outbound_click', 'value': '96'}]","[{'action_type': 'outbound_click', 'value': '1.140956'}]",instagram,8414,188.524913,265,4,265,3063,1475,827
,,,,,,,,,,,,,,1,,1,,,,1,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.030006,0.030006,,,0.030006,,5.000926,5.000926,0,2025-12-06,2025-12-06,1,6,,,,,messenger,6,0.030006,,4,,1,,
,,,,6,,,,,,,,,,427,,427,,,,421,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,6,,2.305427,"[{'action_type': 'outbound_click', 'value': '2.305427'}]",2.305427,,,,0.032395,0.032395,,,0.032856,2.305427,18.297039,18.297039,0.793651,2025-12-06,2025-12-06,1,756,0.793651,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.793651'}]",threads,756,13.832562,64,7,70,373,216,134
,,,,,,,,,,,,,,1,,1,,,,1,,6920992822784,03 Mike_gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,instagram,1,0.01,,4,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-06,2025-12-06,1,3,,,,,facebook,3,0.06,,2,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.17,0.17,,,0.17,,28.333333,28.333333,0,2025-12-06,2025-12-06,1,12,,,,,instagram,12,0.34,,2,,2,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-06,2025-12-06,1,2,,,,,threads,2,0.01,,12,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-06,2025-12-06,1,1,,,,,instagram,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,threads,1,0.01,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-06,2025-12-06,1,1,,,,,facebook,1,0.04,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.14,0.14,,,0.14,,46.666667,70,0,2025-12-06,2025-12-06,1.5,3,,,,,facebook,2,0.14,,3,,1,,
,,,,,,,,,,,,,,2,,2,1,1,,1,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.065,0.065,0.13,,0.13,,43.333333,43.333333,0,2025-12-06,2025-12-06,1,3,,,,,instagram,3,0.13,,2,,1,,
,,,,,,,,,,,,,,15,,15,,,,15,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01667,0.01667,,,0.01667,,15.627983,20.83731,0,2025-12-06,2025-12-06,1.333333,16,,,,,audience_network,12,0.250048,5,9,5,15,11,7
1,469,4,,196,66,66,469,1,1,,,2,1,4416,7,4416,66,59,1,4154,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,191,"[{'action_type': 'subscribe_mobile_app', 'value': '234.674787'}, {'action_type': 'subscribe_total', 'value': '234.674787'}]",1.19732,"[{'action_type': 'outbound_click', 'value': '1.20346'}]",1.19732,3.555679,0.500373,234.674787,0.053142,0.053142,3.555679,234.674787,0.056494,1.228664,25.689632,28.868838,2.090859,2025-12-06,2025-12-06,1.123754,9135,2.145594,196,"[{'action_type': 'outbound_click', 'value': '195'}]","[{'action_type': 'outbound_click', 'value': '2.134647'}]",facebook,8129,234.674787,775,5,731,3809,2352,1752
1,39,,,22,3,3,39,1,1,1,1,,1,310,1,310,9,7,1,279,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,26,"[{'action_type': 'subscribe_mobile_app', 'value': '26.134988'}, {'action_type': 'subscribe_total', 'value': '26.134988'}]",1.187954,"[{'action_type': 'outbound_click', 'value': '1.187954'}]",1.187954,8.711663,0.670128,26.134988,0.084306,0.084306,2.903888,26.134988,0.093674,1.005192,35.461313,37.55027,3.527815,2025-12-06,2025-12-06,1.058908,737,2.985075,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '2.985075'}]",instagram,696,26.134988,54,5,54,254,140,103
,,,,,,,,,,,,,,25,,25,,,,25,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.037207,0.037207,,,0.037207,,25.139933,25.139933,0,2025-12-06,2025-12-06,1,37,,,,,threads,37,0.930178,7,11,7,24,13,9
,,,,,,,,,,,,,,,,,,,,,,6920994403984,08_Red dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,instagram,1,0.01,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.17,0.17,,,0.17,,85,85,0,2025-12-06,2025-12-06,1,2,,,,,facebook,2,0.17,,9,,1,1,
,,,,,,,,,,,,,,2,,2,1,1,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.125,0.125,0.25,,0.25,,83.333333,83.333333,0,2025-12-06,2025-12-06,1,3,,,,,instagram,3,0.25,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-06,2025-12-06,1,1,,,,,facebook,1,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920995425384,02_jesus_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,2,,,,,instagram,2,0.04,,2,,,,
,,,,1,,,,,,,,,,10,,10,,,,9,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.20006,"[{'action_type': 'outbound_click', 'value': '0.20006'}]",0.20006,,,,0.020006,0.020006,,,0.022229,0.20006,10.529486,25.00753,5.263158,2025-12-06,2025-12-06,2.375,19,5.263158,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",audience_network,8,0.20006,5,5,5,8,7,5
,635,6,3,198,63,63,635,,,,,4,,4440,5,4440,67,59,,4175,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,191,,0.980043,"[{'action_type': 'outbound_click', 'value': '0.985017'}]",0.980043,3.080134,0.305588,,0.043705,0.043705,2.896245,,0.046479,1.01596,21.219073,23.572452,2.088573,2025-12-06,2025-12-06,1.110909,9145,2.165118,198,"[{'action_type': 'outbound_click', 'value': '197'}]","[{'action_type': 'outbound_click', 'value': '2.154183'}]",facebook,8232,194.048426,722,5,699,3771,2268,1485
4,264,,,36,18,18,264,4,4,1,1,,4,972,1,972,24,22,4,912,4,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,41,"[{'action_type': 'subscribe_mobile_app', 'value': '15.914792'}, {'action_type': 'subscribe_total', 'value': '15.914792'}]",1.76831,"[{'action_type': 'outbound_click', 'value': '1.76831'}]",1.76831,3.53662,0.241133,15.914792,0.065493,0.065493,2.652465,15.914792,0.069802,1.552663,28.844208,30.285046,1.857725,2025-12-06,2025-12-06,1.049952,2207,1.631174,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '1.631174'}]",instagram,2102,63.659167,88,5,88,803,405,240
,,,,,,,,,,,,,,169,,169,1,1,,168,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.046109,0.046109,7.792346,,0.046383,,24.351082,24.351082,0,2025-12-06,2025-12-06,1,320,,,,,threads,320,7.792346,27,6,32,151,74,46
,,,,,,,,,,,,,,,,,,,,,,6920996505784,09_red lipstick_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,1,,,,,instagram,1,0.01,,1,,,,
,2,,,1,,,2,,,,,,,22,,22,,,,21,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.800326,"[{'action_type': 'outbound_click', 'value': '0.800326'}]",0.800326,,0.400163,,0.036378,0.036378,,,0.038111,0.800326,26.677532,44.462554,3.333333,2025-12-06,2025-12-06,1.666667,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",audience_network,18,0.800326,8,7,8,20,13,9
3,463,,,76,42,42,463,3,3,1,1,1,3,2038,4,2038,27,22,3,1935,3,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,72,"[{'action_type': 'subscribe_mobile_app', 'value': '52.751486'}, {'action_type': 'subscribe_total', 'value': '52.751486'}]",1.388197,"[{'action_type': 'outbound_click', 'value': '1.388197'}]",1.388197,2.511976,0.227868,35.167657,0.051768,0.051768,3.907517,35.167657,0.054524,1.465319,25.179707,26.323097,1.718377,2025-12-06,2025-12-06,1.045409,4190,1.813842,76,"[{'action_type': 'outbound_click', 'value': '76'}]","[{'action_type': 'outbound_click', 'value': '1.813842'}]",facebook,4008,105.502971,260,5,243,1728,1049,739
,31,,,5,3,3,31,,,1,1,,,210,,210,7,6,,198,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,6,,3.209307,"[{'action_type': 'outbound_click', 'value': '3.209307'}]",3.209307,5.348845,0.51763,,0.076412,0.076412,2.292362,,0.081043,2.674423,32.286792,32.286792,1.207243,2025-12-06,2025-12-06,1,497,1.006036,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.006036'}]",instagram,497,16.046536,23,4,23,170,88,59
,,,,,,,,,,,,,,1,,1,,,,1,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.010004,0.010004,,,0.010004,,10.004075,10.004075,0,2025-12-06,2025-12-06,1,1,,,,,messenger,1,0.010004,,6,,1,,
