action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,18,,,5,1,1,18,,,,,,,200,,200,1,1,,194,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,6,,2.976,"[{'action_type': 'outbound_click', 'value': '2.976'}]",2.976,14.88,0.826667,,0.0744,0.0744,14.88,,0.076701,2.48,20.135318,20.957746,0.811908,2025-12-07,2025-12-07,1.040845,739,0.67659,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.67659'}]",710,14.88,10,2,9,180,69,35
,71,,,22,9,9,71,,,,,,,1268,1,1268,3,2,,1243,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,28,,4.805,"[{'action_type': 'outbound_click', 'value': '4.805'}]",4.805,11.745556,1.488873,,0.083368,0.083368,35.236667,,0.085044,3.775357,28.272265,30.4552,0.748863,2025-12-07,2025-12-07,1.077211,3739,0.588393,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '0.588393'}]",3471,105.71,77,3,75,1154,441,229
5,456,,1,66,42,42,456,5,5,,,1,5,3002,2,3002,14,11,5,2922,5,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,79,"[{'action_type': 'subscribe_mobile_app', 'value': '48.246'}, {'action_type': 'subscribe_total', 'value': '48.246'}]",3.655,"[{'action_type': 'outbound_click', 'value': '3.655'}]",3.655,5.743571,0.529013,48.246,0.080356,0.080356,17.230714,48.246,0.082556,3.053544,35.40731,36.958787,1.159548,2025-12-07,2025-12-07,1.043818,6813,0.968736,66,"[{'action_type': 'outbound_click', 'value': '66'}]","[{'action_type': 'outbound_click', 'value': '0.968736'}]",6527,241.23,206,4,202,2775,1107,591
5,328,,,29,18,18,328,5,5,,,,5,1103,3,1103,8,5,5,1066,5,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,31,"[{'action_type': 'subscribe_mobile_app', 'value': '32.476667'}, {'action_type': 'subscribe_total', 'value': '32.476667'}]",3.359655,"[{'action_type': 'outbound_click', 'value': '3.359655'}]",3.359655,5.412778,0.297043,19.486,0.088332,0.088332,12.17875,19.486,0.091398,3.142903,41.109705,41.923408,1.308017,2025-12-07,2025-12-07,1.019793,2370,1.223629,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '1.223629'}]",2324,97.43,109,4,108,1003,450,244
,1,,,3,,,1,,,,,,,116,,116,,,,113,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,2.946667,"[{'action_type': 'outbound_click', 'value': '2.946667'}]",2.946667,,8.84,,0.076207,0.076207,,,0.07823,2.946667,36.378601,38.268398,1.234568,2025-12-07,2025-12-07,1.051948,243,1.234568,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.234568'}]",231,8.84,11,4,10,105,40,24
,,,,,,,,,,,,,,,,,,,,,,6916144704984,jesus_rap_1_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-12-07,2025-12-07,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.13,0.13,,,0.13,,43.333333,43.333333,0,2025-12-07,2025-12-07,1,3,,,,,3,0.13,,5,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-12-07,2025-12-07,1,1,,,,,1,0.03,,2,,,,
,3,,,1,,,3,,,,,,,24,,24,,,,23,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,1.22,"[{'action_type': 'outbound_click', 'value': '1.22'}]",1.22,,0.406667,,0.050833,0.050833,,,0.053043,1.22,20.333333,22.181818,1.666667,2025-12-07,2025-12-07,1.090909,60,1.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",55,1.22,1,4,1,20,9,6
,68,,,9,7,7,68,,,,,,,310,,310,3,3,,298,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,,2.33,"[{'action_type': 'outbound_click', 'value': '2.33'}]",2.33,2.995714,0.308382,,0.067645,0.067645,6.99,,0.070369,1.906364,19.895636,21.246201,1.043643,2025-12-07,2025-12-07,1.067882,1054,0.85389,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '0.85389'}]",987,20.97,18,3,17,263,119,65
5,314,1,,64,34,34,314,5,5,2,2,3,5,2502,6,2502,39,31,5,2399,5,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,84,"[{'action_type': 'subscribe_mobile_app', 'value': '50.475'}, {'action_type': 'subscribe_total', 'value': '50.475'}]",3.154688,"[{'action_type': 'outbound_click', 'value': '3.154688'}]",3.154688,5.938235,0.642994,40.38,0.080695,0.080695,5.176923,40.38,0.08416,2.403571,29.363002,32.278177,1.22164,2025-12-07,2025-12-07,1.099281,6876,0.930774,64,"[{'action_type': 'outbound_click', 'value': '64'}]","[{'action_type': 'outbound_click', 'value': '0.930774'}]",6255,201.9,216,5,215,2188,990,619
11,678,,,106,67,67,678,11,11,5,5,3,11,2581,2,2581,43,36,11,2432,11,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,119,"[{'action_type': 'subscribe_mobile_app', 'value': '23.948889'}, {'action_type': 'subscribe_total', 'value': '23.948889'}]",2.033396,"[{'action_type': 'outbound_click', 'value': '2.033396'}]",2.033396,3.217015,0.317906,19.594545,0.08351,0.08351,5.012558,19.594545,0.088627,1.811261,38.352313,41.942012,2.117438,2025-12-07,2025-12-07,1.093598,5620,1.886121,106,"[{'action_type': 'outbound_click', 'value': '106'}]","[{'action_type': 'outbound_click', 'value': '1.886121'}]",5139,215.54,275,5,266,2211,1185,759
,124,,,16,11,11,124,,,,,1,,429,1,429,6,5,,407,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,17,,2.283125,"[{'action_type': 'outbound_click', 'value': '2.283125'}]",2.283125,3.320909,0.294597,,0.085152,0.085152,6.088333,,0.089754,2.148824,47.380026,51.234222,2.204929,2025-12-07,2025-12-07,1.081346,771,2.075227,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '2.075227'}]",713,36.53,67,6,66,377,214,142
,10,,,3,,,10,,,,,,,72,,72,1,1,,68,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,1.536667,"[{'action_type': 'outbound_click', 'value': '1.536667'}]",1.536667,,0.461,,0.064028,0.064028,4.61,,0.067794,1.1525,30.328947,33.405797,2.631579,2025-12-07,2025-12-07,1.101449,152,1.973684,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.973684'}]",138,4.61,9,5,9,60,38,26
,,,,,,,,,,,,,,2,,2,,,,2,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.05,0.05,,,0.05,,33.333333,33.333333,0,2025-12-07,2025-12-07,1,3,,,,,3,0.1,1,11,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,280,280,0,2025-12-07,2025-12-07,1,1,,,,,1,0.28,,3,,,,
,,,,1,,,,,,,,,,23,,23,,,,22,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,1.35,"[{'action_type': 'outbound_click', 'value': '1.35'}]",1.35,,,,0.058696,0.058696,,,0.061364,1.35,21.774194,22.131148,1.612903,2025-12-07,2025-12-07,1.016393,62,1.612903,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",61,1.35,3,3,3,15,6,5
,,,,3,,,,,,1,1,,,162,,162,1,,,158,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,5.33,"[{'action_type': 'outbound_click', 'value': '5.33'}]",5.33,,,,0.098704,0.098704,15.99,,0.101203,5.33,22.941176,24.984375,0.430416,2025-12-07,2025-12-07,1.089063,697,0.430416,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.430416'}]",640,15.99,12,3,12,133,67,38
,25,,,10,2,2,25,,,,,,,514,,514,2,2,,502,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,,4.949,"[{'action_type': 'outbound_click', 'value': '4.949'}]",4.949,24.745,1.9796,,0.096284,0.096284,24.745,,0.098586,4.499091,26.240721,27.663499,0.583245,2025-12-07,2025-12-07,1.05422,1886,0.530223,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '0.530223'}]",1789,49.49,44,3,41,417,176,119
2,94,,,29,5,5,94,2,2,,,,2,955,1,955,4,3,2,922,2,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,29,"[{'action_type': 'subscribe_mobile_app', 'value': '30.01'}, {'action_type': 'subscribe_total', 'value': '30.01'}]",3.104483,"[{'action_type': 'outbound_click', 'value': '3.104483'}]",3.104483,18.006,0.957766,45.015,0.094272,0.094272,22.5075,45.015,0.097646,3.104483,35.58498,39.10947,1.146245,2025-12-07,2025-12-07,1.099044,2530,1.146245,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '1.146245'}]",2302,90.03,88,4,85,781,356,221
3,118,,,24,14,14,118,3,3,1,1,,3,559,2,559,8,5,3,527,3,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,25,"[{'action_type': 'subscribe_mobile_app', 'value': '27.03'}, {'action_type': 'subscribe_total', 'value': '27.03'}]",2.2525,"[{'action_type': 'outbound_click', 'value': '2.2525'}]",2.2525,3.861429,0.458136,18.02,0.096708,0.096708,6.7575,18.02,0.102581,2.1624,46.205128,49.824885,2.136752,2025-12-07,2025-12-07,1.078341,1170,2.051282,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '2.051282'}]",1085,54.06,85,7,84,474,269,191
,3,,,2,,,3,,,,,,,120,,120,3,3,,115,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,6.405,"[{'action_type': 'outbound_click', 'value': '6.405'}]",6.405,,4.27,,0.10675,0.10675,4.27,,0.111391,4.27,51.653226,53.823529,1.209677,2025-12-07,2025-12-07,1.042017,248,0.806452,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.806452'}]",238,12.81,16,5,17,106,64,40
,,,,,,,,,,,,,,1,,1,,,,1,,6920992821984,02 snoop_loseYourself - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,1,0.01,,3,,,,
,,,,1,,,,,,,,,,37,,37,2,2,,34,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.7,"[{'action_type': 'outbound_click', 'value': '1.7'}]",1.7,,,,0.045946,0.045946,0.85,,0.05,0.85,19.54023,19.54023,2.298851,2025-12-07,2025-12-07,1,87,1.149425,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.149425'}]",87,1.7,3,4,3,31,13,9
,52,,2,8,7,7,52,,,1,1,,,381,3,381,12,6,,361,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,10,,2.38625,"[{'action_type': 'outbound_click', 'value': '2.38625'}]",2.38625,2.727143,0.367115,,0.050105,0.050105,1.590833,,0.052881,1.909,16.745614,17.857811,0.877193,2025-12-07,2025-12-07,1.066417,1140,0.701754,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.701754'}]",1069,19.09,43,4,42,319,168,107
5,543,2,1,87,30,30,543,5,5,,,1,5,2010,4,2010,25,20,5,1898,5,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,93,"[{'action_type': 'subscribe_mobile_app', 'value': '26.6425'}, {'action_type': 'subscribe_total', 'value': '26.6425'}]",1.224943,"[{'action_type': 'outbound_click', 'value': '1.224943'}]",1.224943,3.552333,0.196262,21.314,0.05302,0.05302,4.2628,21.314,0.056149,1.145914,18.479279,19.713282,1.612624,2025-12-07,2025-12-07,1.066778,5767,1.508583,87,"[{'action_type': 'outbound_click', 'value': '87'}]","[{'action_type': 'outbound_click', 'value': '1.508583'}]",5406,106.57,157,5,157,1665,868,506
5,565,3,3,136,40,40,565,5,5,1,1,,5,3694,4,3694,52,44,5,3506,5,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,147,"[{'action_type': 'subscribe_mobile_app', 'value': '33.445'}, {'action_type': 'subscribe_total', 'value': '33.445'}]",1.475515,"[{'action_type': 'outbound_click', 'value': '1.475515'}]",1.475515,5.01675,0.355168,40.134,0.054323,0.054323,3.859038,40.134,0.057236,1.365102,23.843869,25.13087,1.746673,2025-12-07,2025-12-07,1.053976,8416,1.61597,136,"[{'action_type': 'outbound_click', 'value': '136'}]","[{'action_type': 'outbound_click', 'value': '1.61597'}]",7985,200.67,334,4,317,3157,1686,995
2,225,,,57,18,18,225,2,2,1,1,1,2,1286,4,1286,22,17,2,1207,2,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,60,"[{'action_type': 'subscribe_mobile_app', 'value': '35.795'}, {'action_type': 'subscribe_total', 'value': '35.795'}]",1.255965,"[{'action_type': 'outbound_click', 'value': '1.255965'}]",1.255965,3.977222,0.318178,35.795,0.055669,0.055669,3.254091,35.795,0.059312,1.193167,29.066179,31.733156,2.436054,2025-12-07,2025-12-07,1.091755,2463,2.314251,57,"[{'action_type': 'outbound_click', 'value': '57'}]","[{'action_type': 'outbound_click', 'value': '2.314251'}]",2256,71.59,191,5,184,1110,680,467
3,30,,,12,,,30,3,3,,,,3,238,,238,2,2,3,224,3,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,13,,1.010833,"[{'action_type': 'outbound_click', 'value': '1.010833'}]",1.010833,,0.404333,4.043333,0.050966,0.050966,6.065,4.043333,0.054152,0.933077,26.600877,26.895787,2.850877,2025-12-07,2025-12-07,1.011086,456,2.631579,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",451,12.13,33,24,34,199,110,78
,,,,,,,,,,,,,,3,,3,,,,3,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-07,2025-12-07,1,9,,,,,9,0.12,,3,,3,1,1
,,,,,,,,,,,,,,39,1,39,2,1,,37,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.025128,0.025128,0.49,,0.026486,,12.098765,12.098765,0,2025-12-07,2025-12-07,1,81,,,,,81,0.98,3,5,3,32,14,10
,,,,1,,,,,,,,,,68,,68,,,,67,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,1,,3.17,"[{'action_type': 'outbound_click', 'value': '3.17'}]",3.17,,,,0.046618,0.046618,,,0.047313,3.17,17.808989,18.323699,0.561798,2025-12-07,2025-12-07,1.028902,178,0.561798,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.561798'}]",173,3.17,1,3,2,52,17,10
,8,,,2,2,2,8,,,,,,,71,,71,1,1,,68,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.62,"[{'action_type': 'outbound_click', 'value': '1.62'}]",1.62,1.62,0.405,,0.045634,0.045634,3.24,,0.047647,1.62,17.326203,17.704918,1.069519,2025-12-07,2025-12-07,1.021858,187,1.069519,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.069519'}]",183,3.24,2,3,2,59,32,17
,,,,,,,,,,2,2,,,16,,16,3,1,,13,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04625,0.04625,0.246667,,0.056923,,23.870968,23.870968,0,2025-12-07,2025-12-07,1,31,,,,,31,0.74,2,5,2,12,10,6
,,,,,,,,,,,,,,2,,2,,,,2,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,17.5,17.5,0,2025-12-07,2025-12-07,1,8,,,,,8,0.14,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-07,2025-12-07,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920992824184,01 Jesus_travis - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,1,0.01,,4,,1,,
,,,,2,,,,,,,,,,32,,32,1,1,,29,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.11,"[{'action_type': 'outbound_click', 'value': '1.11'}]",1.11,,,,0.069375,0.069375,2.22,,0.076552,1.11,26.428571,29.6,2.380952,2025-12-07,2025-12-07,1.12,84,2.380952,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.380952'}]",75,2.22,3,3,3,26,14,8
