action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,12,,12,,,,12,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.098333,0.098333,,,0.098333,,28.095238,29.5,0,2025-12-09,2025-12-09,1.05,unknown,42,,,,,40,1.18,1,3,1,11,6,4
,,,,,,,,,,,,,,,1,,1,,,,1,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-09,2025-12-09,1,female,2,,,,,2,0.02,,3,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0.01,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,female,1,,,,,1,0.02,,2,,,,
1,346,,,62,30,30,346,1,1,29,1,1,,1,1737,,1737,30,29,1,1645,1,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,71,"[{'action_type': 'subscribe_mobile_app', 'value': '17.23625'}, {'action_type': 'subscribe_total', 'value': '17.23625'}, {'action_type': 'start_trial_mobile_app', 'value': '19.698571'}, {'action_type': 'start_trial_total', 'value': '19.698571'}]",2.224032,"[{'action_type': 'outbound_click', 'value': '2.224032'}]",2.224032,4.596333,0.398526,137.89,0.079384,0.079384,4.596333,137.89,0.083824,1.942113,30.412439,31.757255,1.565946,2025-12-09,2025-12-09,1.044219,female,4534,1.367446,62,"[{'action_type': 'outbound_click', 'value': '62'}]","[{'action_type': 'outbound_click', 'value': '1.367446'}]",4342,137.89,186,4,181,1486,753,496
,1,,,4,,,1,,,,,,,,76,,76,,,,72,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,1.1625,"[{'action_type': 'outbound_click', 'value': '1.1625'}]",1.1625,,4.65,,0.061184,0.061184,,,0.064583,1.1625,25.409836,25.833333,2.185792,2025-12-09,2025-12-09,1.016667,male,183,2.185792,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.185792'}]",180,4.65,7,4,6,66,30,19
,,,,1,,,,,,1,,,,,14,,14,1,1,,12,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,,,,0.033571,0.033571,0.47,,0.039167,0.47,18.076923,18.8,3.846154,2025-12-09,2025-12-09,1.04,unknown,26,3.846154,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",25,0.47,1,4,1,10,5,3
,,,,,,,,,,,,,,,,,,,,,,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-09,2025-12-09,1,male,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,15,15,0,2025-12-09,2025-12-09,1,male,2,,,,,2,0.03,,2,,,,
,15,,,8,,,15,,,2,,,,,276,,276,2,2,,266,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,,4.2275,"[{'action_type': 'outbound_click', 'value': '4.2275'}]",4.2275,,2.254667,,0.122536,0.122536,16.91,,0.127143,3.757778,51.010558,54.636511,1.357466,2025-12-09,2025-12-09,1.071082,female,663,1.206637,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.206637'}]",619,33.82,26,4,25,242,120,73
,38,1,,22,4,4,38,,,5,,,1,,620,1,620,7,6,,591,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,24,"[{'action_type': 'subscribe_mobile_app', 'value': '61.67'}, {'action_type': 'subscribe_total', 'value': '61.67'}, {'action_type': 'start_trial_mobile_app', 'value': '61.67'}, {'action_type': 'start_trial_total', 'value': '61.67'}]",2.803182,"[{'action_type': 'outbound_click', 'value': '2.803182'}]",2.803182,15.4175,1.622895,,0.099468,0.099468,8.81,,0.104349,2.569583,35.606236,37.672572,1.385681,2025-12-09,2025-12-09,1.058033,male,1732,1.270208,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '1.270208'}]",1637,61.67,82,3,77,524,252,178
,,,,,,,,,,,,,,,7,,7,,,,7,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.075714,0.075714,,,0.075714,,27.894737,27.894737,0,2025-12-09,2025-12-09,1,unknown,19,,,,,19,0.53,,4,,6,3,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.076667,0.076667,,,0.076667,,19.166667,19.166667,0,2025-12-09,2025-12-09,1,male,12,,,,,12,0.23,,2,,3,,
,,,,,,,,,,,,,,,9,,9,,,,9,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.057778,0.057778,,,0.057778,,26,26,0,2025-12-09,2025-12-09,1,female,20,,,,,20,0.52,,4,,8,5,1
,,,,,,,,,,,,,,,14,,14,,,,14,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.025714,0.025714,,,0.025714,,9.72973,9.72973,0,2025-12-09,2025-12-09,1,male,37,,,,,37,0.36,1,3,1,12,3,2
,,,,1,1,1,,,,,,,,,88,,88,,,,87,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,3.02,"[{'action_type': 'outbound_click', 'value': '3.02'}]",3.02,3.02,,,0.034318,0.034318,,,0.034713,3.02,14.178404,14.245283,0.469484,2025-12-09,2025-12-09,1.004717,female,213,0.469484,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.469484'}]",212,3.02,3,4,3,78,24,12
,,,,3,,,,,,,,,,,201,,201,,,,198,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,1.926667,"[{'action_type': 'outbound_click', 'value': '1.926667'}]",1.926667,,,,0.028756,0.028756,,,0.029192,1.926667,10.490018,10.490018,0.544465,2025-12-09,2025-12-09,1,male,551,0.544465,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.544465'}]",551,5.78,13,4,11,172,99,50
,,,,,,,,,,,,,,,3,,3,,,,3,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.016667,0.016667,,,0.016667,,12.5,12.5,0,2025-12-09,2025-12-09,1,unknown,4,,,,,4,0.05,1,6,1,2,1,1
,,,,,,,,,,,,,,,6,,6,,,,6,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.026667,0.026667,,,0.026667,,14.545455,14.545455,0,2025-12-09,2025-12-09,1,female,11,,,,,11,0.16,,5,,6,3,1
,,,,,,,,,,,,,,,16,,16,,,,16,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.036875,0.036875,,,0.036875,,12.291667,12.291667,0,2025-12-09,2025-12-09,1,male,48,,,,,48,0.59,,3,,14,6,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.21,0.21,,,0.21,,19.090909,19.090909,0,2025-12-09,2025-12-09,1,female,11,,,,,11,0.21,,2,,1,,
,,,,1,,,,,,,,,,,5,,5,,,,4,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,,,,0.094,0.094,,,0.1175,0.47,31.333333,31.333333,6.666667,2025-12-09,2025-12-09,1,male,15,6.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",15,0.47,,3,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,24.285714,24.285714,0,2025-12-09,2025-12-09,1,female,7,,,,,7,0.17,,1,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.083333,0.083333,,,0.083333,,15.625,17.857143,0,2025-12-09,2025-12-09,1.142857,male,16,,,,,14,0.25,,2,,3,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,20,20,0,2025-12-09,2025-12-09,1,female,7,,,,,7,0.14,,2,,2,,
,,,,,,,,,,,,,,,11,,11,,,,11,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.002727,0.002727,,,0.002727,,2,2,0,2025-12-09,2025-12-09,1,male,15,,,,,15,0.03,2,9,2,11,5,3
,111,,,33,7,7,111,,,19,,,1,,1560,1,1560,21,20,,1506,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,34,"[{'action_type': 'subscribe_mobile_app', 'value': '40.05'}, {'action_type': 'subscribe_total', 'value': '40.05'}, {'action_type': 'start_trial_mobile_app', 'value': '20.025'}, {'action_type': 'start_trial_total', 'value': '20.025'}]",1.213636,"[{'action_type': 'outbound_click', 'value': '1.213636'}]",1.213636,5.721429,0.360811,,0.025673,0.025673,1.907143,,0.026594,1.177941,10.766129,10.766129,0.913978,2025-12-09,2025-12-09,1,female,3720,0.887097,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '0.887097'}]",3720,40.05,113,4,108,1361,620,352
,359,2,3,112,28,28,359,,,30,4,4,1,,5329,3,5329,41,31,,5176,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,120,"[{'action_type': 'subscribe_mobile_app', 'value': '22.884'}, {'action_type': 'subscribe_total', 'value': '22.884'}, {'action_type': 'start_trial_mobile_app', 'value': '16.345714'}, {'action_type': 'start_trial_total', 'value': '16.345714'}]",1.021607,"[{'action_type': 'outbound_click', 'value': '1.021607'}]",1.021607,4.086429,0.318719,,0.021471,0.021471,2.790732,,0.022106,0.9535,9.751151,9.848511,1.022669,2025-12-09,2025-12-09,1.009985,male,11734,0.954491,112,"[{'action_type': 'outbound_click', 'value': '112'}]","[{'action_type': 'outbound_click', 'value': '0.954491'}]",11618,114.42,431,5,409,4641,2379,1416
,,,,,,,,,,,,,,,29,,29,,,,29,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.026897,0.026897,,,0.026897,,10.540541,10.684932,0,2025-12-09,2025-12-09,1.013699,unknown,74,,,,,73,0.78,2,4,2,27,17,10
,,,,1,,,,,,,,,,,5,,5,,,,4,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.18,"[{'action_type': 'outbound_click', 'value': '0.18'}]",0.18,,,,0.036,0.036,,,0.045,0.18,16.363636,16.363636,9.090909,2025-12-09,2025-12-09,1,female,11,9.090909,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '9.090909'}]",11,0.18,1,10,1,4,4,2
,,,,,,,,,,,,,,,17,,17,,,,17,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.031765,0.031765,,,0.031765,,17.419355,17.419355,0,2025-12-09,2025-12-09,1,male,31,,,,,31,0.54,2,6,2,15,8,7
,,,,,,,,,,,,,,,2,,2,,,,2,,6917461957384,01 Jesus_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.015,0.015,,,0.015,,7.5,7.5,0,2025-12-09,2025-12-09,1,female,4,,,,,4,0.03,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6917461957384,01 Jesus_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,12.5,12.5,0,2025-12-09,2025-12-09,1,male,4,,,,,4,0.05,,2,,1,,
,1,,,1,,,1,,,,,,,,28,,28,,,,27,,6917505479984,09 anomansollips - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.26,"[{'action_type': 'outbound_click', 'value': '1.26'}]",1.26,,1.26,,0.045,0.045,,,0.046667,1.26,15.949367,16.153846,1.265823,2025-12-09,2025-12-09,1.012821,female,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",78,1.26,3,4,3,22,10,6
,,,,,,,,,,,,,,,14,,14,,,,14,,6917505479984,09 anomansollips - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,11.2,11.2,0,2025-12-09,2025-12-09,1,male,50,,,,,50,0.56,1,3,1,13,5,3
,,,,,,,,,,,,,,,,,,,,,,,6917505480384,05 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,150,150,0,2025-12-09,2025-12-09,1,male,2,,,,,2,0.3,,1,,,,
,10,,,5,1,1,10,,,2,,,,,227,,227,2,2,,220,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,1.616,"[{'action_type': 'outbound_click', 'value': '1.616'}]",1.616,8.08,0.808,,0.035595,0.035595,4.04,,0.036727,1.616,16.356275,16.868476,1.012146,2025-12-09,2025-12-09,1.031315,female,494,1.012146,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.012146'}]",479,8.08,20,5,19,201,113,61
,,,,,,,,,,1,,,,,61,,61,1,1,,60,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.026885,0.026885,1.64,,0.027333,,11.156463,11.232877,0,2025-12-09,2025-12-09,1.006849,male,147,,,,,146,1.64,6,4,6,53,30,16
,,,,,,,,,,,,,,,3,,3,,,,3,,6917505480784,18 esha - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.026667,0.026667,,,0.026667,,20,20,0,2025-12-09,2025-12-09,1,unknown,4,,,,,4,0.08,1,9,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,6917505480984,13 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-12-09,2025-12-09,1,female,2,,,,,2,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6917505480984,13 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-09,2025-12-09,1,male,1,,,,,1,0.01,,1,,,,
,691,1,,124,58,58,691,,,24,2,2,,,2192,,2192,26,24,,2042,,6917505481184,14 blonde - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,118,"[{'action_type': 'subscribe_mobile_app', 'value': '8.637143'}, {'action_type': 'subscribe_total', 'value': '8.637143'}, {'action_type': 'start_trial_mobile_app', 'value': '7.112941'}, {'action_type': 'start_trial_total', 'value': '7.112941'}]",0.975161,"[{'action_type': 'outbound_click', 'value': '0.975161'}]",0.975161,2.084828,0.174993,,0.055164,0.055164,4.650769,,0.059216,1.024746,18.243814,19.934059,1.780326,2025-12-09,2025-12-09,1.092648,female,6628,1.870851,124,"[{'action_type': 'outbound_click', 'value': '124'}]","[{'action_type': 'outbound_click', 'value': '1.870851'}]",6066,120.92,196,3,178,1760,881,498
