action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,21,,1,9,4,4,21,,,,1,1,,,480,1,480,3,,,468,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,12,,3.507778,"[{'action_type': 'outbound_click', 'value': '3.507778'}]",3.507778,7.8925,1.503333,,0.065771,0.065771,10.523333,,0.067457,2.630833,20.838284,21.50545,0.792079,2025-12-05,2025-12-05,1.032016,male,1515,0.594059,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '0.594059'}]",1468,31.57,45,3,44,384,178,115
,,,,,,,,,,,,,,,7,,7,,,,7,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.032857,0.032857,,,0.032857,,12.777778,14.375,0,2025-12-05,2025-12-05,1.125,unknown,18,,,,,16,0.23,1,3,1,7,1,1
,,,,,,,,,,,,,,,66,,66,,,,66,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.093333,0.093333,,,0.093333,,29.056604,30.196078,0,2025-12-05,2025-12-05,1.039216,female,212,,,,,204,6.16,5,3,5,51,14,6
,5,,,3,2,2,5,,,,,,,,218,,218,1,1,,214,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,6.31,"[{'action_type': 'outbound_click', 'value': '6.31'}]",6.31,9.465,3.786,,0.086835,0.086835,18.93,,0.088458,4.7325,27.042857,28.338323,0.571429,2025-12-05,2025-12-05,1.047904,male,700,0.428571,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.428571'}]",668,18.93,13,3,11,171,61,27
,,,,,,,,,,,,,,,3,,3,,,,3,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.063333,0.063333,,,0.063333,,23.75,23.75,0,2025-12-05,2025-12-05,1,unknown,8,,,,,8,0.19,,3,,2,1,1
,,,,,,,,,,,,,,,7,,7,,,,7,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.145714,0.145714,,,0.145714,,44.347826,44.347826,0,2025-12-05,2025-12-05,1,female,23,,,,,23,1.02,1,7,1,7,3,1
,,,,1,,,,,,,,,,,23,,23,,,,22,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.51,"[{'action_type': 'outbound_click', 'value': '2.51'}]",2.51,,,,0.10913,0.10913,,,0.114091,2.51,33.466667,33.466667,1.333333,2025-12-05,2025-12-05,1,male,75,1.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.333333'}]",75,2.51,2,3,2,20,10,7
,,,,,,,,,,,,,,,,,,,,,,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,1,,5,,5,1,1,,4,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,0.3,,0.075,,18.75,20,0,2025-12-05,2025-12-05,1.066667,female,16,,,,,15,0.3,,2,,4,1,
,,,,,,,,,,,,,,,,,,,,,,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,52,52,0,2025-12-05,2025-12-05,1,male,5,,,,,5,0.26,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0825,0.0825,,,0.0825,,27.5,27.5,0,2025-12-05,2025-12-05,1,female,12,,,,,12,0.33,,3,,3,1,1
,,,,,,,,,,,,,,,18,,18,,,,18,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.069444,0.069444,,,0.069444,,19.53125,19.84127,0,2025-12-05,2025-12-05,1.015873,male,64,,,,,63,1.25,4,5,4,13,6,4
,,,,,,,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,5,5,0,2025-12-05,2025-12-05,1,unknown,2,,,,,2,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,18.666667,18.666667,0,2025-12-05,2025-12-05,1,female,15,,,,,15,0.28,,1,,,,
,2,,,2,,,2,,,,,,,,30,,30,1,1,,27,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,2.01,"[{'action_type': 'outbound_click', 'value': '2.01'}]",2.01,,2.01,,0.134,0.134,4.02,,0.148889,1.34,27.162162,28.111888,2.027027,2025-12-05,2025-12-05,1.034965,male,148,1.351351,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",143,4.02,3,2,2,25,9,5
,,,,,,,,,,,,,,,8,,8,,,,8,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.11875,0.11875,,,0.11875,,29.6875,30.645161,0,2025-12-05,2025-12-05,1.032258,female,32,,,,,31,0.95,2,5,2,8,2,2
,2,,,1,,,2,,,,,,,,46,,46,1,1,,44,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,4.51,"[{'action_type': 'outbound_click', 'value': '4.51'}]",4.51,,2.255,,0.098043,0.098043,4.51,,0.1025,1.503333,28.544304,29.671053,1.898734,2025-12-05,2025-12-05,1.039474,male,158,0.632911,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.632911'}]",152,4.51,3,3,3,30,13,9
,,,,,,,,,,,,,,,1,,1,,,,1,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.02,,5,,,,
,,,,,,,,,,,,,,,9,,9,,,,9,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.115556,0.115556,,,0.115556,,30.588235,30.588235,0,2025-12-05,2025-12-05,1,female,34,,,,,34,1.04,,2,,7,,
,,,,,,,,,,,,,,,59,,59,,,,59,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.068983,0.068983,,,0.068983,,28.263889,29.280576,0,2025-12-05,2025-12-05,1.035971,male,144,,,,,139,4.07,4,4,4,52,22,9
,,,,,,,,,,,,,,,2,,2,,,,2,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.285,0.285,,,0.285,,38,38,0,2025-12-05,2025-12-05,1,female,15,,,,,15,0.57,,2,,1,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.243333,0.243333,,,0.243333,,52.142857,56.153846,0,2025-12-05,2025-12-05,1.076923,male,14,,,,,13,0.73,,2,,2,,
,,,,,,,,,,,,,,,9,,9,1,1,,8,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.081111,0.081111,0.73,,0.09125,,24.333333,24.333333,0,2025-12-05,2025-12-05,1,female,30,,,,,30,0.73,1,3,1,8,4,3
,,,,,,,,,,,,,,,48,,48,2,2,,46,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.059792,0.059792,1.435,,0.062391,,23.52459,24.322034,0,2025-12-05,2025-12-05,1.033898,male,122,,,,,118,2.87,3,3,3,39,14,4
,,,,,,,,,,,,,,,,,,,,,,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,30,30,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.03,,0,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.15,0.15,,,0.15,,25,25,0,2025-12-05,2025-12-05,1,female,6,,,,,6,0.15,,3,,1,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.155,0.155,,,0.155,,23.846154,23.846154,0,2025-12-05,2025-12-05,1,male,13,,,,,13,0.31,,2,,2,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.02,,10,,1,1,
,,,,,,,,,,,,,,,5,,5,,,,5,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.14,0.14,,,0.14,,36.842105,38.888889,0,2025-12-05,2025-12-05,1.055556,female,19,,,,,18,0.7,1,3,1,5,1,1
,,,,,,,,,,,,,,,31,,31,,,,31,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.110645,0.110645,,,0.110645,,29.067797,29.568966,0,2025-12-05,2025-12-05,1.017241,male,118,,,,,116,3.43,2,4,2,23,7,3
,5,,,2,,,5,,,,,,,,98,,98,1,1,,95,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,3.11,"[{'action_type': 'outbound_click', 'value': '3.11'}]",3.11,,1.244,,0.063469,0.063469,6.22,,0.065474,3.11,23.29588,24.202335,0.749064,2025-12-05,2025-12-05,1.038911,female,267,0.749064,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.749064'}]",257,6.22,9,3,10,79,26,20
,24,,,11,3,3,24,,,,,,,,306,,306,1,1,,294,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,10,,1.755455,"[{'action_type': 'outbound_click', 'value': '1.755455'}]",1.755455,6.436667,0.804583,,0.063105,0.063105,19.31,,0.06568,1.931,23.635251,24.197995,1.22399,2025-12-05,2025-12-05,1.02381,male,817,1.346389,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.346389'}]",798,19.31,25,3,25,237,113,58
,,,,,,,,,,,,,,,1,,1,,,,1,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,14,14,0,2025-12-05,2025-12-05,1,unknown,5,,,,,5,0.07,,1,,,,
,,,,,,,,,,,,,,,5,,5,,,,5,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13,0.13,,,0.13,,17.567568,17.567568,0,2025-12-05,2025-12-05,1,female,37,,,,,37,0.65,2,3,2,4,3,3
,1,,,,,,1,,,,,,,,6,,6,,,,6,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,,0.76,,0.126667,0.126667,,,0.126667,0.76,14.615385,15.510204,1.923077,2025-12-05,2025-12-05,1.061224,male,52,,,,,49,0.76,2,3,2,5,2,2
,,,,,,,,,,,,,,,,,,,,,,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,unknown,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,11,,11,,,,11,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.119091,0.119091,,,0.119091,,29.111111,29.772727,0,2025-12-05,2025-12-05,1.022727,female,45,,,,,44,1.31,,3,,11,5,2
,2,,,1,,,2,,,,,,,,34,,34,,,,33,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.91,"[{'action_type': 'outbound_click', 'value': '2.91'}]",2.91,,1.455,,0.085588,0.085588,,,0.088182,2.91,29.1,30,1,2025-12-05,2025-12-05,1.030928,male,100,1,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1'}]",97,2.91,4,3,4,27,10,8
,,,,,,,,,,,,,,,6,,6,,,,6,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.043333,0.043333,,,0.043333,,17.333333,17.333333,0,2025-12-05,2025-12-05,1,female,15,,,,,15,0.26,,3,,3,1,1
,,,,,,,,,,,,,,,39,,39,,,,39,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.064615,0.064615,,,0.064615,,21.538462,21.538462,0,2025-12-05,2025-12-05,1,male,117,,,,,117,2.52,1,3,1,31,7,1
,,,,,,,,,,,,,,,,,,,,,,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,80,80,0,2025-12-05,2025-12-05,1,unknown,2,,,,,2,0.16,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.04,0.04,,,0.04,,26.666667,26.666667,0,2025-12-05,2025-12-05,1,female,6,,,,,6,0.16,,3,,4,,
,,,,1,,,,,,,,,,,28,,28,,,,27,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,3.21,"[{'action_type': 'outbound_click', 'value': '3.21'}]",3.21,,,,0.114643,0.114643,,,0.118889,3.21,32.424242,33.092784,1.010101,2025-12-05,2025-12-05,1.020619,male,99,1.010101,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.010101'}]",97,3.21,4,3,4,24,6,5
,,,,,,,,,,,,,,,2,,2,,,,2,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.035,0.035,,,0.035,,10,10,0,2025-12-05,2025-12-05,1,female,7,,,,,7,0.07,,2,,1,,
,,,,,,,,,,,,,,,8,,8,,,,8,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.14,0.14,,,0.14,,15.555556,16.470588,0,2025-12-05,2025-12-05,1.058824,male,72,,,,,68,1.12,2,2,2,7,5,4
,,,,,,,,,,,,,,,2,,2,,,,2,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.075,0.075,,,0.075,,25,25,0,2025-12-05,2025-12-05,1,female,6,,,,,6,0.15,,2,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.32,0.32,,,0.32,,22.857143,22.857143,0,2025-12-05,2025-12-05,1,male,14,,,,,14,0.32,,2,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.16,0.16,,,0.16,,30,32,0,2025-12-05,2025-12-05,1.066667,female,16,,,,,15,0.48,,2,,3,1,
,,,,,,,,,,,,,,,6,,6,,,,6,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.146667,0.146667,,,0.146667,,36.666667,36.666667,0,2025-12-05,2025-12-05,1,male,24,,,,,24,0.88,,2,,4,2,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.18,0.18,,,0.18,,90,90,0,2025-12-05,2025-12-05,1,unknown,2,,,,,2,0.18,,2,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.075,0.075,,,0.075,,27.272727,27.272727,0,2025-12-05,2025-12-05,1,female,11,,,,,11,0.3,,3,,3,1,1
,,,,,,,,,,,,,,,20,,20,,,,20,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,,,,0.055,0.055,,,0.055,1.1,20.754717,20.754717,1.886792,2025-12-05,2025-12-05,1,male,53,,,,,53,1.1,1,3,1,17,4,3
,,,,,,,,,,,,,,,,,,,,,,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.01,,0,,,,
,,,,,,,,,,,,,,,18,,18,,,,18,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.111667,0.111667,,,0.111667,,35.263158,35.892857,0,2025-12-05,2025-12-05,1.017857,female,57,,,,,56,2.01,1,3,1,10,4,4
,,,,1,,,,,,,,,,,20,,20,,,,19,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.03,"[{'action_type': 'outbound_click', 'value': '2.03'}]",2.03,,,,0.1015,0.1015,,,0.106842,2.03,32.222222,32.741935,1.587302,2025-12-05,2025-12-05,1.016129,male,63,1.587302,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.587302'}]",62,2.03,1,2,1,14,3,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-05,2025-12-05,1,unknown,2,,,,,2,0.02,,6,,1,,
,4,,,2,,,4,,,,,,,,27,,27,,,,25,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.85,"[{'action_type': 'outbound_click', 'value': '0.85'}]",0.85,,0.425,,0.062963,0.062963,,,0.068,0.85,28.813559,29.310345,3.389831,2025-12-05,2025-12-05,1.017241,female,59,3.389831,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.389831'}]",58,1.7,2,3,2,22,5,4
,,,,2,,,,,,,,,,,82,,82,1,1,,79,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,2.305,"[{'action_type': 'outbound_click', 'value': '2.305'}]",2.305,,,,0.05622,0.05622,4.61,,0.058354,2.305,19.288703,19.700855,0.83682,2025-12-05,2025-12-05,1.021368,male,239,0.83682,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.83682'}]",234,4.61,7,3,7,59,21,11
,,,,,,,,,,,,,,,,,,,,,,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,50,50,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.05,,2,,,,
,10,,,6,4,4,10,,,,,,,,165,,165,1,1,,158,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,7,,2.711667,"[{'action_type': 'outbound_click', 'value': '3.254'}]",2.711667,4.0675,1.627,,0.098606,0.098606,16.27,,0.102975,2.324286,33.002028,35.601751,1.419878,2025-12-05,2025-12-05,1.078775,female,493,1.217039,6,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.014199'}]",457,16.27,20,4,20,129,69,38
,8,,,5,1,1,8,,,,,,,,42,,42,,,,37,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,6,,0.906,"[{'action_type': 'outbound_click', 'value': '0.906'}]",0.906,4.53,0.56625,,0.107857,0.107857,,,0.122432,0.755,33.555556,34.846154,4.444444,2025-12-05,2025-12-05,1.038462,male,135,3.703704,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '3.703704'}]",130,4.53,1,3,1,34,11,5
,,,,,,,,,,,,,,,2,,2,,,,2,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,12,12,0,2025-12-05,2025-12-05,1,unknown,5,,,,,5,0.06,,4,,2,1,
,75,2,,11,7,7,75,,,,,,,,108,,108,,,,97,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,11,,0.724545,"[{'action_type': 'outbound_click', 'value': '0.724545'}]",0.724545,1.138571,0.106267,,0.073796,0.073796,,,0.082165,0.724545,31.626984,31.88,4.365079,2025-12-05,2025-12-05,1.008,female,252,4.365079,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '4.365079'}]",250,7.97,13,5,13,87,47,24
,,,,,,,,,,,,,,,24,,24,2,2,,22,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.095,0.095,1.14,,0.103636,,31.666667,32.112676,0,2025-12-05,2025-12-05,1.014085,male,72,,,,,71,2.28,2,10,2,18,8,5
,,,,,,,,,,,,,,,,,,,,,,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-05,2025-12-05,2,unknown,2,,,,,1,0,,0,,,,
,,,,,,,,,,,,,,,32,,32,1,1,,31,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.10125,0.10125,3.24,,0.104516,,34.105263,36,0,2025-12-05,2025-12-05,1.055556,female,95,,,,,90,3.24,2,3,2,27,15,8
,,,,1,,,,,,,,,,,17,,17,,,,16,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.07,"[{'action_type': 'outbound_click', 'value': '1.07'}]",1.07,,,,0.062941,0.062941,,,0.066875,1.07,23.777778,24.883721,2.222222,2025-12-05,2025-12-05,1.046512,male,45,2.222222,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.222222'}]",43,1.07,,3,,14,7,3
,,,,,,,,,,,,,,,1,,1,,,,1,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-05,2025-12-05,1,unknown,1,,,,,1,0.01,,3,,,,
,,,,1,,,,,,,,,,,12,,12,,,,11,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.26,"[{'action_type': 'outbound_click', 'value': '1.26'}]",1.26,,,,0.105,0.105,,,0.114545,1.26,34.054054,37.058824,2.702703,2025-12-05,2025-12-05,1.088235,female,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",34,1.26,2,5,2,11,5,3
,,,,,,,,,,,,,,,4,,4,,,,4,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.25,0.25,,,0.25,,50,52.631579,0,2025-12-05,2025-12-05,1.052632,male,20,,,,,19,1,,2,,3,1,1
