action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,51,1,,10,9,9,51,,,,,,,,158,,158,,,,148,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,11,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.9'}, {'action_type': 'subscribe_total', 'value': '11.9'}, {'action_type': 'start_trial_mobile_app', 'value': '11.9'}, {'action_type': 'start_trial_total', 'value': '11.9'}]",1.19,"[{'action_type': 'outbound_click', 'value': '1.19'}]",1.19,1.322222,0.233333,,0.075316,0.075316,,,0.080405,1.081818,21.288014,22.45283,1.9678,2025-12-11,2025-12-11,AVERAGE,1.054717,559,1.788909,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.788909'}]",AVERAGE,530,11.9,16,3,15,132,77,41
,,,,1,,,,,,1,,,,,26,,26,1,1,,24,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,UNKNOWN,,3.46,"[{'action_type': 'outbound_click', 'value': '3.46'}]",3.46,,,,0.133077,0.133077,3.46,,0.144167,3.46,49.428571,55.806452,1.428571,2025-12-11,2025-12-11,UNKNOWN,1.129032,70,1.428571,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.428571'}]",UNKNOWN,62,3.46,7,4,7,21,14,11
,101,,,17,8,8,101,,,6,,,,,415,1,415,7,6,,391,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,18,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '8.4875'}, {'action_type': 'subscribe_total', 'value': '8.4875'}, {'action_type': 'start_trial_mobile_app', 'value': '6.79'}, {'action_type': 'start_trial_total', 'value': '6.79'}]",1.997059,"[{'action_type': 'outbound_click', 'value': '1.997059'}]",1.997059,4.24375,0.336139,,0.081807,0.081807,4.85,,0.086829,1.886111,27.64658,28.942882,1.465798,2025-12-11,2025-12-11,AVERAGE,1.046888,1228,1.384365,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.384365'}]",AVERAGE,1173,33.95,34,3,29,342,194,115
,1,,,1,,,1,,,,,,,,18,,18,,,,17,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,UNKNOWN,,1.13,"[{'action_type': 'outbound_click', 'value': '1.13'}]",1.13,,1.13,,0.062778,0.062778,,,0.066471,1.13,20.925926,20.925926,1.851852,2025-12-11,2025-12-11,UNKNOWN,1,54,1.851852,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",UNKNOWN,54,1.13,4,5,4,14,8,5
,,,,,,,,,,,,,,,2,,2,,,,2,,6925379387784,06Prerna_bollamarket2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.005,0.005,,,0.005,,5,5,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.01,,6,,2,,
,15,1,,12,1,1,15,,,2,,,,,147,,147,2,2,,133,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,11,UNKNOWN,,1.16,"[{'action_type': 'outbound_click', 'value': '1.16'}]",1.16,13.92,0.928,,0.094694,0.094694,6.96,,0.104662,1.265455,28.760331,31.210762,2.272727,2025-12-11,2025-12-11,UNKNOWN,1.085202,484,2.479339,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '2.479339'}]",UNKNOWN,446,13.92,13,4,13,114,70,36
,,,,,,,,,,,,,,,,,,,,,,,6926060792184,03black04_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,,,,,,,15,15,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.03,,1,,,,
,,,,,,,,,,,,,,,8,,8,,,,8,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.175,0.175,,,0.175,,25.454545,25.925926,0,2025-12-11,2025-12-11,UNKNOWN,1.018519,55,,,,,UNKNOWN,54,1.4,1,2,1,8,3,2
,1,,,1,1,1,1,,,,,,,,22,,22,,,,21,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,UNKNOWN,,2.47,"[{'action_type': 'outbound_click', 'value': '2.47'}]",2.47,2.47,2.47,,0.112273,0.112273,,,0.117619,2.47,36.865672,38,1.492537,2025-12-11,2025-12-11,UNKNOWN,1.030769,67,1.492537,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.492537'}]",UNKNOWN,65,2.47,1,3,1,21,10,5
,,,,,,,,,,,,,,,21,,21,,,,21,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.119048,0.119048,,,0.119048,,30.120482,30.487805,0,2025-12-11,2025-12-11,UNKNOWN,1.012195,83,,,,,UNKNOWN,82,2.5,1,2,1,17,6,4
,,,,,,,,,,,,,,,8,,8,,,,8,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.02875,0.02875,,,0.02875,,16.428571,16.428571,0,2025-12-11,2025-12-11,UNKNOWN,1,14,,,,,UNKNOWN,14,0.23,,4,,5,2,
,,,,,,,,,,,,,,,1,,1,,,,1,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.07,0.07,,,0.07,,17.5,17.5,0,2025-12-11,2025-12-11,UNKNOWN,1,4,,,,,UNKNOWN,4,0.07,,4,,1,1,1
,13,,,3,1,1,13,,,,,,,,50,,50,,,,47,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,UNKNOWN,,1.236667,"[{'action_type': 'outbound_click', 'value': '1.236667'}]",1.236667,3.71,0.285385,,0.0742,0.0742,,,0.078936,1.236667,19.123711,19.734043,1.546392,2025-12-11,2025-12-11,UNKNOWN,1.031915,194,1.546392,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.546392'}]",UNKNOWN,188,3.71,3,4,3,44,30,20
,,,,,,,,,,,,,,,,,,,,,,,6926066265984,17_blonde_jumpoff_flame2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
,24,,,8,2,2,24,,,0,,,1,,103,,103,1,1,,94,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,8,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '5.28'}, {'action_type': 'subscribe_total', 'value': '5.28'}, {'action_type': 'start_trial_mobile_app', 'value': '5.28'}, {'action_type': 'start_trial_total', 'value': '5.28'}]",1.32,"[{'action_type': 'outbound_click', 'value': '1.32'}]",1.32,5.28,0.44,,0.102524,0.102524,10.56,,0.11234,1.32,30,32.195122,2.272727,2025-12-11,2025-12-11,UNKNOWN,1.073171,352,2.272727,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",UNKNOWN,328,10.56,16,3,16,88,52,29
,,,,,,,,,,,,,,,2,,2,,,,2,,6926067434584,20_morgan_popsmoke_bolla1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.025,0.025,,,0.025,,12.5,12.5,0,2025-12-11,2025-12-11,UNKNOWN,1,4,,,,,UNKNOWN,4,0.05,,3,,2,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6926067699184,21_morgan_popsmoke_bolla2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.01,,5,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6926068424184,22_morgan_popsmoke_redcar,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,,,,,,,5,5,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926068654784,32_morgan_bentley_ginjuice,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,,,,,,,15,15,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.03,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,,,,,,,15,15,0,2025-12-11,2025-12-11,UNKNOWN,1,2,,,,,UNKNOWN,2,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926071393584,34_prerna_bent,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,1,,,,
