action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,1,,,,,12,,12,1,1,,11,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,0.6,,0.054545,,27.272727,27.272727,0,2025-12-11,2025-12-11,1,female,22,,,,,22,0.6,1,3,1,8,2,1
,,,,3,,,,,,,,,,,238,,238,,,,235,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,4,,3.536667,"[{'action_type': 'outbound_click', 'value': '3.536667'}]",3.536667,,,,0.04458,0.04458,,,0.045149,2.6525,18.388215,18.388215,0.693241,2025-12-11,2025-12-11,1,male,577,0.519931,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.519931'}]",577,10.61,13,4,11,215,107,62
,,,,,,,,,,,,,,,,,,,,,,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,unknown,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.55,0.55,,,0.55,,137.5,137.5,0,2025-12-11,2025-12-11,1,male,4,,,,,4,0.55,,2,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.115,0.115,,,0.115,,76.666667,76.666667,0,2025-12-11,2025-12-11,1,male,3,,,,,3,0.23,1,14,1,2,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.02,,13,,1,1,1
3,652,5,,77,30,30,652,3,3,24,,,,3,1648,,1648,24,24,3,1547,3,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,78,"[{'action_type': 'subscribe_mobile_app', 'value': '7.2875'}, {'action_type': 'subscribe_total', 'value': '7.2875'}, {'action_type': 'start_trial_mobile_app', 'value': '8.745'}, {'action_type': 'start_trial_total', 'value': '8.745'}]",1.135714,"[{'action_type': 'outbound_click', 'value': '1.135714'}]",1.135714,2.915,0.134126,29.15,0.053064,0.053064,3.64375,29.15,0.056529,1.121154,27.04918,28.001921,2.41262,2025-12-11,2025-12-11,1.035223,female,3233,2.381689,77,"[{'action_type': 'outbound_click', 'value': '77'}]","[{'action_type': 'outbound_click', 'value': '2.381689'}]",3123,87.45,235,5,218,1439,873,600
,3,,,3,,,3,,,1,,,,,98,,98,1,1,,94,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,2.283333,"[{'action_type': 'outbound_click', 'value': '2.283333'}]",2.283333,,2.283333,,0.069898,0.069898,6.85,,0.072872,2.283333,30.855856,32.619048,1.351351,2025-12-11,2025-12-11,1.057143,male,222,1.351351,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.351351'}]",210,6.85,13,5,13,88,52,36
,,,,1,,,,,,1,,,,,10,,10,1,1,,8,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,,,,0.047,0.047,0.47,,0.05875,0.47,23.5,24.736842,5,2025-12-11,2025-12-11,1.052632,unknown,20,5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5'}]",19,0.47,1,4,1,8,4,3
,,,,,,,,,,,,,,,,,,,,,,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,100,100,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.1,,4,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-11,2025-12-11,1,female,2,,,,,2,0.06,,4,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,10,12.5,0,2025-12-11,2025-12-11,1.25,male,5,,,,,4,0.05,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.01,,14,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.03,,2,,,,
,1,,,4,,,1,,,6,,,,,152,,152,6,6,,142,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,7,,2.14,"[{'action_type': 'outbound_click', 'value': '2.14'}]",2.14,,8.56,,0.056316,0.056316,1.426667,,0.060282,1.222857,29.722222,29.722222,2.430556,2025-12-11,2025-12-11,1,female,288,1.388889,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.388889'}]",288,8.56,8,4,8,126,54,23
,407,,,65,31,31,407,,,20,,,2,,1820,3,1820,25,22,,1730,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,70,"[{'action_type': 'subscribe_mobile_app', 'value': '12.224286'}, {'action_type': 'subscribe_total', 'value': '12.224286'}, {'action_type': 'start_trial_mobile_app', 'value': '8.557'}, {'action_type': 'start_trial_total', 'value': '8.557'}]",1.316462,"[{'action_type': 'outbound_click', 'value': '1.316462'}]",1.316462,2.760323,0.210246,,0.047016,0.047016,3.4228,,0.049462,1.222429,22.382945,23.32879,1.831023,2025-12-11,2025-12-11,1.042257,male,3823,1.700235,65,"[{'action_type': 'outbound_click', 'value': '65'}]","[{'action_type': 'outbound_click', 'value': '1.700235'}]",3668,85.57,143,5,138,1536,768,418
,3,,,1,,,3,,,,,,,,17,,17,,,,16,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.56,"[{'action_type': 'outbound_click', 'value': '0.56'}]",0.56,,0.186667,,0.032941,0.032941,,,0.035,0.56,17.5,18.064516,3.125,2025-12-11,2025-12-11,1.032258,unknown,32,3.125,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.125'}]",31,0.56,1,4,1,14,7,4
2,318,,,64,26,26,318,2,2,20,1,1,,2,1822,2,1822,23,20,2,1735,2,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,63,"[{'action_type': 'subscribe_mobile_app', 'value': '30.703333'}, {'action_type': 'subscribe_total', 'value': '30.703333'}, {'action_type': 'start_trial_mobile_app', 'value': '23.0275'}, {'action_type': 'start_trial_total', 'value': '23.0275'}]",1.439219,"[{'action_type': 'outbound_click', 'value': '1.439219'}]",1.439219,3.542692,0.289654,46.055,0.050554,0.050554,4.004783,46.055,0.053089,1.462063,22.715166,23.183992,1.553637,2025-12-11,2025-12-11,1.020639,female,4055,1.578298,64,"[{'action_type': 'outbound_click', 'value': '64'}]","[{'action_type': 'outbound_click', 'value': '1.578298'}]",3973,92.11,188,5,180,1556,913,603
,42,,,1,,,42,,,2,,,,,58,,58,2,2,,55,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,3.26,"[{'action_type': 'outbound_click', 'value': '3.26'}]",3.26,,0.077619,,0.056207,0.056207,1.63,,0.059273,3.26,23.120567,23.970588,0.70922,2025-12-11,2025-12-11,1.036765,male,141,0.70922,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.70922'}]",136,3.26,4,4,4,49,29,16
,,,,,,,,,,,,,,,7,,7,,,,7,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.074286,0.074286,,,0.074286,,20,22.608696,0,2025-12-11,2025-12-11,1.130435,unknown,26,,,,,23,0.52,,3,,6,2,1
,,,,,,,,,,,,,,,,,,,,,,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.03,,0,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.035,0.035,,,0.035,,23.333333,23.333333,0,2025-12-11,2025-12-11,1,female,3,,,,,3,0.07,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,male,3,,,,,3,0.09,,0,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.05,,5,,1,,
,1,,,2,2,2,1,,,,,,,,13,,13,,,,11,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.645,"[{'action_type': 'outbound_click', 'value': '0.645'}]",0.645,0.645,1.29,,0.099231,0.099231,,,0.117273,0.645,29.318182,30.714286,4.545455,2025-12-11,2025-12-11,1.047619,female,44,4.545455,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",42,1.29,,3,,8,5,4
,1,,,1,,,1,,,,,,,,10,,10,,,,9,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.38,"[{'action_type': 'outbound_click', 'value': '0.38'}]",0.38,,0.38,,0.038,0.038,,,0.042222,0.38,20,21.111111,5.263158,2025-12-11,2025-12-11,1.055556,male,19,5.263158,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",18,0.38,,3,,9,3,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.25,0.25,,,0.25,,35.714286,50,0,2025-12-11,2025-12-11,1.4,female,7,,,,,5,0.25,,2,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.015,0.015,,,0.015,,15,15,0,2025-12-11,2025-12-11,1,male,2,,,,,2,0.03,,4,,2,,
,202,,,41,17,17,202,,,12,,,,,1123,,1123,12,12,,1070,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,39,"[{'action_type': 'subscribe_mobile_app', 'value': '13.326'}, {'action_type': 'subscribe_total', 'value': '13.326'}, {'action_type': 'start_trial_mobile_app', 'value': '11.105'}, {'action_type': 'start_trial_total', 'value': '11.105'}]",1.625122,"[{'action_type': 'outbound_click', 'value': '1.625122'}]",1.625122,3.919412,0.329851,,0.059332,0.059332,5.5525,,0.062271,1.708462,26.823672,28.670396,1.570048,2025-12-11,2025-12-11,1.068847,female,2484,1.650564,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '1.650564'}]",2324,66.63,113,5,108,958,592,370
,,,1,1,,,,,,6,,,1,,141,1,141,9,7,,131,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,,9.26,"[{'action_type': 'outbound_click', 'value': '9.26'}]",9.26,,,,0.065674,0.065674,1.028889,,0.070687,9.26,27.155425,28.145897,0.293255,2025-12-11,2025-12-11,1.036474,male,341,0.293255,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.293255'}]",329,9.26,15,4,15,119,75,43
,,,,,,,,,,,,,,,6,,6,,,,6,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.036667,0.036667,,,0.036667,,16.923077,16.923077,0,2025-12-11,2025-12-11,1,unknown,13,,,,,13,0.22,,3,,6,2,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09,0.09,,,0.09,,45,45,0,2025-12-11,2025-12-11,1,male,2,,,,,2,0.09,1,13,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,80,80,0,2025-12-11,2025-12-11,1,female,1,,,,,1,0.08,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,male,1,,,,,1,0.01,,1,,,,
,86,1,,12,4,4,86,,,3,,,,,241,1,241,4,3,,225,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,12,"[{'action_type': 'subscribe_mobile_app', 'value': '7.495'}, {'action_type': 'subscribe_total', 'value': '7.495'}, {'action_type': 'start_trial_mobile_app', 'value': '14.99'}, {'action_type': 'start_trial_total', 'value': '14.99'}]",1.249167,"[{'action_type': 'outbound_click', 'value': '1.249167'}]",1.249167,3.7475,0.174302,,0.062199,0.062199,3.7475,,0.066622,1.249167,26.720143,28.336484,2.139037,2025-12-11,2025-12-11,1.060491,female,561,2.139037,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '2.139037'}]",529,14.99,29,4,25,204,117,88
,13,,,3,,,13,,,,,,,,25,,25,,,,22,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.9,"[{'action_type': 'outbound_click', 'value': '0.9'}]",0.9,,0.207692,,0.108,0.108,,,0.122727,0.9,35.526316,41.538462,3.947368,2025-12-11,2025-12-11,1.169231,male,76,3.947368,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.947368'}]",65,2.7,2,4,2,19,11,7
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-11,2025-12-11,1,unknown,2,,,,,2,0.07,,6,,1,1,1
,1,,,,,,1,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,female,0,,,,,0,0,,,,,,
,7,,,,,,7,,,,,,,,,,,,,,,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,male,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,female,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-11,2025-12-11,1,female,3,,,,,3,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-11,2025-12-11,1,male,3,,,,,3,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-11,2025-12-11,1,male,3,,,,,3,0.04,,2,,,,
,322,1,,50,27,27,322,,,18,1,1,1,,1641,2,1641,22,19,,1569,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,75,"[{'action_type': 'subscribe_mobile_app', 'value': '12.511429'}, {'action_type': 'subscribe_total', 'value': '12.511429'}, {'action_type': 'start_trial_mobile_app', 'value': '10.9475'}, {'action_type': 'start_trial_total', 'value': '10.9475'}]",1.7516,"[{'action_type': 'outbound_click', 'value': '1.7516'}]",1.7516,3.243704,0.271988,,0.05337,0.05337,3.980909,,0.055819,1.167733,16.58398,17.199529,1.420186,2025-12-11,2025-12-11,1.037117,female,5281,0.94679,50,"[{'action_type': 'outbound_click', 'value': '50'}]","[{'action_type': 'outbound_click', 'value': '0.94679'}]",5092,87.58,128,3,124,1413,715,437
,2,,,4,,,2,,,5,,,,,156,,156,5,5,,147,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,7,,1.6375,"[{'action_type': 'outbound_click', 'value': '1.6375'}]",1.6375,,3.275,,0.041987,0.041987,1.31,,0.044558,0.935714,14.620536,14.920273,1.5625,2025-12-11,2025-12-11,1.020501,male,448,0.892857,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.892857'}]",439,6.55,13,3,13,134,67,45
,,,,,,,,,,,,,,,6,,6,,,,6,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,,,,,,,0.056667,0.056667,,,0.056667,0.34,10.625,10.967742,3.125,2025-12-11,2025-12-11,1.032258,unknown,32,,,,,31,0.34,,2,,6,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,25.714286,25.714286,0,2025-12-11,2025-12-11,1,female,7,,,,,7,0.18,,1,,,,
,,,,,,,,,,,,,,,23,,23,,,,23,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.046087,0.046087,,,0.046087,,15.588235,15.820896,0,2025-12-11,2025-12-11,1.014925,male,68,,,,,67,1.06,2,3,2,16,4,3
,,,,,,,,,,,,,,,5,,5,,,,5,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,,,,,,,0.038,0.038,,,0.038,0.19,15.833333,15.833333,8.333333,2025-12-11,2025-12-11,1,female,12,,,,,12,0.19,1,5,1,5,1,1
,,,,,,,,,,,,,,,13,,13,,,,13,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.07,0.07,,,0.07,,15.964912,16.545455,0,2025-12-11,2025-12-11,1.036364,male,57,,,,,55,0.91,1,2,1,9,2,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-11,2025-12-11,1,female,3,,,,,3,0.05,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0575,0.0575,,,0.0575,,16.428571,16.428571,0,2025-12-11,2025-12-11,1,male,14,,,,,14,0.23,1,4,1,4,4,2
,,,,,,,,,,1,,,,,87,1,87,2,1,,85,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.056552,0.056552,2.46,,0.057882,,17.385159,17.385159,0,2025-12-11,2025-12-11,1,female,283,,,,,283,4.92,4,2,4,78,21,11
,24,,,16,2,2,24,,,3,,,,,803,,803,3,3,,784,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,17,,2.945625,"[{'action_type': 'outbound_click', 'value': '2.945625'}]",2.945625,23.565,1.96375,,0.058692,0.058692,15.71,,0.060115,2.772353,17.771493,19.011698,0.641026,2025-12-11,2025-12-11,1.069786,male,2652,0.603318,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '0.603318'}]",2479,47.13,74,3,72,707,302,171
,,,,,,,,,,,,,,,7,,7,,,,7,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.034286,0.034286,,,0.034286,,10.909091,12,0,2025-12-11,2025-12-11,1.1,unknown,22,,,,,20,0.24,,3,,7,2,
