action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,85,,,21,8,8,85,,,,,,,738,,738,1,1,,716,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,35-44,6913347651784,FB_iOS_itoshi_rap_install,21,,0.601905,"[{'action_type': 'outbound_click', 'value': '0.601905'}]",0.601905,1.58,0.148706,,0.017127,0.017127,12.64,,0.017654,0.601905,7.361677,7.651332,1.223063,2025-12-04,2025-12-04,1.039346,1717,1.223063,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '1.223063'}]",1652,12.64,45,3,42,676,305,163
,234,1,,64,26,26,234,,,,,,,2723,1,2723,5,4,,2654,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,45-54,6913347651784,FB_iOS_itoshi_rap_install,62,,0.736406,"[{'action_type': 'outbound_click', 'value': '0.736406'}]",0.736406,1.812692,0.20141,,0.017308,0.017308,9.426,,0.017758,0.760161,8.36083,8.522604,1.099876,2025-12-04,2025-12-04,1.019349,5637,1.135356,64,"[{'action_type': 'outbound_click', 'value': '64'}]","[{'action_type': 'outbound_click', 'value': '1.135356'}]",5530,47.13,213,4,195,2525,1088,598
,153,,,42,18,18,153,,,,,,,1368,1,1368,10,9,,1316,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,55-64,6913347651784,FB_iOS_itoshi_rap_install,44,,0.635714,"[{'action_type': 'outbound_click', 'value': '0.635714'}]",0.635714,1.483333,0.17451,,0.019518,0.019518,2.67,,0.020289,0.606818,9.628561,10.202522,1.586729,2025-12-04,2025-12-04,1.05961,2773,1.514605,42,"[{'action_type': 'outbound_click', 'value': '42'}]","[{'action_type': 'outbound_click', 'value': '1.514605'}]",2617,26.7,125,4,112,1256,566,319
,28,,,5,2,2,28,,,,,,,175,,175,,,,170,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,65+,6913347651784,FB_iOS_itoshi_rap_install,5,,0.81,"[{'action_type': 'outbound_click', 'value': '0.81'}]",0.81,2.025,0.144643,,0.023143,0.023143,,,0.023824,0.81,10.686016,11.440678,1.319261,2025-12-04,2025-12-04,1.070621,379,1.319261,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.319261'}]",354,4.05,15,4,14,154,67,40
,,,,,,,,,,,,,,1,,1,,,,1,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.05,0.05,,,0.05,,12.5,12.5,0,2025-12-04,2025-12-04,1,4,,,,,4,0.05,1,7,1,1,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.0725,0.0725,,,0.0725,,36.25,36.25,0,2025-12-04,2025-12-04,1,8,,,,,8,0.29,1,4,1,4,2,2
,,,,,,,,,,,,,,8,,8,,,,8,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.09625,0.09625,,,0.09625,,38.5,38.5,0,2025-12-04,2025-12-04,1,20,,,,,20,0.77,1,4,1,8,3,1
,,,,,,,,,,,,,,1,,1,,,,1,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.23,0.23,,,0.23,,76.666667,76.666667,0,2025-12-04,2025-12-04,1,3,,,,,3,0.23,1,5,1,1,1,1
,,,,1,,,,,,,,,,1,,1,,,,,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.15,"[{'action_type': 'outbound_click', 'value': '0.15'}]",0.15,,,,0.15,0.15,,,,0.15,50,50,33.333333,2025-12-04,2025-12-04,1,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",3,0.15,,1,,,,
,,,,,,,,,,,,,,7,,7,,,,7,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.102857,0.102857,,,0.102857,,21.818182,21.818182,0,2025-12-04,2025-12-04,1,33,,,,,33,0.72,,2,,7,4,
,3,,,1,1,1,3,,,,,,,60,,60,,,,59,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,4.73,"[{'action_type': 'outbound_click', 'value': '4.73'}]",4.73,4.73,1.576667,,0.078833,0.078833,,,0.080169,4.73,20.837004,22,0.440529,2025-12-04,2025-12-04,1.055814,227,0.440529,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.440529'}]",215,4.73,4,3,4,53,17,9
1,115,,,9,3,3,115,1,1,1,1,,1,520,1,520,4,2,1,507,1,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,8,"[{'action_type': 'subscribe_mobile_app', 'value': '38.73'}, {'action_type': 'subscribe_total', 'value': '38.73'}]",4.303333,"[{'action_type': 'outbound_click', 'value': '4.303333'}]",4.303333,12.91,0.336783,38.73,0.074481,0.074481,9.6825,38.73,0.076391,4.84125,26.563786,28.519882,0.548697,2025-12-04,2025-12-04,1.073638,1458,0.617284,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '0.617284'}]",1358,38.73,28,3,28,472,186,92
1,129,3,,23,11,11,129,1,1,,,,1,1036,,1036,3,3,1,1010,1,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,27,"[{'action_type': 'subscribe_mobile_app', 'value': '73.23'}, {'action_type': 'subscribe_total', 'value': '73.23'}]",3.183913,"[{'action_type': 'outbound_click', 'value': '3.183913'}]",3.183913,6.657273,0.567674,73.23,0.070685,0.070685,24.41,73.23,0.072505,2.712222,29.611808,30.717282,1.091791,2025-12-04,2025-12-04,1.037332,2473,0.930044,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '0.930044'}]",2384,73.23,85,4,81,967,407,208
,49,,,8,5,5,49,,,1,1,,,296,,296,2,1,,286,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,,3.4325,"[{'action_type': 'outbound_click', 'value': '3.4325'}]",3.4325,5.492,0.560408,,0.09277,0.09277,13.73,,0.096014,3.051111,39.62482,41.293233,1.298701,2025-12-04,2025-12-04,1.042105,693,1.154401,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.154401'}]",665,27.46,32,4,31,269,114,72
,5,,,1,1,1,5,,,,,,,38,,38,,,,37,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,3.16,"[{'action_type': 'outbound_click', 'value': '3.16'}]",3.16,3.16,0.632,,0.083158,0.083158,,,0.085405,3.16,38.072289,43.287671,1.204819,2025-12-04,2025-12-04,1.136986,83,1.204819,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.204819'}]",73,3.16,4,4,4,37,10,6
,1,,,,,,1,,,,,,,,,,,,,,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0,,,,,,,,,,,2025-12-04,2025-12-04,0,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-04,2025-12-04,1,2,,,,,2,0.04,,3,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.115,0.115,,,0.115,,17.692308,17.692308,0,2025-12-04,2025-12-04,1,13,,,,,13,0.23,,1,,2,,
,2,,,,,,2,,,,,,,24,,24,,,,24,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,0.715,,0.059583,0.059583,,,0.059583,,26.981132,26.981132,0,2025-12-04,2025-12-04,1,53,,,,,53,1.43,3,4,3,19,9,7
,19,,,1,,,19,,,,,,,39,,39,,,,38,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,2.82,"[{'action_type': 'outbound_click', 'value': '2.82'}]",2.82,,0.148421,,0.072308,0.072308,,,0.074211,2.82,39.71831,39.71831,1.408451,2025-12-04,2025-12-04,1,71,1.408451,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.408451'}]",71,2.82,5,5,3,36,19,15
,,,,,,,,,,,,,,9,,9,,,,9,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.126667,0.126667,,,0.126667,,60,60,0,2025-12-04,2025-12-04,1,19,,,,,19,1.14,3,5,3,9,7,6
,,,,,,,,,,,,,,1,,1,,,,1,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.12,0.12,,,0.12,,40,40,0,2025-12-04,2025-12-04,1,3,,,,,3,0.12,,3,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.14,0.14,,,0.14,,28,28,0,2025-12-04,2025-12-04,1,5,,,,,5,0.14,,2,,1,,
,,,,,,,,,,,,,,6,,6,,,,6,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.155,0.155,,,0.155,,44.285714,48.947368,0,2025-12-04,2025-12-04,1.105263,21,,,,,19,0.93,1,3,1,6,3,2
,,,,1,,,,,,,,,,7,,7,,,,6,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,,,,0.067143,0.067143,,,0.078333,0.47,29.375,36.153846,6.25,2025-12-04,2025-12-04,1.230769,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",13,0.47,1,5,1,4,2,2
,,,,,,,,,,,,,,,,,,,,,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,40,40,0,2025-12-04,2025-12-04,1,2,,,,,2,0.08,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-12-04,2025-12-04,1,1,,,,,1,0.06,1,14,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,12,,12,,,,12,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.156667,0.156667,,,0.156667,,30.322581,31.864407,0,2025-12-04,2025-12-04,1.050847,62,,,,,59,1.88,,2,,10,2,1
,,,,2,1,1,,,,1,1,2,,186,1,186,7,5,,177,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,9.155,"[{'action_type': 'outbound_click', 'value': '9.155'}]",9.155,18.31,,,0.098441,0.098441,2.615714,,0.103446,6.103333,24.877717,26.269727,0.407609,2025-12-04,2025-12-04,1.055954,736,0.271739,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.271739'}]",697,18.31,12,3,12,164,49,35
10,408,,,65,26,26,408,10,10,1,1,3,10,1618,2,1618,28,25,10,1525,10,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,74,"[{'action_type': 'subscribe_mobile_app', 'value': '20.717143'}, {'action_type': 'subscribe_total', 'value': '20.717143'}]",2.231077,"[{'action_type': 'outbound_click', 'value': '2.231077'}]",2.231077,5.577692,0.355441,14.502,0.089629,0.089629,5.179286,14.502,0.095095,1.95973,31.073495,33.733426,1.585601,2025-12-04,2025-12-04,1.085601,4667,1.392758,65,"[{'action_type': 'outbound_click', 'value': '65'}]","[{'action_type': 'outbound_click', 'value': '1.392758'}]",4299,145.02,176,4,174,1391,663,423
3,344,,,74,28,28,344,3,3,8,8,2,3,2164,,2164,41,33,3,2049,3,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,95,"[{'action_type': 'subscribe_mobile_app', 'value': '68.9'}, {'action_type': 'subscribe_total', 'value': '68.9'}]",2.793243,"[{'action_type': 'outbound_click', 'value': '2.793243'}]",2.793243,7.382143,0.600872,68.9,0.095518,0.095518,5.041463,68.9,0.100878,2.175789,40.050378,43.134391,1.840729,2025-12-04,2025-12-04,1.077003,5161,1.433831,74,"[{'action_type': 'outbound_click', 'value': '74'}]","[{'action_type': 'outbound_click', 'value': '1.433831'}]",4792,206.7,269,5,268,1846,938,596
,52,,,17,8,8,52,,,1,1,,,526,,526,11,10,,498,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,21,,2.782941,"[{'action_type': 'outbound_click', 'value': '2.782941'}]",2.782941,5.91375,0.909808,,0.089943,0.089943,4.300909,,0.095,2.252857,47.933131,51.256771,2.12766,2025-12-04,2025-12-04,1.069339,987,1.722391,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.722391'}]",923,47.31,74,6,73,460,249,155
,,,,2,,,,,,,,1,,82,,82,2,2,,78,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,3.88,"[{'action_type': 'outbound_click', 'value': '3.88'}]",3.88,,,,0.094634,0.094634,3.88,,0.099487,2.586667,43.111111,46.746988,1.666667,2025-12-04,2025-12-04,1.084337,180,1.111111,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.111111'}]",166,7.76,13,5,12,74,40,25
,,,,,,,,,,,,,,,,,,,,,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916170650384,18 esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,40,40,0,2025-12-04,2025-12-04,1,1,,,,,1,0.04,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-12-04,2025-12-04,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,1,,,,,1,0.02,,2,,,,
,,,,1,,,,,,,,,,8,,8,,,,7,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.49,"[{'action_type': 'outbound_click', 'value': '0.49'}]",0.49,,,,0.06125,0.06125,,,0.07,0.49,40.833333,40.833333,8.333333,2025-12-04,2025-12-04,1,12,8.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",12,0.49,1,6,1,7,4,3
