action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,42,,,13,7,7,42,,,3,,,,,503,,503,3,3,,487,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,15,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '28.53'}, {'action_type': 'subscribe_total', 'value': '28.53'}, {'action_type': 'start_trial_mobile_app', 'value': '28.53'}, {'action_type': 'start_trial_total', 'value': '28.53'}]",2.194615,"[{'action_type': 'outbound_click', 'value': '2.194615'}]",2.194615,4.075714,0.679286,,0.05672,0.05672,9.51,,0.058583,1.902,17.864746,19.109176,0.939261,2025-12-09,2025-12-09,AVERAGE,1.069658,1597,0.814026,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '0.814026'}]",AVERAGE,1493,28.53,35,4,34,433,180,98
,,,,1,,,,,,,,,,,30,,30,,,,29,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,3.33,"[{'action_type': 'outbound_click', 'value': '3.33'}]",3.33,,,,0.111,0.111,,,0.114828,3.33,40.120482,40.609756,1.204819,2025-12-09,2025-12-09,UNKNOWN,1.012195,83,1.204819,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.204819'}]",UNKNOWN,82,3.33,3,3,3,24,10,8
,16,,,5,1,1,16,,,2,,,,,128,,128,2,2,,121,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,UNKNOWN,,1.864,"[{'action_type': 'outbound_click', 'value': '1.864'}]",1.864,9.32,0.5825,,0.072813,0.072813,4.66,,0.077025,1.864,19.704017,20.26087,1.057082,2025-12-09,2025-12-09,UNKNOWN,1.028261,473,1.057082,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.057082'}]",UNKNOWN,460,9.32,6,3,6,102,45,29
,11,,,4,1,1,11,,,,,,,,111,,111,,,,107,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,UNKNOWN,,2.0975,"[{'action_type': 'outbound_click', 'value': '2.0975'}]",2.0975,8.39,0.762727,,0.075586,0.075586,,,0.078411,2.0975,17.851064,18.278867,0.851064,2025-12-09,2025-12-09,UNKNOWN,1.023965,470,0.851064,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.851064'}]",UNKNOWN,459,8.39,11,3,9,92,47,32
,10,,,7,2,2,10,,,2,,,,,206,,206,2,2,,197,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,8,ABOVE_AVERAGE,,1.937143,"[{'action_type': 'outbound_click', 'value': '1.937143'}]",1.937143,6.78,1.356,,0.065825,0.065825,6.78,,0.068832,1.695,19.737991,21.023256,1.164483,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.065116,687,1.018923,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.018923'}]",AVERAGE,645,13.56,21,3,22,170,86,52
,31,,,7,4,4,31,,,3,,,,,167,,167,3,3,,157,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,7,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.67'}, {'action_type': 'subscribe_total', 'value': '11.67'}, {'action_type': 'start_trial_mobile_app', 'value': '11.67'}, {'action_type': 'start_trial_total', 'value': '11.67'}]",1.667143,"[{'action_type': 'outbound_click', 'value': '1.667143'}]",1.667143,2.9175,0.376452,,0.06988,0.06988,3.89,,0.074331,1.667143,21.772388,22.528958,1.30597,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.034749,536,1.30597,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.30597'}]",BELOW_AVERAGE_35,518,11.67,22,3,21,133,63,39
,147,1,1,58,12,12,147,,,29,1,1,2,,1381,3,1381,36,31,,1287,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,62,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '18.725'}, {'action_type': 'subscribe_total', 'value': '18.725'}, {'action_type': 'start_trial_mobile_app', 'value': '18.725'}, {'action_type': 'start_trial_total', 'value': '18.725'}]",1.291379,"[{'action_type': 'outbound_click', 'value': '1.291379'}]",1.291379,6.241667,0.509524,,0.054236,0.054236,2.080556,,0.058197,1.208065,16.618593,17.061503,1.375638,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.026651,4507,1.286887,58,"[{'action_type': 'outbound_click', 'value': '58'}]","[{'action_type': 'outbound_click', 'value': '1.286887'}]",AVERAGE,4390,74.9,136,3,136,1118,543,324
,17,,,9,2,2,17,,,2,,,,,217,,217,2,2,,206,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,9,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '16.25'}, {'action_type': 'subscribe_total', 'value': '16.25'}, {'action_type': 'start_trial_mobile_app', 'value': '16.25'}, {'action_type': 'start_trial_total', 'value': '16.25'}]",1.805556,"[{'action_type': 'outbound_click', 'value': '1.805556'}]",1.805556,8.125,0.955882,,0.074885,0.074885,8.125,,0.078884,1.805556,22.919605,24.109792,1.269394,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.051929,709,1.269394,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '1.269394'}]",BELOW_AVERAGE_35,674,16.25,31,4,29,180,92,60
,115,1,,15,11,11,115,,,4,,,,,569,2,569,6,4,,548,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,15,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.18'}, {'action_type': 'subscribe_total', 'value': '11.18'}, {'action_type': 'start_trial_mobile_app', 'value': '11.18'}, {'action_type': 'start_trial_total', 'value': '11.18'}]",2.236,"[{'action_type': 'outbound_click', 'value': '2.236'}]",2.236,3.049091,0.291652,,0.058946,0.058946,5.59,,0.061204,2.236,18.73743,18.73743,0.837989,2025-12-09,2025-12-09,AVERAGE,1,1790,0.837989,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '0.837989'}]",AVERAGE,1790,33.54,57,3,54,471,236,146
,1,,,2,,,1,,,1,,,,,32,1,32,2,1,,28,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,UNKNOWN,,1.435,"[{'action_type': 'outbound_click', 'value': '1.435'}]",1.435,,2.87,,0.089688,0.089688,1.435,,0.1025,1.435,24.741379,24.956522,1.724138,2025-12-09,2025-12-09,UNKNOWN,1.008696,116,1.724138,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",UNKNOWN,115,2.87,5,3,5,25,10,8
,6,,,15,4,4,6,,,3,1,1,,,312,,312,4,3,,293,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,16,ABOVE_AVERAGE,,1.297333,"[{'action_type': 'outbound_click', 'value': '1.297333'}]",1.297333,4.865,3.243333,,0.062372,0.062372,4.865,,0.066416,1.21625,20.902256,21.384615,1.718582,2025-12-09,2025-12-09,AVERAGE,1.023077,931,1.611171,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.611171'}]",AVERAGE,910,19.46,26,3,22,258,140,79
,2,,,1,,,2,,,1,,,,,42,,42,1,1,,40,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,3.21,"[{'action_type': 'outbound_click', 'value': '3.21'}]",3.21,,1.605,,0.076429,0.076429,3.21,,0.08025,3.21,19.693252,19.937888,0.613497,2025-12-09,2025-12-09,UNKNOWN,1.012422,163,0.613497,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.613497'}]",UNKNOWN,161,3.21,3,3,3,36,15,9
,12,,,3,1,1,12,,,2,,,,,139,,139,2,2,,134,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,UNKNOWN,,2.686667,"[{'action_type': 'outbound_click', 'value': '2.686667'}]",2.686667,8.06,0.671667,,0.057986,0.057986,4.03,,0.060149,2.686667,19.658537,19.950495,0.731707,2025-12-09,2025-12-09,UNKNOWN,1.014851,410,0.731707,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.731707'}]",UNKNOWN,404,8.06,15,4,14,119,61,39
,301,,1,39,18,18,301,,,16,1,1,,,954,,954,18,16,,897,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,45,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '9.48'}, {'action_type': 'subscribe_total', 'value': '9.48'}, {'action_type': 'start_trial_mobile_app', 'value': '8.295'}, {'action_type': 'start_trial_total', 'value': '8.295'}]",1.701538,"[{'action_type': 'outbound_click', 'value': '1.701538'}]",1.701538,3.686667,0.220465,,0.06956,0.06956,3.686667,,0.07398,1.474667,20.030184,20.627914,1.358286,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.029841,3313,1.177181,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '1.177181'}]",AVERAGE,3217,66.36,89,3,84,802,350,213
,,,,1,,,,,,,,,,,36,,36,,,,35,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,2.42,"[{'action_type': 'outbound_click', 'value': '2.42'}]",2.42,,,,0.067222,0.067222,,,0.069143,2.42,17.163121,17.285714,0.70922,2025-12-09,2025-12-09,UNKNOWN,1.007143,141,0.70922,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.70922'}]",UNKNOWN,140,2.42,6,6,6,33,10,6
,4,,,1,,,4,,,,,,,,18,,18,,,,17,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,1.16,"[{'action_type': 'outbound_click', 'value': '1.16'}]",1.16,,0.29,,0.064444,0.064444,,,0.068235,1.16,20,20.714286,1.724138,2025-12-09,2025-12-09,UNKNOWN,1.035714,58,1.724138,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.724138'}]",UNKNOWN,56,1.16,,3,,15,11,2
,38,,,2,2,2,38,,,1,,,,,42,,42,1,1,,39,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,UNKNOWN,,1.44,"[{'action_type': 'outbound_click', 'value': '1.44'}]",1.44,1.44,0.075789,,0.068571,0.068571,2.88,,0.073846,1.44,19.591837,19.726027,1.360544,2025-12-09,2025-12-09,UNKNOWN,1.006849,147,1.360544,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.360544'}]",UNKNOWN,146,2.88,5,3,4,35,14,10
,,,,,,,,,,,,,,,1,,1,,,,1,,6924717494384,03 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.01,0.01,,,0.01,,3.333333,3.333333,0,2025-12-09,2025-12-09,UNKNOWN,1,3,,,,,UNKNOWN,3,0.01,,2,,1,,
,,,,1,,,,,,2,,,,,57,,57,2,2,,54,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,3.36,"[{'action_type': 'outbound_click', 'value': '3.36'}]",3.36,,,,0.058947,0.058947,1.68,,0.062222,3.36,18.876404,19.090909,0.561798,2025-12-09,2025-12-09,UNKNOWN,1.011364,178,0.561798,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.561798'}]",UNKNOWN,176,3.36,8,3,8,50,21,17
,,,,,,,,,,,,,,,1,,1,,,,1,,6924718158584,05 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.09,0.09,,,0.09,,18,18,0,2025-12-09,2025-12-09,UNKNOWN,1,5,,,,,UNKNOWN,5,0.09,1,6,1,1,1,1
,82,,,18,6,6,82,,,7,1,1,,,432,2,432,10,7,,404,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,18,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '31.89'}, {'action_type': 'subscribe_total', 'value': '31.89'}, {'action_type': 'start_trial_mobile_app', 'value': '31.89'}, {'action_type': 'start_trial_total', 'value': '31.89'}]",1.771667,"[{'action_type': 'outbound_click', 'value': '1.771667'}]",1.771667,5.315,0.388902,,0.073819,0.073819,3.189,,0.078936,1.771667,22.778571,23.535055,1.285714,2025-12-09,2025-12-09,AVERAGE,1.03321,1400,1.285714,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.285714'}]",BELOW_AVERAGE_35,1355,31.89,55,4,53,358,180,102
,69,,,16,8,8,69,,,2,1,1,,,341,,341,3,2,,322,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,20,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '28.54'}, {'action_type': 'subscribe_total', 'value': '28.54'}, {'action_type': 'start_trial_mobile_app', 'value': '28.54'}, {'action_type': 'start_trial_total', 'value': '28.54'}]",1.78375,"[{'action_type': 'outbound_click', 'value': '1.78375'}]",1.78375,3.5675,0.413623,,0.083695,0.083695,9.513333,,0.088634,1.427,21.250931,21.769642,1.489203,2025-12-09,2025-12-09,ABOVE_AVERAGE,1.024409,1343,1.191363,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.191363'}]",BELOW_AVERAGE_35,1311,28.54,35,3,36,287,135,88
,,,,1,,,,,,,,,,,42,,42,,,,41,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,3.73,"[{'action_type': 'outbound_click', 'value': '3.73'}]",3.73,,,,0.08881,0.08881,,,0.090976,3.73,25.202703,26.453901,0.675676,2025-12-09,2025-12-09,UNKNOWN,1.049645,148,0.675676,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.675676'}]",UNKNOWN,141,3.73,5,3,5,38,16,10
,,,,,,,,,,,,,,,6,,6,,,,6,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.103333,0.103333,,,0.103333,,21.37931,21.37931,0,2025-12-09,2025-12-09,UNKNOWN,1,29,,,,,UNKNOWN,29,0.62,,2,,6,4,2
