action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-10,2025-12-10,UNKNOWN,1,4,,,,,UNKNOWN,4,0.06,,2,,,,
,,,,1,,,,,,,,,,,11,,11,,,,10,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,UNKNOWN,,1.11,"[{'action_type': 'outbound_click', 'value': '1.11'}]",1.11,,,,0.100909,0.100909,,,0.111,1.11,41.111111,42.692308,3.703704,2025-12-10,2025-12-10,UNKNOWN,1.038462,27,3.703704,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.703704'}]",UNKNOWN,26,1.11,1,3,1,8,5,3
,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,UNKNOWN,1,2,,,,,UNKNOWN,2,0.02,,2,,,,
,290,,,71,22,22,290,,,20,1,1,,,2712,2,2712,23,20,,2618,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,79,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '30.746'}, {'action_type': 'subscribe_total', 'value': '30.746'}, {'action_type': 'start_trial_mobile_app', 'value': '21.961429'}, {'action_type': 'start_trial_total', 'value': '21.961429'}]",2.165211,"[{'action_type': 'outbound_click', 'value': '2.165211'}]",2.165211,6.987727,0.530103,,0.056685,0.056685,6.683913,,0.05872,1.945949,26.122345,27.945828,1.342396,2025-12-10,2025-12-10,AVERAGE,1.069805,5885,1.206457,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.206457'}]",BELOW_AVERAGE_35,5501,153.73,308,5,290,2347,1421,914
,,,,,,,,,,,,,,,10,,10,,,,10,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.082,0.082,,,0.082,,43.157895,43.157895,0,2025-12-10,2025-12-10,UNKNOWN,1,19,,,,,UNKNOWN,19,0.82,1,3,1,8,3,1
,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,40,40,0,2025-12-10,2025-12-10,UNKNOWN,1,1,,,,,UNKNOWN,1,0.04,,1,,,,
,117,,,11,7,7,117,,,8,,,,,420,,420,8,8,,401,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,11,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '14.055'}, {'action_type': 'subscribe_total', 'value': '14.055'}, {'action_type': 'start_trial_mobile_app', 'value': '14.055'}, {'action_type': 'start_trial_total', 'value': '14.055'}]",2.555455,"[{'action_type': 'outbound_click', 'value': '2.555455'}]",2.555455,4.015714,0.240256,,0.066929,0.066929,3.51375,,0.0701,2.555455,29.159751,30.356371,1.141079,2025-12-10,2025-12-10,AVERAGE,1.041037,964,1.141079,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.141079'}]",BELOW_AVERAGE_35,926,28.11,63,6,60,372,235,187
3,95,,,,,,95,3,3,,,,,3,,,,,,3,,3,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,"[{'action_type': 'subscribe_mobile_app', 'value': '0'}, {'action_type': 'subscribe_total', 'value': '0'}]",,,,,0,0,,,,0,,,,,,2025-12-10,2025-12-10,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,5,,,,,,5,,,,,,,,,,,,,,,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,19,,,,,,19,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,8,,,,,,8,,,,,,,,,,,,,,,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,5,,,,,,5,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,8,,,,,,8,,,,,,,,,,,,,,,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,9,,,,,,9,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,,,,,,,,,,,,,,,19,,19,,,,19,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.068421,0.068421,,,0.068421,,21.666667,22.033898,0,2025-12-10,2025-12-10,UNKNOWN,1.016949,60,,,,,UNKNOWN,59,1.3,1,3,1,16,7,3
,,,,,,,,,,,,,,,52,,52,,,,52,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.043654,0.043654,,,0.043654,,18.306452,18.760331,0,2025-12-10,2025-12-10,UNKNOWN,1.024793,124,,,,,UNKNOWN,121,2.27,12,56,12,51,30,22
,422,,,58,29,29,422,,,21,2,2,,,1708,,1708,23,21,,1627,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,74,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '9.853'}, {'action_type': 'subscribe_total', 'value': '9.853'}, {'action_type': 'start_trial_mobile_app', 'value': '7.037857'}, {'action_type': 'start_trial_total', 'value': '7.037857'}]",1.698793,"[{'action_type': 'outbound_click', 'value': '1.698793'}]",1.698793,3.397586,0.233483,,0.057687,0.057687,4.283913,,0.060559,1.331486,16.685859,17.135652,1.253175,2025-12-10,2025-12-10,AVERAGE,1.026957,5905,0.982218,58,"[{'action_type': 'outbound_click', 'value': '58'}]","[{'action_type': 'outbound_click', 'value': '0.982218'}]",AVERAGE,5750,98.53,128,3,121,1464,714,407
,19,,,3,2,2,19,,,,,,,,209,,209,,,,206,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.79'}, {'action_type': 'subscribe_total', 'value': '11.79'}, {'action_type': 'start_trial_mobile_app', 'value': '11.79'}, {'action_type': 'start_trial_total', 'value': '11.79'}]",3.93,"[{'action_type': 'outbound_click', 'value': '3.93'}]",3.93,5.895,0.620526,,0.056411,0.056411,,,0.057233,2.9475,15.115385,15.391645,0.512821,2025-12-10,2025-12-10,AVERAGE,1.018277,780,0.384615,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.384615'}]",AVERAGE,766,11.79,24,3,23,183,89,48
,,,,3,,,,,,,,,,,31,,31,,,,28,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,UNKNOWN,,1.176667,"[{'action_type': 'outbound_click', 'value': '1.176667'}]",1.176667,,,,0.113871,0.113871,,,0.126071,1.176667,22.201258,23.377483,1.886792,2025-12-10,2025-12-10,UNKNOWN,1.05298,159,1.886792,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.886792'}]",UNKNOWN,151,3.53,5,3,4,25,15,9
,,,,,,,,,,,,,,,7,,7,,,,7,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.091429,0.091429,,,0.091429,,22.857143,24.615385,0,2025-12-10,2025-12-10,UNKNOWN,1.076923,28,,,,,UNKNOWN,26,0.64,,2,,6,3,1
,106,2,,28,10,10,106,,,,,,,,613,1,613,1,,,584,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,30,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '10.926667'}, {'action_type': 'subscribe_total', 'value': '10.926667'}, {'action_type': 'start_trial_mobile_app', 'value': '10.926667'}, {'action_type': 'start_trial_total', 'value': '10.926667'}]",1.170714,"[{'action_type': 'outbound_click', 'value': '1.170714'}]",1.170714,3.278,0.309245,,0.053475,0.053475,32.78,,0.05613,1.092667,17.529412,18.395062,1.604278,2025-12-10,2025-12-10,AVERAGE,1.049383,1870,1.497326,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.497326'}]",AVERAGE,1782,32.78,54,4,51,527,206,108
,,,,2,,,,,,,,,,,60,,60,,,,58,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,UNKNOWN,,1.885,"[{'action_type': 'outbound_click', 'value': '1.885'}]",1.885,,,,0.062833,0.062833,,,0.065,1.885,19.94709,20.828729,1.058201,2025-12-10,2025-12-10,UNKNOWN,1.044199,189,1.058201,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.058201'}]",UNKNOWN,181,3.77,6,3,6,53,27,19
,74,1,,28,8,8,74,,,4,1,1,,,489,2,489,7,4,,454,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,28,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '18.835'}, {'action_type': 'subscribe_total', 'value': '18.835'}, {'action_type': 'start_trial_mobile_app', 'value': '18.835'}, {'action_type': 'start_trial_total', 'value': '18.835'}]",1.345357,"[{'action_type': 'outbound_click', 'value': '1.345357'}]",1.345357,4.70875,0.509054,,0.077035,0.077035,5.381429,,0.082974,1.345357,17.743759,18.55665,1.318888,2025-12-10,2025-12-10,AVERAGE,1.045813,2123,1.318888,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.318888'}]",AVERAGE,2030,37.67,48,2,44,396,183,104
,2,,,8,,,2,,,1,,,,,212,,212,1,1,,203,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,9,ABOVE_AVERAGE,,1.61125,"[{'action_type': 'outbound_click', 'value': '1.61125'}]",1.61125,,6.445,,0.060802,0.060802,12.89,,0.063498,1.432222,15.53012,16.152882,1.084337,2025-12-10,2025-12-10,AVERAGE,1.0401,830,0.963855,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.963855'}]",AVERAGE,798,12.89,16,3,16,175,80,48
,,1,,2,1,1,,,,1,,,,,73,,73,1,1,,70,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,UNKNOWN,,1.905,"[{'action_type': 'outbound_click', 'value': '1.905'}]",1.905,3.81,,,0.052192,0.052192,3.81,,0.054429,1.905,17.39726,17.887324,0.913242,2025-12-10,2025-12-10,UNKNOWN,1.028169,219,0.913242,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.913242'}]",UNKNOWN,213,3.81,10,4,10,58,27,16
,,,,1,1,1,,,,1,,,,,29,,29,1,1,,27,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,2.1,"[{'action_type': 'outbound_click', 'value': '2.1'}]",2.1,2.1,,,0.072414,0.072414,2.1,,0.077778,2.1,21.875,22.340426,1.041667,2025-12-10,2025-12-10,UNKNOWN,1.021277,96,1.041667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.041667'}]",UNKNOWN,94,2.1,2,3,2,25,10,7
,484,3,,104,39,39,484,,,31,1,1,,,2258,3,2258,35,31,,2119,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,110,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '10.508182'}, {'action_type': 'subscribe_total', 'value': '10.508182'}, {'action_type': 'start_trial_mobile_app', 'value': '8.891538'}, {'action_type': 'start_trial_total', 'value': '8.891538'}]",1.111442,"[{'action_type': 'outbound_click', 'value': '1.111442'}]",1.111442,2.963846,0.238822,,0.051191,0.051191,3.302571,,0.054549,1.050818,16.045253,16.813091,1.526929,2025-12-10,2025-12-10,ABOVE_AVERAGE,1.047855,7204,1.443642,104,"[{'action_type': 'outbound_click', 'value': '104'}]","[{'action_type': 'outbound_click', 'value': '1.443642'}]",AVERAGE,6875,115.59,257,3,248,1883,961,573
,27,,,,,,27,,,2,1,1,,,132,,132,3,2,,129,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,0.351852,,0.07197,0.07197,3.166667,,0.073643,,23.45679,23.989899,0,2025-12-10,2025-12-10,UNKNOWN,1.022727,405,,,,,UNKNOWN,396,9.5,22,4,22,118,50,33
,2,,,1,,,2,,,,,,,,76,,76,,,,75,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,2.81,"[{'action_type': 'outbound_click', 'value': '2.81'}]",2.81,,1.405,,0.036974,0.036974,,,0.037467,2.81,16.627219,16.627219,0.591716,2025-12-10,2025-12-10,UNKNOWN,1,169,0.591716,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.591716'}]",UNKNOWN,169,2.81,10,5,11,67,34,23
,,,,,,,,,,,,,,,4,,4,,,,4,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.0925,0.0925,,,0.0925,,16.086957,16.086957,0,2025-12-10,2025-12-10,UNKNOWN,1,23,,,,,UNKNOWN,23,0.37,,3,,4,2,1
,542,5,,89,37,37,542,,,43,,,,,2324,6,2324,49,43,,2186,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,92,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '11.738889'}, {'action_type': 'subscribe_total', 'value': '11.738889'}, {'action_type': 'start_trial_mobile_app', 'value': '6.603125'}, {'action_type': 'start_trial_total', 'value': '6.603125'}]",1.187079,"[{'action_type': 'outbound_click', 'value': '1.187079'}]",1.187079,2.855405,0.194926,,0.04546,0.04546,2.156122,,0.04833,1.14837,16.151965,17.416749,1.406513,2025-12-10,2025-12-10,AVERAGE,1.078305,6541,1.360648,89,"[{'action_type': 'outbound_click', 'value': '89'}]","[{'action_type': 'outbound_click', 'value': '1.360648'}]",AVERAGE,6066,105.65,197,4,189,1908,932,523
,,,,,,,,,,,,,,,4,,4,,,,4,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.15,0.15,,,0.15,,33.333333,33.333333,0,2025-12-10,2025-12-10,UNKNOWN,1,18,,,,,UNKNOWN,18,0.6,2,6,2,4,3,2
,,,,,,,,,,,,,,,16,,16,,,,16,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.04125,0.04125,,,0.04125,,15.348837,15.348837,0,2025-12-10,2025-12-10,UNKNOWN,1,43,,,,,UNKNOWN,43,0.66,3,4,3,14,7,5
,413,1,1,63,35,35,413,,,23,1,1,1,,1734,5,1734,31,24,,1640,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,78,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '9.050833'}, {'action_type': 'subscribe_total', 'value': '9.050833'}, {'action_type': 'start_trial_mobile_app', 'value': '7.240667'}, {'action_type': 'start_trial_total', 'value': '7.240667'}]",1.723968,"[{'action_type': 'outbound_click', 'value': '1.723968'}]",1.723968,3.103143,0.262978,,0.062636,0.062636,3.503548,,0.066226,1.392436,18.836282,19.935756,1.352758,2025-12-10,2025-12-10,ABOVE_AVERAGE,1.05837,5766,1.092612,63,"[{'action_type': 'outbound_click', 'value': '63'}]","[{'action_type': 'outbound_click', 'value': '1.092612'}]",AVERAGE,5448,108.61,169,3,163,1444,646,381
,,,,,,,,,,,,,,,1,,1,,,,1,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.03,0.03,,,0.03,,6,6,0,2025-12-10,2025-12-10,UNKNOWN,1,5,,,,,UNKNOWN,5,0.03,,3,,1,1,1
,,,,,,,,,,,,,,,26,,26,,,,26,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.032308,0.032308,,,0.032308,,15.849057,15.849057,0,2025-12-10,2025-12-10,UNKNOWN,1,53,,,,,UNKNOWN,53,0.84,4,7,4,25,13,8
,,,,,,,,,,,,,,,9,,9,,,,9,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.06,0.06,,,0.06,,17.419355,17.419355,0,2025-12-10,2025-12-10,UNKNOWN,1,31,,,,,UNKNOWN,31,0.54,1,3,1,9,5,2
,,,,4,,,,,,,,,,,31,,31,,,,27,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,UNKNOWN,,0.4575,"[{'action_type': 'outbound_click', 'value': '0.4575'}]",0.4575,,,,0.059032,0.059032,,,0.067778,0.4575,17.264151,18.673469,3.773585,2025-12-10,2025-12-10,UNKNOWN,1.081633,106,3.773585,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '3.773585'}]",UNKNOWN,98,1.83,4,10,3,25,14,11
,,,,,,,,,,,,,,,,,,,,,,,6924717494384,03 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,,,,,,,15,15,0,2025-12-10,2025-12-10,UNKNOWN,1,2,,,,,UNKNOWN,2,0.03,,0,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.095,0.095,,,0.095,,29.230769,29.230769,0,2025-12-10,2025-12-10,UNKNOWN,1,13,,,,,UNKNOWN,13,0.38,2,17,2,4,2,2
,73,1,,30,9,9,73,,,5,,,,,681,2,681,7,5,,644,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,30,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '36.7'}, {'action_type': 'subscribe_total', 'value': '36.7'}, {'action_type': 'start_trial_mobile_app', 'value': '18.35'}, {'action_type': 'start_trial_total', 'value': '18.35'}]",1.223333,"[{'action_type': 'outbound_click', 'value': '1.223333'}]",1.223333,4.077778,0.50274,,0.053891,0.053891,5.242857,,0.056988,1.223333,15.485232,16.332888,1.265823,2025-12-10,2025-12-10,AVERAGE,1.05474,2370,1.265823,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",AVERAGE,2247,36.7,83,3,78,560,280,170
,275,,,39,22,22,275,,,18,4,4,1,,1007,2,1007,25,19,,943,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,47,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '8.815'}, {'action_type': 'subscribe_total', 'value': '8.815'}, {'action_type': 'start_trial_mobile_app', 'value': '8.815'}, {'action_type': 'start_trial_total', 'value': '8.815'}]",1.808205,"[{'action_type': 'outbound_click', 'value': '1.808205'}]",1.808205,3.205455,0.256436,,0.07003,0.07003,2.8208,,0.074783,1.500426,20.87008,21.887027,1.390944,2025-12-10,2025-12-10,ABOVE_AVERAGE,1.048728,3379,1.154188,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '1.154188'}]",BELOW_AVERAGE_35,3222,70.52,119,4,116,841,438,255
,,,,1,1,1,,,,,,,,,14,,14,,,,13,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,UNKNOWN,,0.78,"[{'action_type': 'outbound_click', 'value': '0.78'}]",0.78,0.78,,,0.055714,0.055714,,,0.06,0.78,20.526316,20.526316,2.631579,2025-12-10,2025-12-10,UNKNOWN,1,38,2.631579,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",UNKNOWN,38,0.78,2,4,2,10,9,5
,,,,,,,,,,,,,,,4,,4,,,,4,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,UNKNOWN,,,,,,,,0.075,0.075,,,0.075,,17.647059,20,0,2025-12-10,2025-12-10,UNKNOWN,1.133333,17,,,,,UNKNOWN,15,0.3,1,6,1,4,2,2
,,,,,,,,,,,,,,,80,,80,,,,80,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,UNKNOWN,,,,,,,,0.054375,0.054375,,,0.054375,,21.014493,21.116505,0,2025-12-10,2025-12-10,UNKNOWN,1.004854,207,,,,,UNKNOWN,206,4.35,7,6,7,65,36,16
,111,,,39,8,8,111,,,9,1,1,,,1648,,1648,10,9,,1599,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,41,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '70.55'}, {'action_type': 'subscribe_total', 'value': '70.55'}, {'action_type': 'start_trial_mobile_app', 'value': '35.275'}, {'action_type': 'start_trial_total', 'value': '35.275'}]",1.808974,"[{'action_type': 'outbound_click', 'value': '1.808974'}]",1.808974,8.81875,0.635586,,0.042809,0.042809,7.055,,0.044121,1.720732,18.688742,19.472813,1.086093,2025-12-10,2025-12-10,BELOW_AVERAGE_35,1.041954,3775,1.033113,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '1.033113'}]",BELOW_AVERAGE_35,3623,70.55,148,5,136,1432,917,619
