action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,24,,,7,4,4,24,,,,,,,130,,130,,,,123,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,7,,1.928571,"[{'action_type': 'outbound_click', 'value': '1.928571'}]",1.928571,3.375,0.5625,,0.103846,0.103846,,,0.109756,1.928571,36.885246,41.666667,1.912568,2025-12-06,2025-12-06,1.12963,female,366,1.912568,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.912568'}]",324,13.5,14,4,15,105,50,31
,20,,,2,4,4,20,,,,,,,39,1,39,1,,,36,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,3.05,"[{'action_type': 'outbound_click', 'value': '3.05'}]",3.05,1.525,0.305,,0.15641,0.15641,6.1,,0.169444,3.05,50,58.653846,1.639344,2025-12-06,2025-12-06,1.173077,male,122,1.639344,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",104,6.1,4,3,5,32,15,9
,,,,,,,,,,,,,,,,,,,,,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-06,2025-12-06,1,unknown,3,,,,,3,0.05,,2,,,,
,6,,,2,1,1,6,,,,,,,11,,11,1,1,,8,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.72,"[{'action_type': 'outbound_click', 'value': '0.72'}]",0.72,1.44,0.24,,0.130909,0.130909,1.44,,0.18,0.72,43.636364,45,6.060606,2025-12-06,2025-12-06,1.03125,female,33,6.060606,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.060606'}]",32,1.44,2,4,2,7,4,2
,,,,1,,,,,,,,,,6,,6,,,,5,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.12,"[{'action_type': 'outbound_click', 'value': '1.12'}]",1.12,,,,0.186667,0.186667,,,0.224,1.12,65.882353,70,5.882353,2025-12-06,2025-12-06,1.0625,male,17,5.882353,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.882353'}]",16,1.12,,2,,3,1,
,,,,2,,,,,,,,,,10,,10,,,,8,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.23,"[{'action_type': 'outbound_click', 'value': '0.23'}]",0.23,,,,0.046,0.046,,,0.0575,0.23,23,23,10,2025-12-06,2025-12-06,1,female,20,10,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '10'}]",20,0.46,1,5,1,7,5,2
,,,,,,,,,,,,,,7,,7,1,1,,6,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.052857,0.052857,0.37,,0.061667,,17.619048,18.5,0,2025-12-06,2025-12-06,1.05,male,21,,,,,20,0.37,1,3,1,5,2,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.16,0.16,,,0.16,,13.333333,14.545455,0,2025-12-06,2025-12-06,1.090909,female,12,,,,,11,0.16,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922648508584,05_greendress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,47.777778,47.777778,0,2025-12-06,2025-12-06,1,male,9,,,,,9,0.43,,1,,,,
,,,,,,,,,,,,,,7,,7,,,,7,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,,,,0.042857,0.042857,,,0.042857,0.3,33.333333,33.333333,11.111111,2025-12-06,2025-12-06,1,female,9,,,,,9,0.3,,7,,6,3,3
,,,,,,,,,,,,,,4,,4,,,,4,,6922648658784,06_greenhair_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.04,0.04,,,0.04,,17.777778,17.777778,0,2025-12-06,2025-12-06,1,male,9,,,,,9,0.16,1,6,1,4,2,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.17,0.17,,,0.17,,24.285714,24.285714,0,2025-12-06,2025-12-06,1,female,21,,,,,21,0.51,,2,,2,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.12,0.12,,,0.12,,17.142857,17.142857,0,2025-12-06,2025-12-06,1,male,7,,,,,7,0.12,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922648747384,07_nosering_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.01,,1,,,,
,,,,3,1,1,,,,,,,,15,,15,,,,12,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,3,,1.646667,"[{'action_type': 'outbound_click', 'value': '1.646667'}]",1.646667,4.94,,,0.329333,0.329333,,,0.411667,1.646667,83.728814,88.214286,5.084746,2025-12-06,2025-12-06,1.053571,female,59,5.084746,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '5.084746'}]",56,4.94,3,3,3,11,7,7
,2,,,5,,,2,,,,,,,31,,31,,,,26,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,1.042,"[{'action_type': 'outbound_click', 'value': '1.042'}]",1.042,,2.605,,0.168065,0.168065,,,0.200385,1.3025,56.021505,69.466667,4.301075,2025-12-06,2025-12-06,1.24,male,93,5.376344,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '5.376344'}]",75,5.21,,3,,24,6,2
,,,,,,,,,,,,,,,,,,,,,,6922648806784,09_red lipstick_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,35,35,0,2025-12-06,2025-12-06,1,unknown,2,,,,,2,0.07,,1,,,,
,69,1,,23,7,7,69,,,,,,,411,,411,6,6,,382,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,24,,1.484348,"[{'action_type': 'outbound_click', 'value': '1.484348'}]",1.484348,4.877143,0.494783,,0.083066,0.083066,5.69,,0.089372,1.4225,26.021341,28.713204,1.829268,2025-12-06,2025-12-06,1.103448,female,1312,1.753049,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.753049'}]",1189,34.14,50,4,49,334,144,89
,12,,,4,2,2,12,,,,,,,68,1,68,3,2,,61,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,1.69,"[{'action_type': 'outbound_click', 'value': '1.69'}]",1.69,3.38,0.563333,,0.099412,0.099412,2.253333,,0.11082,1.69,28.644068,31.009174,1.694915,2025-12-06,2025-12-06,1.082569,male,236,1.694915,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.694915'}]",218,6.76,9,3,9,54,22,15
,,,,,,,,,,,,,,1,,1,,,,1,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.15,0.15,,,0.15,,16.666667,18.75,0,2025-12-06,2025-12-06,1.125,unknown,9,,,,,8,0.15,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922649227984,10_redPants_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,male,2,,,,,2,0.02,,1,,,,
,1,,,1,,,1,,,,,,,81,,81,1,1,,79,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.27,"[{'action_type': 'outbound_click', 'value': '4.27'}]",4.27,,4.27,,0.052716,0.052716,4.27,,0.054051,4.27,24.682081,26.036585,0.578035,2025-12-06,2025-12-06,1.054878,female,173,0.578035,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.578035'}]",164,4.27,7,5,7,71,31,22
,,,,,,,,,,,,,,18,,18,,,,18,,6922651586784,11_YellowDress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.086667,0.086667,,,0.086667,,31.836735,33.913043,0,2025-12-06,2025-12-06,1.065217,male,49,,,,,46,1.56,1,3,1,14,7,7
,,,,,,,,,,,,,,2,,2,,,,2,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.035,0.035,,,0.035,,17.5,23.333333,0,2025-12-06,2025-12-06,1.333333,female,4,,,,,3,0.07,1,5,,2,2,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922651863184,02_Eddie_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,,,0.09,,16.363636,16.363636,0,2025-12-06,2025-12-06,1,male,11,,,,,11,0.18,,2,,1,1,
,,,,,,,,,,,,,,82,,82,4,4,,78,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.042195,0.042195,0.865,,0.044359,,21.097561,22.763158,0,2025-12-06,2025-12-06,1.078947,female,164,,,,,152,3.46,10,5,8,73,44,25
,63,,,26,6,6,63,,,2,2,,,557,,557,8,6,,523,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,25,,1.099231,"[{'action_type': 'outbound_click', 'value': '1.099231'}]",1.099231,4.763333,0.453651,,0.051311,0.051311,3.5725,,0.054646,1.1432,21.139053,22.992759,1.849112,2025-12-06,2025-12-06,1.087691,male,1352,1.923077,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",1243,28.58,66,5,65,468,251,149
,,,,,,,,,,,,,,4,,4,,,,4,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.05,0.05,,,0.05,,25,28.571429,0,2025-12-06,2025-12-06,1.142857,unknown,8,,,,,7,0.2,1,5,1,4,1,1
,1,,,,,,1,,,,,,,7,,7,,,,7,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.37,,0.052857,0.052857,,,0.052857,,41.111111,41.111111,0,2025-12-06,2025-12-06,1,female,9,,,,,9,0.37,2,6,2,7,4,2
,6,,,1,2,2,6,,,,,,,20,,20,,,,19,,6922652927584,04_Jesus_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.21,"[{'action_type': 'outbound_click', 'value': '2.21'}]",2.21,1.105,0.368333,,0.1105,0.1105,,,0.116316,2.21,34.53125,34.53125,1.5625,2025-12-06,2025-12-06,1,male,64,1.5625,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.5625'}]",64,2.21,,2,,15,4,
,,,,,,,,,,,,,,4,,4,,,,4,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0575,0.0575,,,0.0575,,19.166667,20.909091,0,2025-12-06,2025-12-06,1.090909,female,12,,,,,11,0.23,2,5,2,4,4,3
,2,1,,2,,,2,,,,,,,48,1,48,1,,,45,,6922653410384,05_lionel_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,2.045,"[{'action_type': 'outbound_click', 'value': '2.045'}]",2.045,,2.045,,0.085208,0.085208,4.09,,0.090889,2.045,22.472527,23.371429,1.098901,2025-12-06,2025-12-06,1.04,male,182,1.098901,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.098901'}]",175,4.09,1,3,1,39,18,11
,,,,,,,,,,,,,,8,,8,,,,8,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0425,0.0425,,,0.0425,,22.666667,24.285714,0,2025-12-06,2025-12-06,1.071429,female,15,,,,,14,0.34,2,7,2,6,6,4
,,,,2,,,,,,,,,,22,,22,,,,20,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.98,"[{'action_type': 'outbound_click', 'value': '0.98'}]",0.98,,,,0.089091,0.089091,,,0.098,0.98,27.222222,28,2.777778,2025-12-06,2025-12-06,1.028571,male,72,2.777778,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.777778'}]",70,1.96,4,4,4,19,13,7
,,,,,,,,,,,,,,2,,2,,,,2,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.055,0.055,,,0.055,,18.333333,18.333333,0,2025-12-06,2025-12-06,1,female,6,,,,,6,0.11,1,3,1,2,1,1
,,,,1,,,,,,,,,,11,,11,,,,10,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.08,"[{'action_type': 'outbound_click', 'value': '1.08'}]",1.08,,,,0.098182,0.098182,,,0.108,1.08,20.377358,22.040816,1.886792,2025-12-06,2025-12-06,1.081633,male,53,1.886792,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.886792'}]",49,1.08,1,2,1,10,5,3
,,,,,,,,,,,,,,,,,,,,,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,7,1,7,1,,,6,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.052857,0.052857,0.37,,0.061667,,30.833333,30.833333,0,2025-12-06,2025-12-06,1,female,12,,,,,12,0.37,1,6,1,5,4,4
,,,,,1,1,,,,,,,,17,,17,,,,17,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.82,,,0.048235,0.048235,,,0.048235,,20.5,21.025641,0,2025-12-06,2025-12-06,1.025641,male,40,,,,,39,0.82,,3,,15,7,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.01,,10,,1,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1025,0.1025,,,0.1025,,37.272727,41,0,2025-12-06,2025-12-06,1.1,female,11,,,,,10,0.41,,4,,4,3,1
,,,,1,,,,,,,,,,23,,23,,,,22,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.05,"[{'action_type': 'outbound_click', 'value': '2.05'}]",2.05,,,,0.08913,0.08913,,,0.093182,2.05,34.745763,35.964912,1.694915,2025-12-06,2025-12-06,1.035088,male,59,1.694915,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.694915'}]",57,2.05,4,6,4,21,10,8
,,,,,,,,,,,,,,,,,,,,,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-06,2025-12-06,1,unknown,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922657152984,03_IdrisA_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,25,25,0,2025-12-06,2025-12-06,1,female,2,,,,,2,0.05,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922657152984,03_IdrisA_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-06,2025-12-06,1,male,2,,,,,2,0.04,,0,,,,
,,,,1,,,,,,,,,,30,,30,,,,29,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.21,"[{'action_type': 'outbound_click', 'value': '2.21'}]",2.21,,,,0.073667,0.073667,,,0.076207,2.21,37.457627,38.77193,1.694915,2025-12-06,2025-12-06,1.035088,female,59,1.694915,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.694915'}]",57,2.21,3,6,3,20,9,6
,,,,1,,,,,,,,,,64,,64,,,,63,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,5.77,"[{'action_type': 'outbound_click', 'value': '5.77'}]",5.77,,,,0.090156,0.090156,,,0.091587,2.885,25.307018,26.589862,0.877193,2025-12-06,2025-12-06,1.050691,male,228,0.438596,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.438596'}]",217,5.77,8,8,8,34,22,19
,,,,,,,,,,,,,,1,,1,,,,1,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-06,2025-12-06,1,unknown,2,,,,,2,0.04,,2,,,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1325,0.1325,,,0.1325,,88.333333,88.333333,0,2025-12-06,2025-12-06,1,female,6,,,,,6,0.53,,6,,2,2,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13,0.13,,,0.13,,43.333333,48.75,0,2025-12-06,2025-12-06,1.125,male,9,,,,,8,0.39,,3,,1,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.43,0.43,,,0.43,,35.833333,35.833333,0,2025-12-06,2025-12-06,1,female,12,,,,,12,0.43,,2,,1,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1675,0.1675,,,0.1675,,33.5,33.5,0,2025-12-06,2025-12-06,1,male,20,,,,,20,0.67,,2,,1,,
,90,,,23,16,16,90,,,,,1,,385,1,385,1,,,361,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,24,,1.808696,"[{'action_type': 'outbound_click', 'value': '1.808696'}]",1.808696,2.6,0.462222,,0.108052,0.108052,41.6,,0.115235,1.733333,24.747174,27.100977,1.427722,2025-12-06,2025-12-06,1.095114,female,1681,1.368233,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.368233'}]",1535,41.6,33,3,30,163,78,47
,71,,,18,7,7,71,,,,,,,214,,214,2,2,,194,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,21,,1.583333,"[{'action_type': 'outbound_click', 'value': '1.583333'}]",1.583333,4.071429,0.401408,,0.133178,0.133178,14.25,,0.146907,1.357143,26.00365,29.564315,1.916058,2025-12-06,2025-12-06,1.136929,male,1096,1.642336,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.642336'}]",964,28.5,24,3,23,118,57,38
,,,,,,,,,,,,,,5,,5,,,,5,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.104,0.104,,,0.104,,27.368421,30.588235,0,2025-12-06,2025-12-06,1.117647,unknown,19,,,,,17,0.52,2,13,2,3,3,3
