action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,2,,2,,,,2,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.22,0.22,,,0.22,,73.333333,73.333333,0,2025-12-10,2025-12-10,1,female,6,,,,,6,0.44,2,16,2,2,2,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,13.333333,13.333333,0,2025-12-10,2025-12-10,1,male,12,,,,,12,0.16,,2,,2,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-10,2025-12-10,1,female,1,,,,,1,0.02,,5,,1,,
,,,,,,,,,,,,,,,15,,15,,,,15,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.039333,0.039333,,,0.039333,,14.390244,14.390244,0,2025-12-10,2025-12-10,1,male,41,,,,,41,0.59,3,4,3,13,7,5
,,,,,,,,,,,,,,,,,,,,,,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,50,50,0,2025-12-10,2025-12-10,1,unknown,1,,,,,1,0.05,,4,,,,
,399,1,1,56,34,34,399,,,21,1,1,,,1571,5,1571,28,21,,1487,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,67,"[{'action_type': 'subscribe_mobile_app', 'value': '8.228333'}, {'action_type': 'subscribe_total', 'value': '8.228333'}, {'action_type': 'start_trial_mobile_app', 'value': '6.582667'}, {'action_type': 'start_trial_total', 'value': '6.582667'}]",1.763214,"[{'action_type': 'outbound_click', 'value': '1.763214'}]",1.763214,2.904118,0.247469,,0.062852,0.062852,3.526429,,0.066402,1.473731,18.922959,20.270992,1.284017,2025-12-10,2025-12-10,1.071238,female,5218,1.073208,56,"[{'action_type': 'outbound_click', 'value': '56'}]","[{'action_type': 'outbound_click', 'value': '1.073208'}]",4871,98.74,148,3,143,1312,583,343
,14,,,6,1,1,14,,,2,,,,,154,,154,2,2,,146,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,10,,1.463333,"[{'action_type': 'outbound_click', 'value': '1.463333'}]",1.463333,8.78,0.627143,,0.057013,0.057013,4.39,,0.060137,0.878,17.215686,17.809331,1.960784,2025-12-10,2025-12-10,1.034483,male,510,1.176471,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.176471'}]",493,8.78,21,4,20,126,60,37
,,,,1,,,,,,0,,,1,,9,,9,1,1,,7,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.09,"[{'action_type': 'outbound_click', 'value': '1.09'}]",1.09,,,,0.121111,0.121111,1.09,,0.155714,1.09,28.684211,28.684211,2.631579,2025-12-10,2025-12-10,1,unknown,38,2.631579,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.631579'}]",38,1.09,,2,,6,3,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-10,2025-12-10,1,female,3,,,,,3,0.02,,6,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,5,5,0,2025-12-10,2025-12-10,1,male,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,24,,24,,,,24,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.027083,0.027083,,,0.027083,,15.116279,15.116279,0,2025-12-10,2025-12-10,1,female,43,,,,,43,0.65,3,8,3,23,11,6
,,,,,,,,,,,,,,,2,,2,,,,2,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.095,0.095,,,0.095,,19,19,0,2025-12-10,2025-12-10,1,male,10,,,,,10,0.19,1,5,1,2,2,2
,,,,,,,,,,,,,,,5,,5,,,,5,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.048,0.048,,,0.048,,16,16,0,2025-12-10,2025-12-10,1,female,15,,,,,15,0.24,,3,,5,3,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.075,0.075,,,0.075,,18.75,18.75,0,2025-12-10,2025-12-10,1,male,16,,,,,16,0.3,1,4,1,4,2,2
,,,,2,,,,,,,,,,,8,,8,,,,6,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,0.18,"[{'action_type': 'outbound_click', 'value': '0.18'}]",0.18,,,,0.045,0.045,,,0.06,0.18,18,18.947368,10,2025-12-10,2025-12-10,1.052632,female,20,10,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '10'}]",19,0.36,1,3,1,4,3,2
,,,,2,,,,,,,,,,,23,,23,,,,21,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,0.735,"[{'action_type': 'outbound_click', 'value': '0.735'}]",0.735,,,,0.063913,0.063913,,,0.07,0.735,17.093023,18.607595,2.325581,2025-12-10,2025-12-10,1.088608,male,86,2.325581,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.325581'}]",79,1.47,3,11,2,21,11,9
,,,,,,,,,,,,,,,,,,,,,,,6924717494384,03 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,15,15,0,2025-12-10,2025-12-10,1,male,2,,,,,2,0.03,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,30,30,0,2025-12-10,2025-12-10,1,female,2,,,,,2,0.06,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,29.090909,29.090909,0,2025-12-10,2025-12-10,1,male,11,,,,,11,0.32,2,20,2,4,2,2
,73,1,,30,9,9,73,,,5,,,,,644,2,644,7,5,,607,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,30,"[{'action_type': 'subscribe_mobile_app', 'value': '34.34'}, {'action_type': 'subscribe_total', 'value': '34.34'}, {'action_type': 'start_trial_mobile_app', 'value': '17.17'}, {'action_type': 'start_trial_total', 'value': '17.17'}]",1.144667,"[{'action_type': 'outbound_click', 'value': '1.144667'}]",1.144667,3.815556,0.470411,,0.053323,0.053323,4.905714,,0.056573,1.144667,15.482417,16.525505,1.35257,2025-12-10,2025-12-10,1.067372,female,2218,1.35257,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.35257'}]",2078,34.34,80,3,75,528,264,162
,,,,,,,,,,,,,,,34,,34,,,,34,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.065,0.065,,,0.065,,16.131387,17,0,2025-12-10,2025-12-10,1.053846,male,137,,,,,130,2.21,3,3,3,31,15,8
,,,,,,,,,,,,,,,3,,3,,,,3,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,10,10.714286,0,2025-12-10,2025-12-10,1.071429,unknown,15,,,,,14,0.15,,2,,1,1,
,256,,,33,21,21,256,,,18,4,4,1,,851,2,851,25,19,,793,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,37,"[{'action_type': 'subscribe_mobile_app', 'value': '7.635'}, {'action_type': 'subscribe_total', 'value': '7.635'}, {'action_type': 'start_trial_mobile_app', 'value': '7.635'}, {'action_type': 'start_trial_total', 'value': '7.635'}]",1.850909,"[{'action_type': 'outbound_click', 'value': '1.850909'}]",1.850909,2.908571,0.238594,,0.071774,0.071774,2.4432,,0.077024,1.650811,21.583039,22.251366,1.30742,2025-12-10,2025-12-10,1.030965,female,2830,1.166078,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '1.166078'}]",2745,61.08,100,4,97,710,370,218
,18,,,6,1,1,18,,,,,,,,146,,146,,,,140,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,10,,1.496667,"[{'action_type': 'outbound_click', 'value': '1.496667'}]",1.496667,8.98,0.498889,,0.061507,0.061507,,,0.064143,0.898,17.269231,17.852883,1.923077,2025-12-10,2025-12-10,1.033797,male,520,1.153846,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.153846'}]",503,8.98,19,3,19,125,66,37
,1,,,,,,1,,,,,,,,10,,10,,,,10,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,0.46,,0.046,0.046,,,0.046,,15.862069,16.428571,0,2025-12-10,2025-12-10,1.035714,unknown,29,,,,,28,0.46,,3,,6,2,
,,,,,,,,,,,,,,,11,,11,,,,11,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.064545,0.064545,,,0.064545,,20.882353,20.882353,0,2025-12-10,2025-12-10,1,female,34,,,,,34,0.71,2,4,2,8,7,5
,,,,,,,,,,,,,,,1,,1,,,,1,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-10,2025-12-10,1,male,3,,,,,3,0.04,,4,,1,1,
,,,,1,1,1,,,,,,,,,2,,2,,,,1,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.03,"[{'action_type': 'outbound_click', 'value': '0.03'}]",0.03,0.03,,,0.015,0.015,,,0.03,0.03,30,30,100,2025-12-10,2025-12-10,1,unknown,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.03,,8,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,female,2,,,,,2,0.02,,3,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.07,0.07,,,0.07,,18.666667,21.538462,0,2025-12-10,2025-12-10,1.153846,male,15,,,,,13,0.28,1,6,1,4,2,2
,,,,,,,,,,,,,,,58,,58,,,,58,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05431,0.05431,,,0.05431,,22.5,22.5,0,2025-12-10,2025-12-10,1,female,140,,,,,140,3.15,5,4,5,46,26,10
,,,,,,,,,,,,,,,22,,22,,,,22,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.054545,0.054545,,,0.054545,,17.910448,18.181818,0,2025-12-10,2025-12-10,1.015152,male,67,,,,,66,1.2,2,10,2,19,10,6
,69,,,28,5,5,69,,,5,1,1,,,1430,,1430,6,5,,1396,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,29,"[{'action_type': 'start_trial_mobile_app', 'value': '60.5'}, {'action_type': 'start_trial_total', 'value': '60.5'}]",2.160714,"[{'action_type': 'outbound_click', 'value': '2.160714'}]",2.160714,12.1,0.876812,,0.042308,0.042308,10.083333,,0.043338,2.086207,18.800497,19.341432,0.901181,2025-12-10,2025-12-10,1.028772,female,3218,0.870106,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '0.870106'}]",3128,60.5,129,5,118,1255,809,547
,42,,,11,3,3,42,,,4,,,,,211,,211,4,4,,196,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,12,"[{'action_type': 'subscribe_mobile_app', 'value': '9.68'}, {'action_type': 'subscribe_total', 'value': '9.68'}, {'action_type': 'start_trial_mobile_app', 'value': '9.68'}, {'action_type': 'start_trial_total', 'value': '9.68'}]",0.88,"[{'action_type': 'outbound_click', 'value': '0.88'}]",0.88,3.226667,0.230476,,0.045877,0.045877,2.42,,0.049388,0.806667,17.992565,18.229755,2.230483,2025-12-10,2025-12-10,1.013183,male,538,2.04461,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '2.04461'}]",531,9.68,18,6,17,172,105,70
,,,,,,,,,,,,,,,7,,7,,,,7,,6925369209984,01black04_bosscoming,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.052857,0.052857,,,0.052857,,19.473684,20.555556,0,2025-12-10,2025-12-10,1.055556,unknown,19,,,,,18,0.37,1,3,1,5,3,2
,13,,,3,1,1,13,,,1,,,,,123,,123,1,1,,119,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,"[{'action_type': 'start_trial_mobile_app', 'value': '9.5'}, {'action_type': 'start_trial_total', 'value': '9.5'}]",3.166667,"[{'action_type': 'outbound_click', 'value': '3.166667'}]",3.166667,9.5,0.730769,,0.077236,0.077236,9.5,,0.079832,3.166667,26.610644,26.610644,0.840336,2025-12-10,2025-12-10,1,female,357,0.840336,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.840336'}]",357,9.5,11,3,11,107,52,30
,49,,,14,5,5,49,,,5,1,1,,,583,,583,6,5,,563,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,16,"[{'action_type': 'subscribe_mobile_app', 'value': '18.17'}, {'action_type': 'subscribe_total', 'value': '18.17'}, {'action_type': 'start_trial_mobile_app', 'value': '36.34'}, {'action_type': 'start_trial_total', 'value': '36.34'}]",2.595714,"[{'action_type': 'outbound_click', 'value': '2.595714'}]",2.595714,7.268,0.741633,,0.062333,0.062333,6.056667,,0.064547,2.27125,16.989247,17.149599,0.748013,2025-12-10,2025-12-10,1.009438,male,2139,0.654511,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '0.654511'}]",2119,36.34,55,3,50,486,239,137
,,,,,,,,,,,,,,,6,,6,,,,6,,6925369211384,01 Morgan_ginjuice_bollarmarket1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.038333,0.038333,,,0.038333,,20.909091,20.909091,0,2025-12-10,2025-12-10,1,unknown,11,,,,,11,0.23,,3,,5,1,1
,,,,,,,,,,,,,,,6,,6,,,,6,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,19.090909,19.090909,0,2025-12-10,2025-12-10,1,female,22,,,,,22,0.42,,3,,6,4,2
,7,,,1,,,7,,,,,,,,34,,34,,,,33,,6925372388984,02 Morgan_ginjuice_bollarmarket2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,2.6,"[{'action_type': 'outbound_click', 'value': '2.6'}]",2.6,,0.371429,,0.076471,0.076471,,,0.078788,1.3,23.214286,23.214286,1.785714,2025-12-10,2025-12-10,1,male,112,0.892857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.892857'}]",112,2.6,6,5,6,32,22,11
,,,,,,,,,,,,,,,1,,1,,,,1,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.36,0.36,,,0.36,,60,72,0,2025-12-10,2025-12-10,1.2,female,6,,,,,5,0.36,,1,,1,,
,2,,,1,,,2,,,,,,,,6,,6,,,,5,,6925372547384,03 Morgan_ginjuice_redcar_1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.43,"[{'action_type': 'outbound_click', 'value': '0.43'}]",0.43,,0.215,,0.071667,0.071667,,,0.086,0.43,23.888889,23.888889,5.555556,2025-12-10,2025-12-10,1,male,18,5.555556,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5.555556'}]",18,0.43,1,3,1,4,3,2
,,,,1,,,,,,,,,,,41,1,41,1,,,39,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,2.9,"[{'action_type': 'outbound_click', 'value': '2.9'}]",2.9,,,,0.070732,0.070732,2.9,,0.074359,2.9,25.217391,25.217391,0.869565,2025-12-10,2025-12-10,1,female,115,0.869565,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.869565'}]",115,2.9,3,3,2,38,22,10
,12,,,4,2,2,12,,,,,,,,132,,132,,,,128,,6925372726784,04 Morgan_ginjuice_redcar2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,1.865,"[{'action_type': 'outbound_click', 'value': '1.865'}]",1.865,3.73,0.621667,,0.056515,0.056515,,,0.058281,1.492,19.580052,19.580052,1.312336,2025-12-10,2025-12-10,1,male,381,1.049869,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.049869'}]",381,7.46,8,3,7,108,51,28
,,,,,,,,,,,,,,,1,,1,,,,1,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-10,2025-12-10,1,female,2,,,,,2,0.05,,4,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6925372915784,05 Morgan_ginjuice_bollamarket3,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,10,10,0,2025-12-10,2025-12-10,1,male,7,,,,,7,0.07,,1,,1,,
,,,,,,,,,,,,,,,8,,8,,,,8,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,24.347826,24.347826,0,2025-12-10,2025-12-10,1,female,23,,,,,23,0.56,,3,,6,1,
,2,,,1,,,2,,,,,,,,29,,29,,,,28,,6925373621384,06 Morgan_hht2_gasstation1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.06,"[{'action_type': 'outbound_click', 'value': '1.06'}]",1.06,,0.53,,0.036552,0.036552,,,0.037857,1.06,13.766234,13.766234,1.298701,2025-12-10,2025-12-10,1,male,77,1.298701,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",77,1.06,1,3,1,25,13,5
,,,,,,,,,,,,,,,1,,1,,,,1,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-10,2025-12-10,1,female,3,,,,,3,0.02,,2,,1,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6925373734584,07 Morgan_hht2_gasstation2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.0275,0.0275,,,0.0275,,8.461538,8.461538,0,2025-12-10,2025-12-10,1,male,13,,,,,13,0.11,,2,,4,2,
,,,,,,,,,,,,,,,,,,,,,,,6925373844984,08 Morgan_hht2_redcar,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,48.333333,48.333333,0,2025-12-10,2025-12-10,1,female,6,,,,,6,0.29,,2,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6925373844984,08 Morgan_hht2_redcar,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.21,0.21,,,0.21,,35,35,0,2025-12-10,2025-12-10,1,male,24,,,,,24,0.84,1,3,1,5,2,1
,,,,,,,,,,,,,,,8,,8,,,,8,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.08125,0.08125,,,0.08125,,43.333333,43.333333,0,2025-12-10,2025-12-10,1,female,15,,,,,15,0.65,,5,,8,6,5
,,,,,,,,,,,,,,,7,,7,,,,7,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.047143,0.047143,,,0.047143,,12.222222,12.222222,0,2025-12-10,2025-12-10,1,male,27,,,,,27,0.33,,3,,7,4,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6925375332984,04black04_bollamarket1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.075,0.075,,,0.075,,37.5,37.5,0,2025-12-10,2025-12-10,1,female,4,,,,,4,0.15,,4,,1,1,1
,,,,,,,,,,,,,,,18,,18,,,,18,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.095,0.095,,,0.095,,41.707317,41.707317,0,2025-12-10,2025-12-10,1,female,41,,,,,41,1.71,4,7,4,16,11,8
,,,,,,,,,,,,,,,7,,7,,,,7,,6925375992184,06black04_bollamarket3,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.184286,0.184286,,,0.184286,,80.625,86,0,2025-12-10,2025-12-10,1.066667,male,16,,,,,15,1.29,2,7,2,6,5,3
