action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,3,,,1,,,,,,51,,51,,,,48,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,0.783333,"[{'action_type': 'outbound_click', 'value': '0.783333'}]",0.783333,,2.35,,0.046078,0.046078,,,0.048958,0.783333,22.169811,22.169811,2.830189,2025-11-26,2025-11-26,1,106,2.830189,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.830189'}]",threads,106,2.35,8,11,11,47,20,12
,395,1,,51,26,26,395,,,1,1,,2114,,2114,7,6,,2056,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,51,"[{'action_type': 'subscribe_mobile_app', 'value': '30.2'}, {'action_type': 'subscribe_total', 'value': '30.2'}, {'action_type': 'start_trial_mobile_app', 'value': '12.08'}, {'action_type': 'start_trial_total', 'value': '12.08'}]",2.368627,"[{'action_type': 'outbound_click', 'value': '2.368627'}]",2.368627,4.646154,0.305823,,0.057143,0.057143,17.257143,,0.058755,2.368627,21.633238,22.283711,0.913324,2025-11-26,2025-11-26,1.030068,5584,0.913324,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '0.913324'}]",facebook,5421,120.8,162,3,152,1931,863,464
,114,,,15,11,11,114,,,,,,494,,494,2,2,,477,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,20,"[{'action_type': 'start_trial_mobile_app', 'value': '13.993333'}, {'action_type': 'start_trial_total', 'value': '13.993333'}]",2.798667,"[{'action_type': 'outbound_click', 'value': '2.798667'}]",2.798667,3.816364,0.368246,,0.08498,0.08498,20.99,,0.088008,2.099,26.352793,26.352793,1.255493,2025-11-26,2025-11-26,1,1593,0.94162,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '0.94162'}]",instagram,1593,41.98,36,3,36,453,163,81
,,,,,,,,,,,,,28,,28,,,,28,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.030357,0.030357,,,0.030357,,15.454545,15.454545,0,2025-11-26,2025-11-26,1,55,,,,,threads,55,0.85,6,7,6,26,17,12
,,,,,1,1,,,,,,,,,,,,,,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,0,,,,,,,,,,,,2025-11-26,2025-11-26,0,0,,,,,instagram,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,34,34,0,2025-11-26,2025-11-26,1,5,,,,,facebook,5,0.17,,1,,,,
,,,,,,,,,,,,,5,,5,,,,5,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.114,0.114,,,0.114,,43.846154,43.846154,0,2025-11-26,2025-11-26,1,13,,,,,instagram,13,0.57,,2,,5,1,
,,,,,,,,,,,,,,,,,,,,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-26,2025-11-26,1,2,,,,,threads,2,0.02,,0,,,,
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,86.666667,86.666667,0,2025-11-26,2025-11-26,1,3,,,,,facebook,3,0.26,,1,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-11-26,2025-11-26,1,2,,,,,instagram,2,0.04,,2,,1,1,
,,,,,,,,,,,,,1,,1,,,,1,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-26,2025-11-26,1,1,,,,,threads,1,0.01,,7,,1,1,1
,,,,,,,,,,,,,,,,,,,,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,20,0,2025-11-26,2025-11-26,2,2,,,,,audience_network,1,0.02,,1,,,,
,67,2,,12,2,2,67,,,1,1,,537,,537,5,4,,520,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,12,"[{'action_type': 'subscribe_mobile_app', 'value': '46.84'}, {'action_type': 'subscribe_total', 'value': '46.84'}, {'action_type': 'start_trial_mobile_app', 'value': '46.84'}, {'action_type': 'start_trial_total', 'value': '46.84'}]",3.903333,"[{'action_type': 'outbound_click', 'value': '3.903333'}]",3.903333,23.42,0.699104,,0.087225,0.087225,9.368,,0.090077,3.903333,29.834395,31.863946,0.764331,2025-11-26,2025-11-26,1.068027,1570,0.764331,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.764331'}]",facebook,1470,46.84,42,3,40,503,248,139
,1,,,4,1,1,1,,,,,,197,2,197,5,3,,188,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,6,,4.7825,"[{'action_type': 'outbound_click', 'value': '4.7825'}]",4.7825,19.13,19.13,,0.097107,0.097107,3.826,,0.101755,3.188333,25.816464,26.349862,0.809717,2025-11-26,2025-11-26,1.020661,741,0.539811,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.539811'}]",instagram,726,19.13,13,3,13,174,70,37
,,,,,,,,,,,,,69,,69,,,,69,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.031449,0.031449,,,0.031449,,14,14.090909,0,2025-11-26,2025-11-26,1.006494,155,,,,,threads,154,2.17,12,4,12,65,36,16
,,,,,,,,,,,,,3,,3,,,,3,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.396667,0.396667,,,0.396667,,148.75,148.75,0,2025-11-26,2025-11-26,1,8,,,,,facebook,8,1.19,1,9,1,3,1,1
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,5,5,0,2025-11-26,2025-11-26,1,2,,,,,instagram,2,0.01,,0,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.05,0.05,,,0.05,,13.636364,21.428571,0,2025-11-26,2025-11-26,1.571429,11,,,,,audience_network,7,0.15,1,3,1,2,1,1
,321,1,,72,20,20,321,,,,,,1269,1,1269,16,15,,1181,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,69,"[{'action_type': 'subscribe_mobile_app', 'value': '116.18'}, {'action_type': 'subscribe_total', 'value': '116.18'}, {'action_type': 'start_trial_mobile_app', 'value': '29.045'}, {'action_type': 'start_trial_total', 'value': '29.045'}]",1.613611,"[{'action_type': 'outbound_click', 'value': '1.613611'}]",1.613611,5.809,0.361931,,0.091552,0.091552,7.26125,,0.098374,1.683768,31.42548,34.1907,1.866378,2025-11-26,2025-11-26,1.087993,3697,1.947525,72,"[{'action_type': 'outbound_click', 'value': '72'}]","[{'action_type': 'outbound_click', 'value': '1.947525'}]",facebook,3398,116.18,211,3,197,1139,600,366
,31,,,11,4,4,31,,,,,,216,,216,3,3,,202,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,13,"[{'action_type': 'subscribe_mobile_app', 'value': '11.615'}, {'action_type': 'subscribe_total', 'value': '11.615'}, {'action_type': 'start_trial_mobile_app', 'value': '11.615'}, {'action_type': 'start_trial_total', 'value': '11.615'}]",2.111818,"[{'action_type': 'outbound_click', 'value': '2.111818'}]",2.111818,5.8075,0.749355,,0.107546,0.107546,7.743333,,0.115,1.786923,25.471491,26.917729,1.425439,2025-11-26,2025-11-26,1.056779,912,1.20614,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.20614'}]",instagram,863,23.23,23,3,23,194,89,54
,4,,,3,1,1,4,,,,,,212,,212,,,,209,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,"[{'action_type': 'start_trial_mobile_app', 'value': '7.81'}, {'action_type': 'start_trial_total', 'value': '7.81'}]",2.603333,"[{'action_type': 'outbound_click', 'value': '2.603333'}]",2.603333,7.81,1.9525,,0.03684,0.03684,,,0.037368,2.603333,16.237006,16.617021,0.623701,2025-11-26,2025-11-26,1.023404,481,0.623701,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.623701'}]",threads,470,7.81,33,5,37,201,99,60
,1,,,3,1,1,1,,,,,,21,,21,,,,18,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,3,,1.33,"[{'action_type': 'outbound_click', 'value': '1.33'}]",1.33,3.99,3.99,,0.19,0.19,,,0.221667,1.33,44.333333,53.2,3.333333,2025-11-26,2025-11-26,1.2,90,3.333333,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",facebook,75,3.99,2,2,2,18,9,4
,,,,,,,,,,,,,1,,1,,,,1,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.37,0.37,,,0.37,,46.25,46.25,0,2025-11-26,2025-11-26,1,8,,,,,instagram,8,0.37,,1,,1,,
,,,,,,,,,,,,,2,,2,,,,2,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,28,0,2025-11-26,2025-11-26,1.2,6,,,,,threads,5,0.14,,4,,2,,
,,,,,,,,,,,,,1,,1,,,,1,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.12,0.12,,,0.12,,60,60,0,2025-11-26,2025-11-26,1,2,,,,,facebook,2,0.12,,3,,1,,
,,,,,,,,,,,,,3,,3,,,,3,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.143333,0.143333,,,0.143333,,28.666667,28.666667,0,2025-11-26,2025-11-26,1,15,,,,,instagram,15,0.43,,1,,2,,
,,,,,,,,,,,,,1,,1,,,,1,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-11-26,2025-11-26,1,2,,,,,threads,2,0.03,,2,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.085,0.085,,,0.085,,10,11.333333,0,2025-11-26,2025-11-26,1.133333,17,,,,,facebook,15,0.17,1,2,1,2,2,1
,,,,,,,,,,,,,,,,,,,,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,23.333333,23.333333,0,2025-11-26,2025-11-26,1,3,,,,,instagram,3,0.07,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916144704784,tyson_rap_2_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-11-26,2025-11-26,1,1,,,,,instagram,1,0.01,,2,,,,
,73,,,5,4,4,73,,,,,,40,,40,,,,35,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,"[{'action_type': 'subscribe_mobile_app', 'value': '3.38'}, {'action_type': 'subscribe_total', 'value': '3.38'}, {'action_type': 'start_trial_mobile_app', 'value': '3.38'}, {'action_type': 'start_trial_total', 'value': '3.38'}]",1.352,"[{'action_type': 'outbound_click', 'value': '1.352'}]",1.352,1.69,0.092603,,0.169,0.169,,,0.193143,1.352,45.986395,50.074074,3.401361,2025-11-26,2025-11-26,1.088889,147,3.401361,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '3.401361'}]",facebook,135,6.76,5,3,5,31,16,9
,,,,,,,,,,,,,10,,10,,,,10,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.13,0.13,,,0.13,,23.636364,24.074074,0,2025-11-26,2025-11-26,1.018519,55,,,,,instagram,54,1.3,1,2,1,10,5,2
,,,,,,,,,,,,,3,,3,,,,3,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.07,0.07,,,0.07,,19.090909,19.090909,0,2025-11-26,2025-11-26,1,11,,,,,threads,11,0.21,,4,,3,2,
,,,,,,,,,,,,,1,,1,,,,1,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-11-26,2025-11-26,1,1,,,,,audience_network,1,0.03,,4,,1,,
,33,,,7,1,1,33,,,,,,62,,62,,,,55,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,7,"[{'action_type': 'subscribe_mobile_app', 'value': '11.25'}, {'action_type': 'subscribe_total', 'value': '11.25'}, {'action_type': 'start_trial_mobile_app', 'value': '11.25'}, {'action_type': 'start_trial_total', 'value': '11.25'}]",1.607143,"[{'action_type': 'outbound_click', 'value': '1.607143'}]",1.607143,11.25,0.340909,,0.181452,0.181452,,,0.204545,1.607143,59.52381,66.568047,3.703704,2025-11-26,2025-11-26,1.118343,189,3.703704,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '3.703704'}]",facebook,169,11.25,6,3,6,50,25,16
,,,,,,,,,,,,,20,1,20,3,2,,17,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.179,0.179,1.193333,,0.210588,,60.677966,63.928571,0,2025-11-26,2025-11-26,1.053571,59,,,,,instagram,56,3.58,,3,,14,8,5
,,,,,,,,,,,,,11,,11,,,,11,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.029091,0.029091,,,0.029091,,21.333333,21.333333,0,2025-11-26,2025-11-26,1,15,,,,,threads,15,0.32,1,8,1,11,7,4
,,,,,,,,,,,,,5,,5,,,,5,,6916163945384,03 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.138,0.138,,,0.138,,38.333333,43.125,0,2025-11-26,2025-11-26,1.125,18,,,,,facebook,16,0.69,1,3,1,4,1,1
,,,,,,,,,,,,,15,,15,1,1,,14,,6916163945384,03 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.082667,0.082667,1.24,,0.088571,,32.631579,33.513514,0,2025-11-26,2025-11-26,1.027027,38,,,,,instagram,37,1.24,1,4,1,9,5,2
,,,,,,,,,,,,,2,,2,,,,2,,6916163945384,03 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.04,0.04,,,0.04,,26.666667,26.666667,0,2025-11-26,2025-11-26,1,3,,,,,threads,3,0.08,,7,,2,2,
,,,,,,,,,,,,,20,,20,,,,20,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.17,0.17,,,0.17,,44.155844,45.945946,0,2025-11-26,2025-11-26,1.040541,77,,,,,facebook,74,3.4,3,3,3,19,10,7
,,,,,,,,,,,,,6,,6,,,,6,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.12,0.12,,,0.12,,45,45,0,2025-11-26,2025-11-26,1,16,,,,,instagram,16,0.72,1,5,1,4,2,2
,,,,,,,,,,,,,4,,4,1,1,,3,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.09,0.09,0.36,,0.12,,45,45,0,2025-11-26,2025-11-26,1,8,,,,,threads,8,0.36,1,5,1,3,3,1
