action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,1,,7,1,1,,,,,,,,127,,127,3,3,,117,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,6,,0.398571,"[{'action_type': 'outbound_click', 'value': '0.398571'}]",0.398571,2.79,,,0.021969,0.021969,0.93,,0.023846,0.465,9.62069,10.257353,2.068966,2025-12-04,2025-12-04,1.066176,male,290,2.413793,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.413793'}]",272,2.79,15,5,14,102,53,38
,,,,,,,,,,,,,,11,,11,,,,11,,6920199460384,03_blackbodysuit_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.024545,0.024545,,,0.024545,,15,15,0,2025-12-04,2025-12-04,1,unknown,18,,,,,18,0.27,,5,,11,3,
,,,,,,,,,,,,,,4,,4,,,,4,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-04,2025-12-04,1,female,12,,,,,12,0.12,,4,,4,3,1
,,,,,,,,,,,,,,4,,4,,,,4,,6920200299984,04_fbg_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.035,0.035,,,0.035,,15.555556,15.555556,0,2025-12-04,2025-12-04,1,male,9,,,,,9,0.14,,3,,2,,
,,,,,,,,,,,,,,,,,,,,,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,female,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920201298984,05_greendress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0.01,,,,,,
,10,,,5,2,2,10,,,,,,,61,,61,1,1,,55,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,4,,0.31,"[{'action_type': 'outbound_click', 'value': '0.31'}]",0.31,0.775,0.155,,0.02541,0.02541,1.55,,0.028182,0.3875,9.22619,9.509202,2.380952,2025-12-04,2025-12-04,1.030675,female,168,2.97619,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.97619'}]",163,1.55,6,4,6,48,23,19
,3,,,2,,,3,,,,,,,21,,21,,,,19,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,0.32,"[{'action_type': 'outbound_click', 'value': '0.32'}]",0.32,,0.213333,,0.030476,0.030476,,,0.033684,0.32,10.847458,11.428571,3.389831,2025-12-04,2025-12-04,1.053571,male,59,3.389831,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.389831'}]",56,0.64,1,3,1,15,7,2
,,,,,,,,,,,,,,,,,,,,,,6920202402984,06_green hair_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,50,50,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0.05,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920208797384,07_nose ring_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,male,2,,,,,2,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6920210655784,08_Red dress_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.08,0.08,,,0.08,,17.777778,17.777778,0,2025-12-04,2025-12-04,1,male,9,,,,,9,0.16,,3,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6920210745384,09_red lipstick_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,20,20,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0.02,,3,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920210890384,10_Red pants_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920210890384,10_Red pants_Big energy,6920175379584,Test_F_BigEnergy,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0.04,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,15,15,0,2025-12-04,2025-12-04,1,female,2,,,,,2,0.03,,3,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.058,0.058,,,0.058,,22.307692,26.363636,0,2025-12-04,2025-12-04,1.181818,male,13,,,,,11,0.29,,3,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,6920211228384,01_black4_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0,,1,,,,
,2,,,2,,,2,,,,,,,26,,26,,,,24,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,1.025,"[{'action_type': 'outbound_click', 'value': '1.025'}]",1.025,,1.025,,0.078846,0.078846,,,0.085417,1.025,30.597015,31.060606,2.985075,2025-12-04,2025-12-04,1.015152,female,67,2.985075,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.985075'}]",66,2.05,2,3,2,21,12,7
,,,,,,,,,,,,,,1,,1,,,,1,,6920212936384,02_blackNew_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.2,0.2,,,0.2,,22.222222,22.222222,0,2025-12-04,2025-12-04,1,male,9,,,,,9,0.2,,2,,1,1,
,71,,,21,7,7,71,,,,,,,847,1,847,11,10,,815,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,21,,1.449048,"[{'action_type': 'outbound_click', 'value': '1.5215'}]",1.449048,4.347143,0.428592,,0.035927,0.035927,2.766364,,0.037337,1.449048,16.849391,17.952802,1.162791,2025-12-04,2025-12-04,1.065487,female,1806,1.162791,21,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.10742'}]",1695,30.43,185,5,174,748,445,337
,,,,,,,,,,,,,,43,,43,1,1,,42,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.048372,0.048372,2.08,,0.049524,,18.909091,18.909091,0,2025-12-04,2025-12-04,1,male,110,,,,,110,2.08,7,4,6,38,21,15
,,,,,,,,,,,,,,5,,5,,,,5,,6920213202984,03_blackbodysuit_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.022,0.022,,,0.022,,15.714286,15.714286,0,2025-12-04,2025-12-04,1,unknown,7,,,,,7,0.11,2,7,2,5,3,3
,32,,,7,4,4,32,,,,,,,243,,243,2,2,,234,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,7,,1.29,"[{'action_type': 'outbound_click', 'value': '1.29'}]",1.29,2.2575,0.282188,,0.03716,0.03716,4.515,,0.03859,1.29,13.030303,13.049133,1.010101,2025-12-04,2025-12-04,1.001445,female,693,1.010101,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.010101'}]",692,9.03,29,4,27,206,106,77
,3,,,1,,,3,,,,,,,30,,30,1,1,,28,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,1.3,"[{'action_type': 'outbound_click', 'value': '1.3'}]",1.3,,0.433333,,0.043333,0.043333,1.3,,0.046429,1.3,10.833333,10.92437,0.833333,2025-12-04,2025-12-04,1.008403,male,120,0.833333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.833333'}]",119,1.3,4,6,4,23,11,7
,,,,,,,,,,,,,,2,,2,,,,2,,6920213414184,04_fbg_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.035,0.035,,,0.035,,14,14,0,2025-12-04,2025-12-04,1,unknown,5,,,,,5,0.07,,3,,1,1,
,,,,,,,,,,,,,,17,,17,,,,17,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.031176,0.031176,,,0.031176,,9.814815,10.392157,0,2025-12-04,2025-12-04,1.058824,female,54,,,,,51,0.53,2,3,1,16,6,3
,,,,,,,,,,,,,,2,,2,,,,2,,6920213932984,05_greendress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-04,2025-12-04,1,male,8,,,,,8,0.12,1,3,1,2,1,1
,,,,,,,,,,,,,,29,,29,,,,29,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.04,0.04,,,0.04,,13.647059,13.975904,0,2025-12-04,2025-12-04,1.024096,female,85,,,,,83,1.16,3,4,3,27,17,7
,,,,1,,,,,,,,,,21,,21,,,,20,,6920214222584,06_green hair_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.71,"[{'action_type': 'outbound_click', 'value': '0.71'}]",0.71,,,,0.03381,0.03381,,,0.0355,0.71,15.777778,16.136364,2.222222,2025-12-04,2025-12-04,1.022727,male,45,2.222222,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.222222'}]",44,0.71,4,5,4,19,11,8
,69,,,20,7,7,69,,,,,5,,794,,794,15,15,,759,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,24,,0.948,"[{'action_type': 'outbound_click', 'value': '0.948'}]",0.948,2.708571,0.274783,,0.023879,0.023879,1.264,,0.02498,0.79,6.578765,7.444052,0.832755,2025-12-04,2025-12-04,1.131527,female,2882,0.693963,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '0.693963'}]",2547,18.96,62,3,59,671,392,226
,,,,6,,,,,,,,1,,223,,223,5,5,,212,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,5,,0.323333,"[{'action_type': 'outbound_click', 'value': '0.323333'}]",0.323333,,,,0.0087,0.0087,0.388,,0.009151,0.388,1.372965,1.532385,0.353857,2025-12-04,2025-12-04,1.116114,male,1413,0.424628,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '0.424628'}]",1266,1.94,20,2,20,185,99,51
,,,,,,,,,,,,,,9,,9,,,,9,,6920215275984,07_nose ring_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.015556,0.015556,,,0.015556,,2.222222,2.372881,0,2025-12-04,2025-12-04,1.067797,unknown,63,,,,,59,0.14,1,2,1,8,4,3
,,,,3,,,,,,,,,,77,,77,1,1,,73,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,,1.006667,"[{'action_type': 'outbound_click', 'value': '1.006667'}]",1.006667,,,,0.039221,0.039221,3.02,,0.04137,1.006667,14.731707,15.329949,1.463415,2025-12-04,2025-12-04,1.040609,female,205,1.463415,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.463415'}]",197,3.02,9,3,9,61,34,18
,,,,,,,,,,,,,,8,,8,,,,8,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.05,0.05,,,0.05,,12.903226,13.333333,0,2025-12-04,2025-12-04,1.033333,male,31,,,,,30,0.4,1,2,1,6,1,1
,,,,,,,,,,,,,,,,,,,,,,6920215545784,08_Red dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,18,,18,,,,18,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.042222,0.042222,,,0.042222,,11.176471,12.063492,0,2025-12-04,2025-12-04,1.079365,female,68,,,,,63,0.76,5,4,5,16,8,7
,2,,,1,,,2,,,,,,,7,,7,,,,6,,6920215745784,09_red lipstick_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.43,"[{'action_type': 'outbound_click', 'value': '0.43'}]",0.43,,0.215,,0.061429,0.061429,,,0.071667,0.43,15.357143,15.925926,3.571429,2025-12-04,2025-12-04,1.037037,male,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",27,0.43,1,2,1,4,1,1
,,,,3,,,,,,,,,,45,,45,,,,42,,6920216268184,10_Red pants_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,3,,0.6,"[{'action_type': 'outbound_click', 'value': '0.6'}]",0.6,,,,0.04,0.04,,,0.042857,0.6,15.652174,15.929204,2.608696,2025-12-04,2025-12-04,1.017699,female,115,2.608696,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.608696'}]",113,1.8,2,4,2,35,22,15
,,,,,,,,,,,,,,4,,4,,,,4,,6920216268184,10_Red pants_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.0525,0.0525,,,0.0525,,13.125,14,0,2025-12-04,2025-12-04,1.066667,male,16,,,,,15,0.21,1,3,1,4,2,1
,34,,,7,2,2,34,,,,,,,202,1,202,2,1,,193,,6920216907984,11_yellow dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,7,,0.927143,"[{'action_type': 'outbound_click', 'value': '0.927143'}]",0.927143,3.245,0.190882,,0.032129,0.032129,3.245,,0.033627,0.927143,16.104218,16.770026,1.736973,2025-12-04,2025-12-04,1.041344,female,403,1.736973,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.736973'}]",387,6.49,33,5,32,177,102,58
,1,,,,,,1,,,,,,,34,,34,,,,34,,6920216907984,11_yellow dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,1.26,,0.037059,0.037059,,,0.037059,,13.548387,13.548387,0,2025-12-04,2025-12-04,1,male,93,,,,,93,1.26,5,3,4,29,17,9
,,,,,,,,,,,,,,,,,,,,,,6920216907984,11_yellow dress_I like it,6920211227584,Test_F_ILikeIt,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920220511984,01_black4_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.24,0.24,,,0.24,,17.142857,17.142857,0,2025-12-04,2025-12-04,1,female,14,,,,,14,0.24,,1,,,,
,,,,1,,,,,,,,,,13,,13,,,,12,,6920220511984,01_black4_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.44,"[{'action_type': 'outbound_click', 'value': '0.44'}]",0.44,,,,0.033846,0.033846,,,0.036667,0.44,9.166667,10,2.083333,2025-12-04,2025-12-04,1.090909,male,48,2.083333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",44,0.44,,2,,10,4,2
,,,,,,,,,,,,,,,,,,,,,,6920220511984,01_black4_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,5,5,0,2025-12-04,2025-12-04,1,unknown,2,,,,,2,0.01,,1,,,,
1,301,3,,84,26,26,301,1,1,1,1,1,1,2469,5,2469,44,38,1,2341,1,6920221871184,02_blackNew_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,89,"[{'action_type': 'subscribe_mobile_app', 'value': '50.26'}, {'action_type': 'subscribe_total', 'value': '50.26'}]",0.598333,"[{'action_type': 'outbound_click', 'value': '0.598333'}]",0.598333,1.933077,0.166977,50.26,0.020356,0.020356,1.142273,50.26,0.021469,0.564719,10.165858,10.534479,1.800162,2025-12-04,2025-12-04,1.036261,female,4944,1.699029,84,"[{'action_type': 'outbound_click', 'value': '84'}]","[{'action_type': 'outbound_click', 'value': '1.699029'}]",4771,50.26,193,5,177,2116,1270,778
,17,,,7,2,2,17,,,2,2,,,308,1,308,12,9,,289,,6920221871184,02_blackNew_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,9,,0.995714,"[{'action_type': 'outbound_click', 'value': '0.995714'}]",0.995714,3.485,0.41,,0.02263,0.02263,0.580833,,0.024118,0.774444,10.806202,11.063492,1.395349,2025-12-04,2025-12-04,1.02381,male,645,1.085271,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.085271'}]",630,6.97,27,5,25,258,142,86
,,,,,,,,,,,,,,10,,10,,,,10,,6920221871184,02_blackNew_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.024,0.024,,,0.024,,8.888889,9.230769,0,2025-12-04,2025-12-04,1.038462,unknown,27,,,,,26,0.24,1,16,1,8,3,2
,,,,,,,,,,,,,,,,,,,,,,6920222631184,03_blackbodysuit_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0,,1,,,,
,121,4,,52,14,14,121,,,,,,,952,,952,9,9,,891,,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,49,,0.424808,"[{'action_type': 'outbound_click', 'value': '0.424808'}]",0.424808,1.577857,0.182562,,0.023204,0.023204,2.454444,,0.024792,0.450816,10.298368,11.190476,2.284382,2025-12-04,2025-12-04,1.086626,female,2145,2.424242,52,"[{'action_type': 'outbound_click', 'value': '52'}]","[{'action_type': 'outbound_click', 'value': '2.424242'}]",1974,22.09,82,4,82,778,388,279
,,,,10,1,1,,,,,,1,,170,,170,3,3,,157,,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,10,,0.367,"[{'action_type': 'outbound_click', 'value': '0.367'}]",0.367,3.67,,,0.021588,0.021588,1.223333,,0.023376,0.367,9.582245,10.426136,2.610966,2025-12-04,2025-12-04,1.088068,male,383,2.610966,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '2.610966'}]",352,3.67,14,4,15,138,72,53
,,,,,,,,,,,,,,2,,2,1,1,,1,,6920223269984,04_fbg_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.11,0.11,0.22,,0.22,,27.5,31.428571,0,2025-12-04,2025-12-04,1.142857,unknown,8,,,,,7,0.22,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920223592384,05_greendress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.04,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920226671784,07_nose ring_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-04,2025-12-04,1,female,3,,,,,3,0.04,,4,,1,1,
,,,,2,,,,,,,,,,12,,12,,,,10,,6920226671784,07_nose ring_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,2,,0.25,"[{'action_type': 'outbound_click', 'value': '0.25'}]",0.25,,,,0.041667,0.041667,,,0.05,0.25,15.625,16.129032,6.25,2025-12-04,2025-12-04,1.032258,male,32,6.25,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",31,0.5,1,4,1,9,8,6
,,,,,,,,,,,,,,,,,,,,,,6920226671784,07_nose ring_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,unknown,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920227125384,08_Red dress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.08,0.08,,,0.08,,20,20,0,2025-12-04,2025-12-04,1,female,4,,,,,4,0.08,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920227655384,09_red lipstick_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,10,10,0,2025-12-04,2025-12-04,1,female,1,,,,,1,0.01,,0,,,,
,,,,,,,,,,,,,,4,,4,,,,4,,6920227655384,09_red lipstick_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.0225,0.0225,,,0.0225,,15,15,0,2025-12-04,2025-12-04,1,male,6,,,,,6,0.09,,4,,4,1,
,,,,1,,,,,,,,,,7,,7,,,,6,,6920227964784,10_Red pants_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,1,,0.12,"[{'action_type': 'outbound_click', 'value': '0.12'}]",0.12,,,,0.017143,0.017143,,,0.02,0.12,12,12,10,2025-12-04,2025-12-04,1,female,10,10,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '10'}]",10,0.12,1,7,1,5,3,3
,,,,,,,,,,,,,,2,,2,,,,2,,6920227964784,10_Red pants_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.015,0.015,,,0.015,,10,10,0,2025-12-04,2025-12-04,1,male,3,,,,,3,0.03,,5,,2,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6920228199384,11_yellow dress_Wap 1,6920220510584,Test_F_Wap1,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,6920228640584,01_black4_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,0,,,,,,,,,,,,,,0,0,0,2025-12-04,2025-12-04,1,male,1,,,,,1,0,,1,,,,
,458,3,,161,61,61,458,,,1,1,,,4232,5,4232,59,53,,4012,,6920229519184,02_blackNew_Wap 2,6920228641784,Test_F_Wap2,6920175379984,FB_iOS_Install_Rap_CreativeTest_251202,158,,0.505776,"[{'action_type': 'outbound_click', 'value': '0.505776'}]",0.505776,1.334918,0.177795,,0.019241,0.019241,1.380169,,0.020297,0.51538,11.056348,11.591459,2.145282,2025-12-04,2025-12-04,1.048399,female,7365,2.186015,161,"[{'action_type': 'outbound_click', 'value': '161'}]","[{'action_type': 'outbound_click', 'value': '2.186015'}]",7025,81.43,488,6,453,3658,2154,1505
