action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-10,2025-12-10,1,1,,,,,1,0.08,1,19,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-10,2025-12-10,1,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-10,2025-12-10,1,2,,,,,2,0.06,,5,,1,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.26,0.26,,,0.26,,28.888889,32.5,0,2025-12-10,2025-12-10,1.125,9,,,,,8,0.26,1,9,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-10,2025-12-10,1,1,,,,,1,0.04,,,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.16,0.16,,,0.16,,53.333333,53.333333,0,2025-12-10,2025-12-10,1,3,,,,,3,0.16,,4,,1,1,1
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-10,2025-12-10,1,2,,,,,2,0.04,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,2,,,,,2,0.02,,3,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.033333,0.033333,,,0.033333,,25,25,0,2025-12-10,2025-12-10,1,4,,,,,4,0.1,,7,,3,2,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09,0.09,,,0.09,,30,30,0,2025-12-10,2025-12-10,1,6,,,,,6,0.18,,2,,1,1,
,,,,1,,,,,,,,,,,4,,4,,,,3,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.46,"[{'action_type': 'outbound_click', 'value': '0.46'}]",0.46,,,,0.115,0.115,,,0.153333,0.46,38.333333,41.818182,8.333333,2025-12-10,2025-12-10,1.090909,12,8.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",11,0.46,1,3,1,2,2,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.185,0.185,,,0.185,,74,74,0,2025-12-10,2025-12-10,1,5,,,,,5,0.37,,2,,2,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-10,2025-12-10,1,2,,,,,2,0.02,,2,,,,
,,,,2,,,,,,,,,,,32,,32,,,,30,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.71,"[{'action_type': 'outbound_click', 'value': '0.71'}]",0.71,,,,0.044375,0.044375,,,0.047333,0.71,18.205128,19.722222,2.564103,2025-12-10,2025-12-10,1.083333,78,2.564103,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.564103'}]",72,1.42,2,7,2,24,17,9
,24,,,8,1,1,24,,,3,,,,,498,1,498,4,3,,486,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,9,"[{'action_type': 'subscribe_mobile_app', 'value': '22.51'}, {'action_type': 'subscribe_total', 'value': '22.51'}, {'action_type': 'start_trial_mobile_app', 'value': '22.51'}, {'action_type': 'start_trial_total', 'value': '22.51'}]",2.81375,"[{'action_type': 'outbound_click', 'value': '2.81375'}]",2.81375,22.51,0.937917,,0.045201,0.045201,5.6275,,0.046317,2.501111,19.608014,21.581975,0.783972,2025-12-10,2025-12-10,1.100671,1148,0.696864,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.696864'}]",1043,22.51,46,5,45,433,259,164
,180,,,33,10,10,180,,,8,1,1,,,1237,1,1237,10,8,,1194,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,36,"[{'action_type': 'subscribe_mobile_app', 'value': '23.236667'}, {'action_type': 'subscribe_total', 'value': '23.236667'}, {'action_type': 'start_trial_mobile_app', 'value': '13.942'}, {'action_type': 'start_trial_total', 'value': '13.942'}]",2.112424,"[{'action_type': 'outbound_click', 'value': '2.112424'}]",2.112424,6.971,0.387278,,0.056354,0.056354,6.971,,0.058384,1.936389,24.967765,26.637371,1.289398,2025-12-10,2025-12-10,1.06687,2792,1.181948,33,"[{'action_type': 'outbound_click', 'value': '33'}]","[{'action_type': 'outbound_click', 'value': '1.181948'}]",2617,69.71,134,4,127,1071,670,433
,70,,,22,10,10,70,,,8,,,,,789,,789,8,8,,759,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,24,"[{'action_type': 'subscribe_mobile_app', 'value': '49.71'}, {'action_type': 'subscribe_total', 'value': '49.71'}, {'action_type': 'start_trial_mobile_app', 'value': '49.71'}, {'action_type': 'start_trial_total', 'value': '49.71'}]",2.259545,"[{'action_type': 'outbound_click', 'value': '2.259545'}]",2.259545,4.971,0.710143,,0.063004,0.063004,6.21375,,0.065494,2.07125,31.844971,32.426614,1.537476,2025-12-10,2025-12-10,1.018265,1561,1.409353,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '1.409353'}]",1533,49.71,101,5,93,687,398,254
,16,,,4,1,1,16,,,1,,,,,130,,130,1,1,,125,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,6,,2.305,"[{'action_type': 'outbound_click', 'value': '2.305'}]",2.305,9.22,0.57625,,0.070923,0.070923,9.22,,0.07376,1.536667,35.598456,37.177419,2.316602,2025-12-10,2025-12-10,1.044355,259,1.544402,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.544402'}]",248,9.22,21,6,20,111,66,47
,,,,2,,,,,,,,,,,26,,26,,,,24,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.58,"[{'action_type': 'outbound_click', 'value': '0.58'}]",0.58,,,,0.044615,0.044615,,,0.048333,0.58,24.680851,25.777778,4.255319,2025-12-10,2025-12-10,1.044444,47,4.255319,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4.255319'}]",45,1.16,4,5,3,21,11,7
,,,,,,,,,,,,,,,3,,3,,,,3,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,,,0.04,,24,24,0,2025-12-10,2025-12-10,1,5,,,,,5,0.12,,3,,3,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0425,0.0425,,,0.0425,,34,34,0,2025-12-10,2025-12-10,1,5,,,,,5,0.17,1,5,1,3,1,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.166667,0.166667,,,0.166667,,71.428571,71.428571,0,2025-12-10,2025-12-10,1,7,,,,,7,0.5,,3,,2,2,
,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-10,2025-12-10,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-10,2025-12-10,1,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,4,,4,,,,4,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0675,0.0675,,,0.0675,,27,27,0,2025-12-10,2025-12-10,1,10,,,,,10,0.27,1,91,1,4,3,3
,59,,,3,1,1,59,,,2,,,,,84,,84,2,2,,79,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,3,"[{'action_type': 'subscribe_mobile_app', 'value': '4.95'}, {'action_type': 'subscribe_total', 'value': '4.95'}, {'action_type': 'start_trial_mobile_app', 'value': '4.95'}, {'action_type': 'start_trial_total', 'value': '4.95'}]",1.65,"[{'action_type': 'outbound_click', 'value': '1.65'}]",1.65,4.95,0.083898,,0.058929,0.058929,2.475,,0.062658,1.65,25.91623,27.197802,1.570681,2025-12-10,2025-12-10,1.049451,191,1.570681,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.570681'}]",182,4.95,11,6,11,73,52,41
,35,,,6,1,1,35,,,2,,,,,157,,157,2,2,,149,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,6,,1.668333,"[{'action_type': 'outbound_click', 'value': '1.668333'}]",1.668333,10.01,0.286,,0.063758,0.063758,5.005,,0.067181,1.668333,26.342105,27.424658,1.578947,2025-12-10,2025-12-10,1.041096,380,1.578947,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.578947'}]",365,10.01,24,4,23,133,79,64
,22,,,2,5,5,22,,,3,,,,,130,,130,3,3,,125,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,2,"[{'action_type': 'subscribe_mobile_app', 'value': '9.05'}, {'action_type': 'subscribe_total', 'value': '9.05'}, {'action_type': 'start_trial_mobile_app', 'value': '9.05'}, {'action_type': 'start_trial_total', 'value': '9.05'}]",4.525,"[{'action_type': 'outbound_click', 'value': '4.525'}]",4.525,1.81,0.411364,,0.069615,0.069615,3.016667,,0.0724,4.525,30.782313,32.206406,0.680272,2025-12-10,2025-12-10,1.046263,294,0.680272,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.680272'}]",281,9.05,17,5,17,122,73,56
,1,,,,,,1,,,1,,,,,40,,40,1,1,,39,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,3.53,,0.08825,0.08825,3.53,,0.090513,,45.25641,47.066667,0,2025-12-10,2025-12-10,1.04,78,,,,,75,3.53,7,6,7,35,24,20
,,,,,,,,,,,,,,,5,,5,,,,5,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,27.272727,30,0,2025-12-10,2025-12-10,1.1,11,,,,,10,0.3,3,5,1,5,4,3
1,34,,,,,,34,1,1,,,,,1,,,,,,1,,1,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,"[{'action_type': 'subscribe_mobile_app', 'value': '0'}, {'action_type': 'subscribe_total', 'value': '0'}]",,,,,0,0,,,,0,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,35,,,,,,35,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,"[{'action_type': 'subscribe_mobile_app', 'value': '0'}, {'action_type': 'subscribe_total', 'value': '0'}]",,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
2,26,,,,,,26,2,2,,,,,2,,,,,,2,,2,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,0,,,,0,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,5,,,,,,5,,,,,,,,,,,,,,,,6922652352184,06_michael_luther - kendrick,6922613868984,luther (kendrick),45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,15,,,,,,15,,,,,,,,,,,,,,,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,25-34,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6924661652784,04_MorganF_Nuthin But A G Thang - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,65+,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,3,,,,,,3,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6924661652984,04 Morgan_Gin - Copy 3,6924661349784,FB_iOS_BAU_Purchase_M_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,35-44,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,7,,,,,,7,,,,,,,,,,,,,,,,6924662035984,12 Prerna - Copy 2,6924661447784,FB_iOS_BAU_Purchase_F_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,25-34,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,2,,,,,,2,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,45-54,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,6,,,,,,6,,,,,,,,,,,,,,,,6924662036184,03_blackbodysuit_Big energy - Copy 3,6924661447784,FB_iOS_BAU_Purchase_F_Rap,55-64,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,0,,,,,,,,,,,2025-12-10,2025-12-10,0,0,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,7.5,7.5,0,2025-12-10,2025-12-10,1,4,,,,,4,0.03,,0,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.07,0.07,,,0.07,,15.555556,15.555556,0,2025-12-10,2025-12-10,1,9,,,,,9,0.14,,1,,2,,
,,,,,,,,,,,,,,,6,,6,,,,6,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.03,0.03,,,0.03,,11.25,11.25,0,2025-12-10,2025-12-10,1,16,,,,,16,0.18,,3,,6,3,1
,,,,,,,,,,,,,,,8,,8,,,,8,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.10625,0.10625,,,0.10625,,34,35.416667,0,2025-12-10,2025-12-10,1.041667,25,,,,,24,0.85,,3,,6,3,1
,,,,,,,,,,,,,,,3,,3,,,,3,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.033333,0.033333,,,0.033333,,20,20,0,2025-12-10,2025-12-10,1,5,,,,,5,0.1,1,8,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-10,2025-12-10,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-10,2025-12-10,1,1,,,,,1,0.01,,8,,1,1,
,,,,,,,,,,,,,,,12,,12,,,,12,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.031667,0.031667,,,0.031667,,16.521739,16.521739,0,2025-12-10,2025-12-10,1,23,,,,,23,0.38,1,7,1,11,3,2
,,,,,,,,,,,,,,,18,,18,,,,18,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.032222,0.032222,,,0.032222,,13.488372,14.5,0,2025-12-10,2025-12-10,1.075,43,,,,,40,0.58,4,5,4,18,11,8
,,,,,,,,,,,,,,,10,,10,,,,10,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.083,0.083,,,0.083,,21.282051,21.282051,0,2025-12-10,2025-12-10,1,39,,,,,39,0.83,,4,,10,7,4
,,,,,,,,,,,,,,,9,,9,,,,9,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.036667,0.036667,,,0.036667,,25.384615,25.384615,0,2025-12-10,2025-12-10,1,13,,,,,13,0.33,7,350,7,9,8,8
,,,,,,,,,,,,,,,2,,2,,,,2,,6924675698584,04_morgan_snoop_gin_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,28,28,0,2025-12-10,2025-12-10,1,5,,,,,5,0.14,,2,,2,,
,15,,,3,,,15,,,1,1,1,,,106,,106,2,1,,101,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,6,,2.653333,"[{'action_type': 'outbound_click', 'value': '2.653333'}]",2.653333,,0.530667,,0.075094,0.075094,3.98,,0.078812,1.326667,15.888224,16.446281,1.197605,2025-12-10,2025-12-10,1.035124,501,0.598802,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.598802'}]",484,7.96,7,3,7,100,44,18
,169,,,18,8,8,169,,,9,,,,,514,,514,9,9,,487,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,25,"[{'action_type': 'subscribe_mobile_app', 'value': '5.678'}, {'action_type': 'subscribe_total', 'value': '5.678'}, {'action_type': 'start_trial_mobile_app', 'value': '4.731667'}, {'action_type': 'start_trial_total', 'value': '4.731667'}]",1.577222,"[{'action_type': 'outbound_click', 'value': '1.577222'}]",1.577222,3.54875,0.167988,,0.055233,0.055233,3.154444,,0.058296,1.1356,14.280684,15.061008,1.257545,2025-12-10,2025-12-10,1.054642,1988,0.905433,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '0.905433'}]",1885,28.39,38,3,35,440,215,120
,150,,,23,15,15,150,,,5,,,,,669,,669,5,5,,641,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,27,"[{'action_type': 'subscribe_mobile_app', 'value': '8.8975'}, {'action_type': 'subscribe_total', 'value': '8.8975'}, {'action_type': 'start_trial_mobile_app', 'value': '5.931667'}, {'action_type': 'start_trial_total', 'value': '5.931667'}]",1.547391,"[{'action_type': 'outbound_click', 'value': '1.547391'}]",1.547391,2.372667,0.237267,,0.053199,0.053199,7.118,,0.055523,1.318148,15.9382,16.630841,1.209136,2025-12-10,2025-12-10,1.043458,2233,1.030004,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.030004'}]",2140,35.59,44,3,43,570,283,164
