action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,24,,24,,,,24,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.08125,0.08125,,,0.08125,,29.545455,30,0,2025-12-03,2025-12-03,1.015385,66,,,,,65,1.95,5,4,5,22,9,6
,3,,,1,,,3,,,,,,29,,29,,,,28,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,2.97,"[{'action_type': 'outbound_click', 'value': '2.97'}]",2.97,,0.99,,0.102414,0.102414,,,0.106071,2.97,35.357143,36.666667,1.190476,2025-12-03,2025-12-03,1.037037,84,1.190476,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.190476'}]",81,2.97,7,4,7,27,14,9
,,,,,,,,,,,,,9,,9,,,,9,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.077778,0.077778,,,0.077778,,28,29.166667,0,2025-12-03,2025-12-03,1.041667,25,,,,,24,0.7,2,3,2,8,5,3
,,,,,,,,,,,,,5,,5,,,,5,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.036,0.036,,,0.036,,36,36,0,2025-12-03,2025-12-03,1,5,,,,,5,0.18,1,8,1,5,3,2
,,,,,,,,,,,,,6,,6,,,,6,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.063333,0.063333,,,0.063333,,17.272727,17.272727,0,2025-12-03,2025-12-03,1,22,,,,,22,0.38,,3,,6,5,1
,1,,,2,,,1,,,,,,64,,64,,,,62,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,2.285,"[{'action_type': 'outbound_click', 'value': '2.285'}]",2.285,,4.57,,0.071406,0.071406,,,0.07371,2.285,21.556604,22.077295,0.943396,2025-12-03,2025-12-03,1.024155,212,0.943396,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.943396'}]",207,4.57,4,2,4,57,18,7
,23,,,8,3,3,23,,,,,,442,,442,1,1,,433,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,9,,3.61625,"[{'action_type': 'outbound_click', 'value': '3.61625'}]",3.61625,9.643333,1.257826,,0.065452,0.065452,28.93,,0.066813,3.214444,23.16253,24.516949,0.720576,2025-12-03,2025-12-03,1.058475,1249,0.640512,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.640512'}]",1180,28.93,32,3,30,398,160,84
,44,1,,12,5,5,44,,,,,,762,1,762,6,5,,744,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,14,,4.174167,"[{'action_type': 'outbound_click', 'value': '4.174167'}]",4.174167,10.018,1.138409,,0.065735,0.065735,8.348333,,0.067325,3.577857,28.061625,29.275278,0.784314,2025-12-03,2025-12-03,1.04325,1785,0.672269,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '0.672269'}]",1711,50.09,59,3,56,703,261,141
,3,,,1,,,3,,,,,,202,,202,1,1,,200,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,18.56,"[{'action_type': 'outbound_click', 'value': '18.56'}]",18.56,,6.186667,,0.091881,0.091881,18.56,,0.0928,18.56,37.494949,39.913978,0.20202,2025-12-03,2025-12-03,1.064516,495,0.20202,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.20202'}]",465,18.56,18,3,18,187,68,39
,2,,,,1,1,2,,,,,,21,,21,,,,21,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,,,,1.55,0.775,,0.07381,0.07381,,,0.07381,1.55,25,25.833333,1.612903,2025-12-03,2025-12-03,1.033333,62,,,,,60,1.55,6,5,6,20,8,8
,,,,,,,,,,,,,3,,3,,,,3,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.04,0.04,,,0.04,,15,15,0,2025-12-03,2025-12-03,1,8,,,,,8,0.12,,2,,3,,
,,,,,,,,,,,,,3,,3,,,,3,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.083333,0.083333,,,0.083333,,14.705882,14.705882,0,2025-12-03,2025-12-03,1,17,,,,,17,0.25,,1,,3,,
,,,,,,,,,,,,,9,,9,,,,9,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.096667,0.096667,,,0.096667,,27.1875,27.1875,0,2025-12-03,2025-12-03,1,32,,,,,32,0.87,2,3,2,9,3,2
,1,,,1,,,1,,,,,,5,,5,,,,4,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.2,"[{'action_type': 'outbound_click', 'value': '0.2'}]",0.2,,0.2,,0.04,0.04,,,0.05,0.2,22.222222,22.222222,11.111111,2025-12-03,2025-12-03,1,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",9,0.2,,5,,4,3,3
,,,,,,,,,,,,,,,,,,,,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,11,,11,,,,11,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,18-24,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.053636,0.053636,,,0.053636,,15.945946,15.945946,0,2025-12-03,2025-12-03,1,37,,,,,37,0.59,1,2,1,10,4,3
,3,,,,,,3,,,,,,41,,41,,,,41,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,1.42,,0.103902,0.103902,,,0.103902,,22.659574,23.406593,0,2025-12-03,2025-12-03,1.032967,188,,,,,182,4.26,5,3,3,41,16,10
,35,,,4,2,2,35,,,,,,91,,91,,,,87,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,1.3325,"[{'action_type': 'outbound_click', 'value': '1.3325'}]",1.3325,2.665,0.152286,,0.058571,0.058571,,,0.061264,1.066,19.595588,19.667897,1.838235,2025-12-03,2025-12-03,1.00369,272,1.470588,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.470588'}]",271,5.33,7,3,6,85,42,18
,11,,,2,,,11,,,,,,51,,51,,,,49,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.605,"[{'action_type': 'outbound_click', 'value': '1.605'}]",1.605,,0.291818,,0.062941,0.062941,,,0.06551,3.21,27.435897,28.157895,0.854701,2025-12-03,2025-12-03,1.026316,117,1.709402,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.709402'}]",114,3.21,5,4,5,48,21,13
,5,,,,1,1,5,,,,,,1,,1,,,,1,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,55-64,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,0.53,0.106,,0.53,0.53,,,0.53,,53,53,0,2025-12-03,2025-12-03,1,10,,,,,10,0.53,,2,,1,1,
,,,,,,,,,,,,,,,,,,,,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,65+,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,25-34,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-03,2025-12-03,1,1,,,,,1,0.02,,4,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,35-44,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-03,2025-12-03,1,3,,,,,3,0.03,,3,,1,1,
,,,,,,,,,,,,,,,,,,,,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,45-54,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-12-03,2025-12-03,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,45-54,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,6916144704984,jesus_rap_1_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916144704984,jesus_rap_1_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,90,90,0,2025-12-03,2025-12-03,1,1,,,,,1,0.09,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,1,,,,,1,0.01,,0,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-12-03,2025-12-03,1,1,,,,,1,0.06,,7,,1,1,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,65,65,0,2025-12-03,2025-12-03,1,2,,,,,2,0.13,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.096667,0.096667,,,0.096667,,48.333333,48.333333,0,2025-12-03,2025-12-03,1,6,,,,,6,0.29,,4,,3,,
,,,,,,,,,,,,,38,,38,1,1,,37,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.090526,0.090526,3.44,,0.092973,,19.770115,21.5,0,2025-12-03,2025-12-03,1.0875,174,,,,,160,3.44,5,3,4,30,16,10
,13,,,13,2,2,13,,,,,,293,,293,2,2,,278,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,14,,1.308462,"[{'action_type': 'outbound_click', 'value': '1.308462'}]",1.308462,8.505,1.308462,,0.058055,0.058055,8.505,,0.061187,1.215,21.807692,22.411067,1.794872,2025-12-03,2025-12-03,1.027668,780,1.666667,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.666667'}]",759,17.01,38,4,37,238,123,92
1,79,,,15,7,7,79,1,1,,,1,342,2,342,3,1,1,324,1,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,15,"[{'action_type': 'subscribe_mobile_app', 'value': '20.9'}, {'action_type': 'subscribe_total', 'value': '20.9'}]",1.393333,"[{'action_type': 'outbound_click', 'value': '1.393333'}]",1.393333,2.985714,0.264557,20.9,0.061111,0.061111,6.966667,20.9,0.064506,1.393333,28.867403,31.811263,2.071823,2025-12-03,2025-12-03,1.101979,724,2.071823,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '2.071823'}]",657,20.9,57,5,55,291,145,114
,,,,1,,,,,,,,,88,,88,2,2,,85,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,55-64,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,6.33,"[{'action_type': 'outbound_click', 'value': '6.33'}]",6.33,,,,0.071932,0.071932,3.165,,0.074471,6.33,36.171429,38.597561,0.571429,2025-12-03,2025-12-03,1.067073,175,0.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.571429'}]",164,6.33,21,6,20,80,40,34
,,,,1,,,,,,,,,9,,9,,,,8,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,65+,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.7,"[{'action_type': 'outbound_click', 'value': '0.7'}]",0.7,,,,0.077778,0.077778,,,0.0875,0.7,35,38.888889,5,2025-12-03,2025-12-03,1.111111,20,5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5'}]",18,0.7,1,4,,8,4,3
,,,,,,,,,,,,,,,,,,,,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,18-24,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-03,2025-12-03,1,3,,,,,3,0.05,,1,,,,
,1,,,2,,,1,,,,,,19,1,19,1,,,16,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,25-34,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,0.88,"[{'action_type': 'outbound_click', 'value': '0.88'}]",0.88,,1.76,,0.092632,0.092632,1.76,,0.11,0.88,18.333333,19.130435,2.083333,2025-12-03,2025-12-03,1.043478,96,2.083333,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",92,1.76,2,3,2,13,6,6
,4,,,4,2,2,4,,,,,,67,,67,,,,63,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,35-44,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,1.6675,"[{'action_type': 'outbound_click', 'value': '1.6675'}]",1.6675,3.335,1.6675,,0.099552,0.099552,,,0.105873,1.6675,25.852713,28.262712,1.550388,2025-12-03,2025-12-03,1.09322,258,1.550388,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.550388'}]",236,6.67,10,3,9,53,25,18
,1,,,2,,,1,,,,,,51,,51,,,,49,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,45-54,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,2.705,"[{'action_type': 'outbound_click', 'value': '2.705'}]",2.705,,5.41,,0.106078,0.106078,,,0.110408,2.705,37.832168,40.676692,1.398601,2025-12-03,2025-12-03,1.075188,143,1.398601,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.398601'}]",133,5.41,7,4,8,43,23,17
