action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,16,,,1,1,1,16,,,,,,110,,110,,,,109,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,12.3,"[{'action_type': 'outbound_click', 'value': '12.3'}]",12.3,12.3,0.76875,,0.111818,0.111818,,,0.112844,6.15,32.539683,33.884298,0.529101,2025-12-01,2025-12-01,1.041322,female,378,0.26455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.26455'}]",363,12.3,7,3,7,99,32,18
,286,,,20,8,8,286,,,,,,1005,,1005,3,3,,982,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,20,"[{'action_type': 'subscribe_mobile_app', 'value': '72.11'}, {'action_type': 'subscribe_total', 'value': '72.11'}, {'action_type': 'start_trial_mobile_app', 'value': '24.036667'}, {'action_type': 'start_trial_total', 'value': '24.036667'}]",3.6055,"[{'action_type': 'outbound_click', 'value': '3.6055'}]",3.6055,9.01375,0.252133,,0.071751,0.071751,24.036667,,0.073432,3.6055,23.223833,24.763049,0.644122,2025-12-01,2025-12-01,1.066277,male,3105,0.644122,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '0.644122'}]",2912,72.11,69,3,65,915,354,186
,,,,,,,,,,,,,9,,9,,,,9,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.095556,0.095556,,,0.095556,,26.875,27.741935,0,2025-12-01,2025-12-01,1.032258,unknown,32,,,,,31,0.86,3,4,2,7,4,3
,,,,,,,,,,,,,,,,,,,,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-12-01,2025-12-01,1,male,3,,,,,3,0.03,,1,,1,,
,9,,,4,,,9,,,,,,151,1,151,4,3,,143,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,,3.3675,"[{'action_type': 'outbound_click', 'value': '3.3675'}]",3.3675,,1.496667,,0.089205,0.089205,3.3675,,0.094196,3.3675,29.866962,32.147971,0.886918,2025-12-01,2025-12-01,1.076372,female,451,0.886918,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.886918'}]",419,13.47,23,3,22,138,69,42
,229,1,,16,11,11,229,,,,,,509,,509,6,6,,487,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,17,"[{'action_type': 'subscribe_mobile_app', 'value': '11.56'}, {'action_type': 'subscribe_total', 'value': '11.56'}, {'action_type': 'start_trial_mobile_app', 'value': '8.67'}, {'action_type': 'start_trial_total', 'value': '8.67'}]",2.1675,"[{'action_type': 'outbound_click', 'value': '2.1675'}]",2.1675,3.152727,0.151441,,0.068134,0.068134,5.78,,0.071212,2.04,22.345361,24.456982,1.095361,2025-12-01,2025-12-01,1.094499,male,1552,1.030928,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.030928'}]",1418,34.68,63,3,60,474,224,146
,,,,,,,,,,,,,8,,8,,,,8,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07125,0.07125,,,0.07125,,24.782609,25.909091,0,2025-12-01,2025-12-01,1.045455,unknown,23,,,,,22,0.57,1,3,1,8,3,1
,,,,,,,,,,,,,,,,,,,,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,30,30,0,2025-12-01,2025-12-01,1,male,1,,,,,1,0.03,,1,,,,
,16,,,6,,,16,,,,,,127,1,127,2,1,,119,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,6,,1.448333,"[{'action_type': 'outbound_click', 'value': '1.448333'}]",1.448333,,0.543125,,0.068425,0.068425,4.345,,0.073025,1.448333,28.585526,29.557823,1.973684,2025-12-01,2025-12-01,1.034014,female,304,1.973684,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.973684'}]",294,8.69,31,4,29,116,63,39
,195,,,17,11,11,195,,,,,,463,,463,4,4,,442,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,18,"[{'action_type': 'subscribe_mobile_app', 'value': '18.215'}, {'action_type': 'subscribe_total', 'value': '18.215'}, {'action_type': 'start_trial_mobile_app', 'value': '9.1075'}, {'action_type': 'start_trial_total', 'value': '9.1075'}]",2.142941,"[{'action_type': 'outbound_click', 'value': '2.142941'}]",2.142941,3.311818,0.186821,,0.078683,0.078683,9.1075,,0.082421,2.023889,27.745621,29.958882,1.370906,2025-12-01,2025-12-01,1.07977,male,1313,1.294745,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.294745'}]",1216,36.43,79,3,73,428,238,133
,1,,,1,,,1,,,,,,9,,9,,,,8,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.52,"[{'action_type': 'outbound_click', 'value': '0.52'}]",0.52,,0.52,,0.057778,0.057778,,,0.065,0.52,32.5,40,6.25,2025-12-01,2025-12-01,1.230769,unknown,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",13,0.52,2,5,2,8,4,2
,,,,,,,,,,,,,5,,5,1,1,,4,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.122,0.122,0.61,,0.1525,,46.923077,55.454545,0,2025-12-01,2025-12-01,1.181818,female,13,,,,,11,0.61,1,3,1,4,2,1
,,,,,,,,,,,,,12,,12,,,,12,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.1275,0.1275,,,0.1275,,28.333333,30,0,2025-12-01,2025-12-01,1.058824,male,54,,,,,51,1.53,1,2,,12,7,4
,,,,,,,,,,,,,1,,1,,,,1,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-01,2025-12-01,1,unknown,1,,,,,1,0.03,,4,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.24,0.24,,,0.24,,48,48,0,2025-12-01,2025-12-01,1,female,5,,,,,5,0.24,,1,,,,
,,,,,,,,,,,,,3,,3,,,,3,,6916143260984,tyson_rap_2_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.086667,0.086667,,,0.086667,,28.888889,32.5,0,2025-12-01,2025-12-01,1.125,male,9,,,,,8,0.26,,3,,3,2,2
,,,,,,,,,,,,,4,,4,,,,4,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.045,0.045,,,0.045,,16.363636,16.363636,0,2025-12-01,2025-12-01,1,male,11,,,,,11,0.18,1,4,1,4,1,1
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-01,2025-12-01,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,30,0,2025-12-01,2025-12-01,1,male,2,,,,,2,0.06,,2,,,,
,,,,,,,,,,,,,4,,4,1,1,,3,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.1125,0.1125,0.45,,0.15,,75,75,0,2025-12-01,2025-12-01,1,female,6,,,,,6,0.45,,3,,3,,
,,,,,,,,,,,,,,,,,,,,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,35,35,0,2025-12-01,2025-12-01,1,male,2,,,,,2,0.07,,3,,,,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,145,145,0,2025-12-01,2025-12-01,1,female,2,,,,,2,0.29,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,200,200,0,2025-12-01,2025-12-01,1,male,2,,,,,2,0.4,,1,,,,
,364,,,70,28,28,364,,,,,,1826,,1826,14,14,,1742,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,69,"[{'action_type': 'subscribe_mobile_app', 'value': '24.333831'}, {'action_type': 'subscribe_total', 'value': '24.333831'}, {'action_type': 'start_trial_mobile_app', 'value': '13.518795'}, {'action_type': 'start_trial_total', 'value': '13.518795'}]",1.738131,"[{'action_type': 'outbound_click', 'value': '1.763321'}]",1.738131,4.345327,0.334256,,0.066632,0.066632,8.690654,,0.069845,1.763321,27.446234,29.835496,1.556508,2025-12-01,2025-12-01,1.087052,female,4433,1.579066,70,"[{'action_type': 'outbound_click', 'value': '69'}]","[{'action_type': 'outbound_click', 'value': '1.556508'}]",4078,121.669154,247,4,237,1523,831,654
,,1,,3,,,,,,,,,140,,140,2,2,,135,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,3,,3.483595,"[{'action_type': 'outbound_click', 'value': '3.483595'}]",3.483595,,,,0.074648,0.074648,5.225393,,0.077413,3.483595,23.644313,25.677607,0.678733,2025-12-01,2025-12-01,1.085995,male,442,0.678733,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.678733'}]",407,10.450786,24,4,24,120,65,53
,,,,,,,,,,,,,11,,11,,,,11,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.072733,0.072733,,,0.072733,,29.631859,29.631859,0,2025-12-01,2025-12-01,1,unknown,27,,,,,27,0.80006,,3,,9,2,1
,49,,,13,4,4,49,,,,,,282,,282,,,,269,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,14,"[{'action_type': 'subscribe_mobile_app', 'value': '25.21'}, {'action_type': 'subscribe_total', 'value': '25.21'}, {'action_type': 'start_trial_mobile_app', 'value': '12.605'}, {'action_type': 'start_trial_total', 'value': '12.605'}]",1.939231,"[{'action_type': 'outbound_click', 'value': '1.939231'}]",1.939231,6.3025,0.51449,,0.089397,0.089397,,,0.093717,1.800714,27.918051,31.123457,1.550388,2025-12-01,2025-12-01,1.114815,female,903,1.439646,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.439646'}]",810,25.21,31,3,29,236,126,78
,,,,,,,,,,,,,12,,12,,,,12,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.134167,0.134167,,,0.134167,,25.967742,25.967742,0,2025-12-01,2025-12-01,1,male,62,,,,,62,1.61,3,3,3,11,5,4
,,,,,,,,,,,,,,,,,,,,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,70,70,0,2025-12-01,2025-12-01,1,unknown,2,,,,,2,0.14,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.375,0.375,,,0.375,,187.5,187.5,0,2025-12-01,2025-12-01,1,female,4,,,,,4,0.75,,5,,2,2,1
,,,,,,,,,,,,,2,,2,,,,2,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.245,0.245,,,0.245,,98,98,0,2025-12-01,2025-12-01,1,male,5,,,,,5,0.49,,3,,1,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916167868984,09 anomansollips,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.21,0.21,,,0.21,,210,210,0,2025-12-01,2025-12-01,1,male,1,,,,,1,0.21,1,24,1,1,1,1
1,581,4,,106,41,41,581,1,1,2,2,1,2697,1,2697,42,39,1,2549,1,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,119,"[{'action_type': 'subscribe_mobile_app', 'value': '16.776812'}, {'action_type': 'subscribe_total', 'value': '16.776812'}, {'action_type': 'start_trial_mobile_app', 'value': '11.842455'}, {'action_type': 'start_trial_total', 'value': '11.842455'}]",1.899262,"[{'action_type': 'outbound_click', 'value': '1.899262'}]",1.899262,4.910286,0.346509,201.321739,0.074647,0.074647,4.793375,201.321739,0.078981,1.691779,27.249829,29.72416,1.61072,2025-12-01,2025-12-01,1.090802,female,7388,1.434759,106,"[{'action_type': 'outbound_click', 'value': '106'}]","[{'action_type': 'outbound_click', 'value': '1.434759'}]",6773,201.321739,296,4,282,2304,1187,758
,70,1,,16,5,5,70,,,1,1,,565,,565,9,8,,540,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,17,"[{'action_type': 'subscribe_mobile_app', 'value': '20.47916'}, {'action_type': 'subscribe_total', 'value': '20.47916'}, {'action_type': 'start_trial_mobile_app', 'value': '40.958319'}, {'action_type': 'start_trial_total', 'value': '40.958319'}]",2.559895,"[{'action_type': 'outbound_click', 'value': '2.559895'}]",2.559895,8.191664,0.585119,,0.072493,0.072493,4.550924,,0.075849,2.409313,22.779933,24.614375,0.945495,2025-12-01,2025-12-01,1.080529,male,1798,0.889878,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '0.889878'}]",1664,40.958319,72,4,71,477,248,147
,,,,,,,,,,,,,19,,19,,,,19,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.074734,0.074734,,,0.074734,,23.665696,26.295217,0,2025-12-01,2025-12-01,1.111111,unknown,60,,,,,54,1.419942,2,3,1,16,11,5
,,,,,,,,,,,,,1,,1,,,,1,,6916170551184,14 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-01,2025-12-01,1,female,1,,,,,1,0.04,,9,,1,1,
,,,,,,,,,,,,,,,,,,,,,6916171454184,15 tyson,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,30,37.5,0,2025-12-01,2025-12-01,1.25,male,5,,,,,4,0.15,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916171835184,16 Curry,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-01,2025-12-01,1,male,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-01,2025-12-01,1,female,1,,,,,1,0.01,,4,,1,,
,,,,,,,,,,,,,1,,1,,,,1,,6916172137384,17 Lebrone,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.31,0.31,,,0.31,,34.444444,34.444444,0,2025-12-01,2025-12-01,1,male,9,,,,,9,0.31,,1,,1,,
,5,,,5,2,2,5,,,,,,157,,157,1,1,,151,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,5,,3.426,"[{'action_type': 'outbound_click', 'value': '3.426'}]",3.426,8.565,3.426,,0.109108,0.109108,17.13,,0.113444,3.426,42.192118,49.941691,1.231527,2025-12-01,2025-12-01,1.183673,female,406,1.231527,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.231527'}]",343,17.13,21,5,20,135,70,48
,15,,,12,4,4,15,,,,,,354,2,354,2,,,340,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,13,,3.123333,"[{'action_type': 'outbound_click', 'value': '3.123333'}]",3.123333,9.37,2.498667,,0.105876,0.105876,18.74,,0.110235,2.883077,33.464286,37.858586,1.160714,2025-12-01,2025-12-01,1.131313,male,1120,1.071429,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.071429'}]",990,37.48,45,3,45,300,142,95
