action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,13.333333,0,2025-12-12,2025-12-12,1.333333,unknown,4,,,,,3,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,25,25,0,2025-12-12,2025-12-12,1,female,2,,,,,2,0.05,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-12,2025-12-12,1,male,1,,,,,1,0.03,,7,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.09,0.09,,,0.09,,18,30,0,2025-12-12,2025-12-12,1.666667,female,5,,,,,3,0.09,,6,,1,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.31,0.31,,,0.31,,31,31,0,2025-12-12,2025-12-12,1,male,10,,,,,10,0.31,,2,,1,1,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-12,2025-12-12,1,female,2,,,,,2,0.04,,2,,1,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.13,0.13,,,0.13,,43.333333,55.714286,0,2025-12-12,2025-12-12,1.285714,male,9,,,,,7,0.39,1,9,1,3,3,2
,2,,,1,,,2,,,,,,,,,3,,3,,,,2,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.06,"[{'action_type': 'outbound_click', 'value': '0.06'}]",0.06,,0.03,,0.02,0.02,,,0.03,0.06,12,12,20,2025-12-12,2025-12-12,1,female,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",5,0.06,1,6,1,2,2,2
,2,,,,,,2,,,,,,,,,12,,12,,,,12,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0.32,,0.053333,0.053333,,,0.053333,,15.238095,15.609756,0,2025-12-12,2025-12-12,1.02439,female,42,,,,,41,0.64,3,3,3,12,8,7
,3,,,2,,,3,,,,,,,,,12,,12,,,,10,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,0.77,"[{'action_type': 'outbound_click', 'value': '0.77'}]",0.77,,0.513333,,0.128333,0.128333,,,0.154,0.77,38.5,38.5,5,2025-12-12,2025-12-12,1,male,40,5,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5'}]",40,1.54,1,3,1,10,2,1
,132,,,16,9,9,132,,,,1,,,,,234,,234,1,1,,217,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,19,"[{'action_type': 'subscribe_mobile_app', 'value': '4.63'}, {'action_type': 'subscribe_total', 'value': '4.63'}, {'action_type': 'start_trial_mobile_app', 'value': '3.858333'}, {'action_type': 'start_trial_total', 'value': '3.858333'}]",1.446875,"[{'action_type': 'outbound_click', 'value': '1.446875'}]",1.446875,2.572222,0.175379,,0.098932,0.098932,23.15,,0.106682,1.218421,23.865979,26.366743,1.958763,2025-12-12,2025-12-12,1.104784,female,970,1.649485,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.649485'}]",878,23.15,14,3,14,188,84,39
,10,,,2,1,1,10,,,,,,,,,14,,14,,,,12,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,"[{'action_type': 'subscribe_mobile_app', 'value': '2.11'}, {'action_type': 'subscribe_total', 'value': '2.11'}, {'action_type': 'start_trial_mobile_app', 'value': '2.11'}, {'action_type': 'start_trial_total', 'value': '2.11'}]",1.055,"[{'action_type': 'outbound_click', 'value': '1.055'}]",1.055,2.11,0.211,,0.150714,0.150714,,,0.175833,0.703333,25.119048,26.708861,3.571429,2025-12-12,2025-12-12,1.063291,male,84,2.380952,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.380952'}]",79,2.11,4,2,4,10,5,4
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.18,0.18,,,0.18,,22.5,25.714286,0,2025-12-12,2025-12-12,1.142857,unknown,16,,,,,14,0.36,,1,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-12,2025-12-12,1,female,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-12,2025-12-12,1,male,2,,,,,2,0,,2,,,,
