action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_conversation_started_7d,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_onsite_conversion.messaging_conversation_started_7d,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,,,,1,,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,,2025-12-13,2025-12-13,0,male,0,,,,,0,0,,,,,,
,359,2,2,80,31,31,359,,,,28,,,2,,2081,,2081,32,30,,1969,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,96,"[{'action_type': 'subscribe_mobile_app', 'value': '9.055'}, {'action_type': 'subscribe_total', 'value': '9.055'}, {'action_type': 'start_trial_mobile_app', 'value': '8.231818'}, {'action_type': 'start_trial_total', 'value': '8.231818'}]",1.131875,"[{'action_type': 'outbound_click', 'value': '1.131875'}]",1.131875,2.920968,0.252228,,,0.043513,0.043513,2.829688,,0.045988,0.943229,15.913884,15.91948,1.68717,2025-12-13,2025-12-13,1.000352,female,5690,1.405975,80,"[{'action_type': 'outbound_click', 'value': '80'}]","[{'action_type': 'outbound_click', 'value': '1.405975'}]",5688,90.55,163,4,158,1777,888,525
,3,,,4,,,3,,,,7,,,,,191,1,191,8,7,,179,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,5,,1.8175,"[{'action_type': 'outbound_click', 'value': '1.8175'}]",1.8175,,2.423333,,,0.038063,0.038063,0.90875,,0.040615,1.454,16.084071,16.191537,1.106195,2025-12-13,2025-12-13,1.006682,male,452,0.884956,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.884956'}]",449,7.27,17,4,17,162,92,60
,,,,,,,,,,,,,,,,11,,11,,,,11,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,,,,,,,,0.042727,0.042727,,,0.042727,0.47,14.242424,14.242424,3.030303,2025-12-13,2025-12-13,1,unknown,33,,,,,33,0.47,1,3,1,10,6,5
,1,,,,,,1,,,,,,,,,20,,20,,,,20,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,0.98,,,0.049,0.049,,,0.049,,16.065574,16.896552,0,2025-12-13,2025-12-13,1.051724,female,61,,,,,58,0.98,2,4,2,16,10,8
,15,1,,2,,,15,,,,,,,,,64,,64,,,,62,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,1.63,"[{'action_type': 'outbound_click', 'value': '1.63'}]",1.63,,0.217333,,,0.050938,0.050938,,,0.052581,1.63,14.051724,14.488889,0.862069,2025-12-13,2025-12-13,1.031111,male,232,0.862069,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.862069'}]",225,3.26,8,3,8,50,22,14
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.045,0.045,,,0.045,,22.5,30,0,2025-12-13,2025-12-13,1.333333,unknown,4,,,,,3,0.09,,4,,2,1,1
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.043333,0.043333,,,0.043333,,26,26,0,2025-12-13,2025-12-13,1,female,5,,,,,5,0.13,,4,,3,1,
,,,,,,,,,,,,,,,,6,,6,,,,6,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.091667,0.091667,,,0.091667,,16.666667,16.666667,0,2025-12-13,2025-12-13,1,male,33,,,,,33,0.55,1,2,1,6,2,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924705570784,04 Morgan_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.03,0.03,,,0.03,,10,15,0,2025-12-13,2025-12-13,1.5,male,3,,,,,2,0.03,,3,,1,,
,2,,,,,,2,,,,,,,,,11,,11,,,,11,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,0.35,,,0.063636,0.063636,,,0.063636,,21.875,23.333333,0,2025-12-13,2025-12-13,1.066667,female,32,,,,,30,0.7,,2,,8,2,1
,80,,,4,4,4,80,,,,,,,,,105,,105,,,,101,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,6,"[{'action_type': 'subscribe_mobile_app', 'value': '3.065'}, {'action_type': 'subscribe_total', 'value': '3.065'}, {'action_type': 'start_trial_mobile_app', 'value': '3.065'}, {'action_type': 'start_trial_total', 'value': '3.065'}]",1.5325,"[{'action_type': 'outbound_click', 'value': '1.5325'}]",1.5325,1.5325,0.076625,,,0.058381,0.058381,,,0.060693,1.021667,19.15625,19.967427,1.875,2025-12-13,2025-12-13,1.042345,male,320,1.25,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.25'}]",307,6.13,14,4,13,89,44,24
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.06,0.06,,,0.06,,12,12,0,2025-12-13,2025-12-13,1,unknown,5,,,,,5,0.06,,2,,1,,
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.042,0.042,,,0.042,,16.153846,16.153846,0,2025-12-13,2025-12-13,1,male,13,,,,,13,0.21,1,3,1,4,1,1
,5,,,4,2,2,5,,,,1,,,,,98,,98,1,1,,93,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,,1.935,"[{'action_type': 'outbound_click', 'value': '1.935'}]",1.935,3.87,1.548,,,0.07898,0.07898,7.74,,0.083226,1.935,19.744898,21.440443,1.020408,2025-12-13,2025-12-13,1.085873,female,392,1.020408,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.020408'}]",361,7.74,13,3,12,81,37,21
,171,,,26,8,8,171,,,,1,,,,,675,1,675,2,1,,647,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,29,"[{'action_type': 'subscribe_mobile_app', 'value': '19.336667'}, {'action_type': 'subscribe_total', 'value': '19.336667'}, {'action_type': 'start_trial_mobile_app', 'value': '19.336667'}, {'action_type': 'start_trial_total', 'value': '19.336667'}]",2.231154,"[{'action_type': 'outbound_click', 'value': '2.231154'}]",2.231154,7.25125,0.33924,,,0.085941,0.085941,29.005,,0.08966,2.000345,18.963714,19.948418,0.948022,2025-12-13,2025-12-13,1.051926,male,3059,0.849951,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '0.849951'}]",2908,58.01,67,2,67,551,246,147
,,,,1,,,,,,,,,,,,12,,12,,,,11,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.68,"[{'action_type': 'outbound_click', 'value': '0.68'}]",0.68,,,,,0.056667,0.056667,,,0.061818,0.68,22.666667,24.285714,3.333333,2025-12-13,2025-12-13,1.071429,unknown,30,3.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",28,0.68,1,8,1,9,6,5
,2,,,1,1,1,2,,,,,,,,,4,,4,,,,3,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.32,"[{'action_type': 'outbound_click', 'value': '0.32'}]",0.32,0.32,0.16,,,0.08,0.08,,,0.106667,0.32,26.666667,26.666667,8.333333,2025-12-13,2025-12-13,1,male,12,8.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '8.333333'}]",12,0.32,,2,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,20,20,0,2025-12-13,2025-12-13,1,female,1,,,,,1,0.02,,1,,,,
,10,1,1,20,2,2,10,,,,18,,,2,,555,2,555,23,20,,512,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,27,,1.2505,"[{'action_type': 'outbound_click', 'value': '1.2505'}]",1.2505,12.505,2.501,,,0.045063,0.045063,1.087391,,0.048848,0.926296,16.486486,16.486486,1.779829,2025-12-13,2025-12-13,1,female,1517,1.318392,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.318392'}]",1517,25.01,58,4,56,465,226,140
,265,1,1,57,21,21,265,,,,36,2,2,2,,2208,9,2208,50,38,,2101,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,106,"[{'action_type': 'subscribe_mobile_app', 'value': '19.544'}, {'action_type': 'subscribe_total', 'value': '19.544'}, {'action_type': 'start_trial_mobile_app', 'value': '12.215'}, {'action_type': 'start_trial_total', 'value': '12.215'}]",1.714386,"[{'action_type': 'outbound_click', 'value': '1.714386'}]",1.714386,4.653333,0.368755,,,0.044257,0.044257,1.9544,,0.046511,0.921887,13.912301,14.309562,1.509112,2025-12-13,2025-12-13,1.028555,male,7024,0.811503,57,"[{'action_type': 'outbound_click', 'value': '57'}]","[{'action_type': 'outbound_click', 'value': '0.811503'}]",6829,97.72,222,3,219,1867,933,550
,,,,,,,,,,,,,,,,20,,20,,,,20,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.0495,0.0495,,,0.0495,,16.229508,17.068966,0,2025-12-13,2025-12-13,1.051724,unknown,61,,,,,58,0.99,2,3,1,17,10,6
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-13,2025-12-13,1,female,1,,,,,1,0.03,,6,,1,,
,61,,,20,7,7,61,,,,7,,,2,,712,3,712,12,9,,680,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,20,"[{'action_type': 'subscribe_mobile_app', 'value': '28.53'}, {'action_type': 'subscribe_total', 'value': '28.53'}, {'action_type': 'start_trial_mobile_app', 'value': '14.265'}, {'action_type': 'start_trial_total', 'value': '14.265'}]",1.4265,"[{'action_type': 'outbound_click', 'value': '1.4265'}]",1.4265,4.075714,0.467705,,,0.04007,0.04007,2.3775,,0.041956,1.4265,17.269976,17.764633,1.210654,2025-12-13,2025-12-13,1.028643,female,1652,1.210654,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.210654'}]",1606,28.53,44,4,41,575,257,123
,354,,,49,18,18,354,,,,15,,,,,1408,2,1408,17,15,,1342,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,48,"[{'action_type': 'subscribe_mobile_app', 'value': '12.67'}, {'action_type': 'subscribe_total', 'value': '12.67'}, {'action_type': 'start_trial_mobile_app', 'value': '10.558333'}, {'action_type': 'start_trial_total', 'value': '10.558333'}]",1.292857,"[{'action_type': 'outbound_click', 'value': '1.292857'}]",1.292857,3.519444,0.178955,,,0.044993,0.044993,3.726471,,0.047206,1.319792,15.897114,16.293724,1.204517,2025-12-13,2025-12-13,1.024949,male,3985,1.229611,49,"[{'action_type': 'outbound_click', 'value': '49'}]","[{'action_type': 'outbound_click', 'value': '1.229611'}]",3888,63.35,107,3,100,1182,577,331
,,,,1,,,,,,,,,,,,14,,14,,,,13,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.62,"[{'action_type': 'outbound_click', 'value': '0.62'}]",0.62,,,,,0.044286,0.044286,,,0.047692,0.62,16.756757,17.222222,2.702703,2025-12-13,2025-12-13,1.027778,unknown,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",36,0.62,3,5,3,13,6,5
,277,1,,51,20,20,277,,,,13,1,1,,,1243,1,1243,15,13,,1177,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,52,"[{'action_type': 'subscribe_mobile_app', 'value': '19.45'}, {'action_type': 'subscribe_total', 'value': '19.45'}, {'action_type': 'start_trial_mobile_app', 'value': '9.725'}, {'action_type': 'start_trial_total', 'value': '9.725'}]",1.52549,"[{'action_type': 'outbound_click', 'value': '1.52549'}]",1.52549,3.89,0.280866,,,0.062591,0.062591,5.186667,,0.0661,1.496154,19.358049,20.292123,1.293854,2025-12-13,2025-12-13,1.048252,female,4019,1.268972,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.268972'}]",3834,77.8,133,3,125,1028,499,288
,,,,3,,,,,,,3,,,,,88,,88,3,3,,82,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,,1.806667,"[{'action_type': 'outbound_click', 'value': '1.806667'}]",1.806667,,,,,0.061591,0.061591,1.806667,,0.066098,1.355,18.498294,19.017544,1.365188,2025-12-13,2025-12-13,1.02807,male,293,1.023891,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.023891'}]",285,5.42,11,3,11,70,32,20
,,,,,,,,,,,,,,,,10,,10,,,,10,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.049,0.049,,,0.049,,20.416667,21.304348,0,2025-12-13,2025-12-13,1.043478,unknown,24,,,,,23,0.49,1,3,1,7,2,2
,,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,10,10,0,2025-12-13,2025-12-13,1,female,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924716404584,03 Prerna_up,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,male,1,,,,,1,0.03,,3,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-13,2025-12-13,1,female,1,,,,,1,0.03,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,,30,30,0,2025-12-13,2025-12-13,1,female,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-13,2025-12-13,1,male,4,,,,,4,0.06,,2,,1,,
,133,,,21,11,11,133,,,,2,,,,,494,2,494,4,2,,469,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,22,"[{'action_type': 'subscribe_mobile_app', 'value': '7.675'}, {'action_type': 'subscribe_total', 'value': '7.675'}, {'action_type': 'start_trial_mobile_app', 'value': '5.116667'}, {'action_type': 'start_trial_total', 'value': '5.116667'}]",1.461905,"[{'action_type': 'outbound_click', 'value': '1.461905'}]",1.461905,2.790909,0.230827,,,0.062146,0.062146,7.675,,0.065458,1.395455,17.218172,18.383234,1.233875,2025-12-13,2025-12-13,1.067665,female,1783,1.17779,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '1.17779'}]",1670,30.7,55,3,53,412,194,119
,7,,,1,1,1,7,,,,,,,,,23,,23,,,,22,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,"[{'action_type': 'subscribe_mobile_app', 'value': '1.23'}, {'action_type': 'subscribe_total', 'value': '1.23'}, {'action_type': 'start_trial_mobile_app', 'value': '1.23'}, {'action_type': 'start_trial_total', 'value': '1.23'}]",1.23,"[{'action_type': 'outbound_click', 'value': '1.23'}]",1.23,1.23,0.175714,,,0.053478,0.053478,,,0.055909,1.23,17.323944,18.088235,1.408451,2025-12-13,2025-12-13,1.044118,male,71,1.408451,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.408451'}]",68,1.23,1,3,1,21,9,5
,,,,,,,,,,,,,,,,4,,4,,,,4,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.085,0.085,,,0.085,,30.909091,34,0,2025-12-13,2025-12-13,1.1,unknown,11,,,,,10,0.34,,2,,4,,
,114,,,28,6,6,114,,,,5,1,1,2,,584,,584,8,7,,548,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,29,"[{'action_type': 'subscribe_mobile_app', 'value': '22.765'}, {'action_type': 'subscribe_total', 'value': '22.765'}, {'action_type': 'start_trial_mobile_app', 'value': '11.3825'}, {'action_type': 'start_trial_total', 'value': '11.3825'}]",1.626071,"[{'action_type': 'outbound_click', 'value': '1.626071'}]",1.626071,7.588333,0.399386,,,0.077962,0.077962,5.69125,,0.083084,1.57,21.619183,22.472853,1.377018,2025-12-13,2025-12-13,1.039487,female,2106,1.329535,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.329535'}]",2026,45.53,67,3,64,499,255,160
,,,,4,,,,,,,2,,,,,67,1,67,3,2,,60,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,0.9525,"[{'action_type': 'outbound_click', 'value': '0.9525'}]",0.9525,,,,,0.056866,0.056866,1.27,,0.0635,1.27,18.142857,19.05,1.428571,2025-12-13,2025-12-13,1.05,male,210,1.904762,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.904762'}]",200,3.81,7,3,7,56,24,21
,,,,,,,,,,,1,,,,,10,,10,1,1,,9,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,0.056,0.056,0.56,,0.062222,,22.4,23.333333,0,2025-12-13,2025-12-13,1.041667,unknown,25,,,,,24,0.56,1,3,1,8,4,2
,32,,,15,4,4,32,,,,4,,,,,370,,370,4,4,,351,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,14,,1.484,"[{'action_type': 'outbound_click', 'value': '1.484'}]",1.484,5.565,0.695625,,,0.060162,0.060162,5.565,,0.063419,1.59,19.206212,20.516129,1.207938,2025-12-13,2025-12-13,1.068203,female,1159,1.294219,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.294219'}]",1085,22.26,31,3,30,296,163,95
,8,1,,5,,,8,,,,,,,,,121,,121,,,,116,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,1.474,"[{'action_type': 'outbound_click', 'value': '1.474'}]",1.474,,0.92125,,,0.060909,0.060909,,,0.063534,1.474,18.242574,19.043928,1.237624,2025-12-13,2025-12-13,1.043928,male,404,1.237624,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.237624'}]",387,7.37,8,3,8,97,51,26
,,,,,,,,,,,,,,,,3,,3,,,,3,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.093333,0.093333,,,0.093333,,17.5,18.666667,0,2025-12-13,2025-12-13,1.066667,unknown,16,,,,,15,0.28,,3,,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,6925374916984,02black04_gasstation_1,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,0,0,0,2025-12-13,2025-12-13,1,female,1,,,,,1,0,,2,,,,
,,,,,1,1,,,,,,,,,,28,1,28,1,,,27,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,1.57,,,,0.056071,0.056071,1.57,,0.058148,,19.625,20.128205,0,2025-12-13,2025-12-13,1.025641,female,80,,,,,78,1.57,4,4,3,23,13,12
,,,,1,,,,,,,,,,,,16,,16,,,,15,,6925375114184,03black04_gasstation2,6925369208384,FB_iOS_Rap_StartTrial_black04upvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.43,"[{'action_type': 'outbound_click', 'value': '1.43'}]",1.43,,,,,0.089375,0.089375,,,0.095333,1.43,23.442623,23.442623,1.639344,2025-12-13,2025-12-13,1,male,61,1.639344,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",61,1.43,2,3,2,13,7,7
,48,,,4,4,4,48,,,,,,,,,83,,83,,,,79,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '2.705'}, {'action_type': 'subscribe_total', 'value': '2.705'}, {'action_type': 'start_trial_mobile_app', 'value': '2.705'}, {'action_type': 'start_trial_total', 'value': '2.705'}]",1.3525,"[{'action_type': 'outbound_click', 'value': '1.3525'}]",1.3525,1.3525,0.112708,,,0.065181,0.065181,,,0.068481,1.3525,20.570342,21.726908,1.520913,2025-12-13,2025-12-13,1.056225,female,263,1.520913,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.520913'}]",249,5.41,7,3,7,71,31,24
,,,,3,,,,,,,,,,,,34,,34,,,,31,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,,0.933333,"[{'action_type': 'outbound_click', 'value': '0.933333'}]",0.933333,,,,,0.082353,0.082353,,,0.090323,0.933333,22.4,22.95082,2.4,2025-12-13,2025-12-13,1.02459,male,125,2.4,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.4'}]",122,2.8,6,3,6,29,16,10
,,,,,,,,,,,,,,,,2,,2,,,,2,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.04,0.04,,,0.04,,26.666667,26.666667,0,2025-12-13,2025-12-13,1,unknown,3,,,,,3,0.08,,5,,2,1,
