action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,104,,,22,8,8,104,,,2,,,1,,777,,777,3,3,,752,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,22,AVERAGE,,3.892727,"[{'action_type': 'outbound_click', 'value': '3.892727'}]",3.892727,10.705,0.823462,,0.110219,0.110219,28.546667,,0.113883,3.892727,37.994676,41.980392,0.976043,2025-12-08,2025-12-08,BELOW_AVERAGE_35,1.104902,2254,0.976043,22,"[{'action_type': 'outbound_click', 'value': '22'}]","[{'action_type': 'outbound_click', 'value': '0.976043'}]",AVERAGE,2040,85.64,99,4,96,649,349,231
,,,,,,,,,,,,,,,,,,,,,,,6920992821584,04 will_rapGod - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.01,,,,,,
13,1032,7,4,306,74,74,1032,13,13,81,4,4,3,13,8135,7,8135,99,84,13,7730,13,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,325,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '41.16'}, {'action_type': 'subscribe_total', 'value': '41.16'}]",1.345098,"[{'action_type': 'outbound_click', 'value': '1.345098'}]",1.345098,5.562162,0.398837,31.661538,0.050596,0.050596,4.157576,31.661538,0.053247,1.266462,22.72652,23.518656,1.79449,2025-12-08,2025-12-08,AVERAGE,1.034855,18111,1.689581,306,"[{'action_type': 'outbound_click', 'value': '306'}]","[{'action_type': 'outbound_click', 'value': '1.689581'}]",AVERAGE,17501,411.6,915,5,866,6966,3879,2386
,50,,,4,3,3,50,,,,,,,,192,,192,,,,188,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,5,UNKNOWN,,2.2575,"[{'action_type': 'outbound_click', 'value': '2.2575'}]",2.2575,3.01,0.1806,,0.047031,0.047031,,,0.048032,1.806,19.716157,20.292135,1.091703,2025-12-08,2025-12-08,UNKNOWN,1.029213,458,0.873362,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.873362'}]",UNKNOWN,445,9.03,14,4,15,163,79,46
,,,,,,,,,,,,,,,,,,,,,,,6920992823984,01 Santa_slim - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,200,200,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.2,,3,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.08,0.08,,,0.08,,26.666667,40,0,2025-12-08,2025-12-08,UNKNOWN,1.5,3,,,,,UNKNOWN,2,0.08,,5,,1,1,
,11,,,1,1,1,11,,,,,,,,6,,6,,,,5,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,UNKNOWN,,0.47,"[{'action_type': 'outbound_click', 'value': '0.47'}]",0.47,0.47,0.042727,,0.078333,0.078333,,,0.094,0.47,29.375,29.375,6.25,2025-12-08,2025-12-08,UNKNOWN,1,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",UNKNOWN,16,0.47,1,3,1,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,6920994403184,01_black4_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,50,50,0,2025-12-08,2025-12-08,UNKNOWN,1,2,,,,,UNKNOWN,2,0.1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403384,10_Red pants_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.03,,1,,,,
5,935,6,1,304,97,97,935,5,5,106,4,4,5,5,7629,9,7629,125,111,5,7200,5,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,296,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '136.483333'}, {'action_type': 'subscribe_total', 'value': '136.483333'}]",1.346875,"[{'action_type': 'outbound_click', 'value': '1.35132'}]",1.346875,4.221134,0.437914,81.89,0.05367,0.05367,3.2756,81.89,0.056868,1.383277,26.5549,27.476178,1.919709,2025-12-08,2025-12-08,AVERAGE,1.034693,15419,1.971593,304,"[{'action_type': 'outbound_click', 'value': '303'}]","[{'action_type': 'outbound_click', 'value': '1.965108'}]",AVERAGE,14902,409.45,1385,5,1312,6611,4041,2935
,,,,,,,,,,,,,,,6,,6,,,,6,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.066667,0.066667,,,0.066667,,18.181818,18.181818,0,2025-12-08,2025-12-08,UNKNOWN,1,22,,,,,UNKNOWN,22,0.4,,2,,5,1,
,,,,,,,,,,,,,,,,,,,,,,,6920995424984,01_Eddie_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,UNKNOWN,1,2,,,,,UNKNOWN,2,0.04,,2,,,,
4,923,5,1,390,90,90,923,4,4,119,5,5,4,4,8517,18,8517,147,123,4,7980,4,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,400,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '142.026667'}, {'action_type': 'subscribe_total', 'value': '142.026667'}]",1.092513,"[{'action_type': 'outbound_click', 'value': '1.095321'}]",1.092513,4.734222,0.461625,106.52,0.050027,0.050027,2.898503,106.52,0.053393,1.0652,23.957267,26.970503,2.249086,2025-12-08,2025-12-08,AVERAGE,1.125775,17785,2.192859,390,"[{'action_type': 'outbound_click', 'value': '389'}]","[{'action_type': 'outbound_click', 'value': '2.187236'}]",AVERAGE,15798,426.08,1214,5,1180,7130,3994,2538
,,,,1,,,,,,,,,,,2,,2,,,,1,,6920995425784,03_Mike T_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,1,UNKNOWN,,0.11,"[{'action_type': 'outbound_click', 'value': '0.11'}]",0.11,,,,0.055,0.055,,,0.11,0.11,27.5,36.666667,25,2025-12-08,2025-12-08,UNKNOWN,1.333333,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",UNKNOWN,3,0.11,,5,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,80,80,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.08,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,20,20,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.02,,1,,,,
3,732,3,1,193,78,78,732,3,3,60,4,4,3,3,4322,8,4322,76,63,3,4053,3,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,185,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '72.966667'}, {'action_type': 'subscribe_total', 'value': '72.966667'}]",1.134197,"[{'action_type': 'outbound_click', 'value': '1.140104'}]",1.134197,2.80641,0.299044,72.966667,0.050648,0.050648,2.880263,72.966667,0.054009,1.183243,23.399252,25.117613,1.977552,2025-12-08,2025-12-08,AVERAGE,1.073437,9355,2.063068,193,"[{'action_type': 'outbound_click', 'value': '192'}]","[{'action_type': 'outbound_click', 'value': '2.052378'}]",AVERAGE,8715,218.9,532,5,498,3619,2171,1532
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.18,0.18,,,0.18,,30,30,0,2025-12-08,2025-12-08,UNKNOWN,1,6,,,,,UNKNOWN,6,0.18,,3,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,10,10,0,2025-12-08,2025-12-08,UNKNOWN,1,2,,,,,UNKNOWN,2,0.02,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.11,0.11,,,0.11,,27.5,27.5,0,2025-12-08,2025-12-08,UNKNOWN,1,4,,,,,UNKNOWN,4,0.11,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.08,0.08,,,0.08,,40,40,0,2025-12-08,2025-12-08,UNKNOWN,1,2,,,,,UNKNOWN,2,0.08,,5,,1,1,
1,287,1,,94,39,39,287,1,1,31,2,2,2,1,3072,2,3072,37,33,1,2941,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,97,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '168.99'}, {'action_type': 'subscribe_total', 'value': '168.99'}]",1.797766,"[{'action_type': 'outbound_click', 'value': '1.797766'}]",1.797766,4.333077,0.588815,168.99,0.05501,0.05501,4.567297,168.99,0.05746,1.742165,26.566578,26.943559,1.524917,2025-12-08,2025-12-08,AVERAGE,1.01419,6361,1.477755,94,"[{'action_type': 'outbound_click', 'value': '94'}]","[{'action_type': 'outbound_click', 'value': '1.477755'}]",AVERAGE,6272,168.99,352,5,328,2672,1718,1130
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.11,0.11,,,0.11,,27.5,27.5,0,2025-12-08,2025-12-08,UNKNOWN,1,4,,,,,UNKNOWN,4,0.11,,3,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,UNKNOWN,,,,,,,,0.04,0.04,,,0.04,,26.666667,26.666667,0,2025-12-08,2025-12-08,UNKNOWN,1,3,,,,,UNKNOWN,3,0.08,,4,,1,,
3,157,2,,25,9,9,157,3,3,12,,,,3,755,,755,12,12,3,718,3,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,25,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '14.97'}, {'action_type': 'subscribe_total', 'value': '14.97'}]",1.7964,"[{'action_type': 'outbound_click', 'value': '1.7964'}]",1.7964,4.99,0.286051,14.97,0.059483,0.059483,3.7425,14.97,0.062549,1.7964,26.355634,28.22753,1.467136,2025-12-08,2025-12-08,AVERAGE,1.071025,1704,1.467136,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.467136'}]",BELOW_AVERAGE_35,1591,44.91,95,5,90,660,357,265
,,,,,,,,,,,,,,,2,,2,,,,2,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.12,0.12,,,0.12,,21.818182,21.818182,0,2025-12-08,2025-12-08,UNKNOWN,1,11,,,,,UNKNOWN,11,0.24,1,7,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-08,2025-12-08,UNKNOWN,1,3,,,,,UNKNOWN,3,0.04,,7,,,,
,7,,,,,,7,,,,,,,,1,,1,,,,1,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0.07,,0.49,0.49,,,0.49,,32.666667,37.692308,0,2025-12-08,2025-12-08,UNKNOWN,1.153846,15,,,,,UNKNOWN,13,0.49,,2,,1,1,
,,,,,,,,,,,,,,,3,,3,,,,3,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.073333,0.073333,,,0.073333,,36.666667,36.666667,0,2025-12-08,2025-12-08,UNKNOWN,1,6,,,,,UNKNOWN,6,0.22,,3,,3,,
,88,,,17,8,8,88,,,1,,,1,,228,1,228,3,2,,208,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,18,ABOVE_AVERAGE,,1.398824,"[{'action_type': 'outbound_click', 'value': '1.398824'}]",1.398824,2.9725,0.270227,,0.104298,0.104298,7.926667,,0.114327,1.321111,31.207349,33.540197,2.362205,2025-12-08,2025-12-08,AVERAGE,1.074753,762,2.230971,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '2.230971'}]",AVERAGE,709,23.78,32,3,31,171,82,56
,1,,,,,,1,,,,,,,,2,,2,,,,2,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,0.25,,0.125,0.125,,,0.125,,50,50,0,2025-12-08,2025-12-08,UNKNOWN,1,5,,,,,UNKNOWN,5,0.25,,4,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,,,,,,,6.666667,6.666667,0,2025-12-08,2025-12-08,UNKNOWN,1,3,,,,,UNKNOWN,3,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,,,,,,,30,30,0,2025-12-08,2025-12-08,UNKNOWN,1,1,,,,,UNKNOWN,1,0.03,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.11,0.11,,,0.11,,18.333333,18.333333,0,2025-12-08,2025-12-08,UNKNOWN,1,6,,,,,UNKNOWN,6,0.11,,2,,1,,
,,,,,,,,,,,,,,,7,,7,,,,7,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.077143,0.077143,,,0.077143,,36,36,0,2025-12-08,2025-12-08,UNKNOWN,1,15,,,,,UNKNOWN,15,0.54,1,5,1,6,2,1
,4,,,11,1,1,4,,,2,,,,,484,2,484,4,2,,469,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,11,ABOVE_AVERAGE,,2.737273,"[{'action_type': 'outbound_click', 'value': '2.737273'}]",2.737273,30.11,7.5275,,0.062211,0.062211,7.5275,,0.0642,2.737273,27.397634,29.69428,1.00091,2025-12-08,2025-12-08,AVERAGE,1.083826,1099,1.00091,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.00091'}]",AVERAGE,1014,30.11,106,5,106,414,241,157
,,,,,,,,,,,,,,,4,,4,,,,4,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.08,0.08,,,0.08,,16.842105,17.777778,0,2025-12-08,2025-12-08,UNKNOWN,1.055556,19,,,,,UNKNOWN,18,0.32,,2,,4,1,1
,,,,,,,,,,,,,,,22,,22,,,,22,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.153636,0.153636,,,0.153636,,29.391304,30.45045,0,2025-12-08,2025-12-08,UNKNOWN,1.036036,115,,,,,UNKNOWN,111,3.38,3,3,3,17,6,5
,,,,,,,,,,,,,,,2,,2,,,,2,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.065,0.065,,,0.065,,16.25,21.666667,0,2025-12-08,2025-12-08,UNKNOWN,1.333333,8,,,,,UNKNOWN,6,0.13,1,12,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,,,,,,,25,25,0,2025-12-08,2025-12-08,UNKNOWN,1,2,,,,,UNKNOWN,2,0.05,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.15,0.15,,,0.15,,37.5,37.5,0,2025-12-08,2025-12-08,UNKNOWN,1,4,,,,,UNKNOWN,4,0.15,1,4,1,1,1,1
,,,,,,,,,,,,,,,2,,2,,,,2,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.04,0.04,,,0.04,,40,40,0,2025-12-08,2025-12-08,UNKNOWN,1,2,,,,,UNKNOWN,2,0.08,,8,,2,1,
,,,,,,,,,,,,,,,5,,5,,,,5,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.214,0.214,,,0.214,,31.470588,34.516129,0,2025-12-08,2025-12-08,UNKNOWN,1.096774,34,,,,,UNKNOWN,31,1.07,,2,,4,2,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,UNKNOWN,,,,,,,,0.18,0.18,,,0.18,,30,30,0,2025-12-08,2025-12-08,UNKNOWN,1,6,,,,,UNKNOWN,6,0.18,1,4,1,1,1,1
