action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,65,,,16,6,6,65,,,,1,1,,404,1,404,10,8,,378,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,18,"[{'action_type': 'subscribe_mobile_app', 'value': '10.97'}, {'action_type': 'subscribe_total', 'value': '10.97'}, {'action_type': 'start_trial_mobile_app', 'value': '5.485'}, {'action_type': 'start_trial_total', 'value': '5.485'}]",0.685625,"[{'action_type': 'outbound_click', 'value': '0.685625'}]",0.685625,1.828333,0.168769,,0.027153,0.027153,1.097,,0.029021,0.609444,12.921084,13.52651,2.120141,2025-11-30,2025-11-30,1.046856,849,1.88457,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.88457'}]",instagram,811,10.97,43,5,43,337,174,116
,,,,,,,,,,,,,,36,,36,,,,36,,6916858590184,02 Eddie_Snoop,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.025,0.025,,,0.025,,11.538462,11.538462,0,2025-11-30,2025-11-30,1,78,,,,,threads,78,0.9,1,4,1,32,12,4
,,,,,,,,,,,,,,,,,,,,,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,facebook,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6916859158784,02 Mike_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916860073184,02 Mike_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.03,0.03,,,0.03,,7.5,7.5,0,2025-11-30,2025-11-30,1,4,,,,,facebook,4,0.03,,3,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-11-30,2025-11-30,1,2,,,,,facebook,2,0.02,,3,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6916860754984,02 snoop_loseYourself,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0,0,,,0,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,instagram,1,0,,5,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.1,0.1,,,0.1,,15.384615,22.222222,0,2025-11-30,2025-11-30,1.444444,13,,,,,facebook,9,0.2,1,3,1,2,2,2
,,,,1,,,,,,,,,,6,,6,,,,5,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.19,"[{'action_type': 'outbound_click', 'value': '0.19'}]",0.19,,,,0.031667,0.031667,,,0.038,0.19,11.875,12.666667,6.25,2025-11-30,2025-11-30,1.066667,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",instagram,15,0.19,,2,,2,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6916861420184,02 Timothy_slim,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.005,0.005,,,0.005,,3.333333,3.333333,0,2025-11-30,2025-11-30,1,3,,,,,threads,3,0.01,,7,,2,1,
,,,,1,,,,,,,,,,25,,25,,,,24,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.867526,"[{'action_type': 'outbound_click', 'value': '0.867526'}]",0.867526,,,,0.034701,0.034701,,,0.036147,0.867526,10.981339,11.883915,1.265823,2025-11-30,2025-11-30,1.082192,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",facebook,73,0.867526,2,3,2,19,8,6
,,,,,,,,,,,,,,,,,,,,,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10.206186,10.206186,0,2025-11-30,2025-11-30,1,2,,,,,instagram,2,0.020412,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6916862364784,03 Mike_gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,102.061856,102.061856,0,2025-11-30,2025-11-30,1,1,,,,,threads,1,0.102062,,1,,,,
,,,,1,,,,,,,,,,28,,28,1,1,,26,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.5,"[{'action_type': 'outbound_click', 'value': '0.5'}]",0.5,,,,0.017857,0.017857,0.5,,0.019231,0.5,8.77193,8.77193,1.754386,2025-11-30,2025-11-30,1,57,1.754386,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.754386'}]",facebook,57,0.5,,3,,22,9,3
,,,,,,,,,,,,,,1,,1,,,,1,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.06,0.06,,,0.06,,10,10,0,2025-11-30,2025-11-30,1,6,,,,,instagram,6,0.06,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6916863115584,03 Snoop_sicko,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,5,5,0,2025-11-30,2025-11-30,1,4,,,,,threads,4,0.02,,2,,,,
,1584,14,1,456,151,151,1584,,,,2,2,,10764,21,10764,232,208,,10076,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,448,"[{'action_type': 'subscribe_mobile_app', 'value': '23.948896'}, {'action_type': 'subscribe_total', 'value': '23.948896'}, {'action_type': 'start_trial_mobile_app', 'value': '15.965931'}, {'action_type': 'start_trial_total', 'value': '15.965931'}]",0.525195,"[{'action_type': 'outbound_click', 'value': '0.525195'}]",0.525195,1.58602,0.151193,,0.022249,0.022249,1.03228,,0.023768,0.534574,11.065935,11.873523,2.070049,2025-11-30,2025-11-30,1.07298,21642,2.107014,456,"[{'action_type': 'outbound_click', 'value': '456'}]","[{'action_type': 'outbound_click', 'value': '2.107014'}]",facebook,20170,239.48896,1336,5,1194,9275,5536,3459
,325,,,41,19,19,325,,,,4,4,,840,2,840,36,30,,763,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,49,"[{'action_type': 'subscribe_mobile_app', 'value': '12.865481'}, {'action_type': 'subscribe_total', 'value': '12.865481'}, {'action_type': 'start_trial_mobile_app', 'value': '12.865481'}, {'action_type': 'start_trial_total', 'value': '12.865481'}]",0.627584,"[{'action_type': 'outbound_click', 'value': '0.627584'}]",0.627584,1.354261,0.079172,,0.030632,0.030632,0.714749,,0.033723,0.525122,13.984219,14.208152,2.663043,2025-11-30,2025-11-30,1.016013,1840,2.228261,41,"[{'action_type': 'outbound_click', 'value': '41'}]","[{'action_type': 'outbound_click', 'value': '2.228261'}]",instagram,1811,25.730963,90,4,90,709,383,237
,,,,,,,,,,,,,,,,,,,,,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,6.666916,6.666916,0,2025-11-30,2025-11-30,1,6,,,,,messenger,6,0.040002,,,,,,
,,,,1,,,,,,,,,,110,,110,,,,109,,6916864174784,04 Morgan_Gin,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,2.020076,"[{'action_type': 'outbound_click', 'value': '2.020076'}]",2.020076,,,,0.018364,0.018364,,,0.018533,2.020076,9.665433,9.665433,0.478469,2025-11-30,2025-11-30,1,209,0.478469,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.478469'}]",threads,209,2.020076,16,5,16,99,46,29
,,,,1,1,1,,,,,,,,23,,23,1,1,,21,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,1,,0.63,"[{'action_type': 'outbound_click', 'value': '0.63'}]",0.63,0.63,,,0.027391,0.027391,0.63,,0.03,0.63,12.115385,12.352941,1.923077,2025-11-30,2025-11-30,1.019608,52,1.923077,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",facebook,51,0.63,2,4,1,16,10,5
,,,,,,,,,,,,,,,,,,,,,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,14.545455,14.545455,0,2025-11-30,2025-11-30,1,11,,,,,instagram,11,0.16,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6916865002784,04 will_rapGod,6916855007184,FB_iOS_itoshi_rap_set2_271125,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,2,,,,,threads,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461954184,01 Bob_snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,facebook,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461954384,04 Will_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,instagram,1,0.01,,1,,,,
,37,,,,,,37,,,,,,,9,,9,,,,9,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.035135,,0.144444,0.144444,,,0.144444,,22.413793,23.636364,0,2025-11-30,2025-11-30,1.054545,58,,,,,facebook,55,1.3,1,2,,9,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0875,0.0875,,,0.0875,,25,25,0,2025-11-30,2025-11-30,1,14,,,,,instagram,14,0.35,,2,,2,,
,,,,,,,,,,,,,,2,,2,,,,2,,6917461954584,02 snoop_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.025,0.025,,,0.025,,10,10,0,2025-11-30,2025-11-30,1,5,,,,,threads,5,0.05,1,8,1,2,1,1
,20,,,1,1,1,20,,,,,,,11,,11,,,,10,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.73,"[{'action_type': 'outbound_click', 'value': '0.73'}]",0.73,0.73,0.0365,,0.066364,0.066364,,,0.073,0.73,26.071429,27.037037,3.571429,2025-11-30,2025-11-30,1.037037,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",facebook,27,0.73,2,5,2,10,6,3
,,,,,,,,,,,,,,2,,2,,,,2,,6917461954784,04 will_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.12,0.12,,,0.12,,26.666667,30,0,2025-11-30,2025-11-30,1.125,9,,,,,instagram,8,0.24,,3,,2,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-11-30,2025-11-30,1,3,,,,,audience_network,3,0.02,,3,,1,,
1,850,3,,115,42,42,850,1,1,,1,1,1,1869,3,1869,22,18,1,1732,1,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,111,"[{'action_type': 'subscribe_mobile_app', 'value': '16.098333'}, {'action_type': 'subscribe_total', 'value': '16.098333'}, {'action_type': 'start_trial_mobile_app', 'value': '7.43'}, {'action_type': 'start_trial_total', 'value': '7.43'}]",0.839913,"[{'action_type': 'outbound_click', 'value': '0.847281'}]",0.839913,2.299762,0.113635,96.59,0.05168,0.05168,4.390455,96.59,0.055768,0.87018,19.724321,21.195962,2.266694,2025-11-30,2025-11-30,1.07461,4897,2.348377,115,"[{'action_type': 'outbound_click', 'value': '114'}]","[{'action_type': 'outbound_click', 'value': '2.327956'}]",facebook,4557,96.59,226,4,207,1563,886,568
,73,,,15,7,7,73,,,,,,,311,3,311,13,10,,283,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,21,,1.397333,"[{'action_type': 'outbound_click', 'value': '1.397333'}]",1.397333,2.994286,0.287123,,0.067396,0.067396,1.612308,,0.074064,0.998095,24.259259,25.222623,2.430556,2025-11-30,2025-11-30,1.039711,864,1.736111,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.736111'}]",instagram,831,20.96,26,3,26,242,125,72
,8,,,,1,1,8,,,,,,,89,,89,1,1,,88,,6917461954984,04 Morgan_Gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,2.78,0.3475,,0.031236,0.031236,2.78,,0.031591,,12.87037,12.87037,0,2025-11-30,2025-11-30,1,216,,,,,threads,216,2.78,14,5,16,76,38,24
,,,,,,,,,,,,,,2,,2,,,,2,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.12,0.12,,,0.12,,20,24,0,2025-11-30,2025-11-30,1.2,12,,,,,facebook,10,0.24,,2,,2,,
,,,,,,,,,,,,,,,,,,,,,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,26.25,30,0,2025-11-30,2025-11-30,1.142857,8,,,,,instagram,7,0.21,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461955184,03 will_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-11-30,2025-11-30,1,1,,,,,threads,1,0.02,,1,,,,
,25,,,,,,25,,,,,,,6,,6,,,,6,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.026,,0.108333,0.108333,,,0.108333,,22.413793,24.074074,0,2025-11-30,2025-11-30,1.074074,29,,,,,facebook,27,0.65,,2,,5,1,
,,,,,,,,,,,,,,,,,,,,,,6917461955384,03 Snoop_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461955584,03 Snoop_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,facebook,1,0,,0,,,,
,3,,,2,,,3,,,,,,,27,,27,,,,25,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.885,"[{'action_type': 'outbound_click', 'value': '0.885'}]",0.885,,0.59,,0.065556,0.065556,,,0.0708,1.77,18.829787,20.581395,1.06383,2025-11-30,2025-11-30,1.093023,94,2.12766,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.12766'}]",facebook,86,1.77,4,3,3,21,7,4
,22,,,,,,22,,,,,,,3,,3,,,,3,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.005455,,0.04,0.04,,,0.04,,12,12,0,2025-11-30,2025-11-30,1,10,,,,,instagram,10,0.12,,2,,2,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461955784,03 Mike_gin - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,17.5,17.5,0,2025-11-30,2025-11-30,1,4,,,,,threads,4,0.07,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461955984,02 Mike_sicko - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.07,0.07,,,0.07,,17.5,17.5,0,2025-11-30,2025-11-30,1,4,,,,,facebook,4,0.07,,4,,1,1,1
,,,,,,,,,,,,,,4,,4,,,,4,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.0875,0.0875,,,0.0875,,17.5,18.421053,0,2025-11-30,2025-11-30,1.052632,20,,,,,facebook,19,0.35,,2,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,2,,,,,instagram,2,0.02,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956184,02 Mike_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-11-30,2025-11-30,1,2,,,,,threads,2,0.03,,5,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,facebook,1,0.01,,6,,1,,
,20,,,1,,,20,,,,,,,2,,2,,,,1,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.01,"[{'action_type': 'outbound_click', 'value': '0.01'}]",0.01,,0.0005,,0.005,0.005,,,0.01,0.01,5,5,50,2025-11-30,2025-11-30,1,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",instagram,2,0.01,,5,,1,1,
,,,,,,,,,,,,,,,,,,,,,,6917461956384,02 Timothy_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,0,0,0,2025-11-30,2025-11-30,1,1,,,,,threads,1,0,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6917461956584,01 Santa_slim - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.035,0.035,,,0.035,,17.5,17.5,0,2025-11-30,2025-11-30,1,4,,,,,facebook,4,0.07,,4,,2,,
,,,,,,,,,,,,,,,,,,,,,,6917461956784,01 Jesus_rapGod - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,65,65,0,2025-11-30,2025-11-30,1,2,,,,,facebook,2,0.13,,1,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.010001,0.010001,,,0.010001,,10.000682,10.000682,0,2025-11-30,2025-11-30,1,1,,,,,audience_network,1,0.010001,,10,,1,1,
,617,5,3,209,47,47,617,,,,,,,4869,5,4869,42,34,,4618,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,203,"[{'action_type': 'subscribe_mobile_app', 'value': '24.638824'}, {'action_type': 'subscribe_total', 'value': '24.638824'}, {'action_type': 'start_trial_mobile_app', 'value': '13.267059'}, {'action_type': 'start_trial_total', 'value': '13.267059'}]",0.825224,"[{'action_type': 'outbound_click', 'value': '0.825224'}]",0.825224,3.669612,0.279533,,0.035422,0.035422,4.106471,,0.037348,0.849615,15.277861,17.224785,1.798211,2025-11-30,2025-11-30,1.127434,11289,1.85136,209,"[{'action_type': 'outbound_click', 'value': '209'}]","[{'action_type': 'outbound_click', 'value': '1.85136'}]",facebook,10013,172.471769,431,5,391,4175,2228,1382
,505,,,76,34,34,505,,,,3,3,,2342,4,2342,42,35,,2224,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,116,"[{'action_type': 'subscribe_mobile_app', 'value': '9.893402'}, {'action_type': 'subscribe_total', 'value': '9.893402'}, {'action_type': 'start_trial_mobile_app', 'value': '8.37134'}, {'action_type': 'start_trial_total', 'value': '8.37134'}]",1.43194,"[{'action_type': 'outbound_click', 'value': '1.43194'}]",1.43194,3.200807,0.2155,,0.046468,0.046468,2.591129,,0.048933,0.938167,16.745257,17.911031,1.78489,2025-11-30,2025-11-30,1.069618,6499,1.169411,76,"[{'action_type': 'outbound_click', 'value': '76'}]","[{'action_type': 'outbound_click', 'value': '1.169411'}]",instagram,6076,108.827426,174,4,175,1991,975,594
,13,,,8,1,1,13,,,,,,,482,,482,1,1,,473,,6917461956984,02 Eddie_Snoop - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,8,,1.4726,"[{'action_type': 'outbound_click', 'value': '1.4726'}]",1.4726,11.780804,0.906216,,0.024442,0.024442,11.780804,,0.024907,1.4726,13.266671,13.556736,0.900901,2025-11-30,2025-11-30,1.021864,888,0.900901,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.900901'}]",threads,869,11.780804,67,7,71,416,214,132
,19,,,2,1,1,19,,,,,,,25,,25,,,,23,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,0.77,"[{'action_type': 'outbound_click', 'value': '0.77'}]",0.77,1.54,0.081053,,0.0616,0.0616,,,0.066957,0.77,20.810811,23.333333,2.702703,2025-11-30,2025-11-30,1.121212,74,2.702703,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",facebook,66,1.54,5,5,5,20,12,8
,,,,,,,,,,,,,,,,,,,,,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,instagram,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461957184,01 Jesus_travis - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,10,10,0,2025-11-30,2025-11-30,1,1,,,,,threads,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6917461957384,01 Jesus_loseYourself - Copy,6917461491184,FB_iOS_Rap_StartTrial_set2_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,80,80,0,2025-11-30,2025-11-30,1,1,,,,,instagram,1,0.08,,1,,,,
,,,,1,,,,,,,,,,7,,7,,,,6,,6917505479784,06 fbg og - Copy 2,6917504275184,FB_iOS_Rap_StartTrial_female_281125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,0.13,"[{'action_type': 'outbound_click', 'value': '0.13'}]",0.13,,,,0.018571,0.018571,,,0.021667,0.13,18.571429,21.666667,14.285714,2025-11-30,2025-11-30,1.166667,7,14.285714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '14.285714'}]",audience_network,6,0.13,1,8,1,6,4,1
