action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-12,2025-12-12,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-12,2025-12-12,1,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-12,2025-12-12,1,1,,,,,1,0.05,,5,,1,,
,,,,,,,,,,,,,,,,6,,6,,,,6,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.066667,0.066667,,,0.066667,,25,25,0,2025-12-12,2025-12-12,1,16,,,,,16,0.4,2,6,2,5,4,2
,1,,,,,,1,,,,1,,,,,32,,32,1,1,,31,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,2,,,,,,1.64,,0.05125,0.05125,1.64,,0.052903,0.82,21.866667,23.098592,2.666667,2025-12-12,2025-12-12,1.056338,75,,,,,71,1.64,4,4,3,31,13,9
,53,,,8,4,4,53,,,,4,,,,,337,1,337,5,4,,324,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,9,,2.3025,"[{'action_type': 'outbound_click', 'value': '2.3025'}]",2.3025,4.605,0.347547,,0.054659,0.054659,3.684,,0.056852,2.046667,22.740741,23.286979,1.111111,2025-12-12,2025-12-12,1.02402,810,0.987654,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '0.987654'}]",791,18.42,27,4,26,275,125,71
,305,1,,36,20,20,305,,,,19,1,1,,,1255,2,1255,22,19,,1197,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,42,"[{'action_type': 'subscribe_mobile_app', 'value': '10.166667'}, {'action_type': 'subscribe_total', 'value': '10.166667'}, {'action_type': 'start_trial_mobile_app', 'value': '10.166667'}, {'action_type': 'start_trial_total', 'value': '10.166667'}]",1.694444,"[{'action_type': 'outbound_click', 'value': '1.694444'}]",1.694444,3.05,0.2,,0.048606,0.048606,2.772727,,0.050961,1.452381,24.606696,25.34275,1.694232,2025-12-12,2025-12-12,1.029913,2479,1.452198,36,"[{'action_type': 'outbound_click', 'value': '36'}]","[{'action_type': 'outbound_click', 'value': '1.452198'}]",2407,61,87,4,83,1043,500,266
,54,,,12,3,3,54,,,,6,1,1,,,300,1,300,8,6,,280,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,12,,1.251667,"[{'action_type': 'outbound_click', 'value': '1.251667'}]",1.251667,5.006667,0.278148,,0.050067,0.050067,1.8775,,0.053643,1.251667,25.587734,27.16094,2.044293,2025-12-12,2025-12-12,1.061483,587,2.044293,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '2.044293'}]",553,15.02,23,5,23,251,136,83
,2,,,2,,,2,,,,,,,,,31,,31,,,,29,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.735,"[{'action_type': 'outbound_click', 'value': '0.735'}]",0.735,,0.735,,0.047419,0.047419,,,0.05069,0.735,20.136986,21.304348,2.739726,2025-12-12,2025-12-12,1.057971,73,2.739726,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.739726'}]",69,1.47,4,4,4,27,16,7
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-12,2025-12-12,1,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-12,2025-12-12,1,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996506784,10_Red pants_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-12,2025-12-12,1,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,,9,,9,,,,9,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.051111,0.051111,,,0.051111,,19.166667,20.909091,0,2025-12-12,2025-12-12,1.090909,24,,,,,22,0.46,1,5,1,8,7,3
,3,,,6,,,3,,,,2,,,,,176,,176,2,2,,168,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,6,,1.441667,"[{'action_type': 'outbound_click', 'value': '1.441667'}]",1.441667,,2.883333,,0.049148,0.049148,4.325,,0.051488,1.441667,20.793269,21.625,1.442308,2025-12-12,2025-12-12,1.04,416,1.442308,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.442308'}]",400,8.65,23,4,20,153,99,66
,126,,,30,10,10,126,,,,8,,,,,869,1,869,9,8,,830,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,30,"[{'action_type': 'subscribe_mobile_app', 'value': '13.893333'}, {'action_type': 'subscribe_total', 'value': '13.893333'}, {'action_type': 'start_trial_mobile_app', 'value': '10.42'}, {'action_type': 'start_trial_total', 'value': '10.42'}]",1.389333,"[{'action_type': 'outbound_click', 'value': '1.389333'}]",1.389333,4.168,0.330794,,0.047963,0.047963,4.631111,,0.050217,1.389333,22.029598,23.548023,1.585624,2025-12-12,2025-12-12,1.068927,1892,1.585624,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.585624'}]",1770,41.68,93,6,89,740,468,323
,134,2,,23,8,8,134,,,,7,,,,,685,,685,7,7,,655,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,21,"[{'action_type': 'subscribe_mobile_app', 'value': '34.19'}, {'action_type': 'subscribe_total', 'value': '34.19'}, {'action_type': 'start_trial_mobile_app', 'value': '17.095'}, {'action_type': 'start_trial_total', 'value': '17.095'}]",1.486522,"[{'action_type': 'outbound_click', 'value': '1.486522'}]",1.486522,4.27375,0.255149,,0.049912,0.049912,4.884286,,0.052198,1.628095,24.883552,25.610487,1.528384,2025-12-12,2025-12-12,1.029213,1374,1.673945,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.673945'}]",1335,34.19,89,5,76,582,329,233
,7,,,2,,,7,,,,1,,,,,124,,124,1,1,,121,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,2,,3.95,"[{'action_type': 'outbound_click', 'value': '3.95'}]",3.95,,1.128571,,0.06371,0.06371,7.9,,0.065289,3.95,35.746606,37.799043,0.904977,2025-12-12,2025-12-12,1.057416,221,0.904977,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.904977'}]",209,7.9,20,6,18,114,70,53
,,,,,,,,,,,1,,,,,23,,23,1,1,,22,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04913,0.04913,1.13,,0.051364,,24.042553,25.681818,0,2025-12-12,2025-12-12,1.068182,47,,,,,44,1.13,6,5,6,19,14,10
,,,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,60,60,0,2025-12-12,2025-12-12,1,1,,,,,1,0.06,,1,,,,
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.66,"[{'action_type': 'outbound_click', 'value': '0.66'}]",0.66,,,,0.33,0.33,,,0.66,0.66,660,660,100,2025-12-12,2025-12-12,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.66,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,60,60,0,2025-12-12,2025-12-12,1,2,,,,,2,0.12,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-12-12,2025-12-12,1,1,,,,,1,0.06,1,14,1,1,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,10,10,0,2025-12-12,2025-12-12,1,3,,,,,3,0.03,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-12,2025-12-12,1,1,,,,,1,0.03,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336784,05_greendress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,30,30,0,2025-12-12,2025-12-12,1,1,,,,,1,0.03,1,14,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,1,,,,,1,0.02,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336984,03_blackbodysuit_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-12,2025-12-12,1,1,,,,,1,0.02,,1,,,,
,5,,,3,1,1,5,,,,,,,,,29,,29,,,,26,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.563333,"[{'action_type': 'outbound_click', 'value': '0.563333'}]",0.563333,1.69,0.338,,0.058276,0.058276,,,0.065,0.563333,25.223881,28.166667,4.477612,2025-12-12,2025-12-12,1.116667,67,4.477612,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4.477612'}]",60,1.69,2,4,2,23,11,7
,11,,,2,,,11,,,,,,,,,172,,172,,,,170,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,2,,5.05,"[{'action_type': 'outbound_click', 'value': '5.05'}]",5.05,,0.918182,,0.058721,0.058721,,,0.059412,5.05,22.295806,22.295806,0.441501,2025-12-12,2025-12-12,1,453,0.441501,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.441501'}]",453,10.1,12,4,11,152,92,56
,122,,1,20,8,8,122,,,,5,,,,,503,,503,6,5,,477,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,20,"[{'action_type': 'subscribe_mobile_app', 'value': '15.36'}, {'action_type': 'subscribe_total', 'value': '15.36'}, {'action_type': 'start_trial_mobile_app', 'value': '10.24'}, {'action_type': 'start_trial_total', 'value': '10.24'}]",1.536,"[{'action_type': 'outbound_click', 'value': '1.536'}]",1.536,3.84,0.251803,,0.061074,0.061074,5.12,,0.064403,1.536,27.137809,27.55157,1.766784,2025-12-12,2025-12-12,1.015247,1132,1.766784,20,"[{'action_type': 'outbound_click', 'value': '20'}]","[{'action_type': 'outbound_click', 'value': '1.766784'}]",1115,30.72,40,4,41,431,244,156
,63,1,,10,4,4,63,,,,,,,,,355,,355,,,,345,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,11,,2.439,"[{'action_type': 'outbound_click', 'value': '2.439'}]",2.439,6.0975,0.387143,,0.068704,0.068704,,,0.070696,2.217273,32.219287,32.69437,1.453104,2025-12-12,2025-12-12,1.014745,757,1.321004,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.321004'}]",746,24.39,37,5,35,298,171,106
,2,,,2,,,2,,,,3,,,,,77,,77,3,3,,72,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,3,,2.775,"[{'action_type': 'outbound_click', 'value': '2.775'}]",2.775,,2.775,,0.072078,0.072078,1.85,,0.077083,1.85,38.541667,40.217391,2.083333,2025-12-12,2025-12-12,1.043478,144,1.388889,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.388889'}]",138,5.55,11,13,11,63,41,37
,,,,,,,,,,,,,,,,17,,17,,,,17,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.067647,0.067647,,,0.067647,,30.263158,30.263158,0,2025-12-12,2025-12-12,1,38,,,,,38,1.15,2,4,2,16,7,4
,,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-12,2025-12-12,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.24,0.24,,,0.24,,240,240,0,2025-12-12,2025-12-12,1,1,,,,,1,0.24,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-12,2025-12-12,1,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-12,2025-12-12,1,2,,,,,2,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-12,2025-12-12,1,1,,,,,1,0.04,,0,,,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.02,0.02,,,0.02,,15,15,0,2025-12-12,2025-12-12,1,4,,,,,4,0.06,1,17,1,3,3,2
,9,,,1,,,9,,,,,,,,,54,,54,,,,53,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.88,"[{'action_type': 'outbound_click', 'value': '2.88'}]",2.88,,0.32,,0.053333,0.053333,,,0.05434,2.88,28.8,29.090909,1,2025-12-12,2025-12-12,1.010101,100,1,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1'}]",99,2.88,4,5,4,50,30,27
,84,,,6,4,4,84,,,,1,,,,,142,,142,1,1,,135,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,5,"[{'action_type': 'subscribe_mobile_app', 'value': '2.316667'}, {'action_type': 'subscribe_total', 'value': '2.316667'}, {'action_type': 'start_trial_mobile_app', 'value': '2.316667'}, {'action_type': 'start_trial_total', 'value': '2.316667'}]",1.158333,"[{'action_type': 'outbound_click', 'value': '1.158333'}]",1.158333,1.7375,0.082738,,0.048944,0.048944,6.95,,0.051481,1.39,22.204473,23.089701,1.597444,2025-12-12,2025-12-12,1.039867,313,1.916933,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.916933'}]",301,6.95,10,4,9,121,54,43
,53,,,5,,,53,,,,2,,,,,131,,131,2,2,,124,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,6,"[{'action_type': 'subscribe_mobile_app', 'value': '8.58'}, {'action_type': 'subscribe_total', 'value': '8.58'}, {'action_type': 'start_trial_mobile_app', 'value': '8.58'}, {'action_type': 'start_trial_total', 'value': '8.58'}]",1.716,"[{'action_type': 'outbound_click', 'value': '1.716'}]",1.716,,0.161887,,0.065496,0.065496,4.29,,0.069194,1.43,31.2,32.5,2.181818,2025-12-12,2025-12-12,1.041667,275,1.818182,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.818182'}]",264,8.58,21,6,20,109,66,54
,,,,1,,,,,,,1,,,,,36,,36,1,1,,34,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,1,,1.97,"[{'action_type': 'outbound_click', 'value': '1.97'}]",1.97,,,,0.054722,0.054722,1.97,,0.057941,1.97,32.295082,32.833333,1.639344,2025-12-12,2025-12-12,1.016667,61,1.639344,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",60,1.97,7,7,7,34,22,16
,1,,,1,,,1,,,,0,,,1,,12,,12,1,1,,10,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.73,"[{'action_type': 'outbound_click', 'value': '0.73'}]",0.73,,0.73,,0.060833,0.060833,0.73,,0.073,0.73,45.625,48.666667,6.25,2025-12-12,2025-12-12,1.066667,16,6.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.25'}]",15,0.73,4,7,3,9,6,5
,1,,,,,,1,,,,,,,,,,,,,,,,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,7,,,,,,7,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,7,,,,,,7,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,17,,,,,,17,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-12,2025-12-12,0,0,,,,,0,0,,,,,,
