action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,4,,,3,1,1,4,,,,4,,,,,169,,169,4,4,,162,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,5,,4.343333,"[{'action_type': 'outbound_click', 'value': '4.343333'}]",4.343333,13.03,3.2575,,0.077101,0.077101,3.2575,,0.080432,2.606,31.626214,33.155216,1.213592,2025-12-15,2025-12-15,1.048346,412,0.728155,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.728155'}]",instagram,393,13.03,16,4,16,143,77,50
,,,,,,,,,,,,,,,,,,,,,,,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,2,,,,,messenger,2,0.02,,,,,,
,,,,,,,,,,,,,,,,20,,20,,,,20,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.038,0.038,,,0.038,,29.230769,29.230769,0,2025-12-15,2025-12-15,1,26,,,,,threads,26,0.76,4,8,4,19,11,8
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-15,2025-12-15,1,2,,,,,facebook,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,instagram,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,32.5,32.5,0,2025-12-15,2025-12-15,1,4,,,,,facebook,4,0.13,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337784,06_green hair_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.13,0.13,,,0.13,,14.444444,16.25,0,2025-12-15,2025-12-15,1.125,9,,,,,instagram,8,0.13,1,7,1,1,1,1
,,,,,,,,,,,,,,,,8,,8,,,,8,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.020004,0.020004,,,0.020004,,14.548674,22.862202,0,2025-12-15,2025-12-15,1.571429,11,,,,,audience_network,7,0.160035,3,7,3,8,4,4
,66,3,,30,8,8,66,,,,6,,,,,801,,801,6,6,,765,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,30,,1.315291,"[{'action_type': 'outbound_click', 'value': '1.315291'}]",1.315291,4.932341,0.59786,,0.049262,0.049262,6.576455,,0.05158,1.315291,23.008007,24.04554,1.749271,2025-12-15,2025-12-15,1.045094,1715,1.749271,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.749271'}]",facebook,1641,39.458732,108,4,102,703,387,294
,,,,1,,,,,,,1,,,,,47,,47,1,1,,45,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,2,,5.131135,"[{'action_type': 'outbound_click', 'value': '5.131135'}]",5.131135,,,,0.109173,0.109173,5.131135,,0.114025,2.565568,35.882066,36.650968,1.398601,2025-12-15,2025-12-15,1.021429,143,0.699301,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.699301'}]",instagram,140,5.131135,4,3,4,36,22,20
,,,,,,,,,,,,,,,,7,,7,,,,7,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.062871,0.062871,,,0.062871,,31.435528,31.435528,0,2025-12-15,2025-12-15,1,14,,,,,threads,14,0.440097,1,7,1,7,2,1
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,15,0,2025-12-15,2025-12-15,1.5,3,,,,,facebook,2,0.03,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,72.222222,72.222222,0,2025-12-15,2025-12-15,1,9,,,,,instagram,9,0.65,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924668031984,01 Morgan_Gasstation_gthang,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,threads,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,audience_network,1,0,,6,,1,,
,13,,,12,1,1,13,,,,,,,,,326,,326,,,,314,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,11,,1.0125,"[{'action_type': 'outbound_click', 'value': '1.0125'}]",1.0125,12.15,0.934615,,0.03727,0.03727,,,0.038694,1.104545,12.776025,13.008565,1.156677,2025-12-15,2025-12-15,1.018201,951,1.26183,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.26183'}]",facebook,934,12.15,32,4,31,284,129,84
1,415,,,67,34,34,415,1,1,,22,7,7,1,1,2078,3,2078,33,23,1,1978,1,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,89,"[{'action_type': 'subscribe_mobile_app', 'value': '6.955833'}, {'action_type': 'subscribe_total', 'value': '6.955833'}, {'action_type': 'start_trial_mobile_app', 'value': '16.694'}, {'action_type': 'start_trial_total', 'value': '16.694'}]",1.245821,"[{'action_type': 'outbound_click', 'value': '1.245821'}]",1.245821,2.455,0.201133,83.47,0.040168,0.040168,2.529394,83.47,0.042199,0.937865,17.393207,17.517314,1.854553,2025-12-15,2025-12-15,1.007135,4799,1.396124,67,"[{'action_type': 'outbound_click', 'value': '67'}]","[{'action_type': 'outbound_click', 'value': '1.396124'}]",instagram,4765,83.47,129,4,129,1784,834,515
,,,,2,,,,,,,2,1,1,,,292,,292,3,2,,287,,6924679041584,12_prerna_noendcardaudio,6924675697784,FB_iOS_Rap_StartTrial_winnersnomusic_091225,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,2,,3.205,"[{'action_type': 'outbound_click', 'value': '3.205'}]",3.205,,,,0.021952,0.021952,2.136667,,0.022334,3.205,13.410042,13.466387,0.41841,2025-12-15,2025-12-15,1.004202,478,0.41841,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.41841'}]",threads,476,6.41,56,9,56,272,148,91
,15,,,7,3,3,15,,,,3,,,,,208,,208,3,3,,198,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,7,"[{'action_type': 'subscribe_mobile_app', 'value': '14.84'}, {'action_type': 'subscribe_total', 'value': '14.84'}, {'action_type': 'start_trial_mobile_app', 'value': '14.84'}, {'action_type': 'start_trial_total', 'value': '14.84'}]",2.12,"[{'action_type': 'outbound_click', 'value': '2.12'}]",2.12,4.946667,0.989333,,0.071346,0.071346,4.946667,,0.074949,2.12,15.588235,16.361632,0.735294,2025-12-15,2025-12-15,1.049614,952,0.735294,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.735294'}]",facebook,907,14.84,20,2,18,163,78,43
,23,,,4,2,2,23,,,,1,,,,,90,,90,1,1,,85,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,,1.6975,"[{'action_type': 'outbound_click', 'value': '1.6975'}]",1.6975,3.395,0.295217,,0.075444,0.075444,6.79,,0.079882,1.6975,17.103275,17.636364,1.007557,2025-12-15,2025-12-15,1.031169,397,1.007557,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.007557'}]",instagram,385,6.79,9,2,9,76,25,13
,1,,,1,1,1,1,,,,,,,,,60,,60,,,,59,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.65,"[{'action_type': 'outbound_click', 'value': '1.65'}]",1.65,1.65,1.65,,0.0275,0.0275,,,0.027966,1.65,12.406015,12.406015,0.75188,2025-12-15,2025-12-15,1,133,0.75188,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.75188'}]",threads,133,1.65,10,5,10,48,27,14
,,,,1,,,,,,,,,,,,6,,6,,,,5,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.26,"[{'action_type': 'outbound_click', 'value': '0.26'}]",0.26,,,,0.043333,0.043333,,,0.052,0.26,12.380952,13,4.761905,2025-12-15,2025-12-15,1.05,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",facebook,20,0.26,1,2,1,4,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.09,0.09,,,0.09,,15,15,0,2025-12-15,2025-12-15,1,6,,,,,instagram,6,0.09,,2,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-15,2025-12-15,1,2,,,,,threads,2,0.06,,4,,1,1,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-15,2025-12-15,1,1,,,,,audience_network,1,0.05,,3,,,,
,,,,1,,,,,,,1,,,,,75,,75,1,1,,73,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,5.1,"[{'action_type': 'outbound_click', 'value': '5.1'}]",5.1,,,,0.068,0.068,5.1,,0.069863,5.1,17,17.465753,0.333333,2025-12-15,2025-12-15,1.027397,300,0.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.333333'}]",facebook,292,5.1,10,3,9,68,32,22
,,,,,,,,,,,,,,,,27,,27,,,,27,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,,,,,,,0.087778,0.087778,,,0.087778,2.37,19.915966,20.431034,0.840336,2025-12-15,2025-12-15,1.025862,119,,,,,instagram,116,2.37,1,2,1,21,8,7
,,,,,,,,,,,,,,,,22,,22,,,,22,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.031818,0.031818,,,0.031818,,12.962963,12.962963,0,2025-12-15,2025-12-15,1,54,,,,,threads,54,0.7,4,10,4,20,13,6
,254,1,,21,19,19,254,,,,6,,,,,689,1,689,7,6,,661,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,21,"[{'action_type': 'subscribe_mobile_app', 'value': '9.553333'}, {'action_type': 'subscribe_total', 'value': '9.553333'}, {'action_type': 'start_trial_mobile_app', 'value': '14.33'}, {'action_type': 'start_trial_total', 'value': '14.33'}]",1.364762,"[{'action_type': 'outbound_click', 'value': '1.364762'}]",1.364762,1.508421,0.112835,,0.041597,0.041597,4.094286,,0.043359,1.364762,12.99184,13.461719,0.951949,2025-12-15,2025-12-15,1.036167,2206,0.951949,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '0.951949'}]",facebook,2129,28.66,45,3,42,612,262,156
,40,,,6,3,3,40,,,,4,,,,,135,,135,4,4,,125,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,11,,1.47,"[{'action_type': 'outbound_click', 'value': '1.47'}]",1.47,2.94,0.2205,,0.065333,0.065333,2.205,,0.07056,0.801818,18.298755,18.80597,2.282158,2025-12-15,2025-12-15,1.027719,482,1.244813,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.244813'}]",instagram,469,8.82,15,3,15,114,53,33
,,,,,,,,,,,,,,,,19,,19,,,,19,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.028421,0.028421,,,0.028421,,16.363636,16.363636,0,2025-12-15,2025-12-15,1,33,,,,,threads,33,0.54,2,7,2,17,11,6
,,,,,,,,,,,,,,,,,,,,,,,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,audience_network,1,0,,2,,,,
,8,,,2,,,8,,,,1,,,,,76,1,76,2,1,,72,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,3.07,"[{'action_type': 'outbound_click', 'value': '3.07'}]",3.07,,0.7675,,0.080789,0.080789,3.07,,0.085278,6.14,24.268775,25.26749,0.395257,2025-12-15,2025-12-15,1.041152,253,0.790514,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.790514'}]",facebook,243,6.14,7,3,7,67,33,17
,4,,,,1,1,4,,,,1,1,1,,,36,,36,2,1,,34,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,3.7,0.925,,0.102778,0.102778,1.85,,0.108824,,24.666667,24.832215,0,2025-12-15,2025-12-15,1.006711,150,,,,,instagram,149,3.7,4,2,4,29,9,8
,,,,,,,,,,,,,,,,,,,,,,,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,40,40,0,2025-12-15,2025-12-15,1,1,,,,,messenger,1,0.04,,,,,,
,,,,,,,,,,,,,,,,8,,8,,,,8,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.0525,0.0525,,,0.0525,,20,20,0,2025-12-15,2025-12-15,1,21,,,,,threads,21,0.42,3,34,3,8,6,4
,,,,,,,,,,,1,,,,,7,,7,1,1,,6,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.094286,0.094286,0.66,,0.11,,31.428571,33,0,2025-12-15,2025-12-15,1.05,21,,,,,facebook,20,0.66,1,3,1,6,4,2
,,,,,,,,,,,,,,,,4,,4,,,,4,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.2725,0.2725,,,0.2725,,64.117647,64.117647,0,2025-12-15,2025-12-15,1,17,,,,,instagram,17,1.09,,2,,4,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.076667,0.076667,,,0.076667,,15.333333,15.333333,0,2025-12-15,2025-12-15,1,15,,,,,threads,15,0.23,,3,,3,2,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-15,2025-12-15,1,2,,,,,facebook,2,0.07,,3,,1,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.015,0.015,,,0.015,,15,15,0,2025-12-15,2025-12-15,1,2,,,,,threads,2,0.03,,13,,2,2,2
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.025017,0.025017,,,0.025017,,25.016767,25.016767,0,2025-12-15,2025-12-15,1,2,,,,,audience_network,2,0.050034,,4,,1,,
,265,5,,71,18,18,265,,,,13,,,,,1641,7,1641,20,13,,1550,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,68,"[{'action_type': 'subscribe_mobile_app', 'value': '13.132802'}, {'action_type': 'subscribe_total', 'value': '13.132802'}, {'action_type': 'start_trial_mobile_app', 'value': '65.664011'}, {'action_type': 'start_trial_total', 'value': '65.664011'}]",0.924845,"[{'action_type': 'outbound_click', 'value': '0.924845'}]",0.924845,3.648001,0.247789,,0.040015,0.040015,3.283201,,0.042364,0.965647,12.55286,13.138057,1.299943,2025-12-15,2025-12-15,1.046619,5231,1.357293,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.357293'}]",facebook,4998,65.664011,147,4,135,1372,719,416
,178,,,32,15,15,178,,,,23,1,1,,,1211,4,1211,28,23,,1151,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,50,"[{'action_type': 'subscribe_mobile_app', 'value': '9.640461'}, {'action_type': 'subscribe_total', 'value': '9.640461'}]",1.506322,"[{'action_type': 'outbound_click', 'value': '1.506322'}]",1.506322,3.213487,0.270799,,0.039804,0.039804,1.721511,,0.041879,0.964046,12.644886,12.860808,1.311647,2025-12-15,2025-12-15,1.017076,3812,0.839454,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '0.839454'}]",instagram,3748,48.202307,100,4,100,1010,487,285
,,,,1,,,,,,,3,,,,,209,,209,3,3,,205,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,5.443649,"[{'action_type': 'outbound_click', 'value': '5.443649'}]",5.443649,,,,0.026046,0.026046,1.81455,,0.026554,5.443649,11.132206,11.132206,0.204499,2025-12-15,2025-12-15,1,489,0.204499,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.204499'}]",threads,489,5.443649,27,5,27,186,97,52
,,,,,,,,,,,,,,,,,,,,,,,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,63.333333,63.333333,0,2025-12-15,2025-12-15,1,3,,,,,instagram,3,0.19,,1,,,,
,379,3,1,63,21,21,379,,,,10,1,1,,,1826,1,1826,13,10,,1750,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,61,"[{'action_type': 'subscribe_mobile_app', 'value': '9.627008'}, {'action_type': 'subscribe_total', 'value': '9.627008'}, {'action_type': 'start_trial_mobile_app', 'value': '12.83601'}, {'action_type': 'start_trial_total', 'value': '12.83601'}]",1.222477,"[{'action_type': 'outbound_click', 'value': '1.222477'}]",1.222477,3.667432,0.203209,,0.042177,0.042177,5.924313,,0.044009,1.262558,15.717564,15.807895,1.244898,2025-12-15,2025-12-15,1.005747,4900,1.285714,63,"[{'action_type': 'outbound_click', 'value': '63'}]","[{'action_type': 'outbound_click', 'value': '1.285714'}]",facebook,4872,77.016063,143,4,134,1541,764,404
,86,,,13,6,6,86,,,,7,,,,,539,,539,7,7,,519,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,26,"[{'action_type': 'subscribe_mobile_app', 'value': '8.787448'}, {'action_type': 'subscribe_total', 'value': '8.787448'}, {'action_type': 'start_trial_mobile_app', 'value': '26.362344'}, {'action_type': 'start_trial_total', 'value': '26.362344'}]",2.027873,"[{'action_type': 'outbound_click', 'value': '2.027873'}]",2.027873,4.393724,0.306539,,0.04891,0.04891,3.766049,,0.050795,1.013936,14.605177,14.89398,1.440443,2025-12-15,2025-12-15,1.019774,1805,0.720222,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '0.720222'}]",instagram,1770,26.362344,39,3,39,453,199,110
,,,,,,,,,,,1,,,,,127,,127,1,1,,126,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.026784,0.026784,3.401593,,0.026997,,12.062386,12.062386,0,2025-12-15,2025-12-15,1,282,,,,,threads,282,3.401593,17,5,17,111,61,35
,,,,,,,,,,,,,,,,,,,,,,,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,110,110,0,2025-12-15,2025-12-15,1,1,,,,,facebook,1,0.11,,4,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-15,2025-12-15,1,1,,,,,facebook,1,0.08,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-15,2025-12-15,1,3,,,,,instagram,3,0.04,,1,,,,
,,,,,,,,,,,,,,,,7,,7,,,,7,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.014286,0.014286,,,0.014286,,12.5,16.666667,0,2025-12-15,2025-12-15,1.333333,8,,,,,audience_network,6,0.1,1,6,1,5,3,2
,201,2,,71,17,17,201,,,,12,,,,,1550,1,1550,13,12,,1466,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,68,"[{'action_type': 'subscribe_mobile_app', 'value': '30.336667'}, {'action_type': 'subscribe_total', 'value': '30.336667'}, {'action_type': 'start_trial_mobile_app', 'value': '45.505'}, {'action_type': 'start_trial_total', 'value': '45.505'}]",1.281831,"[{'action_type': 'outbound_click', 'value': '1.300143'}]",1.281831,5.353529,0.452786,,0.058716,0.058716,7.000769,,0.06208,1.338382,20.046256,20.950737,1.497797,2025-12-15,2025-12-15,1.04512,4540,1.563877,71,"[{'action_type': 'outbound_click', 'value': '70'}]","[{'action_type': 'outbound_click', 'value': '1.54185'}]",facebook,4344,91.01,192,4,181,1299,670,419
