action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,3,,3,,,,3,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.093333,0.093333,,,0.093333,,31.111111,31.111111,0,2025-12-08,2025-12-08,1,unknown,9,,,,,9,0.28,2,12,2,3,3,3
,82,,2,35,8,8,82,,,37,,,,,920,1,920,40,37,,845,,6924095154984,04 Morgan_Gin - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,37,,0.596,"[{'action_type': 'outbound_click', 'value': '0.596'}]",0.596,2.6075,0.25439,,0.022674,0.022674,0.5215,,0.024686,0.563784,10.546006,10.990516,1.870576,2025-12-08,2025-12-08,1.04215,female,1978,1.769464,35,"[{'action_type': 'outbound_click', 'value': '35'}]","[{'action_type': 'outbound_click', 'value': '1.769464'}]",1898,20.86,91,4,83,765,380,210
2,946,3,4,306,109,109,946,2,2,144,4,4,3,2,8547,13,8547,168,147,2,8073,2,6924095154984,04 Morgan_Gin - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,335,"[{'action_type': 'subscribe_mobile_app', 'value': '84.12'}, {'action_type': 'subscribe_total', 'value': '84.12'}]",0.549804,"[{'action_type': 'outbound_click', 'value': '0.549804'}]",0.549804,1.543486,0.177844,84.12,0.019684,0.019684,1.001429,84.12,0.02084,0.502209,8.927093,9.321809,1.777566,2025-12-08,2025-12-08,1.044215,male,18846,1.623687,306,"[{'action_type': 'outbound_click', 'value': '306'}]","[{'action_type': 'outbound_click', 'value': '1.623687'}]",18048,168.24,859,5,807,7368,3930,2298
,,,,1,,,,,,,,,,,53,,53,,,,52,,6924095154984,04 Morgan_Gin - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,1,,1.24,"[{'action_type': 'outbound_click', 'value': '1.24'}]",1.24,,,,0.023396,0.023396,,,0.023846,1.24,11.071429,11.481481,0.892857,2025-12-08,2025-12-08,1.037037,unknown,112,0.892857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.892857'}]",108,1.24,1,5,1,47,19,10
,37,,1,12,5,5,37,,,7,,,,,233,,233,8,7,,213,,6924095604584,04_MorganF_Nuthin But A G Thang - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,13,,0.513333,"[{'action_type': 'outbound_click', 'value': '0.513333'}]",0.513333,1.232,0.166486,,0.026438,0.026438,0.77,,0.02892,0.473846,12.246521,12.494929,2.584493,2025-12-08,2025-12-08,1.020284,female,503,2.385686,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '2.385686'}]",493,6.16,20,4,20,187,92,56
,244,2,,60,26,26,244,,,28,,,2,,1277,3,1277,33,30,,1184,,6924095604584,04_MorganF_Nuthin But A G Thang - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,65,,0.504833,"[{'action_type': 'outbound_click', 'value': '0.504833'}]",0.504833,1.165,0.124139,,0.02372,0.02372,0.917879,,0.025583,0.466,11.119677,11.530263,2.386197,2025-12-08,2025-12-08,1.036924,male,2724,2.202643,60,"[{'action_type': 'outbound_click', 'value': '60'}]","[{'action_type': 'outbound_click', 'value': '2.202643'}]",2627,30.29,130,5,128,1047,546,346
,,,,,,,,,,,,,,,5,1,5,1,,,4,,6924095604584,04_MorganF_Nuthin But A G Thang - Copy 2,6924094365784,FB_iOS_BAU_M_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,0,,,,,,,,0.03,0.03,0.15,,0.0375,,12.5,12.5,0,2025-12-08,2025-12-08,1,unknown,12,,,,,12,0.15,1,4,1,4,2,2
,383,2,,107,45,45,383,,,40,,,2,,2461,2,2461,44,42,,2310,,6924096397984,03_blackbodysuit_Big energy - Copy 2,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,103,,0.479252,"[{'action_type': 'outbound_click', 'value': '0.479252'}]",0.479252,1.139556,0.13389,,0.020837,0.020837,1.165455,,0.022199,0.497864,10.910638,11.436218,2.191489,2025-12-08,2025-12-08,1.048171,female,4700,2.276596,107,"[{'action_type': 'outbound_click', 'value': '107'}]","[{'action_type': 'outbound_click', 'value': '2.276596'}]",4484,51.28,282,5,261,2128,1213,807
,,,,6,1,1,,,,2,,,,,178,,178,2,2,,170,,6924096397984,03_blackbodysuit_Big energy - Copy 2,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,6,,0.848333,"[{'action_type': 'outbound_click', 'value': '0.848333'}]",0.848333,5.09,,,0.028596,0.028596,2.545,,0.029941,0.848333,10.200401,10.648536,1.202405,2025-12-08,2025-12-08,1.043933,male,499,1.202405,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.202405'}]",478,5.09,20,4,21,152,78,53
,1,,,2,,,1,,,,,,,,10,,10,,,,8,,6924096397984,03_blackbodysuit_Big energy - Copy 2,6924094572584,FB_iOS_BAU_F_Rap,6924094365384,FB_iOS_BAU_Purchase_Set1,1,,0.07,"[{'action_type': 'outbound_click', 'value': '0.07'}]",0.07,,0.14,,0.014,0.014,,,0.0175,0.14,7.777778,8.235294,5.555556,2025-12-08,2025-12-08,1.058824,unknown,18,11.111111,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",17,0.14,1,5,1,8,3,3
