action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,107,,,14,8,8,107,,,,2,,,1,,354,1,354,4,3,,336,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,14,"[{'action_type': 'subscribe_mobile_app', 'value': '10.41'}, {'action_type': 'subscribe_total', 'value': '10.41'}, {'action_type': 'start_trial_mobile_app', 'value': '20.82'}, {'action_type': 'start_trial_total', 'value': '20.82'}]",1.487143,"[{'action_type': 'outbound_click', 'value': '1.487143'}]",1.487143,2.6025,0.194579,,0.058814,0.058814,5.205,,0.061964,1.487143,15.92961,16.24025,1.071155,2025-12-15,2025-12-15,1.019501,1307,1.071155,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.071155'}]",1282,20.82,32,3,30,300,148,96
,136,,1,29,11,11,136,,,,5,,,,,444,,444,6,5,,409,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,29,"[{'action_type': 'subscribe_mobile_app', 'value': '12.165'}, {'action_type': 'subscribe_total', 'value': '12.165'}, {'action_type': 'start_trial_mobile_app', 'value': '24.33'}, {'action_type': 'start_trial_total', 'value': '24.33'}]",0.838966,"[{'action_type': 'outbound_click', 'value': '0.838966'}]",0.838966,2.211818,0.178897,,0.054797,0.054797,4.055,,0.059487,0.838966,20.88412,21.379613,2.48927,2025-12-15,2025-12-15,1.023726,1165,2.48927,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '2.48927'}]",1138,24.33,56,5,56,362,184,127
,3,,,3,1,1,3,,,,1,,,,,116,,116,1,1,,112,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,1.99,"[{'action_type': 'outbound_click', 'value': '1.99'}]",1.99,5.97,1.99,,0.051466,0.051466,5.97,,0.053304,1.99,22.528302,23.320313,1.132075,2025-12-15,2025-12-15,1.035156,265,1.132075,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.132075'}]",256,5.97,17,4,16,106,57,40
,,,,,,,,,,,,,,,,9,,9,,,,9,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.103333,0.103333,,,0.103333,,26.571429,26.571429,0,2025-12-15,2025-12-15,1,35,,,,,35,0.93,2,4,2,6,4,3
,3,,,3,,,3,,,,,,,,,24,,24,,,,21,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,18-24,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,,0.693333,"[{'action_type': 'outbound_click', 'value': '0.693333'}]",0.693333,,0.693333,,0.086667,0.086667,,,0.099048,0.693333,23.111111,23.636364,3.333333,2025-12-15,2025-12-15,1.022727,90,3.333333,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '3.333333'}]",88,2.08,1,3,1,17,9,4
,39,,,5,3,3,39,,,,2,,,,,118,,118,2,2,,111,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,7,"[{'action_type': 'subscribe_mobile_app', 'value': '8.58'}, {'action_type': 'subscribe_total', 'value': '8.58'}]",1.716,"[{'action_type': 'outbound_click', 'value': '1.716'}]",1.716,2.86,0.22,,0.072712,0.072712,4.29,,0.077297,1.225714,22.285714,22.88,1.818182,2025-12-15,2025-12-15,1.026667,385,1.298701,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",375,8.58,13,4,12,97,52,24
,10,,,4,1,1,10,,,,,,,,,92,,92,,,,88,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,,1.7925,"[{'action_type': 'outbound_click', 'value': '1.7925'}]",1.7925,7.17,0.717,,0.077935,0.077935,,,0.081477,1.434,21.339286,22.12963,1.488095,2025-12-15,2025-12-15,1.037037,336,1.190476,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.190476'}]",324,7.17,9,3,9,79,38,25
,28,,,3,1,1,28,,,,,,,,,54,,54,,,,51,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,3,"[{'action_type': 'subscribe_mobile_app', 'value': '3.62'}, {'action_type': 'subscribe_total', 'value': '3.62'}]",1.206667,"[{'action_type': 'outbound_click', 'value': '1.206667'}]",1.206667,3.62,0.129286,,0.067037,0.067037,,,0.07098,1.206667,25.314685,25.857143,2.097902,2025-12-15,2025-12-15,1.021429,143,2.097902,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.097902'}]",140,3.62,13,6,12,45,30,16
,1,,,1,,,1,,,,,,,,,13,,13,,,,12,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.88,"[{'action_type': 'outbound_click', 'value': '0.88'}]",0.88,,0.88,,0.067692,0.067692,,,0.073333,0.88,33.846154,33.846154,3.846154,2025-12-15,2025-12-15,1,26,3.846154,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",26,0.88,2,5,2,11,7,6
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,65+,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.09,0.09,,,0.09,,15,15,0,2025-12-15,2025-12-15,1,6,,,,,6,0.09,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,40,40,0,2025-12-15,2025-12-15,1,2,,,,,2,0.08,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,35-44,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,5,,,,,5,0.05,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,45-54,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,55-64,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,2,,,,,2,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,25-34,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,1,,,1,,,1,,,,,,,,,28,,28,,,,27,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,2.34,"[{'action_type': 'outbound_click', 'value': '2.34'}]",2.34,,2.34,,0.083571,0.083571,,,0.086667,2.34,19.5,20.707965,0.833333,2025-12-15,2025-12-15,1.061947,120,0.833333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.833333'}]",113,2.34,1,2,1,23,9,4
,15,,,5,3,3,15,,,,2,,,,,203,,203,2,2,,196,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,2.32,"[{'action_type': 'outbound_click', 'value': '2.32'}]",2.32,3.866667,0.773333,,0.057143,0.057143,5.8,,0.059184,2.32,16.04426,16.763006,0.691563,2025-12-15,2025-12-15,1.044798,723,0.691563,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.691563'}]",692,11.6,14,3,13,172,97,52
,46,,,15,7,7,46,,,,5,,,,,506,,506,5,5,,486,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,17,"[{'action_type': 'subscribe_mobile_app', 'value': '24.86'}, {'action_type': 'subscribe_total', 'value': '24.86'}]",1.657333,"[{'action_type': 'outbound_click', 'value': '1.657333'}]",1.657333,3.551429,0.540435,,0.04913,0.04913,4.972,,0.051152,1.462353,15.556946,16.355263,1.06383,2025-12-15,2025-12-15,1.051316,1598,0.938673,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '0.938673'}]",1520,24.86,44,3,39,408,214,128
,42,1,,7,5,5,42,,,,,,,,,300,,300,,,,293,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,7,,2.294286,"[{'action_type': 'outbound_click', 'value': '2.294286'}]",2.294286,3.212,0.382381,,0.053533,0.053533,,,0.054812,2.294286,20.277778,21.048493,0.883838,2025-12-15,2025-12-15,1.038008,792,0.883838,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '0.883838'}]",763,16.06,33,4,32,257,135,78
,,,,2,,,,,,,2,,,,,78,,78,2,2,,74,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.625,"[{'action_type': 'outbound_click', 'value': '1.625'}]",1.625,,,,0.041667,0.041667,1.625,,0.043919,1.625,21.103896,21.812081,1.298701,2025-12-15,2025-12-15,1.033557,154,1.298701,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.298701'}]",149,3.25,9,5,8,68,38,18
,,,,,,,,,,,,,,,,13,,13,,,,13,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.075385,0.075385,,,0.075385,,26.486486,29.69697,0,2025-12-15,2025-12-15,1.121212,37,,,,,33,0.98,2,7,1,12,8,4
,5,,,,,,5,,,,,,,,,2,,2,,,,2,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0.05,,0.125,0.125,,,0.125,,22.727273,25,0,2025-12-15,2025-12-15,1.1,11,,,,,10,0.25,,2,,,,
,37,,,3,,,37,,,,1,,,,,22,,22,1,1,,18,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '1.95'}, {'action_type': 'subscribe_total', 'value': '1.95'}]",0.65,"[{'action_type': 'outbound_click', 'value': '0.65'}]",0.65,,0.052703,,0.088636,0.088636,1.95,,0.108333,0.4875,30,33.62069,6.153846,2025-12-15,2025-12-15,1.12069,65,4.615385,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '4.615385'}]",58,1.95,,2,,13,4,1
,12,,,1,2,2,12,,,,,,,,,17,,17,,,,16,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,"[{'action_type': 'subscribe_mobile_app', 'value': '1.48'}, {'action_type': 'subscribe_total', 'value': '1.48'}, {'action_type': 'start_trial_mobile_app', 'value': '1.48'}, {'action_type': 'start_trial_total', 'value': '1.48'}]",1.48,"[{'action_type': 'outbound_click', 'value': '1.48'}]",1.48,0.74,0.123333,,0.087059,0.087059,,,0.0925,1.48,25.084746,25.964912,1.694915,2025-12-15,2025-12-15,1.035088,59,1.694915,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.694915'}]",57,1.48,3,4,3,12,10,8
,4,,,1,2,2,4,,,,,,,,,8,,8,,,,7,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.7,"[{'action_type': 'outbound_click', 'value': '0.7'}]",0.7,0.35,0.175,,0.0875,0.0875,,,0.1,0.7,33.333333,35,4.761905,2025-12-15,2025-12-15,1.05,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",20,0.7,,3,,5,3,1
,,,,,,,,,,,,,,,,,,,,,,,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,25,25,0,2025-12-15,2025-12-15,1,2,,,,,2,0.05,,1,,,,
,12,,,1,1,1,12,,,,,,,,,2,,2,,,,1,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.04,"[{'action_type': 'outbound_click', 'value': '0.04'}]",0.04,0.04,0.003333,,0.02,0.02,,,0.04,0.04,40,40,100,2025-12-15,2025-12-15,1,1,100,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '100'}]",1,0.04,,8,,1,,
,31,,,5,3,3,31,,,1,1,1,1,,,33,,33,2,1,,26,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,"[{'action_type': 'subscribe_mobile_app', 'value': '3.11'}, {'action_type': 'subscribe_total', 'value': '3.11'}, {'action_type': 'start_trial_mobile_app', 'value': '1.555'}, {'action_type': 'start_trial_total', 'value': '1.555'}]",0.622,"[{'action_type': 'outbound_click', 'value': '0.622'}]",0.622,1.036667,0.100323,,0.094242,0.094242,1.555,,0.119615,0.7775,39.367089,43.802817,5.063291,2025-12-15,2025-12-15,1.112676,79,6.329114,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '6.329114'}]",71,3.11,1,3,1,24,9,4
,11,,,7,,,11,,,,,,,,,90,,90,,,,83,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,7,,0.961429,"[{'action_type': 'outbound_click', 'value': '0.961429'}]",0.961429,,0.611818,,0.074778,0.074778,,,0.081084,0.961429,23.287197,26.600791,2.422145,2025-12-15,2025-12-15,1.142292,289,2.422145,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.422145'}]",253,6.73,3,3,3,74,31,17
,128,1,1,13,6,6,128,,,,,,,,,111,,111,1,,,97,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,13,"[{'action_type': 'subscribe_mobile_app', 'value': '2.28'}, {'action_type': 'subscribe_total', 'value': '2.28'}, {'action_type': 'start_trial_mobile_app', 'value': '4.56'}, {'action_type': 'start_trial_total', 'value': '4.56'}]",0.701538,"[{'action_type': 'outbound_click', 'value': '0.701538'}]",0.701538,1.52,0.07125,,0.082162,0.082162,9.12,,0.094021,0.701538,26.358382,30.198676,3.757225,2025-12-15,2025-12-15,1.145695,346,3.757225,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '3.757225'}]",302,9.12,9,4,8,86,47,30
,1,,,2,,,1,,,,,,,,,45,,45,,,,43,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.83,"[{'action_type': 'outbound_click', 'value': '1.83'}]",1.83,,3.66,,0.081333,0.081333,,,0.085116,1.83,29.516129,33.888889,1.612903,2025-12-15,2025-12-15,1.148148,124,1.612903,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.612903'}]",108,3.66,5,4,5,39,20,13
,,,,1,,,,,,,,,,,,8,,8,,,,7,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.6,"[{'action_type': 'outbound_click', 'value': '0.6'}]",0.6,,,,0.075,0.075,,,0.085714,0.6,28.571429,33.333333,4.761905,2025-12-15,2025-12-15,1.166667,21,4.761905,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.761905'}]",18,0.6,2,5,2,6,6,3
,4,,,3,,,4,,,,,,,,,9,,9,,,,6,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,,0.103333,"[{'action_type': 'outbound_click', 'value': '0.103333'}]",0.103333,,0.0775,,0.034444,0.034444,,,0.051667,0.103333,31,34.444444,30,2025-12-15,2025-12-15,1.111111,10,30,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '30'}]",9,0.31,2,9,2,5,3,2
,4,,,2,,,4,,,,2,,,,,47,,47,2,2,,43,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.44,"[{'action_type': 'outbound_click', 'value': '1.44'}]",1.44,,0.72,,0.061277,0.061277,1.44,,0.066977,1.44,17.142857,18.343949,1.190476,2025-12-15,2025-12-15,1.070064,168,1.190476,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.190476'}]",157,2.88,2,2,2,40,15,8
,71,1,,16,5,5,71,,,,4,,,,,309,,309,4,4,,289,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,19,"[{'action_type': 'subscribe_mobile_app', 'value': '12.09'}, {'action_type': 'subscribe_total', 'value': '12.09'}, {'action_type': 'start_trial_mobile_app', 'value': '24.18'}, {'action_type': 'start_trial_total', 'value': '24.18'}]",1.51125,"[{'action_type': 'outbound_click', 'value': '1.51125'}]",1.51125,4.836,0.340563,,0.078252,0.078252,6.045,,0.083668,1.272632,18.359909,19.452936,1.442673,2025-12-15,2025-12-15,1.059533,1317,1.214882,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.214882'}]",1243,24.18,18,3,17,253,119,64
,110,1,,15,7,7,110,,,,3,,,,,414,,414,3,3,,396,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,15,"[{'action_type': 'subscribe_mobile_app', 'value': '7.98'}, {'action_type': 'subscribe_total', 'value': '7.98'}, {'action_type': 'start_trial_mobile_app', 'value': '31.92'}, {'action_type': 'start_trial_total', 'value': '31.92'}]",2.128,"[{'action_type': 'outbound_click', 'value': '2.128'}]",2.128,4.56,0.290182,,0.077101,0.077101,10.64,,0.080606,2.128,18.376511,18.876404,0.863558,2025-12-15,2025-12-15,1.027203,1737,0.863558,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '0.863558'}]",1691,31.92,33,3,32,354,163,95
,46,,,10,9,9,46,,,,3,1,1,,,188,,188,4,3,,174,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,11,"[{'action_type': 'subscribe_mobile_app', 'value': '12.52'}, {'action_type': 'subscribe_total', 'value': '12.52'}]",1.252,"[{'action_type': 'outbound_click', 'value': '1.252'}]",1.252,1.391111,0.272174,,0.066596,0.066596,3.13,,0.071954,1.138182,21.888112,22.558559,1.923077,2025-12-15,2025-12-15,1.030631,572,1.748252,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.748252'}]",555,12.52,20,3,19,156,74,43
,,,,,,,,,,,,,,,,16,,16,,,,16,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.100625,0.100625,,,0.100625,,29.814815,30.961538,0,2025-12-15,2025-12-15,1.038462,54,,,,,52,1.61,,3,,12,5,2
,,,,,,,,,,,,,,,,3,,3,,,,3,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.12,0.12,,,0.12,,25.714286,27.692308,0,2025-12-15,2025-12-15,1.076923,14,,,,,13,0.36,,2,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,26.666667,0,2025-12-15,2025-12-15,1,3,,,,,3,0.08,1,6,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927319919984,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,16,16,0,2025-12-15,2025-12-15,1,5,,,,,5,0.08,,,,,,
,,,,2,,,,,,,,,,,,2,,2,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,,,,0.14,0.14,,,,0.28,23.333333,35,8.333333,2025-12-15,2025-12-15,1.5,12,16.666667,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '16.666667'}]",8,0.28,,,,,,
,,,,1,,,,,,,,,,,,1,,1,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,,,,0.14,0.14,,,,0.14,28,28,20,2025-12-15,2025-12-15,1,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",5,0.14,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,20,60,0,2025-12-15,2025-12-15,3,3,,,,,1,0.06,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,,,,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.02,0.02,,,0.02,,12,12,0,2025-12-15,2025-12-15,1,5,,,,,5,0.06,,3,,3,,
