action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,179,,,19,14,14,179,,,,2,,,,,910,,910,2,2,,889,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,19,"[{'action_type': 'subscribe_mobile_app', 'value': '7.742'}, {'action_type': 'subscribe_total', 'value': '7.742'}]",2.037368,"[{'action_type': 'outbound_click', 'value': '2.037368'}]",2.037368,2.765,0.216257,,0.042538,0.042538,19.355,,0.043543,2.037368,19.481631,20.503178,0.956215,2025-12-15,2025-12-15,1.052436,1987,0.956215,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '0.956215'}]",1888,38.71,89,4,88,803,430,255
,141,,,16,5,5,141,,,,12,,,,,622,2,622,14,12,,592,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,17,"[{'action_type': 'subscribe_mobile_app', 'value': '7.943333'}, {'action_type': 'subscribe_total', 'value': '7.943333'}, {'action_type': 'start_trial_mobile_app', 'value': '7.943333'}, {'action_type': 'start_trial_total', 'value': '7.943333'}]",1.489375,"[{'action_type': 'outbound_click', 'value': '1.489375'}]",1.489375,4.766,0.169007,,0.038312,0.038312,1.702143,,0.040253,1.401765,21.624319,22.417686,1.54265,2025-12-15,2025-12-15,1.036689,1102,1.451906,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.451906'}]",1063,23.83,71,6,63,552,345,225
,2,,,,,,2,,,,,,,,,85,,85,,,,85,,6920992822584,04 Morgan_Gin - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,1.97,,0.046353,0.046353,,,0.046353,,22.643678,23.73494,0,2025-12-15,2025-12-15,1.048193,174,,,,,166,3.94,12,4,10,71,37,24
,,,,1,,,,,,,,,,,,8,,8,,,,7,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),18-24,6920965699384,FB_iOS_Purchase_Rap_251203,1,,0.31,"[{'action_type': 'outbound_click', 'value': '0.31'}]",0.31,,,,0.03875,0.03875,,,0.044286,0.31,11.071429,11.923077,3.571429,2025-12-15,2025-12-15,1.076923,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",26,0.31,1,4,1,7,5,3
,,,,,,,,,,,,,,,,50,,50,,,,50,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.0334,0.0334,,,0.0334,,12.014388,12.556391,0,2025-12-15,2025-12-15,1.045113,139,,,,,133,1.67,4,3,4,44,18,13
,3,,,4,1,1,3,,,,,,,,,157,,157,,,,153,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),35-44,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.3575,"[{'action_type': 'outbound_click', 'value': '1.3575'}]",1.3575,5.43,1.81,,0.034586,0.034586,,,0.03549,1.086,13.816794,14.557641,1.272265,2025-12-15,2025-12-15,1.053619,393,1.017812,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.017812'}]",373,5.43,10,3,10,133,49,27
,41,,,8,4,4,41,,,,2,,,,,260,,260,2,2,,250,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),45-54,6920965699384,FB_iOS_Purchase_Rap_251203,9,,0.93,"[{'action_type': 'outbound_click', 'value': '0.93'}]",0.93,1.86,0.181463,,0.028615,0.028615,3.72,,0.02976,0.826667,15.371901,15.663158,1.859504,2025-12-15,2025-12-15,1.018947,484,1.652893,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.652893'}]",475,7.44,20,5,18,220,114,63
,,,,,,,,,,,1,,,,,59,,59,1,1,,58,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.050847,0.050847,3,,0.051724,,21.89781,23.076923,0,2025-12-15,2025-12-15,1.053846,137,,,,,130,3,3,4,3,52,25,13
,,,,,,,,,,,1,,,,,15,,15,1,1,,14,,6920992823584,02 Eddie_Snoop - Copy,6920991033184,FB_iOS_itoshi_rap_set2_271125 (from install 1),65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.030667,0.030667,0.46,,0.032857,,17.692308,17.692308,0,2025-12-15,2025-12-15,1,26,,,,,26,0.46,2,5,2,13,9,5
,,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,1,0,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402584,07_nose ring_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,80,0,2025-12-15,2025-12-15,2,2,,,,,1,0.08,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402784,09_red lipstick_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994402984,06_green hair_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,180,180,0,2025-12-15,2025-12-15,1,1,,,,,1,0.18,,,,,,
,,,,,,,,,,,,,,,,18,,18,,,,18,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.072778,0.072778,,,0.072778,,30.465116,31.95122,0,2025-12-15,2025-12-15,1.04878,43,,,,,41,1.31,,4,,16,7,5
,3,,,5,,,3,,,,1,,,,,91,,91,1,1,,85,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.408,"[{'action_type': 'outbound_click', 'value': '1.408'}]",1.408,,2.346667,,0.077363,0.077363,7.04,,0.082824,1.408,30.877193,32,2.192982,2025-12-15,2025-12-15,1.036364,228,2.192982,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.192982'}]",220,7.04,16,4,17,80,46,31
,97,,,10,4,4,97,,,,4,,,,,294,1,294,5,4,,279,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,9,"[{'action_type': 'subscribe_mobile_app', 'value': '8.9'}, {'action_type': 'subscribe_total', 'value': '8.9'}, {'action_type': 'start_trial_mobile_app', 'value': '17.8'}, {'action_type': 'start_trial_total', 'value': '17.8'}]",1.78,"[{'action_type': 'outbound_click', 'value': '1.78'}]",1.78,4.45,0.183505,,0.060544,0.060544,3.56,,0.063799,1.977778,24.31694,25.070423,1.229508,2025-12-15,2025-12-15,1.030986,732,1.36612,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.36612'}]",710,17.8,37,4,36,257,146,104
,154,1,,24,9,9,154,,,,16,,,,,784,,784,16,16,,744,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,24,"[{'action_type': 'subscribe_mobile_app', 'value': '40.17'}, {'action_type': 'subscribe_total', 'value': '40.17'}]",1.67375,"[{'action_type': 'outbound_click', 'value': '1.67375'}]",1.67375,4.463333,0.260844,,0.051237,0.051237,2.510625,,0.053992,1.67375,25.966387,26.323722,1.55139,2025-12-15,2025-12-15,1.013761,1547,1.55139,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.55139'}]",1526,40.17,150,6,142,684,432,326
,125,2,,26,14,14,125,,,,10,,,,,590,,590,10,10,,554,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,27,"[{'action_type': 'subscribe_mobile_app', 'value': '13.16'}, {'action_type': 'subscribe_total', 'value': '13.16'}]",1.012308,"[{'action_type': 'outbound_click', 'value': '1.012308'}]",1.012308,1.88,0.21056,,0.04461,0.04461,2.632,,0.047509,0.974815,28.362069,30.711785,2.909483,2025-12-15,2025-12-15,1.082847,928,2.801724,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '2.801724'}]",857,26.32,125,7,118,520,347,273
,5,,,4,1,1,5,,,,,,,,,104,,104,,,,100,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,4,,1.69,"[{'action_type': 'outbound_click', 'value': '1.69'}]",1.69,6.76,1.352,,0.065,0.065,,,0.0676,1.69,36.540541,41.472393,2.162162,2025-12-15,2025-12-15,1.134969,185,2.162162,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.162162'}]",163,6.76,31,7,28,94,64,54
,,,,,,,,,,,,,,,,,,,,,,,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920994404384,05_greendress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,13.333333,13.333333,0,2025-12-15,2025-12-15,1,3,,,,,3,0.04,,1,,,,
,,,,,,,,,,,,,,,,8,,8,,,,8,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09875,0.09875,,,0.09875,,27.241379,28.214286,0,2025-12-15,2025-12-15,1.035714,29,,,,,28,0.79,,3,,7,6,1
,1,,,4,,,1,,,,1,,,,,50,,50,1,1,,45,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,5,,0.575,"[{'action_type': 'outbound_click', 'value': '0.575'}]",0.575,,2.3,,0.046,0.046,2.3,,0.051111,0.46,17.424242,18.4,3.787879,2025-12-15,2025-12-15,1.056,132,3.030303,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",125,2.3,7,5,7,42,21,10
1,121,,,12,8,8,121,1,1,,4,,,,1,462,1,462,5,4,1,445,1,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,12,"[{'action_type': 'subscribe_mobile_app', 'value': '8.59'}, {'action_type': 'subscribe_total', 'value': '8.59'}]",1.431667,"[{'action_type': 'outbound_click', 'value': '1.431667'}]",1.431667,2.1475,0.141983,17.18,0.037186,0.037186,3.436,17.18,0.038607,1.431667,14.93913,16.041083,1.043478,2025-12-15,2025-12-15,1.073763,1150,1.043478,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '1.043478'}]",1071,17.18,38,3,37,380,160,92
,153,,2,43,15,15,153,,,,13,,,1,,1558,2,1558,18,14,,1497,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,50,"[{'action_type': 'subscribe_mobile_app', 'value': '56.19'}, {'action_type': 'subscribe_total', 'value': '56.19'}]",1.306744,"[{'action_type': 'outbound_click', 'value': '1.306744'}]",1.306744,3.746,0.367255,,0.036065,0.036065,3.121667,,0.037535,1.1238,18.055913,19.047458,1.606684,2025-12-15,2025-12-15,1.054915,3112,1.381748,43,"[{'action_type': 'outbound_click', 'value': '43'}]","[{'action_type': 'outbound_click', 'value': '1.381748'}]",2950,56.19,126,4,116,1315,679,387
,107,,,18,8,8,107,,,,6,,,,,474,2,474,8,6,,448,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,17,"[{'action_type': 'subscribe_mobile_app', 'value': '9.82'}, {'action_type': 'subscribe_total', 'value': '9.82'}]",1.091111,"[{'action_type': 'outbound_click', 'value': '1.091111'}]",1.091111,2.455,0.183551,,0.041435,0.041435,2.455,,0.043839,1.155294,21.163793,22.445714,1.831897,2025-12-15,2025-12-15,1.060571,928,1.939655,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.939655'}]",875,19.64,64,5,60,407,235,156
,,,,4,,,,,,,2,,,,,73,,73,2,2,,67,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,4,,0.7575,"[{'action_type': 'outbound_click', 'value': '0.7575'}]",0.7575,,,,0.041507,0.041507,1.515,,0.045224,0.7575,21.798561,23.129771,2.877698,2025-12-15,2025-12-15,1.061069,139,2.877698,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '2.877698'}]",131,3.03,7,4,7,62,29,15
,,,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920995425984,05_Snoop_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-15,2025-12-15,1,2,,,,,2,0.08,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.33,0.33,,,0.33,,110,110,0,2025-12-15,2025-12-15,1,3,,,,,3,0.33,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505584,01_black4_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.015,0.015,,,0.015,,15,15,0,2025-12-15,2025-12-15,1,2,,,,,2,0.03,,9,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920996505984,04_fbg_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-15,2025-12-15,1,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920996506384,06_green hair_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,5,5,0,2025-12-15,2025-12-15,1,2,,,,,2,0.01,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506584,11_yellow dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-15,2025-12-15,1,1,,,,,1,0.05,,3,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996506784,10_Red pants_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,12,,1,1,1
,,,,,,,,,,,,,,,,7,,7,,,,7,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.051429,0.051429,,,0.051429,,16.363636,17.142857,0,2025-12-15,2025-12-15,1.047619,22,,,,,21,0.36,1,4,1,7,6,5
,1,,,6,,,1,,,,2,,,,,160,,160,2,2,,152,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,6,,1.116667,"[{'action_type': 'outbound_click', 'value': '1.116667'}]",1.116667,,6.7,,0.041875,0.041875,3.35,,0.044079,1.116667,16.75,17.357513,1.5,2025-12-15,2025-12-15,1.036269,400,1.5,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.5'}]",386,6.7,8,4,7,136,83,55
,249,,1,34,18,18,249,,,,12,,,,,1012,1,1012,14,12,,964,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,35,"[{'action_type': 'subscribe_mobile_app', 'value': '5.892857'}, {'action_type': 'subscribe_total', 'value': '5.892857'}, {'action_type': 'start_trial_mobile_app', 'value': '13.75'}, {'action_type': 'start_trial_total', 'value': '13.75'}]",1.213235,"[{'action_type': 'outbound_click', 'value': '1.213235'}]",1.213235,2.291667,0.165663,,0.040761,0.040761,2.946429,,0.04279,1.178571,19.150418,20.16129,1.624884,2025-12-15,2025-12-15,1.052786,2154,1.578459,34,"[{'action_type': 'outbound_click', 'value': '34'}]","[{'action_type': 'outbound_click', 'value': '1.578459'}]",2046,41.25,113,5,105,868,520,361
,189,,,30,14,14,189,,,,9,,,,,836,,836,9,9,,797,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,29,"[{'action_type': 'subscribe_mobile_app', 'value': '9.1075'}, {'action_type': 'subscribe_total', 'value': '9.1075'}, {'action_type': 'start_trial_mobile_app', 'value': '36.43'}, {'action_type': 'start_trial_total', 'value': '36.43'}]",1.214333,"[{'action_type': 'outbound_click', 'value': '1.214333'}]",1.214333,2.602143,0.192751,,0.043577,0.043577,4.047778,,0.045709,1.256207,22.078788,23.442728,1.757576,2025-12-15,2025-12-15,1.061776,1650,1.818182,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.818182'}]",1554,36.43,109,5,104,742,451,320
,17,,,4,1,1,17,,,,2,,,,,189,,189,2,2,,183,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,4,,2.05,"[{'action_type': 'outbound_click', 'value': '2.05'}]",2.05,8.2,0.482353,,0.043386,0.043386,4.1,,0.044809,2.05,25.545171,26.797386,1.246106,2025-12-15,2025-12-15,1.04902,321,1.246106,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.246106'}]",306,8.2,33,6,31,173,110,79
,1,,,,,,1,,,,,,,,,33,,33,,,,33,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,1.87,,0.056667,0.056667,,,0.056667,,29.21875,30.16129,0,2025-12-15,2025-12-15,1.032258,64,,,,,62,1.87,6,5,6,32,20,15
,,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-15,2025-12-15,1,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-15,2025-12-15,1,1,,,,,1,0.03,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,33.333333,33.333333,0,2025-12-15,2025-12-15,1,3,,,,,3,0.1,,6,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-15,2025-12-15,1,2,,,,,2,0.08,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-15,2025-12-15,1,3,,,,,3,0.06,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,1,,,,,1,0.02,,0,,,,
