action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,35,,,7,6,6,35,,,,,,,,77,,77,,,,70,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,8,,0.875714,"[{'action_type': 'outbound_click', 'value': '0.875714'}]",0.875714,1.021667,0.175143,,0.07961,0.07961,,,0.087571,0.76625,24.229249,25.122951,3.162055,2025-12-11,2025-12-11,1.036885,253,2.766798,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '2.766798'}]",instagram,244,6.13,7,3,7,62,38,19
,,,,,,,,,,,,,,,,,,,,,,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,2,,,,,messenger,2,0,,0,,,,
,,,,,,,,,,,,,,,27,,27,,,,27,,6925378629584,02Prerna_gasstation1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.034444,0.034444,,,0.034444,,16.909091,16.909091,0,2025-12-11,2025-12-11,1,55,,,,,threads,55,0.93,5,6,5,25,17,8
,,,,1,,,,,,,,,,,17,,17,,,,16,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,2.79,"[{'action_type': 'outbound_click', 'value': '2.79'}]",2.79,,,,0.164118,0.164118,,,0.174375,2.79,58.125,66.428571,2.083333,2025-12-11,2025-12-11,1.142857,48,2.083333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",facebook,42,2.79,6,4,6,14,9,7
,,,,,,,,,,,,,,,3,,3,,,,3,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.193333,0.193333,,,0.193333,,36.25,38.666667,0,2025-12-11,2025-12-11,1.066667,16,,,,,instagram,15,0.58,,2,,2,,
,,,,,,,,,,1,,,,,6,,6,1,1,,5,,6925378999984,03Prerna_gasstation2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.015,0.015,0.09,,0.018,,15,15,0,2025-12-11,2025-12-11,1,6,,,,,threads,6,0.09,1,10,1,5,5,4
,84,,,13,7,7,84,,,6,,,,,324,,324,6,6,,305,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,13,"[{'action_type': 'subscribe_mobile_app', 'value': '6.740957'}, {'action_type': 'subscribe_total', 'value': '6.740957'}, {'action_type': 'start_trial_mobile_app', 'value': '5.392765'}, {'action_type': 'start_trial_total', 'value': '5.392765'}]",2.074141,"[{'action_type': 'outbound_click', 'value': '2.074141'}]",2.074141,3.851975,0.320998,,0.083222,0.083222,4.493971,,0.088406,2.074141,27.458072,28.71547,1.323829,2025-12-11,2025-12-11,1.045793,982,1.323829,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.323829'}]",facebook,939,26.963827,23,3,18,266,146,86
,17,,,4,1,1,17,,,,,,,,68,1,68,1,,,63,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,1.546366,"[{'action_type': 'outbound_click', 'value': '1.546366'}]",1.546366,6.185466,0.363851,,0.090963,0.090963,6.185466,,0.098182,1.237093,29.881477,31.398304,2.415459,2025-12-11,2025-12-11,1.050761,207,1.932367,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.932367'}]",instagram,197,6.185466,6,4,6,55,36,21
,,,,,,,,,,,,,,,23,,23,,,,23,,6925379086584,04Prerna_redcar,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.034813,0.034813,,,0.034813,,20.530963,20.530963,0,2025-12-11,2025-12-11,1,39,,,,,threads,39,0.800708,5,7,5,21,12,8
,,,,,,,,,,,,,,,11,,11,,,,11,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.08,0.08,,,0.08,,22.564103,22.564103,0,2025-12-11,2025-12-11,1,39,,,,,facebook,39,0.88,2,3,2,8,4,2
,1,,,,,,1,,,,,,,,2,,2,,,,2,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,0.08,,0.04,0.04,,,0.04,,13.333333,13.333333,0,2025-12-11,2025-12-11,1,6,,,,,instagram,6,0.08,,3,,2,1,1
,,,,1,,,,,,,,,,,5,,5,,,,4,,6925379228984,05Prerna_gasstation3,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.17,"[{'action_type': 'outbound_click', 'value': '0.17'}]",0.17,,,,0.034,0.034,,,0.0425,0.17,18.888889,18.888889,11.111111,2025-12-11,2025-12-11,1,9,11.111111,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",threads,9,0.17,2,16,2,4,3,2
,,,,,,,,,,,,,,,2,,2,,,,2,,6925379387784,06Prerna_bollamarket2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.005,0.005,,,0.005,,5,5,0,2025-12-11,2025-12-11,1,2,,,,,threads,2,0.01,,6,,2,,
,7,1,,10,,,7,,,1,,,,,120,,120,1,1,,109,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,9,,1.132187,"[{'action_type': 'outbound_click', 'value': '1.132187'}]",1.132187,,1.61741,,0.094349,0.094349,11.321866,,0.10387,1.257985,29.33126,31.713912,2.331606,2025-12-11,2025-12-11,1.081232,386,2.590674,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '2.590674'}]",facebook,357,11.321866,9,4,9,95,60,32
,8,,,2,1,1,8,,,1,,,,,21,,21,1,1,,18,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.1142,"[{'action_type': 'outbound_click', 'value': '1.1142'}]",1.1142,2.228399,0.27855,,0.106114,0.106114,2.228399,,0.1238,1.1142,27.175599,27.5111,2.439024,2025-12-11,2025-12-11,1.012346,82,2.439024,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",instagram,81,2.228399,2,2,2,13,6,2
,,,,,,,,,,,,,,,6,,6,,,,6,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.061622,0.061622,,,0.061622,,23.108399,23.108399,0,2025-12-11,2025-12-11,1,16,,,,,threads,16,0.369734,2,6,2,6,4,2
,,,,,,,,,,,,,,,,,,,,,,,6926060792184,03black04_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926060792184,03black04_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0,,1,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.2,0.2,,,0.2,,36.363636,40,0,2025-12-11,2025-12-11,1.1,11,,,,,facebook,10,0.4,,1,,2,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.293333,0.293333,,,0.293333,,23.783784,23.783784,0,2025-12-11,2025-12-11,1,37,,,,,instagram,37,0.88,,1,,3,1,
,,,,,,,,,,,,,,,,,,,,,,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,messenger,1,0.04,,,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6926063705384,03_blonde_jumpoff_gasstation2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.026667,0.026667,,,0.026667,,13.333333,13.333333,0,2025-12-11,2025-12-11,1,6,,,,,threads,6,0.08,1,7,1,3,2,2
,,,,,,,,,,,,,,,9,,9,,,,9,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.116667,0.116667,,,0.116667,,37.5,40.384615,0,2025-12-11,2025-12-11,1.076923,28,,,,,facebook,26,1.05,,3,,9,4,1
,1,,,1,1,1,1,,,,,,,,8,,8,,,,7,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,1.28,"[{'action_type': 'outbound_click', 'value': '1.28'}]",1.28,1.28,1.28,,0.16,0.16,,,0.182857,1.28,40,40,3.125,2025-12-11,2025-12-11,1,32,3.125,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.125'}]",instagram,32,1.28,,2,,7,4,3
,,,,,,,,,,,,,,,5,,5,,,,5,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.028,0.028,,,0.028,,20,20,0,2025-12-11,2025-12-11,1,7,,,,,threads,7,0.14,1,7,1,5,2,1
,,,,,,,,,,,,,,,7,,7,,,,7,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.182857,0.182857,,,0.182857,,64,64,0,2025-12-11,2025-12-11,1,20,,,,,facebook,20,1.28,,3,,5,2,1
,,,,,,,,,,,,,,,13,,13,,,,13,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.09,0.09,,,0.09,,19.5,19.830508,0,2025-12-11,2025-12-11,1.016949,60,,,,,instagram,59,1.17,,2,,11,3,2
,,,,,,,,,,,,,,,1,,1,,,,1,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-11,2025-12-11,1,3,,,,,threads,3,0.05,1,10,1,1,1,1
,,,,,,,,,,,,,,,5,,5,,,,5,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.038,0.038,,,0.038,,23.75,23.75,0,2025-12-11,2025-12-11,1,8,,,,,facebook,8,0.19,,3,,3,1,
,,,,,,,,,,,,,,,1,,1,,,,1,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,7.5,7.5,0,2025-12-11,2025-12-11,1,4,,,,,instagram,4,0.03,,2,,,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.005,0.005,,,0.005,,5,5,0,2025-12-11,2025-12-11,1,2,,,,,threads,2,0.01,,10,,2,1,
,,,,,,,,,,,,,,,,,,,,,,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,5,5,0,2025-12-11,2025-12-11,1,2,,,,,instagram,2,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0.02,,11,,1,1,1
,3,,,1,,,3,,,,,,,,28,,28,,,,27,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,2.08,"[{'action_type': 'outbound_click', 'value': '2.08'}]",2.08,,0.693333,,0.074286,0.074286,,,0.077037,2.08,19.082569,20,0.917431,2025-12-11,2025-12-11,1.048077,109,0.917431,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.917431'}]",facebook,104,2.08,3,5,3,26,18,12
,10,,,2,1,1,10,,,,,,,,20,,20,,,,18,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,0.755,"[{'action_type': 'outbound_click', 'value': '0.755'}]",0.755,1.51,0.151,,0.0755,0.0755,,,0.083889,0.755,19.61039,19.61039,2.597403,2025-12-11,2025-12-11,1,77,2.597403,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.597403'}]",instagram,77,1.51,,2,,16,10,6
,,,,,,,,,,,,,,,2,,2,,,,2,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-11,2025-12-11,1,8,,,,,threads,8,0.12,,4,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,6926066265984,17_blonde_jumpoff_flame2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.01,,1,,,,
,14,,,5,1,1,14,,,0,,,1,,49,,49,1,1,,43,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,"[{'action_type': 'subscribe_mobile_app', 'value': '5.73'}, {'action_type': 'subscribe_total', 'value': '5.73'}, {'action_type': 'start_trial_mobile_app', 'value': '5.73'}, {'action_type': 'start_trial_total', 'value': '5.73'}]",1.146,"[{'action_type': 'outbound_click', 'value': '1.146'}]",1.146,5.73,0.409286,,0.116939,0.116939,5.73,,0.133256,1.146,33.121387,36.265823,2.890173,2025-12-11,2025-12-11,1.094937,173,2.890173,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.890173'}]",facebook,158,5.73,8,3,8,40,24,15
,10,,,3,1,1,10,,,,,,,,45,,45,,,,42,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,"[{'action_type': 'subscribe_mobile_app', 'value': '4.44'}, {'action_type': 'subscribe_total', 'value': '4.44'}, {'action_type': 'start_trial_mobile_app', 'value': '4.44'}, {'action_type': 'start_trial_total', 'value': '4.44'}]",1.48,"[{'action_type': 'outbound_click', 'value': '1.48'}]",1.48,4.44,0.444,,0.098667,0.098667,,,0.105714,1.48,28.461538,28.831169,1.923077,2025-12-11,2025-12-11,1.012987,156,1.923077,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",instagram,154,4.44,5,3,5,40,23,11
,,,,,,,,,,,,,,,9,,9,,,,9,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.043333,0.043333,,,0.043333,,16.956522,16.956522,0,2025-12-11,2025-12-11,1,23,,,,,threads,23,0.39,3,6,3,8,5,3
,,,,,,,,,,,,,,,,,,,,,,,6926067434584,20_morgan_popsmoke_bolla1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6926067434584,20_morgan_popsmoke_bolla1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-11,2025-12-11,1,2,,,,,instagram,2,0.03,,3,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6926067434584,20_morgan_popsmoke_bolla1,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,threads,1,0.02,,4,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6926067699184,21_morgan_popsmoke_bolla2,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-11,2025-12-11,1,2,,,,,facebook,2,0.01,,5,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,6926068424184,22_morgan_popsmoke_redcar,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,5,5,0,2025-12-11,2025-12-11,1,2,,,,,facebook,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926068654784,32_morgan_bentley_ginjuice,6925369208984,FB_iOS_Rap_StartTrial_morganginjuice+hht2variants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,15,15,0,2025-12-11,2025-12-11,1,2,,,,,instagram,2,0.03,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,facebook,1,0.01,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.02,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6926071393584,34_prerna_bent,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,instagram,1,0.01,,1,,,,
