action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,47,2,,21,5,5,47,,,6,,,,,405,,405,6,6,,378,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,21,,1.044762,"[{'action_type': 'outbound_click', 'value': '1.044762'}]",1.044762,4.388,0.466809,,0.054173,0.054173,3.656667,,0.058042,1.044762,23.744589,25.511628,2.272727,2025-12-11,2025-12-11,1.074419,924,2.272727,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '2.272727'}]",860,21.94,46,4,44,352,190,126
2,332,1,,31,16,16,332,2,2,13,,,,2,785,,785,13,13,2,741,2,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,31,"[{'action_type': 'subscribe_mobile_app', 'value': '4.725556'}, {'action_type': 'subscribe_total', 'value': '4.725556'}, {'action_type': 'start_trial_mobile_app', 'value': '5.31625'}, {'action_type': 'start_trial_total', 'value': '5.31625'}]",1.371935,"[{'action_type': 'outbound_click', 'value': '1.371935'}]",1.371935,2.658125,0.128102,21.265,0.054178,0.054178,3.271538,21.265,0.057395,1.371935,27.634828,28.372248,2.014295,2025-12-11,2025-12-11,1.026684,1539,2.014295,31,"[{'action_type': 'outbound_click', 'value': '31'}]","[{'action_type': 'outbound_click', 'value': '2.014295'}]",1499,42.53,108,5,102,688,417,282
1,268,2,,23,8,8,268,1,1,6,,,,1,425,,425,6,6,1,396,1,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,23,"[{'action_type': 'subscribe_mobile_app', 'value': '7.306667'}, {'action_type': 'subscribe_total', 'value': '7.306667'}, {'action_type': 'start_trial_mobile_app', 'value': '10.96'}, {'action_type': 'start_trial_total', 'value': '10.96'}]",0.953043,"[{'action_type': 'outbound_click', 'value': '0.953043'}]",0.953043,2.74,0.081791,21.92,0.051576,0.051576,3.653333,21.92,0.055354,0.953043,32.187959,34.73851,3.377386,2025-12-11,2025-12-11,1.079239,681,3.377386,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '3.377386'}]",631,21.92,73,7,65,373,249,181
,6,,,3,,,6,,,,,,,,56,,56,,,,53,,6920994403584,03_blackbodysuit_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,3,,1.046667,"[{'action_type': 'outbound_click', 'value': '1.046667'}]",1.046667,,0.523333,,0.056071,0.056071,,,0.059245,1.046667,29.345794,31.4,2.803738,2025-12-11,2025-12-11,1.07,107,2.803738,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.803738'}]",100,3.14,11,6,11,49,33,25
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,100,100,0,2025-12-11,2025-12-11,1,1,,,,,1,0.1,,4,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920994403784,11_yellow dress_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,0,0,0,2025-12-11,2025-12-11,1,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,26.666667,26.666667,0,2025-12-11,2025-12-11,1,3,,,,,3,0.08,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404184,04_fbg_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,7.5,10,0,2025-12-11,2025-12-11,1.333333,4,,,,,3,0.03,,1,,1,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920994404584,02_blackNew_Big energy - Copy,6920991773384,F_Purhcase_Rap_BigEnergy_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,1,0.01,,14,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920995425184,06_WillS_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,1,,,,,1,0.03,,2,,,,
,,,,,,,,,,,,,,,3,,3,,,,3,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.1,0.1,,,0.1,,23.076923,23.076923,0,2025-12-11,2025-12-11,1,13,,,,,13,0.3,,2,,2,2,1
,,,,,,,,,,1,,,,,31,,31,1,1,,30,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.046774,0.046774,1.45,,0.048333,,19.333333,19.863014,0,2025-12-11,2025-12-11,1.027397,75,,,,,73,1.45,,3,,26,8,2
,135,,,13,6,6,135,,,2,,,,,383,1,383,3,2,,367,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,14,"[{'action_type': 'subscribe_mobile_app', 'value': '4.5025'}, {'action_type': 'subscribe_total', 'value': '4.5025'}, {'action_type': 'start_trial_mobile_app', 'value': '4.5025'}, {'action_type': 'start_trial_total', 'value': '4.5025'}]",1.385385,"[{'action_type': 'outbound_click', 'value': '1.385385'}]",1.385385,3.001667,0.133407,,0.047024,0.047024,6.003333,,0.049074,1.286429,19.262032,19.791209,1.497326,2025-12-11,2025-12-11,1.027473,935,1.390374,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.390374'}]",910,18.01,25,4,24,317,164,87
,173,,,44,19,19,173,,,17,,,1,,1217,1,1217,19,18,,1154,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,49,"[{'action_type': 'subscribe_mobile_app', 'value': '28.47'}, {'action_type': 'subscribe_total', 'value': '28.47'}, {'action_type': 'start_trial_mobile_app', 'value': '18.98'}, {'action_type': 'start_trial_total', 'value': '18.98'}]",1.294091,"[{'action_type': 'outbound_click', 'value': '1.294091'}]",1.294091,2.996842,0.329133,,0.046787,0.046787,2.996842,,0.049341,1.162041,23.326506,23.894251,2.007374,2025-12-11,2025-12-11,1.024339,2441,1.80254,44,"[{'action_type': 'outbound_click', 'value': '44'}]","[{'action_type': 'outbound_click', 'value': '1.80254'}]",2383,56.94,94,5,92,1032,502,269
,103,,,11,6,6,103,,,5,,,,,312,1,312,6,5,,295,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,13,"[{'action_type': 'subscribe_mobile_app', 'value': '16.4'}, {'action_type': 'subscribe_total', 'value': '16.4'}, {'action_type': 'start_trial_mobile_app', 'value': '5.466667'}, {'action_type': 'start_trial_total', 'value': '5.466667'}]",1.490909,"[{'action_type': 'outbound_click', 'value': '1.490909'}]",1.490909,2.733333,0.159223,,0.052564,0.052564,2.733333,,0.055593,1.261538,27.018122,28.13036,2.14168,2025-12-11,2025-12-11,1.041166,607,1.812191,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.812191'}]",583,16.4,27,5,26,263,135,76
,,,,2,,,,,,1,,,1,,43,,43,2,2,,39,,6920995425584,04_MorganF_Nuthin But A G Thang - Copy,6920991984384,F_Purhcase_Rap_GThang_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,2,,0.795,"[{'action_type': 'outbound_click', 'value': '0.795'}]",0.795,,,,0.036977,0.036977,0.795,,0.040769,0.795,22.083333,22.394366,2.777778,2025-12-11,2025-12-11,1.014085,72,2.777778,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.777778'}]",71,1.59,6,5,5,36,18,10
,,,,,,,,,,,,,,,4,,4,,,,4,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.065,0.065,,,0.065,,28.888889,32.5,0,2025-12-11,2025-12-11,1.125,9,,,,,8,0.26,,6,,4,3,3
,,,,5,,,,,,3,,,,,160,1,160,4,3,,151,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,5,,1.696,"[{'action_type': 'outbound_click', 'value': '1.696'}]",1.696,,,,0.053,0.053,2.12,,0.056159,1.696,20.938272,21.912145,1.234568,2025-12-11,2025-12-11,1.046512,405,1.234568,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.234568'}]",387,8.48,11,3,11,137,72,47
2,185,,,32,14,14,185,2,2,7,,,,2,819,,819,7,7,2,780,2,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,30,"[{'action_type': 'subscribe_mobile_app', 'value': '20.055'}, {'action_type': 'subscribe_total', 'value': '20.055'}, {'action_type': 'start_trial_mobile_app', 'value': '13.37'}, {'action_type': 'start_trial_total', 'value': '13.37'}]",1.253438,"[{'action_type': 'outbound_click', 'value': '1.253438'}]",1.253438,2.865,0.216811,20.055,0.048974,0.048974,5.73,20.055,0.051423,1.337,20.45385,21.199789,1.529832,2025-12-11,2025-12-11,1.036469,1961,1.631821,32,"[{'action_type': 'outbound_click', 'value': '32'}]","[{'action_type': 'outbound_click', 'value': '1.631821'}]",1892,40.11,73,4,70,698,412,267
,128,,,25,10,10,128,,,10,1,1,,,771,1,771,12,10,,734,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,26,"[{'action_type': 'subscribe_mobile_app', 'value': '39.47'}, {'action_type': 'subscribe_total', 'value': '39.47'}, {'action_type': 'start_trial_mobile_app', 'value': '39.47'}, {'action_type': 'start_trial_total', 'value': '39.47'}]",1.5788,"[{'action_type': 'outbound_click', 'value': '1.5788'}]",1.5788,3.947,0.308359,,0.051193,0.051193,3.289167,,0.053774,1.518077,25.060317,25.646524,1.650794,2025-12-11,2025-12-11,1.023392,1575,1.587302,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.587302'}]",1539,39.47,87,5,83,659,389,253
,47,,,3,2,2,47,,,1,,,,,111,,111,1,1,,107,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,3,,2.23,"[{'action_type': 'outbound_click', 'value': '2.23'}]",2.23,3.345,0.14234,,0.06027,0.06027,6.69,,0.062523,2.23,28.589744,30,1.282051,2025-12-11,2025-12-11,1.049327,234,1.282051,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.282051'}]",223,6.69,19,5,18,92,56,42
,,,,,,,,,,1,,,,,22,,22,1,1,,21,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.04,0.04,0.88,,0.041905,,23.157895,24.444444,0,2025-12-11,2025-12-11,1.055556,38,,,,,36,0.88,2,5,2,21,12,8
,,,,,,,,,,,,,,,,,,,,,,,6920996507384,07_nose ring_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,1,,,,,1,0.03,,0,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,1,0.01,,6,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,40,40,0,2025-12-11,2025-12-11,1,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.07,0.07,,,0.07,,23.333333,23.333333,0,2025-12-11,2025-12-11,1,3,,,,,3,0.07,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999335984,11_yellow dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.09,0.09,,,0.09,,30,30,0,2025-12-11,2025-12-11,1,3,,,,,3,0.09,,2,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336184,07_nose ring_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.05,0.05,,,0.05,,50,50,0,2025-12-11,2025-12-11,1,1,,,,,1,0.05,,5,,1,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,30,30,0,2025-12-11,2025-12-11,1,2,,,,,2,0.06,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,15,15,0,2025-12-11,2025-12-11,1,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,,,7,,7,,,,7,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.062857,0.062857,,,0.062857,,20.952381,23.157895,0,2025-12-11,2025-12-11,1.105263,21,,,,,19,0.44,,2,,6,1,
,2,,,3,2,2,2,,,,,,,,13,,13,,,,10,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,3,,0.303333,"[{'action_type': 'outbound_click', 'value': '0.303333'}]",0.303333,0.455,0.455,,0.07,0.07,,,0.091,0.303333,28.4375,28.4375,9.375,2025-12-11,2025-12-11,1,32,9.375,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '9.375'}]",32,0.91,,3,,8,6,4
,,,,,,,,,,,,,,,3,,3,,,,3,,6920999336384,08_Red dress_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.076667,0.076667,,,0.076667,,38.333333,46,0,2025-12-11,2025-12-11,1.2,6,,,,,5,0.23,,4,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,100,100,0,2025-12-11,2025-12-11,1,1,,,,,1,0.1,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-11,2025-12-11,1,2,,,,,2,0.03,,2,,1,,
,,,,,,,,,,,,,,,2,,2,,,,2,,6920999336584,09_red lipstick_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.075,0.075,,,0.075,,25,37.5,0,2025-12-11,2025-12-11,1.5,6,,,,,4,0.15,,2,,1,,
,,,,,,,,,,1,,,,,10,,10,1,1,,9,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.093,0.093,0.93,,0.103333,,26.571429,30,0,2025-12-11,2025-12-11,1.129032,35,,,,,31,0.93,1,3,1,8,5,2
,78,,,13,9,9,78,,,1,,,,,214,,214,1,1,,200,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,12,"[{'action_type': 'subscribe_mobile_app', 'value': '11.44'}, {'action_type': 'subscribe_total', 'value': '11.44'}, {'action_type': 'start_trial_mobile_app', 'value': '5.72'}, {'action_type': 'start_trial_total', 'value': '5.72'}]",0.88,"[{'action_type': 'outbound_click', 'value': '0.88'}]",0.88,1.271111,0.146667,,0.053458,0.053458,11.44,,0.0572,0.953333,22.431373,23.394683,2.352941,2025-12-11,2025-12-11,1.042945,510,2.54902,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '2.54902'}]",489,11.44,17,4,18,188,124,75
,92,,,16,5,5,92,,,10,,,1,,579,,579,11,11,,552,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,14,"[{'action_type': 'subscribe_mobile_app', 'value': '11.256667'}, {'action_type': 'subscribe_total', 'value': '11.256667'}, {'action_type': 'start_trial_mobile_app', 'value': '11.256667'}, {'action_type': 'start_trial_total', 'value': '11.256667'}]",2.110625,"[{'action_type': 'outbound_click', 'value': '2.110625'}]",2.110625,6.754,0.367065,,0.058325,0.058325,3.07,,0.061178,2.412143,25.622155,26.527887,1.062215,2025-12-11,2025-12-11,1.03535,1318,1.213961,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '1.213961'}]",1273,33.77,49,5,47,485,305,188
,30,,1,11,3,3,30,,,5,,,,,399,1,399,7,5,,381,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,12,"[{'action_type': 'subscribe_mobile_app', 'value': '25.51'}, {'action_type': 'subscribe_total', 'value': '25.51'}, {'action_type': 'start_trial_mobile_app', 'value': '25.51'}, {'action_type': 'start_trial_total', 'value': '25.51'}]",2.319091,"[{'action_type': 'outbound_click', 'value': '2.319091'}]",2.319091,8.503333,0.850333,,0.063935,0.063935,3.644286,,0.066955,2.125833,31.262255,32.663252,1.470588,2025-12-11,2025-12-11,1.044814,816,1.348039,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.348039'}]",781,25.51,54,5,51,349,208,135
,2,,,2,,,2,,,1,,,,,60,,60,1,1,,57,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,2,,1.815,"[{'action_type': 'outbound_click', 'value': '1.815'}]",1.815,,1.815,,0.0605,0.0605,3.63,,0.063684,1.815,28.809524,29.04,1.587302,2025-12-11,2025-12-11,1.008,126,1.587302,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.587302'}]",125,3.63,6,4,5,45,23,12
,,,,,,,,,,,,,,,8,,8,,,,8,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.10375,0.10375,,,0.10375,,25.151515,28.62069,0,2025-12-11,2025-12-11,1.137931,33,,,,,29,0.83,1,3,1,8,4,1
,,,,,,,,,,,,,,,,,,,,,,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337384,10_Red pants_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-11,2025-12-11,1,1,,,,,1,0.08,1,26,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,80,80,0,2025-12-11,2025-12-11,1,1,,,,,1,0.08,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,6920999337584,01_black4_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-11,2025-12-11,1,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,,1,,1,,,,1,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,18-24,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.12,0.12,,,0.12,,24,24,0,2025-12-11,2025-12-11,1,5,,,,,5,0.12,,1,,1,,
,5,,,1,,,5,,,1,,,,,46,,46,1,1,,44,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,25-34,6920965699384,FB_iOS_Purchase_Rap_251203,1,,2.35,"[{'action_type': 'outbound_click', 'value': '2.35'}]",2.35,,0.47,,0.051087,0.051087,2.35,,0.053409,2.35,23.5,24.736842,1,2025-12-11,2025-12-11,1.052632,100,1,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1'}]",95,2.35,3,4,3,40,22,19
,53,1,,8,3,3,53,,,1,,,,,100,,100,1,1,,91,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,35-44,6920965699384,FB_iOS_Purchase_Rap_251203,8,"[{'action_type': 'subscribe_mobile_app', 'value': '3.72'}, {'action_type': 'subscribe_total', 'value': '3.72'}, {'action_type': 'start_trial_mobile_app', 'value': '7.44'}, {'action_type': 'start_trial_total', 'value': '7.44'}]",0.93,"[{'action_type': 'outbound_click', 'value': '0.93'}]",0.93,2.48,0.140377,,0.0744,0.0744,7.44,,0.081758,0.93,28.288973,30.243902,3.041825,2025-12-11,2025-12-11,1.069106,263,3.041825,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '3.041825'}]",246,7.44,10,4,9,83,46,34
,35,,,6,1,1,35,,,,,,,,102,,102,,,,96,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,6,,1.118333,"[{'action_type': 'outbound_click', 'value': '1.118333'}]",1.118333,6.71,0.191714,,0.065784,0.065784,,,0.069896,1.118333,29.047619,30.089686,2.597403,2025-12-11,2025-12-11,1.035874,231,2.597403,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '2.597403'}]",223,6.71,16,4,14,86,51,34
,5,,,,,,5,,,1,,,,,16,1,16,2,1,,14,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,55-64,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.192,,0.06,0.06,0.48,,0.068571,,27.428571,27.428571,0,2025-12-11,2025-12-11,1,35,,,,,35,0.96,2,4,1,13,9,8
,1,,,,,,1,,,,,,,,2,,2,,,,2,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,65+,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,0.18,,0.09,0.09,,,0.09,,36,36,0,2025-12-11,2025-12-11,1,5,,,,,5,0.18,,5,,1,1,1
,1,,,,,,1,,,,,,,,,,,,,,,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,55-64,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922648896584,08_reddress_luther -  sza,6922613549784,luther (sza),45-54,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,0,0,,,,,,
,4,,,,,,4,,,,,,,,,,,,,,,,6922657512784,prank,6922657511584,p_ads_newest_051225,25-34,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,0,0,,,,,,
,1,,,,,,1,,,,,,,,,,,,,,,,6922657512784,prank,6922657511584,p_ads_newest_051225,35-44,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0,,,,,,,,,,,2025-12-11,2025-12-11,0,0,,,,,0,0,,,,,,
