action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,3,,3,,,,3,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.023333,0.023333,,,0.023333,,14,14,0,2025-12-07,2025-12-07,1,unknown,5,,,,,5,0.07,,3,,2,,
,,,,,,,,,,,,,,,,,,,,,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,6,,6,,,,6,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.16,0.16,,,0.16,,56.470588,60,0,2025-12-07,2025-12-07,1.0625,male,17,,,,,16,0.96,1,5,1,5,2,1
,,,,,,,,,,,,,,,,,,,,,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,female,2,,,,,2,0.02,,,,,,
,,,,,,,,,,,,,,4,,4,,,,4,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1,0.1,,,0.1,,26.666667,28.571429,0,2025-12-07,2025-12-07,1.071429,male,15,,,,,14,0.4,1,3,1,2,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-07,2025-12-07,1,unknown,1,,,,,1,0,,3,,,,
,1,,,2,,,1,,,,,,,21,,21,,,,19,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,1.01,"[{'action_type': 'outbound_click', 'value': '1.01'}]",1.01,,2.02,,0.09619,0.09619,,,0.106316,1.01,30.149254,32.580645,2.985075,2025-12-07,2025-12-07,1.080645,female,67,2.985075,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '2.985075'}]",62,2.02,2,4,2,18,10,6
,,,,,,,,,,,,,,7,,7,,,,7,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.147143,0.147143,,,0.147143,,18.727273,19.074074,0,2025-12-07,2025-12-07,1.018519,male,55,,,,,54,1.03,1,2,1,6,2,2
,,,,,,,,,,,,,,2,,2,,,,2,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,12,12,0,2025-12-07,2025-12-07,1,female,5,,,,,5,0.06,,2,,1,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.116,0.116,,,0.116,,15.675676,16.571429,0,2025-12-07,2025-12-07,1.057143,male,37,,,,,35,0.58,1,3,1,5,3,3
,,,,,,,,,,,,,,5,,5,,,,5,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.084,0.084,,,0.084,,32.307692,32.307692,0,2025-12-07,2025-12-07,1,female,13,,,,,13,0.42,1,5,1,4,3,1
,4,,,1,1,1,4,,,,,,,19,,19,,,,18,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.03,"[{'action_type': 'outbound_click', 'value': '1.03'}]",1.03,1.03,0.2575,,0.054211,0.054211,,,0.057222,1.03,22.391304,22.391304,2.173913,2025-12-07,2025-12-07,1,male,46,2.173913,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.173913'}]",46,1.03,2,3,2,14,5,2
,,,,,,,,,,,,,,9,,9,,,,9,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.154444,0.154444,,,0.154444,,29.574468,36.578947,0,2025-12-07,2025-12-07,1.236842,female,47,,,,,38,1.39,1,3,1,8,4,2
,6,,,1,,,6,,,,,,,33,,33,1,1,,31,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.14,"[{'action_type': 'outbound_click', 'value': '4.14'}]",4.14,,0.69,,0.125455,0.125455,4.14,,0.133548,4.14,33.658537,36.315789,0.813008,2025-12-07,2025-12-07,1.078947,male,123,0.813008,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.813008'}]",114,4.14,5,3,4,23,11,8
,,,,,,,,,,,,,,,,,,,,,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,unknown,1,,,,,1,0,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.3,0.3,,,0.3,,50,50,0,2025-12-07,2025-12-07,1,male,6,,,,,6,0.3,,1,,1,,
,18,,,4,2,2,18,,,,,,,66,1,66,1,,,61,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,2.055,"[{'action_type': 'outbound_click', 'value': '2.055'}]",2.055,4.11,0.456667,,0.124545,0.124545,8.22,,0.134754,2.055,34.683544,37.534247,1.687764,2025-12-07,2025-12-07,1.082192,female,237,1.687764,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.687764'}]",219,8.22,11,3,11,52,22,18
,76,,1,21,8,8,76,,,,,,,305,,305,2,1,,282,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,24,,1.420476,"[{'action_type': 'outbound_click', 'value': '1.420476'}]",1.420476,3.72875,0.3925,,0.097803,0.097803,14.915,,0.10578,1.242917,25.067227,27.467772,2.016807,2025-12-07,2025-12-07,1.095764,male,1190,1.764706,21,"[{'action_type': 'outbound_click', 'value': '21'}]","[{'action_type': 'outbound_click', 'value': '1.764706'}]",1086,29.83,48,3,48,240,134,86
,,,,,,,,,,,,,,5,,5,,,,5,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.072,0.072,,,0.072,,30,30,0,2025-12-07,2025-12-07,1,unknown,12,,,,,12,0.36,,3,,3,1,
,6,,,,,,6,,,,,,,17,,17,2,2,,15,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.166667,,0.058824,0.058824,0.5,,0.066667,,19.230769,20.833333,0,2025-12-07,2025-12-07,1.083333,female,52,,,,,48,1,3,3,3,14,3,3
,34,,,5,2,2,34,,,1,1,,,97,,97,2,1,,90,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,6,,2.406,"[{'action_type': 'outbound_click', 'value': '2.406'}]",2.406,6.015,0.353824,,0.124021,0.124021,6.015,,0.133667,2.005,22.319109,24.753086,1.113173,2025-12-07,2025-12-07,1.109054,male,539,0.927644,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.927644'}]",486,12.03,8,2,8,78,33,16
,,,,,,,,,,,,,,,,,,,,,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,unknown,3,,,,,3,0.03,,1,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.09,0.09,,,0.09,,28.125,34.615385,0,2025-12-07,2025-12-07,1.230769,female,16,,,,,13,0.45,1,3,1,4,2,1
,9,,,1,,,9,,,,,,,26,,26,,,,25,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.08,"[{'action_type': 'outbound_click', 'value': '4.08'}]",4.08,,0.453333,,0.156923,0.156923,,,0.1632,4.08,35.478261,37.090909,0.869565,2025-12-07,2025-12-07,1.045455,male,115,0.869565,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.869565'}]",110,4.08,1,2,1,21,9,3
,,,,,,,,,,,,,,,,,,,,,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,unknown,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.054,0.054,,,0.054,,33.75,33.75,0,2025-12-07,2025-12-07,1,female,8,,,,,8,0.27,,5,,4,2,2
,,,,,,,,,,,,,,8,,8,,,,8,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.08625,0.08625,,,0.08625,,23.793103,24.642857,0,2025-12-07,2025-12-07,1.035714,male,29,,,,,28,0.69,1,4,1,8,3,1
,,,,,,,,,,,,,,,,,,,,,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,female,1,,,,,1,0,,4,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-07,2025-12-07,1,male,2,,,,,2,0.02,,6,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.12,0.12,,,0.12,,24,30,0,2025-12-07,2025-12-07,1.25,female,5,,,,,4,0.12,1,14,1,1,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.055,0.055,,,0.055,,9.166667,10,0,2025-12-07,2025-12-07,1.090909,male,12,,,,,11,0.11,,3,,2,,
,,,,,,,,,,1,1,,,33,,33,3,2,,30,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.093636,0.093636,1.03,,0.103,,41.756757,46.119403,0,2025-12-07,2025-12-07,1.104478,female,74,,,,,67,3.09,2,3,2,17,10,4
,7,,,1,1,1,7,,,,,,,27,,27,1,1,,25,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,4.24,"[{'action_type': 'outbound_click', 'value': '4.24'}]",4.24,4.24,0.605714,,0.157037,0.157037,4.24,,0.1696,4.24,43.265306,47.111111,1.020408,2025-12-07,2025-12-07,1.088889,male,98,1.020408,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.020408'}]",90,4.24,4,3,4,17,13,7
,,,,,,,,,,,,,,,,,,,,,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,265,265,0,2025-12-07,2025-12-07,1,unknown,2,,,,,2,0.53,,1,,,,
,,,,,,,,,,,,,,9,,9,,,,9,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13,0.13,,,0.13,,45,45,0,2025-12-07,2025-12-07,1,female,26,,,,,26,1.17,2,4,2,9,5,2
,16,,,5,4,4,16,,,,,,,74,,74,,,,69,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,6,,1.94,"[{'action_type': 'outbound_click', 'value': '1.94'}]",1.94,2.425,0.60625,,0.131081,0.131081,,,0.14058,1.616667,31.493506,33.797909,1.948052,2025-12-07,2025-12-07,1.073171,male,308,1.623377,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.623377'}]",287,9.7,8,2,8,63,22,14
,,,,,,,,,,,,,,1,,1,,,,1,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1,0.1,,,0.1,,100,100,0,2025-12-07,2025-12-07,1,unknown,1,,,,,1,0.1,,5,,1,,
,3,,,2,,,3,,,,,,,99,,99,1,1,,96,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,3.37,"[{'action_type': 'outbound_click', 'value': '3.37'}]",3.37,,2.246667,,0.068081,0.068081,6.74,,0.070208,6.74,30.224215,32.095238,0.44843,2025-12-07,2025-12-07,1.061905,female,223,0.896861,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.896861'}]",210,6.74,22,4,21,87,45,32
1,86,,,17,6,6,86,1,1,,,,1,385,,385,2,2,1,366,1,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,16,"[{'action_type': 'subscribe_mobile_app', 'value': '15.61'}, {'action_type': 'subscribe_total', 'value': '15.61'}]",1.836471,"[{'action_type': 'outbound_click', 'value': '1.836471'}]",1.836471,5.203333,0.363023,31.22,0.081091,0.081091,15.61,31.22,0.085301,1.95125,30.788955,33.497854,1.577909,2025-12-07,2025-12-07,1.087983,male,1014,1.676529,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.676529'}]",932,31.22,75,7,72,314,168,122
,,,,,,,,,,,,,,2,,2,,,,2,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.165,0.165,,,0.165,,55,55,0,2025-12-07,2025-12-07,1,unknown,6,,,,,6,0.33,,4,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,female,1,,,,,1,0.01,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-07,2025-12-07,1,male,1,,,,,1,0.04,,1,,,,
,,,,,,,,,,,,,,25,,25,,,,25,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1448,0.1448,,,0.1448,,38.105263,39.347826,0,2025-12-07,2025-12-07,1.032609,female,95,,,,,92,3.62,1,2,1,25,4,2
,,,,1,,,,,,,,,,77,,77,,,,76,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,9.1,"[{'action_type': 'outbound_click', 'value': '9.1'}]",9.1,,,,0.118182,0.118182,,,0.119737,9.1,32.733813,35.40856,0.359712,2025-12-07,2025-12-07,1.081712,male,278,0.359712,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.359712'}]",257,9.1,5,3,4,62,21,10
,,,,,,,,,,,,,,1,,1,,,,1,,6922620689584,04_Javier_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.02,0.02,,,0.02,,10,10,0,2025-12-07,2025-12-07,1,unknown,2,,,,,2,0.02,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,16.666667,16.666667,0,2025-12-07,2025-12-07,1,female,6,,,,,6,0.1,,1,,,,
,,,,,,,,,,,,,,9,,9,,,,9,,6922620718984,05_Jesus_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.096667,0.096667,,,0.096667,,22.894737,24.166667,0,2025-12-07,2025-12-07,1.055556,male,38,,,,,36,0.87,,2,,6,1,1
,,,,1,1,1,,,,,,,,21,,21,,,,20,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.84,"[{'action_type': 'outbound_click', 'value': '2.84'}]",2.84,2.84,,,0.135238,0.135238,,,0.142,2.84,33.023256,35.5,1.162791,2025-12-07,2025-12-07,1.075,female,86,1.162791,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.162791'}]",80,2.84,2,2,2,15,4,3
,,,,8,,,,,,,,,,109,,109,2,2,,99,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,8,,1.9175,"[{'action_type': 'outbound_click', 'value': '1.9175'}]",1.9175,,,,0.140734,0.140734,7.67,,0.154949,1.9175,26.132879,27.739602,1.362862,2025-12-07,2025-12-07,1.061483,male,587,1.362862,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.362862'}]",553,15.34,16,2,16,83,29,22
,,,,,,,,,,,,,,1,,1,,,,1,,6922621057784,07_Morgan_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.25,0.25,,,0.25,,50,50,0,2025-12-07,2025-12-07,1,unknown,5,,,,,5,0.25,,2,,1,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.102,0.102,,,0.102,,24.285714,26.842105,0,2025-12-07,2025-12-07,1.105263,female,21,,,,,19,0.51,,3,,4,2,1
,,,,1,,,,,,,,,,18,,18,,,,17,,6922621362584,06_LioneM_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.08,"[{'action_type': 'outbound_click', 'value': '2.08'}]",2.08,,,,0.115556,0.115556,,,0.122353,2.08,23.636364,24.761905,1.136364,2025-12-07,2025-12-07,1.047619,male,88,1.136364,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.136364'}]",84,2.08,1,2,1,14,4,3
,,,,,,,,,,,,,,1,,1,,,,1,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,female,1,,,,,1,0.01,,4,,1,,
,,,,2,,,,,,,,,,8,,8,,,,6,,6922621725384,08_Neymar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.145,"[{'action_type': 'outbound_click', 'value': '0.145'}]",0.145,,,,0.03625,0.03625,,,0.048333,0.29,16.111111,16.111111,5.555556,2025-12-07,2025-12-07,1,male,18,11.111111,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '11.111111'}]",18,0.29,1,5,1,4,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.035,0.035,,,0.035,,14,14,0,2025-12-07,2025-12-07,1,female,5,,,,,5,0.07,,6,,2,1,1
,,,,,,,,,,,,,,1,,1,,,,1,,6922622059984,09_oscar_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,6.363636,7,0,2025-12-07,2025-12-07,1.1,male,11,,,,,10,0.07,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,20,20,0,2025-12-07,2025-12-07,1,female,7,,,,,7,0.14,,5,,2,2,2
,,,,1,,,,,,,,,,7,,7,,,,6,,6922622253984,10_Pedro_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.62,"[{'action_type': 'outbound_click', 'value': '0.62'}]",0.62,,,,0.088571,0.088571,,,0.103333,0.62,28.181818,28.181818,4.545455,2025-12-07,2025-12-07,1,male,22,4.545455,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.545455'}]",22,0.62,,3,,4,1,1
,,,,1,,,,,,,,,,21,,21,,,,20,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.33,"[{'action_type': 'outbound_click', 'value': '2.33'}]",2.33,,,,0.110952,0.110952,,,0.1165,2.33,43.148148,44.807692,1.851852,2025-12-07,2025-12-07,1.038462,female,54,1.851852,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",52,2.33,1,3,1,11,4,3
,,,,,,,,,,,,,,16,,16,,,,16,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.10875,0.10875,,,0.10875,,24.507042,25.588235,0,2025-12-07,2025-12-07,1.044118,male,71,,,,,68,1.74,1,2,1,11,2,1
,,,,,,,,,,,,,,,,,,,,,,6922622745984,11_Timmy_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,unknown,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,,8,,8,,,,8,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.0925,0.0925,,,0.0925,,33.636364,35.238095,0,2025-12-07,2025-12-07,1.047619,female,22,,,,,21,0.74,1,3,1,6,2,1
,,,,2,,,,,,,,,,28,,28,,,,26,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.735,"[{'action_type': 'outbound_click', 'value': '0.735'}]",0.735,,,,0.0525,0.0525,,,0.056538,1.47,29.4,30,2,2025-12-07,2025-12-07,1.020408,male,50,4,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '4'}]",49,1.47,2,4,1,23,8,5
,,,,,,,,,,,,,,,,,,,,,,6922623122784,12_Tyson_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,30,30,0,2025-12-07,2025-12-07,1,unknown,1,,,,,1,0.03,,1,,,,
,12,,,5,3,3,12,,,,,,,96,,96,1,1,,90,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,5,,1.842,"[{'action_type': 'outbound_click', 'value': '1.842'}]",1.842,3.07,0.7675,,0.095938,0.095938,9.21,,0.102333,1.842,34.111111,38.535565,1.851852,2025-12-07,2025-12-07,1.129707,female,270,1.851852,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",239,9.21,8,3,7,72,35,19
,,,,1,,,,,,,,,,19,,19,1,1,,17,,6922624055584,02_blackbodysuit_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,3.28,"[{'action_type': 'outbound_click', 'value': '3.28'}]",3.28,,,,0.172632,0.172632,3.28,,0.192941,3.28,40,46.197183,1.219512,2025-12-07,2025-12-07,1.15493,male,82,1.219512,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.219512'}]",71,3.28,2,2,2,10,5,2
,3,,,1,2,2,3,,,,,,,11,,11,,,,10,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.36,"[{'action_type': 'outbound_click', 'value': '1.36'}]",1.36,0.68,0.453333,,0.123636,0.123636,,,0.136,1.36,36.756757,41.212121,2.702703,2025-12-07,2025-12-07,1.121212,female,37,2.702703,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.702703'}]",33,1.36,3,4,2,10,5,4
,,,,,,,,,,,,,,3,,3,,,,3,,6922624481184,03_blackNew_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.2,0.2,,,0.2,,54.545455,66.666667,0,2025-12-07,2025-12-07,1.222222,male,11,,,,,9,0.6,,3,,1,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.038,0.038,,,0.038,,11.875,12.666667,0,2025-12-07,2025-12-07,1.066667,female,16,,,,,15,0.19,2,13,2,4,4,2
,,,,,,,,,,,,,,3,,3,,,,3,,6922624897584,04_fbg Selfie_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.043333,0.043333,,,0.043333,,13,13,0,2025-12-07,2025-12-07,1,male,10,,,,,10,0.13,,2,,1,,
