action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_conversion.post_unsave,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,76,,,6,1,1,76,,,1,,,,,,135,,135,1,1,,128,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,7,"[{'action_type': 'start_trial_mobile_app', 'value': '2.113333'}, {'action_type': 'start_trial_total', 'value': '2.113333'}]",1.056667,"[{'action_type': 'outbound_click', 'value': '1.056667'}]",1.056667,6.34,0.083421,,0.046963,0.046963,6.34,,0.049531,0.905714,13.576017,13.995585,1.498929,2025-12-14,2025-12-14,1.030905,male,467,1.284797,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.284797'}]",453,6.34,8,3,8,117,55,32
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.08,0.08,,,0.08,,10,10,0,2025-12-14,2025-12-14,1,unknown,8,,,,,8,0.08,,1,,1,,
,,,,,,,,,,0,,,1,,,31,,31,1,1,,30,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.098387,0.098387,3.05,,0.101667,,22.262774,23.282443,0,2025-12-14,2025-12-14,1.045802,female,137,,,,,131,3.05,1,2,1,25,10,5
,127,,,16,4,4,127,,,2,1,1,,,,479,,479,3,2,,460,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,17,"[{'action_type': 'start_trial_mobile_app', 'value': '11.163333'}, {'action_type': 'start_trial_total', 'value': '11.163333'}]",2.093125,"[{'action_type': 'outbound_click', 'value': '2.093125'}]",2.093125,8.3725,0.263701,,0.069916,0.069916,11.163333,,0.072804,1.97,18.370817,19.437028,0.932529,2025-12-14,2025-12-14,1.058038,male,1823,0.877674,16,"[{'action_type': 'outbound_click', 'value': '16'}]","[{'action_type': 'outbound_click', 'value': '0.877674'}]",1723,33.49,47,3,45,399,192,112
,,,,1,,,,,,,,,,,,8,,8,,,,7,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.32,"[{'action_type': 'outbound_click', 'value': '0.32'}]",0.32,,,,0.04,0.04,,,0.045714,0.32,21.333333,22.857143,6.666667,2025-12-14,2025-12-14,1.071429,unknown,15,6.666667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '6.666667'}]",14,0.32,,4,,7,5,1
,,,,,,,,,,,,,,,,7,,7,,,,7,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,,,0.02,,9.333333,9.333333,0,2025-12-14,2025-12-14,1,female,15,,,,,15,0.14,,3,,5,2,1
,,,,1,,,,,,,,,,,,46,,46,,,,45,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,3.29,"[{'action_type': 'outbound_click', 'value': '3.29'}]",3.29,,,,0.071522,0.071522,,,0.073111,3.29,16.616162,17.135417,0.505051,2025-12-14,2025-12-14,1.03125,male,198,0.505051,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.505051'}]",192,3.29,5,2,4,39,17,13
,,,,,,,,,,,,,,,,,,,,,,,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,5,5,0,2025-12-14,2025-12-14,1,unknown,2,,,,,2,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,male,2,,,,,2,0.02,,1,,,,
,,,,1,1,1,,,,,,,,,,4,,4,,,,3,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.22,"[{'action_type': 'outbound_click', 'value': '0.22'}]",0.22,0.22,,,0.055,0.055,,,0.073333,0.22,16.923077,16.923077,7.692308,2025-12-14,2025-12-14,1,female,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",13,0.22,,3,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,6924712086784,01 Prerna_bodakyellow,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,male,1,,,,,1,0.01,,1,,,,
,51,,1,29,7,7,51,,,13,,,,,,656,,656,14,13,,613,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,30,,0.971724,"[{'action_type': 'outbound_click', 'value': '0.971724'}]",0.971724,4.025714,0.552549,,0.042957,0.042957,2.012857,,0.045971,0.939333,14.160804,14.894292,1.507538,2025-12-14,2025-12-14,1.051797,female,1990,1.457286,29,"[{'action_type': 'outbound_click', 'value': '29'}]","[{'action_type': 'outbound_click', 'value': '1.457286'}]",1892,28.18,65,4,63,546,250,144
,326,2,1,101,26,26,326,,,34,2,2,2,,,2408,4,2408,43,36,,2264,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,125,"[{'action_type': 'subscribe_mobile_app', 'value': '13.922857'}, {'action_type': 'subscribe_total', 'value': '13.922857'}, {'action_type': 'start_trial_mobile_app', 'value': '9.746'}, {'action_type': 'start_trial_total', 'value': '9.746'}]",0.964951,"[{'action_type': 'outbound_click', 'value': '0.964951'}]",0.964951,3.748462,0.298957,,0.040473,0.040473,2.266512,,0.043048,0.77968,12.894946,13.074859,1.653877,2025-12-14,2025-12-14,1.013952,male,7558,1.336332,101,"[{'action_type': 'outbound_click', 'value': '101'}]","[{'action_type': 'outbound_click', 'value': '1.336332'}]",7454,97.46,205,3,196,1999,971,572
,,,,,,,,,,,,,,,,17,,17,,,,17,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.041176,0.041176,,,0.041176,,13.461538,13.72549,0,2025-12-14,2025-12-14,1.019608,unknown,52,,,,,51,0.7,1,3,1,13,3,2
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-14,2025-12-14,1,female,4,,,,,4,0.08,,3,,2,,
,,,,,,,,,,,,,,,,,,,,,,,,6924712908784,01 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,55,55,0,2025-12-14,2025-12-14,1,male,2,,,,,2,0.11,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924714404184,03 Morgan_htt2,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,0,0,0,2025-12-14,2025-12-14,1,male,1,,,,,1,0,,1,,,,
,35,,1,19,2,2,35,,,24,1,1,1,,,1037,5,1037,32,25,,986,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,18,,1.964737,"[{'action_type': 'outbound_click', 'value': '1.964737'}]",1.964737,18.665,1.066571,,0.035998,0.035998,1.166563,,0.03786,2.073889,15.082828,15.83793,0.727273,2025-12-14,2025-12-14,1.050064,female,2475,0.767677,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '0.767677'}]",2357,37.33,78,4,71,845,375,199
,421,,1,71,33,33,421,,,25,1,1,1,,,2354,6,2354,34,26,,2249,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,74,"[{'action_type': 'subscribe_mobile_app', 'value': '8.1'}, {'action_type': 'subscribe_total', 'value': '8.1'}, {'action_type': 'start_trial_mobile_app', 'value': '7.425'}, {'action_type': 'start_trial_total', 'value': '7.425'}]",1.25493,"[{'action_type': 'outbound_click', 'value': '1.25493'}]",1.25493,2.7,0.211639,,0.03785,0.03785,2.620588,,0.039618,1.204054,13.739399,14.267414,1.141095,2025-12-14,2025-12-14,1.038431,male,6485,1.094834,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.094834'}]",6245,89.1,156,4,148,1923,927,498
,,,,,,,,,,2,,,,,,23,,23,2,2,,21,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.033913,0.033913,0.39,,0.037143,,13.928571,14.181818,0,2025-12-14,2025-12-14,1.018182,unknown,56,,,,,55,0.78,3,4,2,19,8,6
,,,,,,,,,,,,,,,,,,,,,,,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,male,2,,,,,2,0.02,,1,,,,
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.06,"[{'action_type': 'outbound_click', 'value': '0.06'}]",0.06,,,,0.03,0.03,,,0.06,0.06,12,12,20,2025-12-14,2025-12-14,1,male,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",5,0.06,,3,,1,1,
2,139,,1,48,15,15,139,2,2,11,2,2,1,,2,1358,1,1358,16,12,2,1294,2,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,55,"[{'action_type': 'subscribe_mobile_app', 'value': '26.316667'}, {'action_type': 'subscribe_total', 'value': '26.316667'}, {'action_type': 'start_trial_mobile_app', 'value': '39.475'}, {'action_type': 'start_trial_total', 'value': '39.475'}]",1.644792,"[{'action_type': 'outbound_click', 'value': '1.644792'}]",1.644792,5.263333,0.567986,39.475,0.058137,0.058137,4.934375,39.475,0.061012,1.435455,19.014933,19.014933,1.324663,2025-12-14,2025-12-14,1,female,4152,1.156069,48,"[{'action_type': 'outbound_click', 'value': '48'}]","[{'action_type': 'outbound_click', 'value': '1.156069'}]",4152,78.95,161,3,151,1137,521,331
,,,,1,,,,,,2,,,,,,86,,86,2,2,,83,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,4.34,"[{'action_type': 'outbound_click', 'value': '4.34'}]",4.34,,,,0.050465,0.050465,2.17,,0.052289,4.34,17.429719,17.786885,0.401606,2025-12-14,2025-12-14,1.020492,male,249,0.401606,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.401606'}]",244,4.34,10,4,10,69,27,19
,,,,,,,,,,1,,,,,,6,,6,1,1,,5,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.055,0.055,0.33,,0.066,,18.333333,18.333333,0,2025-12-14,2025-12-14,1,unknown,18,,,,,18,0.33,1,3,1,5,3,2
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,20,20,0,2025-12-14,2025-12-14,1,female,2,,,,,2,0.04,1,14,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6924717255784,02 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,male,1,,,,,1,0.01,,2,,,,
,163,1,,37,15,15,163,,,10,,,1,,,849,,849,11,11,,801,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,38,"[{'action_type': 'subscribe_mobile_app', 'value': '8.834'}, {'action_type': 'subscribe_total', 'value': '8.834'}, {'action_type': 'start_trial_mobile_app', 'value': '11.0425'}, {'action_type': 'start_trial_total', 'value': '11.0425'}]",1.193784,"[{'action_type': 'outbound_click', 'value': '1.193784'}]",1.193784,2.944667,0.270982,,0.052026,0.052026,4.015455,,0.055144,1.162368,15.613291,16.462915,1.343231,2025-12-14,2025-12-14,1.054417,female,2829,1.307883,37,"[{'action_type': 'outbound_click', 'value': '37'}]","[{'action_type': 'outbound_click', 'value': '1.307883'}]",2683,44.17,86,3,78,705,335,224
,,,,1,,,,,,,,,,,,19,,19,,,,18,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,1.53,"[{'action_type': 'outbound_click', 'value': '1.53'}]",1.53,,,,0.080526,0.080526,,,0.085,1.53,15.773196,16.451613,1.030928,2025-12-14,2025-12-14,1.043011,male,97,1.030928,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.030928'}]",93,1.53,,2,,16,7,5
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.083333,0.083333,,,0.083333,,16.666667,19.230769,0,2025-12-14,2025-12-14,1.153846,unknown,15,,,,,13,0.25,,2,,3,2,1
,250,,,30,20,20,250,,,5,1,1,1,,,628,,628,7,6,,591,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,30,"[{'action_type': 'subscribe_mobile_app', 'value': '10.4425'}, {'action_type': 'subscribe_total', 'value': '10.4425'}, {'action_type': 'start_trial_mobile_app', 'value': '10.4425'}, {'action_type': 'start_trial_total', 'value': '10.4425'}]",1.392333,"[{'action_type': 'outbound_click', 'value': '1.392333'}]",1.392333,2.0885,0.16708,,0.066513,0.066513,5.967143,,0.070677,1.392333,18.457799,19.68426,1.325674,2025-12-14,2025-12-14,1.066447,female,2263,1.325674,30,"[{'action_type': 'outbound_click', 'value': '30'}]","[{'action_type': 'outbound_click', 'value': '1.325674'}]",2122,41.77,76,3,68,534,271,175
,3,,,5,1,1,3,,,1,1,1,,,,83,,83,2,1,,76,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,8,,0.87,"[{'action_type': 'outbound_click', 'value': '0.87'}]",0.87,4.35,1.45,,0.05241,0.05241,2.175,,0.057237,0.54375,19.506726,20.138889,3.587444,2025-12-14,2025-12-14,1.032407,male,223,2.242152,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.242152'}]",216,4.35,7,3,7,67,32,19
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.153333,0.153333,,,0.153333,,17.037037,19.166667,0,2025-12-14,2025-12-14,1.125,unknown,27,,,,,24,0.46,2,2,2,3,2,2
,58,,,26,5,5,58,,,1,,,,,,774,,774,1,1,,747,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,25,"[{'action_type': 'subscribe_mobile_app', 'value': '40.16'}, {'action_type': 'subscribe_total', 'value': '40.16'}, {'action_type': 'start_trial_mobile_app', 'value': '40.16'}, {'action_type': 'start_trial_total', 'value': '40.16'}]",1.544615,"[{'action_type': 'outbound_click', 'value': '1.544615'}]",1.544615,8.032,0.692414,,0.051886,0.051886,40.16,,0.053762,1.6064,17.053079,18.279472,1.061571,2025-12-14,2025-12-14,1.071916,female,2355,1.104034,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.104034'}]",2197,40.16,80,3,78,648,363,196
,14,,2,14,2,2,14,,,2,1,1,,,,282,,282,5,2,,263,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,11,,0.962857,"[{'action_type': 'outbound_click', 'value': '0.962857'}]",0.962857,6.74,0.962857,,0.047801,0.047801,2.696,,0.051255,1.225455,16.240964,17.597911,1.325301,2025-12-14,2025-12-14,1.083551,male,830,1.686747,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.686747'}]",766,13.48,29,4,25,233,121,61
,,,,,,,,,,,,,,,,5,,5,,,,5,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.068,0.068,,,0.068,,17,18.888889,0,2025-12-14,2025-12-14,1.111111,unknown,20,,,,,18,0.34,1,3,1,5,4,2
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379387784,06Prerna_bollamarket2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-14,2025-12-14,1,female,2,,,,,2,0.03,,3,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6925379387784,06Prerna_bollamarket2,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-14,2025-12-14,1,male,2,,,,,2,0.03,,4,,1,1,
,6,,,4,,,6,,,,,,,,,17,,17,,,,13,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,4,,0.3825,"[{'action_type': 'outbound_click', 'value': '0.3825'}]",0.3825,,0.255,,0.09,0.09,,,0.117692,0.3825,34.772727,34.772727,9.090909,2025-12-14,2025-12-14,1,female,44,9.090909,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '9.090909'}]",44,1.53,1,3,1,12,5,3
,12,,,4,3,3,12,,,,,,,,,28,,28,,,,24,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,0.79,"[{'action_type': 'outbound_click', 'value': '0.79'}]",0.79,1.053333,0.263333,,0.112857,0.112857,,,0.131667,1.58,30.384615,38.072289,1.923077,2025-12-14,2025-12-14,1.253012,male,104,3.846154,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",83,3.16,2,3,1,20,10,5
,,,,,,,,,,,,,,,,,,,,,,,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,40,40,0,2025-12-14,2025-12-14,1,unknown,1,,,,,1,0.04,,3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,30,30,0,2025-12-14,2025-12-14,1,female,1,,,,,1,0.03,,1,,,,
,,,,1,,,,,,,,,,,,1,,1,,,,,,6926064243784,06_blonde_jumpoff_gasstation3,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.17,"[{'action_type': 'outbound_click', 'value': '0.17'}]",0.17,,,,0.17,0.17,,,,0.17,85,85,50,2025-12-14,2025-12-14,1,male,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",2,0.17,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-14,2025-12-14,1,female,2,,,,,2,0.03,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,30,30,0,2025-12-14,2025-12-14,1,female,1,,,,,1,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.07,0.07,,,0.07,,17.5,23.333333,0,2025-12-14,2025-12-14,1.333333,male,4,,,,,3,0.07,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-14,2025-12-14,1,female,1,,,,,1,0.02,,1,,,,
,3,,,2,,,3,,,,,,,,,35,,35,,,,33,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.33,"[{'action_type': 'outbound_click', 'value': '1.33'}]",1.33,,0.886667,,0.076,0.076,,,0.080606,1.33,23.539823,26.336634,1.769912,2025-12-14,2025-12-14,1.118812,female,113,1.769912,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.769912'}]",101,2.66,4,3,4,28,17,10
,43,,,12,9,9,43,,,,,,,,,87,,87,,,,75,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,13,,0.520833,"[{'action_type': 'outbound_click', 'value': '0.520833'}]",0.520833,0.694444,0.145349,,0.071839,0.071839,,,0.083333,0.480769,29.904306,33.783784,6.220096,2025-12-14,2025-12-14,1.12973,male,209,5.741627,12,"[{'action_type': 'outbound_click', 'value': '12'}]","[{'action_type': 'outbound_click', 'value': '5.741627'}]",185,6.25,7,3,7,70,23,13
,,,,,,,,,,,,,,,,,,,,,,,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,10,10,0,2025-12-14,2025-12-14,1,unknown,2,,,,,2,0.02,,1,,,,
1,516,,,71,48,48,516,1,1,11,4,4,1,,1,1278,3,1278,19,12,1,1188,1,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,77,"[{'action_type': 'subscribe_mobile_app', 'value': '6.781538'}, {'action_type': 'subscribe_total', 'value': '6.781538'}, {'action_type': 'start_trial_mobile_app', 'value': '6.297143'}, {'action_type': 'start_trial_total', 'value': '6.297143'}]",1.24169,"[{'action_type': 'outbound_click', 'value': '1.24169'}]",1.24169,1.836667,0.170853,88.16,0.068983,0.068983,4.64,88.16,0.074209,1.144935,18.113828,19.87376,1.582083,2025-12-14,2025-12-14,1.09716,female,4867,1.458804,71,"[{'action_type': 'outbound_click', 'value': '71'}]","[{'action_type': 'outbound_click', 'value': '1.458804'}]",4436,88.16,114,3,115,1052,515,299
