action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,34,,,10,4,4,34,,,,,,,346,1,346,8,7,,328,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,12,,3.242699,"[{'action_type': 'outbound_click', 'value': '3.242699'}]",3.242699,8.106748,0.953735,,0.09372,0.09372,4.053374,,0.098863,2.702249,33.919448,35.47811,1.25523,2025-12-07,2025-12-07,1.045952,956,1.046025,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.046025'}]",instagram,914,32.426992,39,4,39,280,143,109
,,,,,,,,,,,,,,14,,14,1,1,,13,,6920996506984,02_blackNew_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.037381,0.037381,0.523341,,0.040257,,27.544245,27.544245,0,2025-12-07,2025-12-07,1,19,,,,,threads,19,0.523341,1,6,1,11,4,2
,,,,,,,,,,,,,,,,,,,,,,6920996507184,08_Red dress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,facebook,1,0.01,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,140,140,0,2025-12-07,2025-12-07,1,1,,,,,facebook,1,0.14,,0,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6920996507584,05_greendress_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.08,0.08,,,0.08,,80,80,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.08,,10,,1,1,
,,,,,,,,,,,,,,8,,8,,,,8,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.020067,0.020067,,,0.020067,,17.836917,26.755376,0,2025-12-07,2025-12-07,1.5,9,,,,,audience_network,6,0.160532,1,6,1,8,3,2
1,478,4,,110,48,48,478,1,1,1,1,1,1,3083,2,3083,30,27,1,2943,1,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,108,"[{'action_type': 'subscribe_mobile_app', 'value': '143.736566'}, {'action_type': 'subscribe_total', 'value': '143.736566'}]",1.306696,"[{'action_type': 'outbound_click', 'value': '1.306696'}]",1.306696,2.994512,0.300704,143.736566,0.046622,0.046622,4.791219,143.736566,0.04884,1.330894,22.39585,24.120921,1.682767,2025-12-07,2025-12-07,1.077026,6418,1.71393,110,"[{'action_type': 'outbound_click', 'value': '110'}]","[{'action_type': 'outbound_click', 'value': '1.71393'}]",facebook,5959,143.736566,327,5,304,2669,1702,1068
,121,,,24,14,14,121,,,1,1,,,1032,1,1032,18,16,,990,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,37,,2.410074,"[{'action_type': 'outbound_click', 'value': '2.410074'}]",2.410074,4.131556,0.478031,,0.056048,0.056048,3.213432,,0.058426,1.563291,25.335864,26.399716,1.620675,2025-12-07,2025-12-07,1.04199,2283,1.051248,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '1.051248'}]",instagram,2191,57.841778,74,5,74,905,526,316
,,,,,,,,,,,,,,154,,154,,,,154,,6920999337184,02_blackNew_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.041371,0.041371,,,0.041371,,26.769428,26.882379,0,2025-12-07,2025-12-07,1.004219,238,,,,,threads,237,6.371124,23,11,29,144,68,46
,,,,,,,,,,,,,,1,,1,,,,1,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.03002,0.03002,,,0.03002,,30.019724,30.019724,0,2025-12-07,2025-12-07,1,1,,,,,audience_network,1,0.03002,,4,,1,,
,27,,,13,5,5,27,,,,,,,295,,295,7,7,,275,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,13,,1.059927,"[{'action_type': 'outbound_click', 'value': '1.059927'}]",1.059927,2.755811,0.510335,,0.046709,0.046709,1.968436,,0.050106,1.059927,23.041895,23.963571,2.173913,2025-12-07,2025-12-07,1.04,598,2.173913,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '2.173913'}]",facebook,575,13.779053,44,5,43,248,156,123
,,,,,,,,,,,,,,18,,18,,,,18,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.065043,0.065043,,,0.065043,,22.956259,23.89325,0,2025-12-07,2025-12-07,1.040816,51,,,,,instagram,49,1.170769,,3,,15,7,6
,,,,,,,,,,,,,,7,,7,,,,7,,6920999337984,04_fbg_Wap 1 - Copy,6920998203984,F_Purhcase_Rap_WAP1_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,0.034308,0.034308,,,0.034308,,20.013149,20.013149,0,2025-12-07,2025-12-07,1,12,,,,,threads,12,0.240158,,5,2,6,2,2
,,,,,,,,,,,,,,3,,3,,,,3,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13,0.13,,,0.13,,32.5,32.5,0,2025-12-07,2025-12-07,1,12,,,,,facebook,12,0.39,1,5,1,2,1,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.19,0.19,,,0.19,,114,142.5,0,2025-12-07,2025-12-07,1.25,5,,,,,instagram,4,0.57,,4,,3,1,
,,,,,,,,,,,,,,,,,,,,,,6922611488184,01_Cristiano_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,messenger,1,0.01,,,,,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.12,0.12,,,0.12,,24,25.714286,0,2025-12-07,2025-12-07,1.071429,15,,,,,facebook,14,0.36,,2,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922613374584,01_Cristiano_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,20,20,0,2025-12-07,2025-12-07,1,3,,,,,instagram,3,0.06,1,7,1,1,1,1
,,,,1,,,,,,,,,,17,,17,,,,16,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.6,"[{'action_type': 'outbound_click', 'value': '1.6'}]",1.6,,,,0.094118,0.094118,,,0.1,1.6,25.396825,27.118644,1.587302,2025-12-07,2025-12-07,1.067797,63,1.587302,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.587302'}]",facebook,59,1.6,,3,,14,7,3
,1,,,1,,,1,,,,,,,10,,10,,,,9,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.1,"[{'action_type': 'outbound_click', 'value': '1.1'}]",1.1,,1.1,,0.11,0.11,,,0.122222,1.1,47.826087,52.380952,4.347826,2025-12-07,2025-12-07,1.095238,23,4.347826,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '4.347826'}]",instagram,21,1.1,3,5,3,9,4,4
,,,,,,,,,,,,,,1,,1,,,,1,,6922613549984,01_black4_luther -  sza,6922613549784,luther (sza),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.35,0.35,,,0.35,,9.722222,9.722222,0,2025-12-07,2025-12-07,1,36,,,,,messenger,36,0.35,,1,,1,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-07,2025-12-07,1,8,,,,,facebook,8,0.12,,2,,1,,
,,,,,,,,,,,,,,5,,5,,,,5,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.102,0.102,,,0.102,,15.9375,17,0,2025-12-07,2025-12-07,1.066667,32,,,,,instagram,30,0.51,1,3,1,5,3,3
,,,,,,,,,,,,,,,,,,,,,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,1,,,,,messenger,1,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6922613869184,01_Cristiano_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.01,,3,,,,
,,,,,,,,,,,,,,7,,7,,,,7,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.052857,0.052857,,,0.052857,,20.555556,20.555556,0,2025-12-07,2025-12-07,1,18,,,,,facebook,18,0.37,1,4,1,5,3,1
,3,,,,1,1,3,,,,,,,4,,4,,,,4,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,0.54,0.18,,0.135,0.135,,,0.135,,28.421053,28.421053,0,2025-12-07,2025-12-07,1,19,,,,,instagram,19,0.54,,2,,4,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,5,5,0,2025-12-07,2025-12-07,1,2,,,,,messenger,2,0.01,,6,,1,,
,1,,,1,,,1,,,,,,,12,,12,,,,11,,6922614475984,02_Eddie_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.53,"[{'action_type': 'outbound_click', 'value': '0.53'}]",0.53,,0.53,,0.044167,0.044167,,,0.048182,0.53,26.5,26.5,5,2025-12-07,2025-12-07,1,20,5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5'}]",threads,20,0.53,2,5,2,8,4,2
,,,,1,,,,,,,,,,27,,27,,,,26,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.905764,"[{'action_type': 'outbound_click', 'value': '2.905764'}]",2.905764,,,,0.107621,0.107621,,,0.11176,2.905764,25.944318,29.650649,0.892857,2025-12-07,2025-12-07,1.142857,112,0.892857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.892857'}]",facebook,98,2.905764,3,2,2,18,9,5
,4,,,,,,4,,,,,,,13,,13,1,1,,12,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.628409,,0.193357,0.193357,2.513636,,0.20947,,51.298701,53.481625,0,2025-12-07,2025-12-07,1.042553,49,,,,,instagram,47,2.513636,1,3,1,11,4,3
,2,,,,,,2,,,,,,,,,,,,,,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.025136,,,,,,,,7.181818,7.181818,0,2025-12-07,2025-12-07,1,7,,,,,messenger,7,0.050273,,1,,,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922615092384,03_Gael_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.030164,0.030164,,,0.030164,,20.109091,20.109091,0,2025-12-07,2025-12-07,1,3,,,,,threads,3,0.060327,2,13,2,2,2,2
,,,,,,,,,,,,,,1,,1,,,,1,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-07,2025-12-07,1,2,,,,,facebook,2,0.07,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,45,45,0,2025-12-07,2025-12-07,1,2,,,,,instagram,2,0.09,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,140,140,0,2025-12-07,2025-12-07,1,1,,,,,messenger,1,0.14,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922616414384,04_Javier_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0,,1,,,,
,61,,,15,5,5,61,,,,,,,164,1,164,2,1,,147,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,15,,1.119081,"[{'action_type': 'outbound_click', 'value': '1.119081'}]",1.119081,3.357244,0.275184,,0.102355,0.102355,8.393111,,0.114192,1.119081,24.94238,28.74353,2.228826,2025-12-07,2025-12-07,1.152397,673,2.228826,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '2.228826'}]",facebook,584,16.786222,30,3,29,127,75,55
,30,,1,8,5,5,30,,,,,,,192,,192,1,,,183,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,11,,2.580281,"[{'action_type': 'outbound_click', 'value': '2.580281'}]",2.580281,4.128449,0.688075,,0.107512,0.107512,20.642245,,0.112799,1.876568,28.354732,29.658398,1.510989,2025-12-07,2025-12-07,1.045977,728,1.098901,8,"[{'action_type': 'outbound_click', 'value': '8'}]","[{'action_type': 'outbound_click', 'value': '1.098901'}]",instagram,696,20.642245,25,3,25,152,74,44
,3,,,2,,,3,,,,,,,20,,20,,,,18,,6922617151984,05_Jesus_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,0.490767,"[{'action_type': 'outbound_click', 'value': '0.490767'}]",0.490767,,0.327178,,0.049077,0.049077,,,0.05453,0.490767,25.829822,25.829822,5.263158,2025-12-07,2025-12-07,1,38,5.263158,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '5.263158'}]",threads,38,0.981533,4,6,5,16,8,5
,24,,,2,2,2,24,,,,,,,60,,60,,,,58,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,2,,3.577392,"[{'action_type': 'outbound_click', 'value': '3.577392'}]",3.577392,3.577392,0.298116,,0.119246,0.119246,,,0.123358,3.577392,19.764597,22.082667,0.552486,2025-12-07,2025-12-07,1.117284,362,0.552486,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.552486'}]",facebook,324,7.154784,6,2,6,51,22,12
,16,,,3,,,16,,,1,1,,,51,,51,4,3,,44,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,4,,1.954969,"[{'action_type': 'outbound_click', 'value': '1.954969'}]",1.954969,,0.366557,,0.114998,0.114998,1.466227,,0.133293,1.466227,25.723278,28.891169,1.754386,2025-12-07,2025-12-07,1.123153,228,1.315789,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.315789'}]",instagram,203,5.864907,5,2,5,38,13,7
,,,,,,,,,,,,,,,,,,,,,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,0,0,0,2025-12-07,2025-12-07,1,1,,,,,messenger,1,0,,1,,,,
,,,,,,,,,,,,,,3,,3,,,,3,,6922617314184,06_LioneM_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.013436,0.013436,,,0.013436,,13.436214,13.436214,0,2025-12-07,2025-12-07,1,3,,,,,threads,3,0.040309,,6,,3,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.020044,0.020044,,,0.020044,,20.04415,20.04415,0,2025-12-07,2025-12-07,1,1,,,,,audience_network,1,0.020044,,6,,1,,
,7,,,1,,,7,,,,,,,17,,17,,,,16,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.806181,"[{'action_type': 'outbound_click', 'value': '2.806181'}]",2.806181,,0.400883,,0.165069,0.165069,,,0.175386,2.806181,35.521279,38.974736,1.265823,2025-12-07,2025-12-07,1.097222,79,1.265823,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",facebook,72,2.806181,2,2,2,14,6,3
,2,,,,,,2,,,,,,,7,,7,,,,7,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,0.656446,,0.187556,0.187556,,,0.187556,,33.663893,34.549785,0,2025-12-07,2025-12-07,1.026316,39,,,,,instagram,38,1.312892,,2,,6,2,
,,,,,,,,,,,,,,,,,,,,,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,15.033113,15.033113,0,2025-12-07,2025-12-07,1,2,,,,,messenger,2,0.030066,,,,,,
,,,,,,,,,,,,,,6,,6,,,,6,,6922617563384,07_Morgan_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.061803,0.061803,,,0.061803,,33.710616,33.710616,0,2025-12-07,2025-12-07,1,11,,,,,threads,11,0.370817,,4,,4,3,1
,,,,,,,,,,,,,,3,,3,,,,3,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.126667,0.126667,,,0.126667,,22.352941,23.75,0,2025-12-07,2025-12-07,1.0625,17,,,,,facebook,16,0.38,,2,,2,1,
,,,,,,,,,,,,,,4,,4,,,,4,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.1025,0.1025,,,0.1025,,41,41,0,2025-12-07,2025-12-07,1,10,,,,,instagram,10,0.41,,4,,4,2,2
,,,,,,,,,,,,,,6,,6,,,,6,,6922617753784,09_oscar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.028333,0.028333,,,0.028333,,17,17,0,2025-12-07,2025-12-07,1,10,,,,,threads,10,0.17,1,7,1,6,2,1
,,,,,,,,,,,,,,,,,,,,,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,5,5,0,2025-12-07,2025-12-07,1,2,,,,,facebook,2,0.01,,4,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922618733184,08_Neymar_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,instagram,1,0.01,,6,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.08,0.08,,,0.08,,16,16,0,2025-12-07,2025-12-07,1,5,,,,,facebook,5,0.08,,2,,1,,
,,,,,,,,,,,,,,2,,2,,,,2,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.07,0.07,,,0.07,,17.5,23.333333,0,2025-12-07,2025-12-07,1.333333,8,,,,,instagram,6,0.14,1,9,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,6922620119984,10_Pedro_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,2.5,2.5,0,2025-12-07,2025-12-07,1,4,,,,,messenger,4,0.01,,,,,,
,1,,,1,,,1,,,,,,,18,,18,,,,17,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,2.444206,"[{'action_type': 'outbound_click', 'value': '2.444206'}]",2.444206,,2.444206,,0.135789,0.135789,,,0.143777,2.444206,40.068958,47.00397,1.639344,2025-12-07,2025-12-07,1.173077,61,1.639344,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.639344'}]",facebook,52,2.444206,1,3,1,10,7,3
,6,,,,1,1,6,,,1,1,,,34,,34,4,3,,30,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,5.233239,0.872206,,0.153919,0.153919,1.30831,,0.174441,,50.319603,52.860997,0,2025-12-07,2025-12-07,1.050505,104,,,,,instagram,99,5.233239,3,3,3,19,13,6
,,,,,,,,,,,,,,8,,8,,,,8,,6922620236784,11_Timmy_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.022819,0.022819,,,0.022819,,20.283871,20.283871,0,2025-12-07,2025-12-07,1,9,,,,,threads,9,0.182555,2,7,2,5,3,2
,9,,,5,1,1,9,,,,,,,63,,63,,,,58,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,5,,1.45,"[{'action_type': 'outbound_click', 'value': '1.45'}]",1.45,7.25,0.805556,,0.115079,0.115079,,,0.125,1.45,30.590717,32.80543,2.109705,2025-12-07,2025-12-07,1.072398,237,2.109705,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.109705'}]",facebook,221,7.25,8,3,8,54,21,12
,7,,,,3,3,7,,,,,,,19,,19,,,,19,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,1.153333,0.494286,,0.182105,0.182105,,,0.182105,3.46,38.876404,40.232558,1.123596,2025-12-07,2025-12-07,1.034884,89,,,,,instagram,86,3.46,2,2,2,17,6,4
,,,,,,,,,,,,,,2,,2,,,,2,,6922620509184,12_Tyson_Dakiti,6922611483384,dakiti,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.13,0.13,,,0.13,,28.888889,28.888889,0,2025-12-07,2025-12-07,1,9,,,,,threads,9,0.26,,2,,2,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.420219,0.420219,,,0.420219,,210.109747,210.109747,0,2025-12-07,2025-12-07,1,2,,,,,audience_network,2,0.420219,1,7,1,1,1,1
,58,,,17,3,3,58,,,,,,,369,,369,1,1,,351,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,15,,1.647331,"[{'action_type': 'outbound_click', 'value': '1.647331'}]",1.647331,9.334876,0.482838,,0.075893,0.075893,28.004628,,0.079785,1.866975,30.080159,32.677512,1.611171,2025-12-07,2025-12-07,1.086348,931,1.825994,17,"[{'action_type': 'outbound_click', 'value': '17'}]","[{'action_type': 'outbound_click', 'value': '1.825994'}]",facebook,857,28.004628,84,7,80,308,169,130
1,24,,,1,2,2,24,1,1,,,,1,72,,72,1,1,1,70,1,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,"[{'action_type': 'subscribe_mobile_app', 'value': '4.122153'}, {'action_type': 'subscribe_total', 'value': '4.122153'}]",8.244306,"[{'action_type': 'outbound_click', 'value': '8.244306'}]",8.244306,4.122153,0.343513,8.244306,0.114504,0.114504,8.244306,8.244306,0.117776,8.244306,35.84481,36.804939,0.434783,2025-12-07,2025-12-07,1.026786,230,0.434783,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.434783'}]",instagram,224,8.244306,6,3,6,57,24,12
,7,,,1,1,1,7,,,,,,,44,,44,1,1,,42,,6922620631584,02_Eddie_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,1.620847,"[{'action_type': 'outbound_click', 'value': '1.620847'}]",1.620847,1.620847,0.23155,,0.036837,0.036837,1.620847,,0.038592,1.620847,20.260583,20.260583,1.25,2025-12-07,2025-12-07,1,80,1.25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.25'}]",threads,80,1.620847,6,11,6,37,20,12
,,,,,,,,,,,,,,,,,,,,,,6922620662784,03_Gael_Dtfm,6922613374384,dtfm,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,25,25,0,2025-12-07,2025-12-07,1,2,,,,,facebook,2,0.05,,1,,,,
