action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,publisher_platform,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,43.333333,43.333333,0,2025-12-07,2025-12-07,1,3,,,,,instagram,3,0.13,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,6922654558384,07_morgan_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.04,,2,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-07,2025-12-07,1,3,,,,,facebook,3,0.06,,3,,1,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-07,2025-12-07,1,4,,,,,instagram,4,0.06,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,,6922655142584,08_neymar_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,10,10,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.01,,3,,,,
,,,,,,,,,,,,,,1,,1,,,,1,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.06,0.06,,,0.06,,15,15,0,2025-12-07,2025-12-07,1,4,,,,,facebook,4,0.06,,4,,1,1,
,,,,,,,,,,,,,,1,,1,,,,1,,6922655569384,09_pedro_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-07,2025-12-07,1,2,,,,,instagram,2,0.03,1,10,1,1,1,1
,,,,,,,,,,,,,,2,,2,,,,2,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.04,0.04,,,0.04,,10,11.428571,0,2025-12-07,2025-12-07,1.142857,8,,,,,facebook,7,0.08,,2,,2,1,
,,,,,,,,,,,,,,,,,,,,,,6922656041784,10_Tyson_luther - kendrick,6922613868984,luther (kendrick),6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,40,40,0,2025-12-07,2025-12-07,1,1,,,,,instagram,1,0.04,,1,,,,
,60,,,11,6,6,60,,,,,,,228,,228,2,2,,215,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,11,,1.757273,"[{'action_type': 'outbound_click', 'value': '1.757273'}]",1.757273,3.221667,0.322167,,0.084781,0.084781,9.665,,0.089907,1.757273,27.148876,29.556575,1.544944,2025-12-07,2025-12-07,1.088685,712,1.544944,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '1.544944'}]",facebook,654,19.33,17,3,15,113,59,41
,9,,,,,,9,,,,,,,36,,36,1,1,,35,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,,,,,0.607778,,0.151944,0.151944,5.47,,0.156286,5.47,35.290323,37.465753,0.645161,2025-12-07,2025-12-07,1.061644,155,,,,,instagram,146,5.47,2,3,2,18,10,6
,,,,,,,,,,,,,,23,,23,,,,23,,6922657512784,prank,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.038261,0.038261,,,0.038261,,26.666667,26.666667,0,2025-12-07,2025-12-07,1,33,,,,,threads,33,0.88,3,5,3,11,5,3
,,,,,,,,,,,,,,,,,,,,,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,42.5,42.5,0,2025-12-07,2025-12-07,1,4,,,,,facebook,4,0.17,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,6922658469784,bustdown1,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,16,16,0,2025-12-07,2025-12-07,1,5,,,,,instagram,5,0.08,,1,,,,
,,,,1,,,,,,,,,,4,,4,,,,3,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,1,,0.52,"[{'action_type': 'outbound_click', 'value': '0.52'}]",0.52,,,,0.13,0.13,,,0.173333,0.52,104,130,20,2025-12-07,2025-12-07,1.25,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",facebook,4,0.52,1,9,1,3,2,2
,,,,,,,,,,,,,,2,,2,,,,2,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,0.23,0.23,,,0.23,,28.75,30.666667,0,2025-12-07,2025-12-07,1.066667,16,,,,,instagram,15,0.46,,2,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,6922658676184,bustdown2,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,,,,,,,,,,,,,20,20,0,2025-12-07,2025-12-07,1,1,,,,,threads,1,0.02,,1,,,,
,3,,,1,1,1,3,,,,,,,20,,20,,,,19,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,0,,0.491309,"[{'action_type': 'outbound_click', 'value': '0.491309'}]",0.491309,0.491309,0.16377,,0.024565,0.024565,,,0.025858,,17.546755,24.565457,0,2025-12-07,2025-12-07,1.4,28,3.571429,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.571429'}]",audience_network,20,0.491309,4,8,4,18,10,7
1,276,4,,55,32,32,276,1,1,,,1,1,822,2,822,14,12,1,753,1,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,51,"[{'action_type': 'subscribe_mobile_app', 'value': '91.955022'}, {'action_type': 'subscribe_total', 'value': '91.955022'}]",1.671909,"[{'action_type': 'outbound_click', 'value': '1.671909'}]",1.671909,2.873594,0.33317,91.955022,0.111867,0.111867,6.568216,91.955022,0.122118,1.80304,28.026523,32.64289,1.554404,2025-12-07,2025-12-07,1.164714,3281,1.676318,55,"[{'action_type': 'outbound_click', 'value': '55'}]","[{'action_type': 'outbound_click', 'value': '1.676318'}]",facebook,2817,91.955022,53,3,49,405,206,144
,177,,,26,18,18,177,,,1,1,,,300,,300,5,4,,269,,6922658870384,gasstation,6922657511584,p_ads_newest_051225,6922611476584,FB_iOS_Purchase_RapSinging_251205,38,,2.362449,"[{'action_type': 'outbound_click', 'value': '2.362449'}]",2.362449,3.412426,0.347026,,0.204746,0.204746,12.284734,,0.228341,1.616412,34.353282,38.413802,2.12528,2025-12-07,2025-12-07,1.118199,1788,1.454139,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.454139'}]",instagram,1599,61.423669,25,2,24,150,87,47
